GEN | [pending_transfer] | Orig: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? -> Aug: How long does it typically take for a seller to receive a pending transfer after I initiate the payment immediately?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I receive all the money sent to my account by SEPA transfer? -> Aug: Will I get the full amount credited to my account when I top up by bank transfer charge?
GEN | [transfer_timing] | Orig: How long do I have to wait for a US transfer? -> Aug: What is the typical timeframe for a US transfer to be processed?
GEN | [reverted_card_payment?] | Orig: I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening? -> Aug: Why haven't any of my recent online transactions been processed using my card, despite multiple attempts over the past two weeks?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I going to be charged for receiving  money? -> Aug: Will I be charged a fee for receiving a top-up via bank transfer?
GEN | [wrong_amount_of_cash_received] | Orig: Did a WD earlier at an ATM.  The amount showing in the App is more than I got though. -> Aug: I made a withdrawal at an ATM, but the amount reflected in the app is not what I actually received.
GEN | [card_payment_wrong_exchange_rate] | Orig: Are you ripping people off with the exchange rate?  It can't be that atrocious between banks. -> Aug: Are you taking advantage of customers with an unfair exchange rate? It's hard to believe it's that bad between financial institutions.
GEN | [card_acceptance] | Orig: Are there businesses that don't accept this card? -> Aug: Can you tell me if there are any merchants that don't accept this particular card?
GEN | [fiat_currency_support] | Orig: Is my country's currency supported by your system? -> Aug: Does your bank support transactions in my local currency?
GEN | [receiving_money] | Orig: I received my salary in the wrong currency. How do I change this? -> Aug: I was mistakenly paid in a foreign currency. Can you help me convert this to the correct one?
GEN | [lost_or_stolen_card] | Orig: Help!  I fear that my card was stolen, -> Aug: I'm worried that my card has been stolen.
GEN | [automatic_top_up] | Orig: Can I schedule future top ups? -> Aug: Can I set up recurring automatic top-ups?
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into an account?
GEN | [verify_top_up] | Orig: How do i verify my card? -> Aug: How can I confirm my card details?
GEN | [wrong_amount_of_cash_received] | Orig: My cash received does not match what has been requested -> Aug: The amount of cash I received is not what I was expecting.
GEN | [wrong_amount_of_cash_received] | Orig: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! -> Aug: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
GEN | [verify_my_identity] | Orig: Can I use my social security card as a form of identity? -> Aug: May I confirm my identity using my social security card?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and it's definitely not the interbank rate.
GEN | [top_up_by_card_charge] | Orig: How much does it cost to us US cards? -> Aug: What is the charge for topping up using a US-issued card?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why hasn't my cheque processed? -> Aug: Why hasn't my cash deposit been reflected in my account balance?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate. -> Aug: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and it's definitely not the rate I'd expect from a reputable financial institution.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong? -> Aug: I'm having an issue with my account. I deposited cash yesterday, but my balance hasn't been updated. Could you please investigate and let me know what's going on?
GEN | [transfer_fee_charged] | Orig: I need to know how much it costs to transfer funds. -> Aug: I'd like to inquire about the transfer fee associated with moving funds.
GEN | [transfer_not_received_by_recipient] | Orig: I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made? -> Aug: I'm attempting to make a payment to my new landlord, but it seems the transfer hasn't been received by them despite being sent a few days ago. Can you confirm that the payment has been processed successfully?
GEN | [declined_cash_withdrawal] | Orig: How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? -> Aug: I'm having trouble withdrawing cash from an ATM using my card. I've tried entering my PIN, but it's not working. Can you help me resolve this issue?
GEN | [transfer_timing] | Orig: When will the money reach my  account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [supported_cards_and_currencies] | Orig: What cards do you support -> Aug: We accept a range of payment cards
GEN | [extra_charge_on_statement] | Orig: Why has my card been charged an extra pound? -> Aug: Why is there an additional charge on my statement?
GEN | [card_acceptance] | Orig: Do all businesses take this card? -> Aug: Can all merchants accept this card?
GEN | [card_linking] | Orig: I would like to reactivate my card that I previously reported lost. I located the card this morning. -> Aug: I'd like to reissue my card that I previously reported as lost, as I've since found it.
GEN | [card_acceptance] | Orig: Are there limits to businesses that will accept this card? -> Aug: Can you tell me about any restrictions on the types of businesses that will accept this card?
GEN | [card_arrival] | Orig: I haven't gotten my credit card in the mail. -> Aug: I'm still waiting for my credit card to arrive.
GEN | [transfer_not_received_by_recipient] | Orig: I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed? -> Aug: I'm concerned about a payment I made to my new landlord. Although it's reflected in my account, they're claiming they haven't received it. Can you confirm that the transfer has been successfully processed?
GEN | [lost_or_stolen_card] | Orig: Who can I speak with regarding a lost card? -> Aug: I'd like to report a missing credit card.
GEN | [beneficiary_not_allowed] | Orig: My account transfer was not cleared. -> Aug: The transfer to the intended recipient was unsuccessful.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using seems incorrect. It's not the standard interbank rate.
GEN | [card_delivery_estimate] | Orig: How long will it take to get to the US? -> Aug: What is the estimated delivery timeframe for shipping to the US?
GEN | [order_physical_card] | Orig: I still don't have a card. How do I get one? -> Aug: I'm missing my physical card. Can you help me obtain a new one?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? | Augmented: How long does it typically take for a seller to receive a pending transfer after I initiate the payment immediately?
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Will I receive all the money sent to my account by SEPA transfer? | Augmented: Will I get the full amount credited to my account when I top up by bank transfer charge?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long do I have to wait for a US transfer? | Augmented: What is the typical timeframe for a US transfer to be processed?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening? | Augmented: Why haven't any of my recent online transactions been processed using my card, despite multiple attempts over the past two weeks?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I put some money in my account the other day and it's not gone in yet, can you help with this? | Augmented: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Am I going to be charged for receiving  money? | Augmented: Will I be charged a fee for receiving a top-up via bank transfer?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Did a WD earlier at an ATM.  The amount showing in the App is more than I got though. | Augmented: I made a withdrawal at an ATM, but the amount reflected in the app is not what I actually received.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: Are you ripping people off with the exchange rate?  It can't be that atrocious between banks. | Augmented: Are you taking advantage of customers with an unfair exchange rate? It's hard to believe it's that bad between financial institutions.
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Are there businesses that don't accept this card? | Augmented: Can you tell me if there are any merchants that don't accept this particular card?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Is my country's currency supported by your system? | Augmented: Does your bank support transactions in my local currency?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I received my salary in the wrong currency. How do I change this? | Augmented: I was mistakenly paid in a foreign currency. Can you help me convert this to the correct one?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: Help!  I fear that my card was stolen, | Augmented: I'm worried that my card has been stolen.
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I schedule future top ups? | Augmented: Can I set up recurring automatic top-ups?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Whats the transfer process | Augmented: How do I initiate a transfer into an account?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: How do i verify my card? | Augmented: How can I confirm my card details?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: My cash received does not match what has been requested | Augmented: The amount of cash I received is not what I was expecting.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! | Augmented: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
VAL | [verify_my_identity] | ACCEPT | Reason: ... | Original: Can I use my social security card as a form of identity? | Augmented: May I confirm my identity using my social security card?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: The exchange rate you are using is really bad.This can't be the official interbank exchange rate. | Augmented: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and it's definitely not the interbank rate.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: How much does it cost to us US cards? | Augmented: What is the charge for topping up using a US-issued card?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: Why hasn't my cheque processed? | Augmented: Why hasn't my cash deposit been reflected in my account balance?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate. | Augmented: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and it's definitely not the rate I'd expect from a reputable financial institution.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong? | Augmented: I'm having an issue with my account. I deposited cash yesterday, but my balance hasn't been updated. Could you please investigate and let me know what's going on?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I need to know how much it costs to transfer funds. | Augmented: I'd like to inquire about the transfer fee associated with moving funds.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: The augmented text preserves the same banking intent of a transfer not received by the recipient. It does not introduce any contradictions or unsupported information. | Original: I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made? | Augmented: I'm attempting to make a payment to my new landlord, but it seems the transfer hasn't been received by them despite being sent a few days ago. Can you confirm that the payment has been processed successfully?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? | Augmented: I'm having trouble withdrawing cash from an ATM using my card. I've tried entering my PIN, but it's not working. Can you help me resolve this issue?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: When will the money reach my  account? | Augmented: When can I expect the funds to be deposited into my account?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What cards do you support | Augmented: We accept a range of payment cards
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Why has my card been charged an extra pound? | Augmented: Why is there an additional charge on my statement?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Do all businesses take this card? | Augmented: Can all merchants accept this card?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I would like to reactivate my card that I previously reported lost. I located the card this morning. | Augmented: I'd like to reissue my card that I previously reported as lost, as I've since found it.
VAL | [card_acceptance] | ACCEPT | Reason: The augmented text does not change the core intent of inquiring about the limitations on where the card can be accepted. It is a natural rephrasing of the original question. | Original: Are there limits to businesses that will accept this card? | Augmented: Can you tell me about any restrictions on the types of businesses that will accept this card?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: I haven't gotten my credit card in the mail. | Augmented: I'm still waiting for my credit card to arrive.
