GEN | [beneficiary_not_allowed] | Orig: Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying. -> Aug: Hello, I'm having some trouble with the app. I'm trying to exchange cryptocurrency, but it's not working as expected. I'm eager to make a purchase.
GEN | [cash_withdrawal_not_recognised] | Orig: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. -> Aug: It's an emergency. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
GEN | [pending_card_payment] | Orig: How long does it take for a purchase to go from pending to authorised? -> Aug: When can I expect a pending card payment to be processed and move to an authorized status?
GEN | [card_payment_not_recognised] | Orig: I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? -> Aug: I'm having trouble identifying some charges on my account that I don't recall making. The transaction descriptions seem unfamiliar, and I'm unsure if the merchant names are just different or if there's something more going on. Should I have my card temporarily suspended while you investigate this issue to ensure my account's security, or is it safe to leave it active?
GEN | [automatic_top_up] | Orig: How low does the balance have to be before the system updates? -> Aug: At what point does the account balance need to reach before the automatic top-up feature kicks in?
GEN | [lost_or_stolen_card] | Orig: Could you please freeze my card immediately? -> Aug: Can you put a hold on my card right away?
GEN | [fiat_currency_support] | Orig: Do you have a problem with EUR exchanges? -> Aug: Are you experiencing an issue with converting or exchanging euros?
GEN | [atm_support] | Orig: How can I tell if an AMT will take this card? -> Aug: What's the best way to determine if an ATM will accept my card?
GEN | [direct_debit_payment_not_recognised] | Orig: I don't recognise a Direct Debit payment -> Aug: We're unable to identify a Direct Debit payment in your account records.
GEN | [getting_virtual_card] | Orig: And do you have virtual cards instead of physical ones? -> Aug: Are there any digital cards available instead of traditional physical cards?
GEN | [extra_charge_on_statement] | Orig: There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there. -> Aug: I've noticed a mysterious £1 charge showing up as pending on my statement. Can you help me figure out what it's for? I'm certain I didn't make any purchases for that amount.
GEN | [lost_or_stolen_card] | Orig: Can you provide information for freezing my card immediately? -> Aug: Can you assist me in putting a hold on my card right away?
GEN | [top_up_limits] | Orig: What is the daily limit on my card? -> Aug: What is the daily spending limit on my credit card?
GEN | [extra_charge_on_statement] | Orig: How long will the $1 charge show as pending? -> Aug: How long will the extra charge appear as pending on my statement?
GEN | [country_support] | Orig: May I get one of your cards?  I live in the EU. -> Aug: Might I request a card, as I am a resident of the European Union?
GEN | [visa_or_mastercard] | Orig: I won't be pleased unless I get a Mastercard. -> Aug: I'm not satisfied unless I receive a Visa or Mastercard.
GEN | [country_support] | Orig: I'm in the EU. Can I get one of your cards? -> Aug: I'm a resident of the European Union. Can I obtain one of your credit cards?
GEN | [Refund_not_showing_up] | Orig: Hi I'm waiting for a refund for an item I bought. I have contacted the merchant directly but had nothing back. Can you tell me whether or not you are able to refund me for the item? -> Aug: I'm still waiting to receive a refund for a purchase I made, and despite reaching out to the seller, I haven't received a response. Can you assist me in determining if you can process the refund for the item?
GEN | [card_payment_fee_charged] | Orig: How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info. -> Aug: Can you help me find out how much I have available for spending? I'm planning some significant transactions and need to know where to check for the remaining balance.
GEN | [lost_or_stolen_card] | Orig: Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen. -> Aug: Can you replace my card and cancel my current one, as it was stolen while I was in Spain and I'm now without a wallet?
GEN | [country_support] | Orig: I am in the EU. Can I get one of your cards? -> Aug: I am a resident in the European Union. Can I obtain one of your credit cards?
GEN | [extra_charge_on_statement] | Orig: The $1.00 has still not been reverted as indicated in the previous email. -> Aug: The amount of $1.00 remains outstanding, as previously mentioned in our previous communication.
GEN | [Refund_not_showing_up] | Orig: I am noticing that a refund of a large purchase still has not been credited to my account. I contacted the merchant a few days ago and he assured me that he would submit it right away. Is there a status update? -> Aug: I'm concerned that a refund for a significant purchase hasn't been reflected in my account yet. I spoke with the merchant a few days ago and was told they would process the refund promptly. Can you provide an update on the status of this refund?
GEN | [request_refund] | Orig: Are purchases returnable for full refund? -> Aug: Can I get a full refund for my purchase?
GEN | [getting_virtual_card] | Orig: explain the virtual card -> Aug: Describe the virtual card process
GEN | [request_refund] | Orig: Do you have a return policy? -> Aug: Can I initiate a return and request a refund?
GEN | [transfer_not_received_by_recipient] | Orig: I am just waiting on the completion of the transaction. -> Aug: I'm still waiting for the transfer to be successfully delivered to the recipient.
GEN | [visa_or_mastercard] | Orig: I want a Mastercard, instead. -> Aug: I'd prefer a Visa, if possible.
GEN | [extra_charge_on_statement] | Orig: Why is there a pending hold on one pound on my statement? -> Aug: What's the reason for the extra charge showing up on my statement?
GEN | [transfer_fee_charged] | Orig: I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account? -> Aug: I'm unhappy about the unexpected charges deducted from my account. I was assisting friends with their relocation to Japan and we made some purchases at local stores. The receipts didn't match the amounts reflected in my bank statement. Can you tell me when I can expect the extra fees to be credited back to my account?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying. | Augmented: Hello, I'm having some trouble with the app. I'm trying to exchange cryptocurrency, but it's not working as expected. I'm eager to make a purchase.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. | Augmented: It's an emergency. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: How long does it take for a purchase to go from pending to authorised? | Augmented: When can I expect a pending card payment to be processed and move to an authorized status?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: The augmented text preserves the core issue of unrecognized transactions and the need for assistance, which aligns with the original intent. It does not introduce any contradictory information or unrelated details. | Original: I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? | Augmented: I'm having trouble identifying some charges on my account that I don't recall making. The transaction descriptions seem unfamiliar, and I'm unsure if the merchant names are just different or if there's something more going on. Should I have my card temporarily suspended while you investigate this issue to ensure my account's security, or is it safe to leave it active?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: How low does the balance have to be before the system updates? | Augmented: At what point does the account balance need to reach before the automatic top-up feature kicks in?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Could you please freeze my card immediately? | Augmented: Can you put a hold on my card right away?
VAL | [fiat_currency_support] | ACCEPT | Reason: Both texts are asking about problems with exchanging euros, which is consistent with the fiat_currency_support intent. | Original: Do you have a problem with EUR exchanges? | Augmented: Are you experiencing an issue with converting or exchanging euros?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: How can I tell if an AMT will take this card? | Augmented: What's the best way to determine if an ATM will accept my card?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: The augmented text preserves the same issue of a Direct Debit payment not being recognized, which aligns with the original intent. It does not introduce any ambiguity or unsupported information. | Original: I don't recognise a Direct Debit payment | Augmented: We're unable to identify a Direct Debit payment in your account records.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: And do you have virtual cards instead of physical ones? | Augmented: Are there any digital cards available instead of traditional physical cards?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there. | Augmented: I've noticed a mysterious £1 charge showing up as pending on my statement. Can you help me figure out what it's for? I'm certain I didn't make any purchases for that amount.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Can you provide information for freezing my card immediately? | Augmented: Can you assist me in putting a hold on my card right away?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: What is the daily limit on my card? | Augmented: What is the daily spending limit on my credit card?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: How long will the $1 charge show as pending? | Augmented: How long will the extra charge appear as pending on my statement?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: May I get one of your cards?  I live in the EU. | Augmented: Might I request a card, as I am a resident of the European Union?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: I won't be pleased unless I get a Mastercard. | Augmented: I'm not satisfied unless I receive a Visa or Mastercard.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: I'm in the EU. Can I get one of your cards? | Augmented: I'm a resident of the European Union. Can I obtain one of your credit cards?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: Hi I'm waiting for a refund for an item I bought. I have contacted the merchant directly but had nothing back. Can you tell me whether or not you are able to refund me for the item? | Augmented: I'm still waiting to receive a refund for a purchase I made, and despite reaching out to the seller, I haven't received a response. Can you assist me in determining if you can process the refund for the item?
VAL | [card_payment_fee_charged] | UNKNOWN | Reason: N/A | Original: How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info. | Augmented: Can you help me find out how much I have available for spending? I'm planning some significant transactions and need to know where to check for the remaining balance.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: The augmented text preserves the same banking intent of needing a new card and blocking the current one due to theft. It does not introduce any contradictory information or unsupported details. | Original: Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen. | Augmented: Can you replace my card and cancel my current one, as it was stolen while I was in Spain and I'm now without a wallet?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: I am in the EU. Can I get one of your cards? | Augmented: I am a resident in the European Union. Can I obtain one of your credit cards?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: The $1.00 has still not been reverted as indicated in the previous email. | Augmented: The amount of $1.00 remains outstanding, as previously mentioned in our previous communication.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I am noticing that a refund of a large purchase still has not been credited to my account. I contacted the merchant a few days ago and he assured me that he would submit it right away. Is there a status update? | Augmented: I'm concerned that a refund for a significant purchase hasn't been reflected in my account yet. I spoke with the merchant a few days ago and was told they would process the refund promptly. Can you provide an update on the status of this refund?
VAL | [request_refund] | ACCEPT | Reason: Both texts are asking about the possibility of a full refund for a purchase, preserving the same intent. | Original: Are purchases returnable for full refund? | Augmented: Can I get a full refund for my purchase?
VAL | [getting_virtual_card] | ACCEPT | Reason: N/A | Original: explain the virtual card | Augmented: Describe the virtual card process
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: Do you have a return policy? | Augmented: Can I initiate a return and request a refund?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I am just waiting on the completion of the transaction. | Augmented: I'm still waiting for the transfer to be successfully delivered to the recipient.
