GEN | [card_payment_wrong_exchange_rate] | Orig: It seems that the rate I got is incorrect. -> Aug: The exchange rate applied to my card payment appears to be inaccurate.
GEN | [request_refund] | Orig: Canceling my order is what I need to do right now. -> Aug: I'd like to terminate my recent purchase and initiate a refund process.
GEN | [card_delivery_estimate] | Orig: how much to get my card in 2 days? -> Aug: Can you provide an estimate for the delivery of my card within a 2-day timeframe?
GEN | [card_delivery_estimate] | Orig: I need my card immediately. -> Aug: I require my card as soon as possible.
GEN | [cash_withdrawal_not_recognised] | Orig: I see cash in my app but I did not get it. -> Aug: I'm showing a cash withdrawal in my app, but it's not reflecting in my account.
GEN | [lost_or_stolen_phone] | Orig: I was recently mugged and would like to know if I have to have access to the app to use your services and how I would go about setting up your services on a new device belonging to a current user? -> Aug: I had my phone stolen and I'm wondering if I need to access the app to use your services and how I can set up your services on a new device that's already linked to my account.
GEN | [request_refund] | Orig: My product was faulty. -> Aug: The item I purchased was defective.
GEN | [Refund_not_showing_up] | Orig: Please send my refund now. -> Aug: Please dispatch my refund immediately.
GEN | [cash_withdrawal_not_recognised] | Orig: THere is some cash that is showing up on my app. -> Aug: There's an unexpected cash amount appearing on my account.
GEN | [fiat_currency_support] | Orig: Do you deal with EUR? -> Aug: Are you able to assist with transactions involving the Euro currency?
GEN | [order_physical_card] | Orig: can i order cards on the app -> Aug: can I place a physical card order through the mobile app?
GEN | [edit_personal_details] | Orig: My address is incorrect on my file. -> Aug: My personal details, specifically my address, are inaccurate in your records.
GEN | [getting_spare_card] | Orig: I would like to use one of my cards for a family member. Is that allowed? -> Aug: I'd like to assign a spare card to a family member. Can I do that?
GEN | [top_up_by_cash_or_cheque] | Orig: Do you take checks? -> Aug: Can you accept payments by cheque or cash?
GEN | [pending_card_payment] | Orig: I don't know what pending transaction means. -> Aug: I'm not sure what's meant by the outstanding payment.
GEN | [change_pin] | Orig: Can I change my in at all ATM's? -> Aug: Can I modify my PIN at any ATM location?
GEN | [verify_my_identity] | Orig: What type of ID do you accept? -> Aug: We accept various forms of identification. Which one would you like to provide?
GEN | [transaction_charged_twice] | Orig: My statement shows different transaction times. -> Aug: My account statement displays conflicting transaction timestamps.
GEN | [transfer_not_received_by_recipient] | Orig: Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. -> Aug: I'm having an issue with a transfer I made, and I'm wondering if you can assist me. I've confirmed that I sent the payment to the correct account, but the recipient claims they haven't received it, despite it showing as complete on my end.
GEN | [disposable_card_limits] | Orig: Can I do more than 10 transactions with a disposable card? -> Aug: How many transactions can I make with a disposable card before it's no longer valid?
GEN | [card_not_working] | Orig: What do I do if the machine rejects my card? -> Aug: If the ATM or payment terminal declines my card, what should I do next?
GEN | [top_up_limits] | Orig: I need someone to assist me with explaining how much I can top-up. -> Aug: I require guidance on the maximum amount I can increase my limits.
GEN | [exchange_via_app] | Orig: I need to get some Euros for my holiday. Am I able to exchange some of my money? -> Aug: I'm planning a trip and need to convert some currency. Can I exchange my money for Euros through the app?
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. -> Aug: I'm still waiting for my domestic transfer to be credited to the recipient's account. I double-checked the account details a few days ago, but the payment hasn't been processed yet.
GEN | [fiat_currency_support] | Orig: What types of foreign money can be used with this service.? -> Aug: What currencies are accepted for international transactions with this service?
GEN | [reverted_card_payment?] | Orig: Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying. -> Aug: Why is my card not allowing me to make online transactions? I've been trying for two weeks now.
GEN | [pending_transfer] | Orig: I have a pending transaction -> Aug: A transfer is currently in the process of being processed
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: It seems that the rate I got is incorrect. | Augmented: The exchange rate applied to my card payment appears to be inaccurate.
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: Canceling my order is what I need to do right now. | Augmented: I'd like to terminate my recent purchase and initiate a refund process.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: how much to get my card in 2 days? | Augmented: Can you provide an estimate for the delivery of my card within a 2-day timeframe?
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: I need my card immediately. | Augmented: I require my card as soon as possible.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text maintains the core issue of a cash withdrawal being recognized in the app but not reflected in the account, which is consistent with the original intent. | Original: I see cash in my app but I did not get it. | Augmented: I'm showing a cash withdrawal in my app, but it's not reflecting in my account.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I was recently mugged and would like to know if I have to have access to the app to use your services and how I would go about setting up your services on a new device belonging to a current user? | Augmented: I had my phone stolen and I'm wondering if I need to access the app to use your services and how I can set up your services on a new device that's already linked to my account.
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: My product was faulty. | Augmented: The item I purchased was defective.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: Please send my refund now. | Augmented: Please dispatch my refund immediately.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: THere is some cash that is showing up on my app. | Augmented: There's an unexpected cash amount appearing on my account.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Do you deal with EUR? | Augmented: Are you able to assist with transactions involving the Euro currency?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: can i order cards on the app | Augmented: can I place a physical card order through the mobile app?
VAL | [edit_personal_details] | ACCEPT | Reason: The augmented text maintains the intent of correcting an error in personal details, specifically the address. | Original: My address is incorrect on my file. | Augmented: My personal details, specifically my address, are inaccurate in your records.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I would like to use one of my cards for a family member. Is that allowed? | Augmented: I'd like to assign a spare card to a family member. Can I do that?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Do you take checks? | Augmented: Can you accept payments by cheque or cash?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I don't know what pending transaction means. | Augmented: I'm not sure what's meant by the outstanding payment.
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Can I change my in at all ATM's? | Augmented: Can I modify my PIN at any ATM location?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: What type of ID do you accept? | Augmented: We accept various forms of identification. Which one would you like to provide?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: My statement shows different transaction times. | Augmented: My account statement displays conflicting transaction timestamps.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. | Augmented: I'm having an issue with a transfer I made, and I'm wondering if you can assist me. I've confirmed that I sent the payment to the correct account, but the recipient claims they haven't received it, despite it showing as complete on my end.
VAL | [disposable_card_limits] | ACCEPT | Reason: ... | Original: Can I do more than 10 transactions with a disposable card? | Augmented: How many transactions can I make with a disposable card before it's no longer valid?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: What do I do if the machine rejects my card? | Augmented: If the ATM or payment terminal declines my card, what should I do next?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: I need someone to assist me with explaining how much I can top-up. | Augmented: I require guidance on the maximum amount I can increase my limits.
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I need to get some Euros for my holiday. Am I able to exchange some of my money? | Augmented: I'm planning a trip and need to convert some currency. Can I exchange my money for Euros through the app?
