GEN | [pending_card_payment] | Orig: Why is their a charge pending on my card still? -> Aug: Why is there a pending payment on my credit card still?
GEN | [transfer_fee_charged] | Orig: I got an unexpected charge on my transfers. How can I correct this? -> Aug: I'm surprised to see an additional fee on my transfer transactions. Can you help me resolve this issue?
GEN | [extra_charge_on_statement] | Orig: I was charged $1 in a transaction. -> Aug: I was unexpectedly billed an additional amount in a recent transaction.
GEN | [card_not_working] | Orig: I tried using my card at multiple vendors and now it's not working. -> Aug: I've attempted to use my card at various merchants, but it's no longer functioning properly.
GEN | [order_physical_card] | Orig: I need to order a new card. -> Aug: I'd like to request a new physical card.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you check if my money has reached my account since it is not showing up yet? -> Aug: Can you investigate why my account balance is not reflecting the recent bank transfer I made, as it's not updating yet?
GEN | [atm_support] | Orig: What locations can I get money from? -> Aug: Where can I withdraw cash from an ATM or a bank branch?
GEN | [declined_card_payment] | Orig: My card was not accepted in a shop -> Aug: The payment made with my card was declined at a retail store.
GEN | [declined_cash_withdrawal] | Orig: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? -> Aug: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
GEN | [fiat_currency_support] | Orig: Can I exchange my money for EUR? -> Aug: Can I convert my funds to euros?
GEN | [transfer_fee_charged] | Orig: There is a fee from a transfer that is not supposed to be here! -> Aug: A surprise fee has appeared on a transfer that shouldn't have had one.
GEN | [top_up_failed] | Orig: I did a bank transfer to top up, but the money is not available. -> Aug: I attempted to make a transfer to add funds, but the funds are still unavailable.
GEN | [compromised_card] | Orig: Questionable transactions on my account. -> Aug: Suspicious activity detected on my account.
GEN | [cash_withdrawal_charge] | Orig: I hate this ATM, it charged me an extra fee, Why did it charge? -> Aug: I'm really frustrated with this ATM, it slapped me with an unexpected fee, Can you tell me why it did that?
GEN | [declined_card_payment] | Orig: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? -> Aug: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
GEN | [cash_withdrawal_charge] | Orig: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? -> Aug: I'm concerned about a recent transaction on my account that seems to be related to a cash withdrawal I made at a location outside of Nandos in Leeds. Can you help me understand what this charge is for? Is it a legitimate transaction or could it be a case of fraud?
GEN | [contactless_not_working] | Orig: I can't get a contactless payment to work. -> Aug: I'm having trouble with my contactless payment method.
GEN | [cash_withdrawal_not_recognised] | Orig: I did not get the cash that is showing up in my app. -> Aug: The cash withdrawal I'm seeing on my app isn't reflecting in my actual account balance.
GEN | [extra_charge_on_statement] | Orig: I have a strange transaction for £1 on my statement, what is that? -> Aug: I'm reviewing my statement and noticed an unusual charge of £1, could you please explain what it's for?
GEN | [automatic_top_up] | Orig: I know there's an auto-top option but I can not locate it when I look? -> Aug: I'm having trouble finding the automatic top-up feature, can you help me locate it?
GEN | [lost_or_stolen_card] | Orig: I need to order a new card as my other one was stolen. -> Aug: I require a replacement card as my previous one has been stolen.
GEN | [transfer_fee_charged] | Orig: A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here? -> Aug: A recipient informed me that they didn't receive the full transfer I initiated, and it was actually short by a small amount. To rectify the situation, I need to make an additional transfer to cover the shortfall. Could you please investigate this matter and provide an update?
GEN | [pending_cash_withdrawal] | Orig: Why does it still charge me even though I was unable to withdraw money from the ATM? -> Aug: Why am I still being charged for a cash withdrawal attempt that was unsuccessful at the ATM?
GEN | [extra_charge_on_statement] | Orig: Why did a transaction I made charge me $1? -> Aug: I'm wondering why I was charged an additional fee on my recent statement.
GEN | [order_physical_card] | Orig: I would like to request a card. -> Aug: I'd like to place an order for a physical card.
GEN | [extra_charge_on_statement] | Orig: Can you tell me why I was charged $1 for a transaction? -> Aug: Can you explain the reason behind the additional fee that appeared on my statement?
GEN | [cancel_transfer] | Orig: I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please. -> Aug: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
GEN | [transfer_not_received_by_recipient] | Orig: Where did the money transfer go? -> Aug: The recipient didn't receive the transferred funds.
GEN | [transfer_fee_charged] | Orig: I made a transfer and the receiver did not get the right amount its lesser than what it should be,Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done -> Aug: I initiated a transfer, but the recipient only received a reduced amount, which means I need to make an additional transfer to cover the shortfall. Can you assist me with this issue?
GEN | [card_about_to_expire] | Orig: Can I order a new card with the app? -> Aug: Can I request a replacement card before my current one expires?
GEN | [beneficiary_not_allowed] | Orig: A transfer was not allowed to an account. -> Aug: A transfer was prohibited for the recipient's account.
GEN | [cash_withdrawal_not_recognised] | Orig: Somebody stole my wallet and is using my card! Can you do something so they can't keep taking my money? -> Aug: My card has been stolen and someone is using it to make unauthorized transactions. Can you help me stop them from accessing my account and withdrawing cash?
GEN | [Refund_not_showing_up] | Orig: I returned an item but don't see it on my account? -> Aug: I sent back a product, but the refund isn't showing up on my statement.
GEN | [supported_cards_and_currencies] | Orig: Will you accept my credit card? -> Aug: Do you support credit card payments?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why is their a charge pending on my card still? | Augmented: Why is there a pending payment on my credit card still?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I got an unexpected charge on my transfers. How can I correct this? | Augmented: I'm surprised to see an additional fee on my transfer transactions. Can you help me resolve this issue?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I was charged $1 in a transaction. | Augmented: I was unexpectedly billed an additional amount in a recent transaction.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I tried using my card at multiple vendors and now it's not working. | Augmented: I've attempted to use my card at various merchants, but it's no longer functioning properly.
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I need to order a new card. | Augmented: I'd like to request a new physical card.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Can you check if my money has reached my account since it is not showing up yet? | Augmented: Can you investigate why my account balance is not reflecting the recent bank transfer I made, as it's not updating yet?
VAL | [atm_support] | ACCEPT | Reason: N/A | Original: What locations can I get money from? | Augmented: Where can I withdraw cash from an ATM or a bank branch?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: My card was not accepted in a shop | Augmented: The payment made with my card was declined at a retail store.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? | Augmented: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Can I exchange my money for EUR? | Augmented: Can I convert my funds to euros?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: There is a fee from a transfer that is not supposed to be here! | Augmented: A surprise fee has appeared on a transfer that shouldn't have had one.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I did a bank transfer to top up, but the money is not available. | Augmented: I attempted to make a transfer to add funds, but the funds are still unavailable.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: Questionable transactions on my account. | Augmented: Suspicious activity detected on my account.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I hate this ATM, it charged me an extra fee, Why did it charge? | Augmented: I'm really frustrated with this ATM, it slapped me with an unexpected fee, Can you tell me why it did that?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? | Augmented: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? | Augmented: I'm concerned about a recent transaction on my account that seems to be related to a cash withdrawal I made at a location outside of Nandos in Leeds. Can you help me understand what this charge is for? Is it a legitimate transaction or could it be a case of fraud?
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: I can't get a contactless payment to work. | Augmented: I'm having trouble with my contactless payment method.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I did not get the cash that is showing up in my app. | Augmented: The cash withdrawal I'm seeing on my app isn't reflecting in my actual account balance.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: I have a strange transaction for £1 on my statement, what is that? | Augmented: I'm reviewing my statement and noticed an unusual charge of £1, could you please explain what it's for?
VAL | [automatic_top_up] | ACCEPT | Reason: The augmented text maintains the user's request for assistance in locating the automatic top-up feature, which is consistent with the original intent. | Original: I know there's an auto-top option but I can not locate it when I look? | Augmented: I'm having trouble finding the automatic top-up feature, can you help me locate it?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: I need to order a new card as my other one was stolen. | Augmented: I require a replacement card as my previous one has been stolen.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here? | Augmented: A recipient informed me that they didn't receive the full transfer I initiated, and it was actually short by a small amount. To rectify the situation, I need to make an additional transfer to cover the shortfall. Could you please investigate this matter and provide an update?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why does it still charge me even though I was unable to withdraw money from the ATM? | Augmented: Why am I still being charged for a cash withdrawal attempt that was unsuccessful at the ATM?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: Why did a transaction I made charge me $1? | Augmented: I'm wondering why I was charged an additional fee on my recent statement.
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I would like to request a card. | Augmented: I'd like to place an order for a physical card.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Can you tell me why I was charged $1 for a transaction? | Augmented: Can you explain the reason behind the additional fee that appeared on my statement?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please. | Augmented: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: Where did the money transfer go? | Augmented: The recipient didn't receive the transferred funds.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I made a transfer and the receiver did not get the right amount its lesser than what it should be,Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done | Augmented: I initiated a transfer, but the recipient only received a reduced amount, which means I need to make an additional transfer to cover the shortfall. Can you assist me with this issue?
