GEN | [pending_cash_withdrawal] | Orig: Do you know when the withdrawal will show? -> Aug: When can I expect the pending cash withdrawal to be processed?
GEN | [verify_source_of_funds] | Orig: Why do I need to verify my funds? -> Aug: We'd like to confirm the origin of your funds to ensure the transaction is legitimate and compliant with our banking regulations.
GEN | [declined_card_payment] | Orig: I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined? -> Aug: I'm frustrated because my recently issued card was repeatedly declined when I tried to use it. Can you please explain why this is happening and what steps I can take to resolve the issue and avoid future declines?
GEN | [apple_pay_or_google_pay] | Orig: i have been trying to add money with apple pay but it wont work, why? -> Aug: I'm having trouble adding funds using Apple Pay, can you help me figure out why it's not working?
GEN | [top_up_by_cash_or_cheque] | Orig: Can I only top-up digitally? Or could I use cash? -> Aug: Can I make a digital payment or is it possible to use cash to top up my account?
GEN | [pending_cash_withdrawal] | Orig: How long does it take to verify a cash withdraw? -> Aug: How long does it typically take to process a pending cash withdrawal request?
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [apple_pay_or_google_pay] | Orig: how do i set up my apple pay watch to connect to my account -> Aug: how do i configure my apple pay-enabled smartwatch to link to my account?
GEN | [pending_cash_withdrawal] | Orig: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. -> Aug: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
GEN | [apple_pay_or_google_pay] | Orig: how do i setup my apple pay -> Aug: how do i configure my apple pay
GEN | [cash_withdrawal_not_recognised] | Orig: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? -> Aug: I'm having an issue with a recent transaction on my account. When I tried to make a purchase, my card was declined, and upon further investigation, I noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this matter?
GEN | [order_physical_card] | Orig: Do you ship your cards anywhere? -> Aug: Can you deliver your physical cards to any location?
GEN | [cash_withdrawal_charge] | Orig: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? -> Aug: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
GEN | [apple_pay_or_google_pay] | Orig: Does Apple Watch support the topping-off of my account? -> Aug: Can I use my Apple Watch to replenish my account balance?
GEN | [top_up_by_card_charge] | Orig: should i add money via bank transfer instead -> Aug: can I recharge my account using a card charge instead?
GEN | [cash_withdrawal_charge] | Orig: I was charged for getting cash. -> Aug: I was charged a fee for withdrawing cash.
GEN | [Refund_not_showing_up] | Orig: It's been more than a week since I had a return charged to my card, why hasn't it showed up? -> Aug: It's been over a week since the return was processed, and I'm still waiting for the refund to appear on my statement.
GEN | [verify_source_of_funds] | Orig: How can I look at where my available cash is coming from? -> Aug: Can you help me identify the source of my available funds?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT transfers supported? -> Aug: Can I use a bank transfer to top up my account?
GEN | [receiving_money] | Orig: Can I use a transfer to receive my transfer? -> Aug: Can I use a transfer to receive the funds I'm expecting?
GEN | [verify_my_identity] | Orig: How and where can I find the identity checks? -> Aug: Where can I locate the identity verification process?
GEN | [verify_source_of_funds] | Orig: What do I need to do to verify my funds? -> Aug: How can I confirm the origin of my funds?
GEN | [declined_cash_withdrawal] | Orig: Why can't I get cash out? -> Aug: Why was my cash withdrawal request denied?
GEN | [order_physical_card] | Orig: Can I have a tangible form of my virtual card. -> Aug: May I request a physical version of my digital card?
GEN | [pending_cash_withdrawal] | Orig: Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money. -> Aug: I've checked my account and noticed a pending transaction that I didn't complete. The ATM declined my card when I tried to make the withdrawal, and I'm concerned that the transaction might still be processed. Can you cancel it since I didn't receive the cash?
GEN | [pending_cash_withdrawal] | Orig: Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back? -> Aug: Hello, I have a pending cash withdrawal in my account due to an ATM machine malfunction. If the transaction is processed, how long will it take to receive my funds?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn. -> Aug: I'm experiencing an issue with the exchange rate for a cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect rate, otherwise I wouldn't have proceeded with the transaction.
GEN | [card_acceptance] | Orig: How do I know where I can use my card? -> Aug: Where can I use my card?
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Why was my cash withdrawal declined at the ATM?
GEN | [cash_withdrawal_charge] | Orig: Why did I get charged when getting cash? -> Aug: Why was I charged a fee for withdrawing cash?
GEN | [order_physical_card] | Orig: What fees do you charge for the standard card? -> Aug: What are the charges for a standard physical card?
GEN | [atm_support] | Orig: How many ATMs will take this card? -> Aug: How many cash machines accept this card?
GEN | [exchange_charge] | Orig: Is there any cost to change foreign money to local? -> Aug: Are there any fees associated with exchanging foreign currency for local currency?
GEN | [declined_transfer] | Orig: I wanted to know why my transaction didn't go through. -> Aug: I'm curious about the reason behind the failed transfer.
GEN | [top_up_by_card_charge] | Orig: how should i add money to my card -> Aug: how can I charge my card to add funds?
GEN | [apple_pay_or_google_pay] | Orig: Can you explain why my Google Pay Top isn't working? -> Aug: Why isn't my Apple Pay account functioning properly?
GEN | [wrong_amount_of_cash_received] | Orig: my cash balance less than what I thought -> Aug: my account shows a lower balance than I expected
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Do you know when the withdrawal will show? | Augmented: When can I expect the pending cash withdrawal to be processed?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Why do I need to verify my funds? | Augmented: We'd like to confirm the origin of your funds to ensure the transaction is legitimate and compliant with our banking regulations.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined? | Augmented: I'm frustrated because my recently issued card was repeatedly declined when I tried to use it. Can you please explain why this is happening and what steps I can take to resolve the issue and avoid future declines?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: ... | Original: i have been trying to add money with apple pay but it wont work, why? | Augmented: I'm having trouble adding funds using Apple Pay, can you help me figure out why it's not working?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Can I only top-up digitally? Or could I use cash? | Augmented: Can I make a digital payment or is it possible to use cash to top up my account?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: How long does it take to verify a cash withdraw? | Augmented: How long does it typically take to process a pending cash withdrawal request?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? | Augmented: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: how do i set up my apple pay watch to connect to my account | Augmented: how do i configure my apple pay-enabled smartwatch to link to my account?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. | Augmented: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: Both texts are asking about the setup/configuration of Apple Pay, which is related to the same banking intent. | Original: how do i setup my apple pay | Augmented: how do i configure my apple pay
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text preserves the user's experience of a declined transaction followed by discovering an unauthorized cash withdrawal, which is consistent with the original intent. | Original: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? | Augmented: I'm having an issue with a recent transaction on my account. When I tried to make a purchase, my card was declined, and upon further investigation, I noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this matter?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Do you ship your cards anywhere? | Augmented: Can you deliver your physical cards to any location?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? | Augmented: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Does Apple Watch support the topping-off of my account? | Augmented: Can I use my Apple Watch to replenish my account balance?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: should i add money via bank transfer instead | Augmented: can I recharge my account using a card charge instead?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I was charged for getting cash. | Augmented: I was charged a fee for withdrawing cash.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: The augmented text preserves the same banking intent of a refund not showing up, and it does not introduce any contradictory or unsupported information. | Original: It's been more than a week since I had a return charged to my card, why hasn't it showed up? | Augmented: It's been over a week since the return was processed, and I'm still waiting for the refund to appear on my statement.
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: How can I look at where my available cash is coming from? | Augmented: Can you help me identify the source of my available funds?
VAL | [top_up_by_bank_transfer_charge] | REVIEW | Reason: N/A | Original: Are SWIFT transfers supported? | Augmented: Can I use a bank transfer to top up my account?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can I use a transfer to receive my transfer? | Augmented: Can I use a transfer to receive the funds I'm expecting?
VAL | [verify_my_identity] | ACCEPT | Reason: Both texts are asking about locating the identity verification process, which aligns with the intent of verifying one's identity. | Original: How and where can I find the identity checks? | Augmented: Where can I locate the identity verification process?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: What do I need to do to verify my funds? | Augmented: How can I confirm the origin of my funds?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why can't I get cash out? | Augmented: Why was my cash withdrawal request denied?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: Can I have a tangible form of my virtual card. | Augmented: May I request a physical version of my digital card?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money. | Augmented: I've checked my account and noticed a pending transaction that I didn't complete. The ATM declined my card when I tried to make the withdrawal, and I'm concerned that the transaction might still be processed. Can you cancel it since I didn't receive the cash?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back? | Augmented: Hello, I have a pending cash withdrawal in my account due to an ATM machine malfunction. If the transaction is processed, how long will it take to receive my funds?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: The augmented text preserves the same banking intent by highlighting the overcharging due to an incorrect exchange rate during a cash withdrawal, which aligns with the original intent. The text does not introduce any contradictory information or unsupported details. | Original: Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn. | Augmented: I'm experiencing an issue with the exchange rate for a cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect rate, otherwise I wouldn't have proceeded with the transaction.
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: How do I know where I can use my card? | Augmented: Where can I use my card?
