GEN | [transfer_not_received_by_recipient] | Orig: Why is my transaction taking so long to complete? -> Aug: Why hasn't my transfer been received by the recipient yet?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can the exchange rate change while I am in the process of making a withdrawal? -> Aug: Is the exchange rate adjusted while I'm in the middle of a cash withdrawal?
GEN | [age_limit] | Orig: I have young kids. Can they use this service? -> Aug: I'm a parent with minors. Can they access this service?
GEN | [transfer_timing] | Orig: I need to make a transfer from Europe, how many days does this take? -> Aug: What is the typical timeframe for processing international transfers from Europe?
GEN | [transfer_timing] | Orig: How long does it take to get money from Europe? -> Aug: What is the typical timeframe for transferring funds from Europe to my account?
GEN | [visa_or_mastercard] | Orig: Can I get the Mastercard? -> Aug: Can I obtain the Visa or Mastercard?
GEN | [receiving_money] | Orig: Do I need to convert my currency from GBP before transferring? -> Aug: Do I need to exchange my British pounds for another currency before making a transfer?
GEN | [disposable_card_limits] | Orig: Are there limits on the virtual cards? -> Aug: Are there any restrictions on the usage of disposable cards?
GEN | [topping_up_by_card] | Orig: Can I get my friends to add money to my account? -> Aug: Can I have my friends use their cards to top up my account?
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: the balance has not changed, but I have deposited some money -> Aug: The balance remains the same, despite the recent deposit.
GEN | [reverted_card_payment?] | Orig: Under what condition will my payment revert? -> Aug: What circumstances would cause my payment to be reversed?
GEN | [unable_to_verify_identity] | Orig: I dont have identification -> Aug: We're having trouble confirming your identity.
GEN | [transfer_not_received_by_recipient] | Orig: How long do I have  to wait for my transaction to be completed? -> Aug: When can I expect my transfer to be successfully delivered to the recipient's account?
GEN | [change_pin] | Orig: Do I need to speak to a representative to change my pin? -> Aug: Can I request assistance from a representative to modify my personal identification number (PIN)?
GEN | [transfer_not_received_by_recipient] | Orig: I sent a payment but it isn't showing up in the app -> Aug: I made a transfer, but the recipient hasn't received it yet.
GEN | [passcode_forgotten] | Orig: I can't remember my app code, can you reset it? -> Aug: I've forgotten my passcode, could you please reset it for me?
GEN | [failed_transfer] | Orig: I am trying to transfer money and something is going wrong. -> Aug: I'm having trouble completing a transfer and it's not going through as expected.
GEN | [pending_transfer] | Orig: How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. -> Aug: How long does it typically take for international transfers to be processed? I made an online purchase a few days ago and initiated the transfer promptly, but the vendor is telling me that the funds are still pending.
GEN | [get_physical_card] | Orig: I haven't been sent my new pin! -> Aug: I need to receive my physical card.
GEN | [virtual_card_not_working] | Orig: I can't make purchases with my virtual card. -> Aug: I'm having trouble using my virtual card to make transactions.
GEN | [reverted_card_payment?] | Orig: I cancelled my card payment -> Aug: Did you reverse the payment on your card?
GEN | [top_up_limits] | Orig: Is the top-up amount unlimited? -> Aug: Can the top-up limit be increased without any restrictions?
GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
GEN | [getting_virtual_card] | Orig: I need to order a new card, can you please direct me to the virtual cards? -> Aug: I'd like to request a new virtual card, could you guide me on how to obtain one?
GEN | [topping_up_by_card] | Orig: Will my friends be able to top up my account? -> Aug: Can my friends use their cards to add funds to my account?
GEN | [wrong_amount_of_cash_received] | Orig: The cash I asked for still hasn't been received -> Aug: The amount of cash I requested has not been delivered.
GEN | [beneficiary_not_allowed] | Orig: is there something blocking me from making transfers -> Aug: is there a restriction preventing me from initiating transactions
GEN | [top_up_limits] | Orig: What is the top-up limit on my cards? -> Aug: What is the maximum amount I can add to my card balance at one time?
GEN | [reverted_card_payment?] | Orig: What should I do if my card payment was cancelled? -> Aug: What happens if my card payment was reversed?
GEN | [transfer_into_account] | Orig: What are the steps for  making a transfer for topping up? -> Aug: How do I initiate a transfer to add funds to an account?
GEN | [card_swallowed] | Orig: what do I need to do if the ATM kept my card? -> Aug: what should I do if the ATM swallowed my card?
GEN | [topping_up_by_card] | Orig: What's the process for topping up my card? -> Aug: How do I add funds to my card using my card?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Are bank transfers immediate? -> Aug: Is the balance updated instantly after a bank transfer?
GEN | [transfer_fee_charged] | Orig: Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this? -> Aug: They informed me that they didn't receive the entire amount I transferred to them, and I'd appreciate it if you could investigate this issue.
GEN | [direct_debit_payment_not_recognised] | Orig: There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me. -> Aug: We've noticed an unusual payment on your account, made by a merchant you don't have a record of. Could you please confirm if this is a direct debit payment that was not recognized by our system?
GEN | [direct_debit_payment_not_recognised] | Orig: I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it? -> Aug: I've reviewed my recent statements and noticed a significant payment that I'm certain I didn't make. Can I still contest it?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: The augmented text directly addresses the issue of a transfer not being received by the recipient, which is the same as the original intent. | Original: Why is my transaction taking so long to complete? | Augmented: Why hasn't my transfer been received by the recipient yet?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Can the exchange rate change while I am in the process of making a withdrawal? | Augmented: Is the exchange rate adjusted while I'm in the middle of a cash withdrawal?
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: I have young kids. Can they use this service? | Augmented: I'm a parent with minors. Can they access this service?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: I need to make a transfer from Europe, how many days does this take? | Augmented: What is the typical timeframe for processing international transfers from Europe?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long does it take to get money from Europe? | Augmented: What is the typical timeframe for transferring funds from Europe to my account?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Can I get the Mastercard? | Augmented: Can I obtain the Visa or Mastercard?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do I need to convert my currency from GBP before transferring? | Augmented: Do I need to exchange my British pounds for another currency before making a transfer?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Are there limits on the virtual cards? | Augmented: Are there any restrictions on the usage of disposable cards?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can I get my friends to add money to my account? | Augmented: Can I have my friends use their cards to top up my account?
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text preserves the user's need for verification regarding a top-up process, which aligns with the original intent. | Original: I just tried to top-up and now I'm getting an additional verification message, why? | Augmented: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: the balance has not changed, but I have deposited some money | Augmented: The balance remains the same, despite the recent deposit.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Under what condition will my payment revert? | Augmented: What circumstances would cause my payment to be reversed?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: I dont have identification | Augmented: We're having trouble confirming your identity.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: How long do I have  to wait for my transaction to be completed? | Augmented: When can I expect my transfer to be successfully delivered to the recipient's account?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Do I need to speak to a representative to change my pin? | Augmented: Can I request assistance from a representative to modify my personal identification number (PIN)?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I sent a payment but it isn't showing up in the app | Augmented: I made a transfer, but the recipient hasn't received it yet.
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't remember my app code, can you reset it? | Augmented: I've forgotten my passcode, could you please reset it for me?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I am trying to transfer money and something is going wrong. | Augmented: I'm having trouble completing a transfer and it's not going through as expected.
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. | Augmented: How long does it typically take for international transfers to be processed? I made an online purchase a few days ago and initiated the transfer promptly, but the vendor is telling me that the funds are still pending.
VAL | [get_physical_card] | UNKNOWN | Reason: N/A | Original: I haven't been sent my new pin! | Augmented: I need to receive my physical card.
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: I can't make purchases with my virtual card. | Augmented: I'm having trouble using my virtual card to make transactions.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I cancelled my card payment | Augmented: Did you reverse the payment on your card?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: Is the top-up amount unlimited? | Augmented: Can the top-up limit be increased without any restrictions?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Can you explain to me the way to verify my top up has gone through? | Augmented: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to order a new card, can you please direct me to the virtual cards? | Augmented: I'd like to request a new virtual card, could you guide me on how to obtain one?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Will my friends be able to top up my account? | Augmented: Can my friends use their cards to add funds to my account?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: The cash I asked for still hasn't been received | Augmented: The amount of cash I requested has not been delivered.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: is there something blocking me from making transfers | Augmented: is there a restriction preventing me from initiating transactions
VAL | [top_up_limits] | ACCEPT | Reason: ... | Original: What is the top-up limit on my cards? | Augmented: What is the maximum amount I can add to my card balance at one time?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: What should I do if my card payment was cancelled? | Augmented: What happens if my card payment was reversed?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: What are the steps for  making a transfer for topping up? | Augmented: How do I initiate a transfer to add funds to an account?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: what do I need to do if the ATM kept my card? | Augmented: what should I do if the ATM swallowed my card?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: What's the process for topping up my card? | Augmented: How do I add funds to my card using my card?
VAL | [balance_not_updated_after_bank_transfer] | UNKNOWN | Reason: N/A | Original: Are bank transfers immediate? | Augmented: Is the balance updated instantly after a bank transfer?
