GEN | [declined_transfer] | Orig: What does the decline message mean -> Aug: The transfer was not successfully processed due to an issue.
GEN | [top_up_failed] | Orig: I can't add any more money. -> Aug: I'm unable to make a successful top-up.
GEN | [transfer_into_account] | Orig: My account is devoid of funds. Am I permitted to submit additional money via bank transfer? -> Aug: Can I still make a deposit into my account using a bank transfer, even though my account is currently empty?
GEN | [visa_or_mastercard] | Orig: I do not want a VISA card. -> Aug: I prefer not to use a Mastercard.
GEN | [card_about_to_expire] | Orig: How do I go about ordering a new bank card? -> Aug: What steps can I take to get a replacement bank card before my current one expires?
GEN | [card_payment_not_recognised] | Orig: i disagree with a charge -> Aug: I'm disputing a transaction
GEN | [disposable_card_limits] | Orig: Show me the amount of transactions I can do with a disposable card. -> Aug: What are the transaction limits for a disposable card?
GEN | [lost_or_stolen_phone] | Orig: I don't have my mobile device and am unable to make the payment because I forgot my details. -> Aug: I've misplaced my phone and can't access my account information to make the payment.
GEN | [receiving_money] | Orig: Salary in GBP has been received. Does it need to be configured into another place? -> Aug: Has the GBP salary been deposited into the correct account? If not, do you need assistance transferring it to a different location?
GEN | [exchange_via_app] | Orig: I no longer need AUD, I need GBP instead, how can I make this happen? -> Aug: I'd like to exchange my AUD for GBP, is there a way to do this through the app?
GEN | [top_up_by_cash_or_cheque] | Orig: I want to use a cheque to pay. -> Aug: I'd like to settle the payment using a cheque.
GEN | [exchange_via_app] | Orig: Can I use this app to change money? -> Aug: Can I make a currency exchange using this mobile app?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are you going to charge me to collect the money? -> Aug: Will there be a fee for processing the bank transfer to top up my account?
GEN | [terminate_account] | Orig: if im not using my account should i close it or just let it sit -> Aug: If I'm not actively using my account, should I cancel it or simply leave it inactive?
GEN | [declined_card_payment] | Orig: I couldn't pay with card in a shop -> Aug: The payment using my card was not accepted in the store.
GEN | [card_delivery_estimate] | Orig: Can I get my card fast tracked? -> Aug: Can I expedite the delivery of my card?
GEN | [wrong_amount_of_cash_received] | Orig: i did not get any money but still was charged -> Aug: I was expecting to receive some cash, but instead, I was debited without any funds being transferred.
GEN | [disposable_card_limits] | Orig: I need several cards per day. And I need to be able to throw away all of the cards I make. -> Aug: I require a large quantity of disposable cards daily, and I'd like the ability to discard them as needed.
GEN | [receiving_money] | Orig: Do I need to select a preference to receive my salary payments in GBP and, if so, where? -> Aug: Do I need to specify a preference for receiving my salary payments in British Pounds, and if so, where can I make this selection?
GEN | [passcode_forgotten] | Orig: I don't know the code for the app. -> Aug: I've forgotten the passcode for the mobile banking app.
GEN | [pending_card_payment] | Orig: How long does it take for a new purchase to stop being considered pending? -> Aug: When will a recent purchase be marked as complete and no longer pending?
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Can you explain why my top-up request is still pending?
GEN | [visa_or_mastercard] | Orig: I anticipate getting a Visa card -> Aug: I'm expecting to receive a Mastercard
GEN | [direct_debit_payment_not_recognised] | Orig: I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced. -> Aug: I'm reviewing my account activity and noticed an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge, restoring the funds to my account.
GEN | [receiving_money] | Orig: I am paid by my employer in GBP; do I need to do anything in the app to indicate this? -> Aug: I'm receiving a salary in British Pounds; do I need to update the app to reflect this?
GEN | [top_up_by_cash_or_cheque] | Orig: Who do I make a check out to if I want to top off my account? -> Aug: What is the payee's name if I wish to replenish my account balance using a check?
GEN | [declined_card_payment] | Orig: I could not use my card in a store. -> Aug: I was unable to make a purchase using my card at a retail location.
GEN | [visa_or_mastercard] | Orig: Can both a Visa and Mastercard be received from you? -> Aug: Can you accept both Visa and Mastercard payments?
GEN | [top_up_by_bank_transfer_charge] | Orig: Can I Transfer from SWIFT? -> Aug: Can I make a bank transfer to top up my account?
GEN | [unable_to_verify_identity] | Orig: The app is not able to realize that it is me. -> Aug: The system is unable to confirm that the user is the account holder.
GEN | [reverted_card_payment?] | Orig: I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly? -> Aug: I recently discovered that the payment didn't process as expected. Initially, the funds were debited from my account, but they've since been reversed. Could you assist me in resolving this issue promptly?
GEN | [lost_or_stolen_card] | Orig: A fee shouldn't apply to me if my card was stolen. -> Aug: I shouldn't be charged a fee if my credit card was stolen.
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT Transfers available at this bank? -> Aug: Can I use bank transfer to top up my account at this bank?
GEN | [top_up_by_cash_or_cheque] | Orig: How can I fill up my gas tank using a check? -> Aug: How can I replenish my account balance using a cheque or cash?
GEN | [contactless_not_working] | Orig: Would reinstalling the app solve the problem? -> Aug: Is reinstalling the app a potential solution to resolve the issue?
GEN | [receiving_money] | Orig: My salary is in GBP, is this something I need to configure? -> Aug: Are my paychecks in British Pounds, and do I need to set up a specific setting for that?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: what are weekend rates for getting cash -> Aug: what is the exchange rate for a cash withdrawal on a weekend?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you accept SWIFT transfers? -> Aug: Can you facilitate bank transfers for top-ups?
GEN | [card_swallowed] | Orig: How do I get a new card as your machine swallowed mine! -> Aug: I need a replacement card because I think your machine has eaten my original one.
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: What does the decline message mean | Augmented: The transfer was not successfully processed due to an issue.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I can't add any more money. | Augmented: I'm unable to make a successful top-up.
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: My account is devoid of funds. Am I permitted to submit additional money via bank transfer? | Augmented: Can I still make a deposit into my account using a bank transfer, even though my account is currently empty?
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: I do not want a VISA card. | Augmented: I prefer not to use a Mastercard.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: How do I go about ordering a new bank card? | Augmented: What steps can I take to get a replacement bank card before my current one expires?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: i disagree with a charge | Augmented: I'm disputing a transaction
VAL | [disposable_card_limits] | ACCEPT | Reason: Both texts are asking about the transaction limits for a disposable card, which aligns with the target intent of 'disposable_card_limits'. There is no contradiction or ambiguity introduced, and the text is specific to the target intent. | Original: Show me the amount of transactions I can do with a disposable card. | Augmented: What are the transaction limits for a disposable card?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I don't have my mobile device and am unable to make the payment because I forgot my details. | Augmented: I've misplaced my phone and can't access my account information to make the payment.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Salary in GBP has been received. Does it need to be configured into another place? | Augmented: Has the GBP salary been deposited into the correct account? If not, do you need assistance transferring it to a different location?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I no longer need AUD, I need GBP instead, how can I make this happen? | Augmented: I'd like to exchange my AUD for GBP, is there a way to do this through the app?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: Both texts convey the same action (using a cheque) for the same purpose (making a payment), thus preserving the target intent. | Original: I want to use a cheque to pay. | Augmented: I'd like to settle the payment using a cheque.
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: Can I use this app to change money? | Augmented: Can I make a currency exchange using this mobile app?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Are you going to charge me to collect the money? | Augmented: Will there be a fee for processing the bank transfer to top up my account?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: if im not using my account should i close it or just let it sit | Augmented: If I'm not actively using my account, should I cancel it or simply leave it inactive?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I couldn't pay with card in a shop | Augmented: The payment using my card was not accepted in the store.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: Can I get my card fast tracked? | Augmented: Can I expedite the delivery of my card?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: i did not get any money but still was charged | Augmented: I was expecting to receive some cash, but instead, I was debited without any funds being transferred.
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: I need several cards per day. And I need to be able to throw away all of the cards I make. | Augmented: I require a large quantity of disposable cards daily, and I'd like the ability to discard them as needed.
VAL | [receiving_money] | ACCEPT | Reason: ... | Original: Do I need to select a preference to receive my salary payments in GBP and, if so, where? | Augmented: Do I need to specify a preference for receiving my salary payments in British Pounds, and if so, where can I make this selection?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I don't know the code for the app. | Augmented: I've forgotten the passcode for the mobile banking app.
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: How long does it take for a new purchase to stop being considered pending? | Augmented: When will a recent purchase be marked as complete and no longer pending?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Can you tell me why my pop-up is still pending? | Augmented: Can you explain why my top-up request is still pending?
VAL | [visa_or_mastercard] | REVIEW | Reason: N/A | Original: I anticipate getting a Visa card | Augmented: I'm expecting to receive a Mastercard
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced. | Augmented: I'm reviewing my account activity and noticed an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge, restoring the funds to my account.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I am paid by my employer in GBP; do I need to do anything in the app to indicate this? | Augmented: I'm receiving a salary in British Pounds; do I need to update the app to reflect this?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: Who do I make a check out to if I want to top off my account? | Augmented: What is the payee's name if I wish to replenish my account balance using a check?
VAL | [declined_card_payment] | ACCEPT | Reason: N/A | Original: I could not use my card in a store. | Augmented: I was unable to make a purchase using my card at a retail location.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Can both a Visa and Mastercard be received from you? | Augmented: Can you accept both Visa and Mastercard payments?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Can I Transfer from SWIFT? | Augmented: Can I make a bank transfer to top up my account?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app is not able to realize that it is me. | Augmented: The system is unable to confirm that the user is the account holder.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly? | Augmented: I recently discovered that the payment didn't process as expected. Initially, the funds were debited from my account, but they've since been reversed. Could you assist me in resolving this issue promptly?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: A fee shouldn't apply to me if my card was stolen. | Augmented: I shouldn't be charged a fee if my credit card was stolen.
