GEN | [transfer_not_received_by_recipient] | Orig: I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this? -> Aug: I'm still waiting to see if the transfer I initiated a few days ago has been credited to my account. I've double-checked my details to ensure everything is correct. Could you please verify this for me?
GEN | [receiving_money] | Orig: What do I need to do to get my salary through this? -> Aug: How can I receive my salary payment through this channel?
GEN | [card_about_to_expire] | Orig: Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one. -> Aug: Is there a fee associated with obtaining a replacement card, as mine is nearing its expiration date, and I'd also appreciate knowing how long it takes to receive the new one?
GEN | [exchange_via_app] | Orig: If I need to make an exchange from USD to GBP, how can I do so in the app? -> Aug: If I want to convert my USD to GBP, can I perform the exchange through the app?
GEN | [top_up_limits] | Orig: How many times can I make a top-up? -> Aug: How often can I increase my limits through top-ups?
GEN | [automatic_top_up] | Orig: If there isn't a lot of money left, will it automatically top-up money? -> Aug: If there's a low balance, will the account automatically replenish funds?
GEN | [card_linking] | Orig: I found the card that I thought I lost, and I would like to reactivate it. -> Aug: I've located the card I previously thought was misplaced, and I'd like to re-activate it.
GEN | [card_payment_fee_charged] | Orig: There was a fee charged when I paid with my card. -> Aug: A fee was deducted from my payment when I used my card.
GEN | [pending_cash_withdrawal] | Orig: i withdrew cash and dont see it reflected on the balance -> Aug: I made a cash withdrawal, but it's not showing up on my account balance.
GEN | [lost_or_stolen_phone] | Orig: I don't know where my phone is. -> Aug: I've misplaced my phone and I'm not sure where it is.
GEN | [card_payment_wrong_exchange_rate] | Orig: something is wrong with my exchange rate charge -> Aug: The exchange rate applied to my card payment seems to be incorrect.
GEN | [extra_charge_on_statement] | Orig: I noticed an extra pound charge? -> Aug: I saw an additional fee on my statement.
GEN | [card_about_to_expire] | Orig: If my card is going to expire this month, do I need to order a new one? -> Aug: If my credit card's expiration date is approaching this month, do I need to request a replacement?
GEN | [card_payment_wrong_exchange_rate] | Orig: I am not receiving the correct exchange rate on my card. -> Aug: The exchange rate applied to my card payment is incorrect.
GEN | [request_refund] | Orig: Are refunds allowed for certain items. -> Aug: Can I get a refund for specific products?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I can't see my cash deposit in my account. -> Aug: I'm unable to view the updated balance after making a cash deposit.
GEN | [country_support] | Orig: I reside in the US, but I want a card. -> Aug: I'm a US resident, and I'm interested in obtaining a card.
GEN | [getting_spare_card] | Orig: Will there be a charge for sending out more cards? -> Aug: Are there any fees associated with requesting additional cards?
GEN | [transfer_not_received_by_recipient] | Orig: How long will a transaction to a friend take? -> Aug: When can I expect a transfer to reach my friend's account?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I going to see a charge for a SEPA transfer? -> Aug: Will I be charged a fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
GEN | [activate_my_card] | Orig: I need to activate my card, how is that done? -> Aug: I'd like to know the process for activating my card, please.
GEN | [verify_my_identity] | Orig: How do i change my identity? -> Aug: What steps can I take to update my personal information?
GEN | [topping_up_by_card] | Orig: I want to know how to transfer money with my credit card -> Aug: I'd like to learn about topping up my account using my credit card.
GEN | [visa_or_mastercard] | Orig: Does it matter which card I use -> Aug: Is the type of credit card I use significant?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why is the exchange rate different on my recent purchase? -> Aug: Why is the exchange rate I was given for my recent transaction not the same as the one I expected?
GEN | [declined_card_payment] | Orig: I tried to make a purchase in the store but my card was declined. -> Aug: I attempted to complete a transaction using my card, but it was not accepted due to a decline.
GEN | [balance_not_updated_after_bank_transfer] | Orig: How long does a transfer from the United Kingdom take? I haven't seen it show up yet in my bank account and want to make sure I get the transfer. -> Aug: I'm concerned about a recent transfer from the UK, as I haven't received the update in my account yet. Can you please confirm when I can expect the transfer to reflect in my balance?
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm noticing some suspicious activity on my account, showing up in the app without my permission.
GEN | [age_limit] | Orig: Is there a limit for age? -> Aug: Are there any age restrictions in place?
GEN | [pending_transfer] | Orig: Why is it taking so long for my pending transaction to post as cleared? -> Aug: Why hasn't my pending transfer been processed yet and reflected as cleared in my account?
GEN | [card_linking] | Orig: Can I link your physical card -> Aug: May I connect your physical card?
GEN | [unable_to_verify_identity] | Orig: The app is telling me that I am not me. -> Aug: We're having trouble confirming your identity through our system.
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't arrived yet a transaction I did to my friend? -> Aug: Why hasn't my friend received the transaction I sent to them yet?
GEN | [verify_top_up] | Orig: I don't see the verification code for my card transfer. -> Aug: I'm having trouble finding the verification code for my recent top-up.
GEN | [top_up_reverted] | Orig: I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ? -> Aug: I was under the impression that your service allows for cryptocurrency top-ups, but it appears to be incorrect. My funds seem to have vanished from my account. Can you explain how this supposed feature is supposed to work?
GEN | [disposable_card_limits] | Orig: Please provide me with the restrictions of the disposable cards. -> Aug: Please inform me about the limitations associated with the disposable cards.
GEN | [pending_transfer] | Orig: I'm still waiting for a money transfer to show. -> Aug: I'm still awaiting the status of a pending transfer.
GEN | [country_support] | Orig: Please list the countries you support. -> Aug: Please provide a list of the countries where our services are available.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this? | Augmented: I'm still waiting to see if the transfer I initiated a few days ago has been credited to my account. I've double-checked my details to ensure everything is correct. Could you please verify this for me?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: What do I need to do to get my salary through this? | Augmented: How can I receive my salary payment through this channel?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one. | Augmented: Is there a fee associated with obtaining a replacement card, as mine is nearing its expiration date, and I'd also appreciate knowing how long it takes to receive the new one?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: If I need to make an exchange from USD to GBP, how can I do so in the app? | Augmented: If I want to convert my USD to GBP, can I perform the exchange through the app?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: How many times can I make a top-up? | Augmented: How often can I increase my limits through top-ups?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: If there isn't a lot of money left, will it automatically top-up money? | Augmented: If there's a low balance, will the account automatically replenish funds?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I found the card that I thought I lost, and I would like to reactivate it. | Augmented: I've located the card I previously thought was misplaced, and I'd like to re-activate it.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: The augmented text maintains the same intent of a fee being charged for a card payment. | Original: There was a fee charged when I paid with my card. | Augmented: A fee was deducted from my payment when I used my card.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: i withdrew cash and dont see it reflected on the balance | Augmented: I made a cash withdrawal, but it's not showing up on my account balance.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I don't know where my phone is. | Augmented: I've misplaced my phone and I'm not sure where it is.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: something is wrong with my exchange rate charge | Augmented: The exchange rate applied to my card payment seems to be incorrect.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: I noticed an extra pound charge? | Augmented: I saw an additional fee on my statement.
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: If my card is going to expire this month, do I need to order a new one? | Augmented: If my credit card's expiration date is approaching this month, do I need to request a replacement?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: I am not receiving the correct exchange rate on my card. | Augmented: The exchange rate applied to my card payment is incorrect.
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: Are refunds allowed for certain items. | Augmented: Can I get a refund for specific products?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I can't see my cash deposit in my account. | Augmented: I'm unable to view the updated balance after making a cash deposit.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: I reside in the US, but I want a card. | Augmented: I'm a US resident, and I'm interested in obtaining a card.
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: Will there be a charge for sending out more cards? | Augmented: Are there any fees associated with requesting additional cards?
VAL | [transfer_not_received_by_recipient] | REVIEW | Reason: The augmented text is close to the original intent but lacks the explicit statement that the transfer has not been received. It could be interpreted as a general inquiry about the expected time for a transfer to reach an account, which might imply successful receipt. | Original: How long will a transaction to a friend take? | Augmented: When can I expect a transfer to reach my friend's account?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Am I going to see a charge for a SEPA transfer? | Augmented: Will I be charged a fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: I need to activate my card, how is that done? | Augmented: I'd like to know the process for activating my card, please.
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: How do i change my identity? | Augmented: What steps can I take to update my personal information?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I want to know how to transfer money with my credit card | Augmented: I'd like to learn about topping up my account using my credit card.
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: Does it matter which card I use | Augmented: Is the type of credit card I use significant?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: The augmented text maintains the core issue of a wrong exchange rate on a recent transaction, which is consistent with the original intent. | Original: Why is the exchange rate different on my recent purchase? | Augmented: Why is the exchange rate I was given for my recent transaction not the same as the one I expected?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I tried to make a purchase in the store but my card was declined. | Augmented: I attempted to complete a transaction using my card, but it was not accepted due to a decline.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: How long does a transfer from the United Kingdom take? I haven't seen it show up yet in my bank account and want to make sure I get the transfer. | Augmented: I'm concerned about a recent transfer from the UK, as I haven't received the update in my account yet. Can you please confirm when I can expect the transfer to reflect in my balance?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I am seeing unathorized transactions in the app, on my account. | Augmented: I'm noticing some suspicious activity on my account, showing up in the app without my permission.
VAL | [age_limit] | ACCEPT | Reason: ... | Original: Is there a limit for age? | Augmented: Are there any age restrictions in place?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: Why is it taking so long for my pending transaction to post as cleared? | Augmented: Why hasn't my pending transfer been processed yet and reflected as cleared in my account?
VAL | [card_linking] | ACCEPT | Reason: Both sentences are asking about the process of associating a physical card with an account, which is the core of the card_linking intent. | Original: Can I link your physical card | Augmented: May I connect your physical card?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: ... | Original: The app is telling me that I am not me. | Augmented: We're having trouble confirming your identity through our system.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Why hasn't arrived yet a transaction I did to my friend? | Augmented: Why hasn't my friend received the transaction I sent to them yet?
