GEN | [card_swallowed] | Orig: How do I get my card back quickly from a bank machine that it? -> Aug: How can I retrieve my card from a bank machine as soon as possible?
GEN | [automatic_top_up] | Orig: How can I Use thereto-top option? -> Aug: How can I utilize the automatic top-up feature?
GEN | [change_pin] | Orig: While on vacation in Spain I think someone saw my PIN and I now need to change it, can I do this at an ATM in Spain? -> Aug: As I'm currently in Spain, I'm concerned that someone might have seen my PIN and I'd like to change it; can I do so at an ATM here or is there another option available?
GEN | [declined_transfer] | Orig: How do I make sure my transfer isn't goin to an unsupported merchant? -> Aug: How can I guarantee that my transfer won't be declined due to an unsupported merchant?
GEN | [change_pin] | Orig: I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here? -> Aug: I'm currently abroad and I need to update my PIN urgently. Can I make this change remotely?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it -> Aug: I attempted to withdraw cash from a cash machine in Notting Hill, but it was unsuccessful. Is my card functional? This is the first time I've tried to use it.
GEN | [pending_cash_withdrawal] | Orig: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine refused my card. The transaction still appears as pending in my account. Could you please cancel it as I'm certain I didn't receive the funds?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it. -> Aug: I attempted to withdraw cash from the Notting Hill ATM, but the transaction was unsuccessful. Could there be a problem with my card? This is the first time I've tried using it.
GEN | [declined_cash_withdrawal] | Orig: I tried to use my card to withdrawal money from the ATM in Notting Hill but it didn't work. This is the first time I've tried using it. Is my card working? -> Aug: I attempted to make a cash withdrawal at an ATM in Notting Hill using my card, but it was unsuccessful. This is my first attempt to use it. Is my card functional?
GEN | [pending_card_payment] | Orig: Why aren't my payment funds available to me? -> Aug: Why haven't my card payment cleared yet?
GEN | [compromised_card] | Orig: I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more? -> Aug: I recently discovered that my card was used in a location I've never visited. Can you please take immediate action to prevent further unauthorized transactions?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of the Notting Hill ATM earlier, but wasn't able to. Is my card working okay? It's the first time I tried using it. -> Aug: I attempted to withdraw cash from the Notting Hill ATM, but the transaction was unsuccessful. Is my card functioning properly, as this is my first attempt to use it.
GEN | [declined_cash_withdrawal] | Orig: I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong? -> Aug: I attempted to withdraw cash using my ATM card at your Notting Hill branch, but it was unsuccessful. Is there an issue with my card or the machine?
GEN | [pin_blocked] | Orig: How many incorrect attempts cause card to be blocked? -> Aug: What is the threshold for the number of incorrect PIN attempts that will trigger a card block?
GEN | [declined_cash_withdrawal] | Orig: Hi, I am unable to use my card in ATM. I had tried my card in two ATMs but both ATMs declined it. Could you please check my account? -> Aug: I'm having trouble using my card at an ATM, and I've tried it at two different machines, but both times it was declined. Could you look into my account to see what's going on?
GEN | [change_pin] | Orig: I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM? -> Aug: I'm concerned that someone may have discovered my PIN and I'm currently in Spain, can I modify it at a local ATM?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you offer SWIFT transfers? -> Aug: Can you facilitate bank transfers for topping up my account?
GEN | [top_up_reverted] | Orig: Reasons for top up cancellation. -> Aug: Reasons for reversal of top-up transaction.
GEN | [change_pin] | Orig: I'm in Austria right now, but I really need to change my PIN right now. Can I do this even though I'm in another country? -> Aug: I'm currently abroad in Austria, but I urgently need to modify my PIN. Can I still make this change despite being in a different country?
GEN | [declined_cash_withdrawal] | Orig: My card didn't work at the ATM in Notting Hill.  Is my card working? -> Aug: My cash withdrawal was declined at the ATM in Notting Hill, and I'm wondering if there's an issue with my card.
GEN | [topping_up_by_card] | Orig: What information am I going to have to have in order to do a transfer with my card? -> Aug: What details do I need to provide to complete a card-based transfer?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently made a deposit, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [change_pin] | Orig: I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM? -> Aug: I'm currently traveling in Spain and I'm concerned that someone might have noticed my PIN. Can I modify it at a nearby ATM?
GEN | [declined_cash_withdrawal] | Orig: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. -> Aug: Can I use my card to withdraw cash from an ATM? I've never tried it before, but when I attempted to do so, the transaction was declined.
GEN | [top_up_by_bank_transfer_charge] | Orig: Does this program take SWIFT transfers? -> Aug: Can I use a bank transfer to top up my account through this program?
GEN | [exchange_rate] | Orig: What's the process for exchanges? -> Aug: How do I initiate an exchange?
GEN | [top_up_failed] | Orig: My credit card did not go through. Can you see if it has insufficient funds? -> Aug: My payment attempt was unsuccessful. Could you check if my credit card has sufficient funds?
GEN | [compromised_card] | Orig: What can I do if my card details where stolen from my car? I think they used my card to buy gas. -> Aug: What can I do if my card information was stolen from my vehicle? I suspect someone used my card to make a purchase, possibly for gas.
GEN | [visa_or_mastercard] | Orig: I'm wanting to get a Visa card today. -> Aug: I'm looking to obtain a Mastercard today.
GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
GEN | [pending_cash_withdrawal] | Orig: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. -> Aug: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the funds I haven't received?
GEN | [failed_transfer] | Orig: Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance. -> Aug: I'm in the process of buying a property and am attempting to complete a payment, but an issue is arising, and I require help.
GEN | [topping_up_by_card] | Orig: I wasn't able to use my top up card because the money I put on there wasn't there anymore -> Aug: I'm having trouble using my card to top up because the funds I loaded onto it are no longer available.
GEN | [transfer_timing] | Orig: I need quickly transfer something from China. About how long will it take? -> Aug: I require a prompt transfer from China. Can you inform me about the estimated timeframe for this process?
GEN | [card_not_working] | Orig: I can't use my card for anything -> Aug: I'm unable to make any transactions with my card.
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: How do I get my card back quickly from a bank machine that it? | Augmented: How can I retrieve my card from a bank machine as soon as possible?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: How can I Use thereto-top option? | Augmented: How can I utilize the automatic top-up feature?
VAL | [change_pin] | ACCEPT | Reason: ... | Original: While on vacation in Spain I think someone saw my PIN and I now need to change it, can I do this at an ATM in Spain? | Augmented: As I'm currently in Spain, I'm concerned that someone might have seen my PIN and I'd like to change it; can I do so at an ATM here or is there another option available?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: How do I make sure my transfer isn't goin to an unsupported merchant? | Augmented: How can I guarantee that my transfer won't be declined due to an unsupported merchant?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here? | Augmented: I'm currently abroad and I need to update my PIN urgently. Can I make this change remotely?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: The augmented text preserves the same intent without adding any contradictory or unsupported information. | Original: I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it | Augmented: I attempted to withdraw cash from a cash machine in Notting Hill, but it was unsuccessful. Is my card functional? This is the first time I've tried to use it.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! | Augmented: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine refused my card. The transaction still appears as pending in my account. Could you please cancel it as I'm certain I didn't receive the funds?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it. | Augmented: I attempted to withdraw cash from the Notting Hill ATM, but the transaction was unsuccessful. Could there be a problem with my card? This is the first time I've tried using it.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to use my card to withdrawal money from the ATM in Notting Hill but it didn't work. This is the first time I've tried using it. Is my card working? | Augmented: I attempted to make a cash withdrawal at an ATM in Notting Hill using my card, but it was unsuccessful. This is my first attempt to use it. Is my card functional?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why aren't my payment funds available to me? | Augmented: Why haven't my card payment cleared yet?
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more? | Augmented: I recently discovered that my card was used in a location I've never visited. Can you please take immediate action to prevent further unauthorized transactions?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to get money out of the Notting Hill ATM earlier, but wasn't able to. Is my card working okay? It's the first time I tried using it. | Augmented: I attempted to withdraw cash from the Notting Hill ATM, but the transaction was unsuccessful. Is my card functioning properly, as this is my first attempt to use it.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong? | Augmented: I attempted to withdraw cash using my ATM card at your Notting Hill branch, but it was unsuccessful. Is there an issue with my card or the machine?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How many incorrect attempts cause card to be blocked? | Augmented: What is the threshold for the number of incorrect PIN attempts that will trigger a card block?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Hi, I am unable to use my card in ATM. I had tried my card in two ATMs but both ATMs declined it. Could you please check my account? | Augmented: I'm having trouble using my card at an ATM, and I've tried it at two different machines, but both times it was declined. Could you look into my account to see what's going on?
VAL | [change_pin] | ACCEPT | Reason: ... | Original: I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM? | Augmented: I'm concerned that someone may have discovered my PIN and I'm currently in Spain, can I modify it at a local ATM?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Do you offer SWIFT transfers? | Augmented: Can you facilitate bank transfers for topping up my account?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Reasons for top up cancellation. | Augmented: Reasons for reversal of top-up transaction.
VAL | [change_pin] | ACCEPT | Reason: ... | Original: I'm in Austria right now, but I really need to change my PIN right now. Can I do this even though I'm in another country? | Augmented: I'm currently abroad in Austria, but I urgently need to modify my PIN. Can I still make this change despite being in a different country?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: My card didn't work at the ATM in Notting Hill.  Is my card working? | Augmented: My cash withdrawal was declined at the ATM in Notting Hill, and I'm wondering if there's an issue with my card.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: What information am I going to have to have in order to do a transfer with my card? | Augmented: What details do I need to provide to complete a card-based transfer?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: Both texts convey the same issue of a deposit being made but the account balance not updating, and the user requesting help. This preserves the original intent without adding any unsupported information or becoming ambiguous. | Original: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this | Augmented: I recently made a deposit, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [change_pin] | ACCEPT | Reason: The augmented text does not introduce any new or unsupported information. It simply rephrases the original text with slightly different wording but retains the essential banking intent of changing the PIN. | Original: I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM? | Augmented: I'm currently traveling in Spain and I'm concerned that someone might have noticed my PIN. Can I modify it at a nearby ATM?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. | Augmented: Can I use my card to withdraw cash from an ATM? I've never tried it before, but when I attempted to do so, the transaction was declined.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Does this program take SWIFT transfers? | Augmented: Can I use a bank transfer to top up my account through this program?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: What's the process for exchanges? | Augmented: How do I initiate an exchange?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: My credit card did not go through. Can you see if it has insufficient funds? | Augmented: My payment attempt was unsuccessful. Could you check if my credit card has sufficient funds?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: What can I do if my card details where stolen from my car? I think they used my card to buy gas. | Augmented: What can I do if my card information was stolen from my vehicle? I suspect someone used my card to make a purchase, possibly for gas.
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: I'm wanting to get a Visa card today. | Augmented: I'm looking to obtain a Mastercard today.
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: I can't freeze my account as I need the card as I am traveling, how do I change my pin? | Augmented: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
