GEN | [receiving_money] | Orig: Do you support direct deposits from my employer? -> Aug: Can you accept direct deposits from my employer's payroll department?
GEN | [top_up_limits] | Orig: I need to add a serious amount of cash to my card, how do I do that? -> Aug: I'd like to increase the available balance on my card, could you guide me on how to do that?
GEN | [pending_cash_withdrawal] | Orig: I have the cash already, my account still shows up as pending.  How can my account be still pending? -> Aug: I've already deposited the cash, yet my account remains pending. Why is my account still showing a pending status?
GEN | [cash_withdrawal_not_recognised] | Orig: There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though. -> Aug: I'm experiencing an issue with an unauthorized cash withdrawal that was made on my account. I still have my card in my possession, but the transaction doesn't seem to be recognized by the system.
GEN | [pending_cash_withdrawal] | Orig: I have a withdrawal waiting to go through. -> Aug: A pending cash withdrawal is awaiting processing.
GEN | [transfer_into_account] | Orig: Can you please explain the topping up transfer process? -> Aug: Could you walk me through the process of transferring funds into an account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: How can I fix my bank transfer to show up on my bank account? -> Aug: Why isn't my bank transfer reflected in my account balance?
GEN | [Refund_not_showing_up] | Orig: Are the funds I requested from a merchant a few days ago in my account? I do not see them. -> Aug: I'm still waiting to see the refund from a recent transaction with a merchant. Can you check if it's been credited to my account yet?
GEN | [terminate_account] | Orig: Can you please disable my current account. -> Aug: Can you assist me in closing my active account?
GEN | [card_payment_fee_charged] | Orig: What are the fees imposed when I make a transaction? -> Aug: What charges do I need to pay when I process a payment?
GEN | [card_payment_fee_charged] | Orig: Why was the price higher when I paid with my card? -> Aug: Why was there an additional charge when I used my credit card to make the payment?
GEN | [transfer_into_account] | Orig: Can I use my bank account to send me more money? -> Aug: Can I transfer funds from my bank account to add more money to it?
GEN | [verify_my_identity] | Orig: How recent do my documents need to be for verification? -> Aug: What is the age requirement for the documents I need to provide for verification purposes?
GEN | [disposable_card_limits] | Orig: Are there any limits if I use these virtual cards? -> Aug: What are the restrictions on disposable card usage?
GEN | [receiving_money] | Orig: What do I need to do to receive my payroll in the account? -> Aug: How can I get my payroll deposited into my account?
GEN | [card_arrival] | Orig: Is there a way I can check on the card on route to me? -> Aug: Can I track the status of my card as it's being delivered to me?
GEN | [supported_cards_and_currencies] | Orig: Please let me know what currency I can use to top up my account? -> Aug: Please inform me about the available currencies I can use to replenish my account balance.
GEN | [pending_transfer] | Orig: I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so. -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm surprised it hasn't been processed yet.
GEN | [direct_debit_payment_not_recognised] | Orig: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. -> Aug: Can I review a past transaction to identify who made a withdrawal from my account? I'm concerned about an unauthorized payment that occurred a few weeks ago and would like to verify who was responsible for the transaction.
GEN | [reverted_card_payment?] | Orig: I have cancelled payments to this card. -> Aug: I've stopped making payments on this card.
GEN | [transfer_into_account] | Orig: What transfer methods do you accept? -> Aug: How do you facilitate transfers into an account?
GEN | [declined_card_payment] | Orig: I was so embarrassed. Why didn't my payment clear? -> Aug: I'm really disappointed. My payment was declined, and I'm not sure why.
GEN | [order_physical_card] | Orig: how much does a card cost and why do you charge me -> Aug: What is the price of a physical card, and can you explain the fees associated with it?
GEN | [Refund_not_showing_up] | Orig: When will my returned transaction show up on my account? -> Aug: Why isn't my refund appearing in my account statement?
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
GEN | [declined_card_payment] | Orig: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. -> Aug: I'm having trouble with my card, as it's consistently being declined whenever I attempt to use it. Despite trying multiple times, it's still being rejected, and I'm unsure why this is happening.
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
GEN | [declined_card_payment] | Orig: A shop I go to didn't let me pay. -> Aug: A store I frequent refused to accept my payment.
GEN | [card_acceptance] | Orig: Is my card denied anywhere? -> Aug: Is my credit card being rejected anywhere?
GEN | [card_acceptance] | Orig: Is there a list of where I can use my card? -> Aug: Can you provide me with a list of locations where I can use my card for transactions?
GEN | [cancel_transfer] | Orig: I don't need to transfer anymore and I want to cancel it. -> Aug: I'd like to stop the transfer process and cancel the transaction.
GEN | [declined_card_payment] | Orig: When I use my card, it says decline? -> Aug: Why is my card payment being declined when I try to use it?
GEN | [exchange_rate] | Orig: If I need to cash foreign transfers, how does that work? -> Aug: What's the process for exchanging foreign currencies for cash transfers?
GEN | [cash_withdrawal_charge] | Orig: Is there a charge for getting cash? -> Aug: Are there any fees associated with withdrawing cash?
GEN | [card_payment_fee_charged] | Orig: Do you have charges now when you pay with a card? -> Aug: Are there any fees associated with using a credit or debit card for payment?
GEN | [cancel_transfer] | Orig: What are the steps I need to take to cancel a transaction? -> Aug: How do I go about terminating a transfer I initiated earlier?
GEN | [topping_up_by_card] | Orig: If I want a friend to top off my account, can they? -> Aug: If someone wants to add funds to my account, can they do so using my card?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do you support direct deposits from my employer? | Augmented: Can you accept direct deposits from my employer's payroll department?
VAL | [top_up_limits] | ACCEPT | Reason: ... | Original: I need to add a serious amount of cash to my card, how do I do that? | Augmented: I'd like to increase the available balance on my card, could you guide me on how to do that?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: I have the cash already, my account still shows up as pending.  How can my account be still pending? | Augmented: I've already deposited the cash, yet my account remains pending. Why is my account still showing a pending status?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text preserves the core issue of an unauthorized cash withdrawal not being recognized by the system, and it does not add any unsupported information or change the intent. | Original: There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though. | Augmented: I'm experiencing an issue with an unauthorized cash withdrawal that was made on my account. I still have my card in my possession, but the transaction doesn't seem to be recognized by the system.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I have a withdrawal waiting to go through. | Augmented: A pending cash withdrawal is awaiting processing.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Can you please explain the topping up transfer process? | Augmented: Could you walk me through the process of transferring funds into an account?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: How can I fix my bank transfer to show up on my bank account? | Augmented: Why isn't my bank transfer reflected in my account balance?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: Are the funds I requested from a merchant a few days ago in my account? I do not see them. | Augmented: I'm still waiting to see the refund from a recent transaction with a merchant. Can you check if it's been credited to my account yet?
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: Can you please disable my current account. | Augmented: Can you assist me in closing my active account?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: What are the fees imposed when I make a transaction? | Augmented: What charges do I need to pay when I process a payment?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Why was the price higher when I paid with my card? | Augmented: Why was there an additional charge when I used my credit card to make the payment?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Can I use my bank account to send me more money? | Augmented: Can I transfer funds from my bank account to add more money to it?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: How recent do my documents need to be for verification? | Augmented: What is the age requirement for the documents I need to provide for verification purposes?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Are there any limits if I use these virtual cards? | Augmented: What are the restrictions on disposable card usage?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: What do I need to do to receive my payroll in the account? | Augmented: How can I get my payroll deposited into my account?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: Is there a way I can check on the card on route to me? | Augmented: Can I track the status of my card as it's being delivered to me?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: Both texts are asking for the same information regarding the currencies that can be used to top up or replenish an account balance. There is no change in the intent, and the text is specific to the target intent. | Original: Please let me know what currency I can use to top up my account? | Augmented: Please inform me about the available currencies I can use to replenish my account balance.
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so. | Augmented: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm surprised it hasn't been processed yet.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. | Augmented: Can I review a past transaction to identify who made a withdrawal from my account? I'm concerned about an unauthorized payment that occurred a few weeks ago and would like to verify who was responsible for the transaction.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I have cancelled payments to this card. | Augmented: I've stopped making payments on this card.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: What transfer methods do you accept? | Augmented: How do you facilitate transfers into an account?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I was so embarrassed. Why didn't my payment clear? | Augmented: I'm really disappointed. My payment was declined, and I'm not sure why.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: how much does a card cost and why do you charge me | Augmented: What is the price of a physical card, and can you explain the fees associated with it?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: When will my returned transaction show up on my account? | Augmented: Why isn't my refund appearing in my account statement?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? | Augmented: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. | Augmented: I'm having trouble with my card, as it's consistently being declined whenever I attempt to use it. Despite trying multiple times, it's still being rejected, and I'm unsure why this is happening.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: i have used my card online before and wasn't charged, why am i charged now | Augmented: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: A shop I go to didn't let me pay. | Augmented: A store I frequent refused to accept my payment.
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Is my card denied anywhere? | Augmented: Is my credit card being rejected anywhere?
VAL | [card_acceptance] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original question to ask for a list of locations where the card can be used for transactions. | Original: Is there a list of where I can use my card? | Augmented: Can you provide me with a list of locations where I can use my card for transactions?
