GEN | [terminate_account] | Orig: do i have to talk to someone to close an account or can i in the app -> Aug: Can I close my account through the app or do I need to speak with a representative to terminate it?
GEN | [receiving_money] | Orig: can my husband open an account and transfer money -> Aug: Can my spouse create an account and deposit funds?
GEN | [age_limit] | Orig: How old can one use your service? -> Aug: At what age can someone utilize your service?
GEN | [card_arrival] | Orig: I was expecting my new card by now. -> Aug: I'm still waiting for my new card to arrive.
GEN | [verify_top_up] | Orig: For what reason must I authenticate the top up? -> Aug: Why do I need to confirm the top-up?
GEN | [top_up_failed] | Orig: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm experiencing an issue with topping up my card, as it's been declined repeatedly. Could you assist me in resolving this issue or suggest an alternative solution, please?
GEN | [extra_charge_on_statement] | Orig: There is an extra small charge on my card! What do I do? -> Aug: I noticed an additional fee on my statement. Can you help me understand what it's for?
GEN | [top_up_reverted] | Orig: I got an cancellation error when I was topping up. -> Aug: I encountered an error while attempting to make a top-up, and it was cancelled.
GEN | [order_physical_card] | Orig: Can I revive a physical card. -> Aug: Can I retrieve a physical credit card?
GEN | [pending_top_up] | Orig: How long after a failed topup will funds refurn to account -> Aug: When will the funds be returned to my account after a failed top-up attempt?
GEN | [topping_up_by_card] | Orig: my top up isnt there yet where do i find it -> Aug: my card top-up is still pending, where can I locate it?
GEN | [extra_charge_on_statement] | Orig: I had a dollar charged to my account that's still pending and wanted to know what the charge is for? -> Aug: I'm still seeing a pending charge of $1 on my account and I'd like to understand what it's for.
GEN | [getting_spare_card] | Orig: I lost my card and need a new one, will it cost me? -> Aug: I misplaced my card and require a replacement, what's the fee for a new one?
GEN | [getting_spare_card] | Orig: Do you send duplicate cards? -> Aug: Can you provide a replacement card?
GEN | [transfer_into_account] | Orig: How does your app transfer the money -> Aug: What steps does your app take to move funds into another account?
GEN | [top_up_failed] | Orig: I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any. -> Aug: I'm experiencing an issue with topping up my card, as the transaction is being declined. Could you assist me in resolving this or suggest alternative solutions if available?
GEN | [wrong_amount_of_cash_received] | Orig: I couldn't get the money I needed. -> Aug: I didn't receive the correct amount of cash.
GEN | [card_about_to_expire] | Orig: My bank card has expired, how can I get a new physical card? -> Aug: My bank card has reached its expiration date, what steps can I take to obtain a replacement physical card?
GEN | [getting_spare_card] | Orig: If I need more than cards will I have to pay a fee to receive them? -> Aug: If I require additional cards, will I be charged a fee for obtaining them?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I did a transfer but the balance is the same. -> Aug: I made a transfer, but my account balance hasn't been updated.
GEN | [extra_charge_on_statement] | Orig: Why is it showing that my account has been charged a dollar that is showing as pending? -> Aug: We noticed that there's an additional charge listed on your statement that's still pending, and we'd like to clarify why it was applied to your account.
GEN | [pending_top_up] | Orig: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money -> Aug: Can you expedite the processing of my pending top-up? It's been waiting for an hour now, and I urgently need the funds to be credited to my account.
GEN | [pending_cash_withdrawal] | Orig: Why is the app showing a still pending message on a withdraw that has already been done? -> Aug: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
GEN | [getting_spare_card] | Orig: Am I gonna be charged for sending out more cards? -> Aug: Will I be charged for requesting additional cards?
GEN | [exchange_charge] | Orig: Will I have to pay extra to exchange money? -> Aug: Do I need to pay an additional fee to exchange currency?
GEN | [card_acceptance] | Orig: Who accepts the card? -> Aug: What financial institutions or merchants accept the card?
GEN | [lost_or_stolen_card] | Orig: My card has been stolen. I reported it with the police, but I need to report it with you as well. -> Aug: My credit card has been stolen, and I've already informed the authorities. Now, I'd like to notify you as well.
GEN | [declined_cash_withdrawal] | Orig: My ATM transaction was cancelled. -> Aug: My cash withdrawal attempt was declined.
GEN | [exchange_via_app] | Orig: How to I switch my money for the money used in another country? -> Aug: How can I exchange my currency for the currency used in another country through the app?
GEN | [transfer_into_account] | Orig: I have money in a foreign account that I want to send to this account. -> Aug: I'd like to transfer funds from a foreign account to this account.
GEN | [compromised_card] | Orig: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. -> Aug: I'm concerned about unauthorized activity on my account. Can you suspend my card to stop any further transactions?
GEN | [supported_cards_and_currencies] | Orig: Top up my card please, which y'all support? -> Aug: Can you please inform me about the payment methods you accept, specifically the cards you support?
GEN | [lost_or_stolen_card] | Orig: Are you able to guide me to my card's location? -> Aug: Can you help me find my missing card?
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top up my account, but the funds are still pending, can you tell me what's going on?
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening. -> Aug: I'm confused, I've been making transfers without any issues, but just now, when I tried to make another one, it got declined. I've tried a few times, but the result is the same. Can you help me figure out what's going on?
GEN | [verify_top_up] | Orig: Verifying the top-up seems like a hassle. -> Aug: Confirming the top-up process appears to be a bit of a chore.
GEN | [verify_top_up] | Orig: Where's my top up code? -> Aug: Can you please provide me with my top-up code?
GEN | [card_linking] | Orig: I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card. -> Aug: I had mistakenly cancelled my card after thinking it was lost, but I've since found it in my jacket and would like to reactivate the card.
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: do i have to talk to someone to close an account or can i in the app | Augmented: Can I close my account through the app or do I need to speak with a representative to terminate it?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: can my husband open an account and transfer money | Augmented: Can my spouse create an account and deposit funds?
VAL | [age_limit] | ACCEPT | Reason: ... | Original: How old can one use your service? | Augmented: At what age can someone utilize your service?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: I was expecting my new card by now. | Augmented: I'm still waiting for my new card to arrive.
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: For what reason must I authenticate the top up? | Augmented: Why do I need to confirm the top-up?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives | Augmented: I'm experiencing an issue with topping up my card, as it's been declined repeatedly. Could you assist me in resolving this issue or suggest an alternative solution, please?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: There is an extra small charge on my card! What do I do? | Augmented: I noticed an additional fee on my statement. Can you help me understand what it's for?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: I got an cancellation error when I was topping up. | Augmented: I encountered an error while attempting to make a top-up, and it was cancelled.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Can I revive a physical card. | Augmented: Can I retrieve a physical credit card?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: How long after a failed topup will funds refurn to account | Augmented: When will the funds be returned to my account after a failed top-up attempt?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: my top up isnt there yet where do i find it | Augmented: my card top-up is still pending, where can I locate it?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: The augmented text maintains the same intent of understanding an unexpected charge on the account, and the pending status and amount are preserved. | Original: I had a dollar charged to my account that's still pending and wanted to know what the charge is for? | Augmented: I'm still seeing a pending charge of $1 on my account and I'd like to understand what it's for.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I lost my card and need a new one, will it cost me? | Augmented: I misplaced my card and require a replacement, what's the fee for a new one?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: Do you send duplicate cards? | Augmented: Can you provide a replacement card?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: How does your app transfer the money | Augmented: What steps does your app take to move funds into another account?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any. | Augmented: I'm experiencing an issue with topping up my card, as the transaction is being declined. Could you assist me in resolving this or suggest alternative solutions if available?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I couldn't get the money I needed. | Augmented: I didn't receive the correct amount of cash.
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: My bank card has expired, how can I get a new physical card? | Augmented: My bank card has reached its expiration date, what steps can I take to obtain a replacement physical card?
VAL | [getting_spare_card] | ACCEPT | Reason: Both texts are asking about the possibility of needing more than one card and the associated fees. | Original: If I need more than cards will I have to pay a fee to receive them? | Augmented: If I require additional cards, will I be charged a fee for obtaining them?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: I did a transfer but the balance is the same. | Augmented: I made a transfer, but my account balance hasn't been updated.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Why is it showing that my account has been charged a dollar that is showing as pending? | Augmented: We noticed that there's an additional charge listed on your statement that's still pending, and we'd like to clarify why it was applied to your account.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money | Augmented: Can you expedite the processing of my pending top-up? It's been waiting for an hour now, and I urgently need the funds to be credited to my account.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original question with slightly different wording but retains the essence of the inquiry about an un-updated withdrawal status. | Original: Why is the app showing a still pending message on a withdraw that has already been done? | Augmented: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: Am I gonna be charged for sending out more cards? | Augmented: Will I be charged for requesting additional cards?
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Will I have to pay extra to exchange money? | Augmented: Do I need to pay an additional fee to exchange currency?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Who accepts the card? | Augmented: What financial institutions or merchants accept the card?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: My card has been stolen. I reported it with the police, but I need to report it with you as well. | Augmented: My credit card has been stolen, and I've already informed the authorities. Now, I'd like to notify you as well.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: My ATM transaction was cancelled. | Augmented: My cash withdrawal attempt was declined.
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: How to I switch my money for the money used in another country? | Augmented: How can I exchange my currency for the currency used in another country through the app?
VAL | [transfer_into_account] | ACCEPT | Reason: Both texts convey the same intent of transferring money from a foreign account to another account. | Original: I have money in a foreign account that I want to send to this account. | Augmented: I'd like to transfer funds from a foreign account to this account.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. | Augmented: I'm concerned about unauthorized activity on my account. Can you suspend my card to stop any further transactions?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Top up my card please, which y'all support? | Augmented: Can you please inform me about the payment methods you accept, specifically the cards you support?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Are you able to guide me to my card's location? | Augmented: Can you help me find my missing card?
