GEN | [card_payment_fee_charged] | Orig: I am angry that I got charged for using my card. -> Aug: I'm upset because I was unexpectedly charged a fee for making a transaction with my credit card.
GEN | [extra_charge_on_statement] | Orig: I was made to pay an additional pound! -> Aug: I was unexpectedly charged an extra amount on my statement.
GEN | [cancel_transfer] | Orig: Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. -> Aug: I'd like to correct a mistake I made with a recent transaction. Could you please reverse the transfer? I need it resolved by tomorrow.
GEN | [card_payment_not_recognised] | Orig: I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges? -> Aug: I'd like to dispute some recent transactions on my card. I didn't authorise them, and I'd like to reverse the charges.
GEN | [card_arrival] | Orig: can you share card tracking number? -> Aug: can you provide the tracking number for my card?
GEN | [exchange_via_app] | Orig: What do I need to do to exchange my money? -> Aug: To initiate a currency exchange, what are the steps I need to take using the app?
GEN | [declined_cash_withdrawal] | Orig: Is my card actually working? It's the first time I tried using it -> Aug: Is my card functioning properly? I'm trying to make a cash withdrawal for the first time
GEN | [getting_spare_card] | Orig: How much is it to buy another card? I was hoping to buy another one. -> Aug: Can I get a new card? I'd like to purchase an additional one.
GEN | [transaction_charged_twice] | Orig: There is a transaction showing up several times. -> Aug: A duplicate transaction appears on my account.
GEN | [declined_cash_withdrawal] | Orig: Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined. -> Aug: Hello, could you please verify my card details? I've never experienced any issues with cash withdrawals before, but this morning, my attempt to withdraw cash was unexpectedly declined.
GEN | [compromised_card] | Orig: What do I do if I detect fraudulent use on my car? -> Aug: If I notice suspicious activity on my compromised card, what steps should I take?
GEN | [reverted_card_payment?] | Orig: I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly. -> Aug: I'm concerned about a payment I made that was initially deducted from my account, but then reversed. The seller has informed me that they didn't receive the payment. Can you look into this and resolve the issue as soon as possible?
GEN | [apple_pay_or_google_pay] | Orig: I can't get google pay to work right. -> Aug: I'm having trouble with Google Pay functioning properly.
GEN | [cancel_transfer] | Orig: I need to reverse a transaction -> Aug: I'd like to cancel a transfer
GEN | [passcode_forgotten] | Orig: I can't log in -> Aug: I'm having trouble accessing my account because I've forgotten my passcode.
GEN | [card_payment_not_recognised] | Orig: I didn't make a payment at this business. -> Aug: We didn't process a payment at this merchant.
GEN | [reverted_card_payment?] | Orig: How come the money from the merchant appeared back into my account? -> Aug: Why did the payment from the merchant get reversed and credited back to my account?
GEN | [supported_cards_and_currencies] | Orig: Will you accept my credit card, it my only one. -> Aug: Can you accept my credit card, as it's the only one I have?
GEN | [top_up_failed] | Orig: I didn't see the money I added to my card. -> Aug: I didn't receive the funds I attempted to add to my card.
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. -> Aug: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money if this issue isn't resolved promptly.
GEN | [reverted_card_payment?] | Orig: My card payments have stopped. -> Aug: My card payments have ceased.
GEN | [card_not_working] | Orig: Why won't the machine accept my card anymore? -> Aug: The card is not functioning properly and won't be recognized by the payment terminal.
GEN | [card_about_to_expire] | Orig: My card is about to expired what will happen? -> Aug: My credit card is nearing its expiration date, what will happen if it expires?
GEN | [card_payment_fee_charged] | Orig: I got charged a service fee on my account. Can it be waived since I didn't know about it before? -> Aug: I was surprised to see a payment processing fee on my account. Can I request an exception since I wasn't aware of the fee beforehand?
GEN | [card_payment_wrong_exchange_rate] | Orig: What is your exchange rate between UK pounds and Russian rubles for my last transaction -> Aug: What is the exchange rate used for converting UK pounds to Russian rubles in my recent transaction?
GEN | [card_about_to_expire] | Orig: Can I keep using my card after it expires? -> Aug: Can I continue to use my credit card after its expiration date?
GEN | [reverted_card_payment?] | Orig: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. -> Aug: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
GEN | [apple_pay_or_google_pay] | Orig: I seem to be having trouble with my Google Pay Top. Can you please help? -> Aug: I'm experiencing an issue with my Apple Pay account. Can you assist me with that?
GEN | [pending_cash_withdrawal] | Orig: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? -> Aug: I'm experiencing a pending cash withdrawal issue, as the ATM was malfunctioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
GEN | [declined_cash_withdrawal] | Orig: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. -> Aug: This morning, I attempted to make a cash withdrawal, but my card was rejected. Could you kindly verify the issue, as this is the first time it's happened?
GEN | [cash_withdrawal_not_recognised] | Orig: A WD was just made on my account, but it was not me and I still have my card.  What to do? -> Aug: A withdrawal was processed on my account, but I didn't initiate it and I still have my card in my possession. What should I do?
GEN | [transfer_fee_charged] | Orig: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? -> Aug: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
GEN | [visa_or_mastercard] | Orig: Can I get a Visa from you? -> Aug: Can I obtain a Mastercard from you instead?
GEN | [reverted_card_payment?] | Orig: The seller just told me he didn't get paid. After reviewing my account it did subtract the balance but now it has added it back to my account. I need you to please take care of this promptly. -> Aug: The seller informed me that they didn't receive the payment. Upon checking my account, I noticed that the payment was initially deducted, but it was then reversed and credited back to my account. Can you assist me with resolving this issue as soon as possible?
GEN | [compromised_card] | Orig: am suspicious of my card's security -> Aug: I'm concerned about the security of my card.
GEN | [supported_cards_and_currencies] | Orig: I have another card from the U.S. Will you be able to accept that one? -> Aug: I'd like to know if you support cards issued in the United States.
GEN | [top_up_by_bank_transfer_charge] | Orig: Do I get charged if I get money? -> Aug: Will I be charged a fee when I receive a bank transfer to top up my account?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I am angry that I got charged for using my card. | Augmented: I'm upset because I was unexpectedly charged a fee for making a transaction with my credit card.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: I was made to pay an additional pound! | Augmented: I was unexpectedly charged an extra amount on my statement.
VAL | [cancel_transfer] | ACCEPT | Reason: The augmented text preserves the intent of correcting a mistaken transaction, which aligns with the original intent of canceling a transfer. The wording is slightly different but the core banking action remains the same. | Original: Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. | Augmented: I'd like to correct a mistake I made with a recent transaction. Could you please reverse the transfer? I need it resolved by tomorrow.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges? | Augmented: I'd like to dispute some recent transactions on my card. I didn't authorise them, and I'd like to reverse the charges.
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: can you share card tracking number? | Augmented: can you provide the tracking number for my card?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: What do I need to do to exchange my money? | Augmented: To initiate a currency exchange, what are the steps I need to take using the app?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Is my card actually working? It's the first time I tried using it | Augmented: Is my card functioning properly? I'm trying to make a cash withdrawal for the first time
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: How much is it to buy another card? I was hoping to buy another one. | Augmented: Can I get a new card? I'd like to purchase an additional one.
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: There is a transaction showing up several times. | Augmented: A duplicate transaction appears on my account.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined. | Augmented: Hello, could you please verify my card details? I've never experienced any issues with cash withdrawals before, but this morning, my attempt to withdraw cash was unexpectedly declined.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: What do I do if I detect fraudulent use on my car? | Augmented: If I notice suspicious activity on my compromised card, what steps should I take?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly. | Augmented: I'm concerned about a payment I made that was initially deducted from my account, but then reversed. The seller has informed me that they didn't receive the payment. Can you look into this and resolve the issue as soon as possible?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: ... | Original: I can't get google pay to work right. | Augmented: I'm having trouble with Google Pay functioning properly.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I need to reverse a transaction | Augmented: I'd like to cancel a transfer
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't log in | Augmented: I'm having trouble accessing my account because I've forgotten my passcode.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't make a payment at this business. | Augmented: We didn't process a payment at this merchant.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: How come the money from the merchant appeared back into my account? | Augmented: Why did the payment from the merchant get reversed and credited back to my account?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Will you accept my credit card, it my only one. | Augmented: Can you accept my credit card, as it's the only one I have?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I didn't see the money I added to my card. | Augmented: I didn't receive the funds I attempted to add to my card.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. | Augmented: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money if this issue isn't resolved promptly.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: My card payments have stopped. | Augmented: My card payments have ceased.
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: Why won't the machine accept my card anymore? | Augmented: The card is not functioning properly and won't be recognized by the payment terminal.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: My card is about to expired what will happen? | Augmented: My credit card is nearing its expiration date, what will happen if it expires?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: I got charged a service fee on my account. Can it be waived since I didn't know about it before? | Augmented: I was surprised to see a payment processing fee on my account. Can I request an exception since I wasn't aware of the fee beforehand?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: What is your exchange rate between UK pounds and Russian rubles for my last transaction | Augmented: What is the exchange rate used for converting UK pounds to Russian rubles in my recent transaction?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: Can I keep using my card after it expires? | Augmented: Can I continue to use my credit card after its expiration date?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. | Augmented: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: I seem to be having trouble with my Google Pay Top. Can you please help? | Augmented: I'm experiencing an issue with my Apple Pay account. Can you assist me with that?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? | Augmented: I'm experiencing a pending cash withdrawal issue, as the ATM was malfunctioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. | Augmented: This morning, I attempted to make a cash withdrawal, but my card was rejected. Could you kindly verify the issue, as this is the first time it's happened?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: A WD was just made on my account, but it was not me and I still have my card.  What to do? | Augmented: A withdrawal was processed on my account, but I didn't initiate it and I still have my card in my possession. What should I do?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? | Augmented: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
