GEN | [reverted_card_payment?] | Orig: I tried to buy something online but my funds were transferred back to my account. What is happening? -> Aug: Why did the payment I made online get reversed and credited back to my account?
GEN | [transfer_into_account] | Orig: My account is depleted. Can I transfer funds from another bank? -> Aug: My account is running low. Can I transfer money from another financial institution into my account?
GEN | [card_payment_not_recognised] | Orig: I do not recognise the card payment. -> Aug: I'm unable to verify the card payment.
GEN | [topping_up_by_card] | Orig: Who can have access to top up my account? -> Aug: Who is eligible to make a card-based account top-up for me?
GEN | [country_support] | Orig: What countries do your accounts send and receive to? -> Aug: Which countries do your accounts support international transactions to and from?
GEN | [wrong_amount_of_cash_received] | Orig: It kept my cash -> Aug: I was given the wrong amount of money
GEN | [transfer_timing] | Orig: How do i transfer something faster than normal? -> Aug: Can you tell me about the quickest way to initiate a transfer?
GEN | [transfer_timing] | Orig: What are the time frames for the money to be available in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [top_up_failed] | Orig: I added funds to my account but the app didn't process it. -> Aug: I attempted to make a deposit into my account, but the transaction was unsuccessful.
GEN | [country_support] | Orig: As far as courtries go which ones are supported? -> Aug: We're happy to provide information on the countries we support.
GEN | [transfer_into_account] | Orig: My money is all gone. What ways are okay to add money to my account? -> Aug: My account is running low. Can you tell me how I can deposit funds into my account?
GEN | [country_support] | Orig: Is there anywhere  In the  Eu  this card can not be delivered in -> Aug: Can this card be delivered to any location within the European Union, or are there specific areas where it cannot be delivered?
GEN | [reverted_card_payment?] | Orig: I purchased something and already received it, why hasn't the money taken out? -> Aug: I made a purchase and got the item, but the payment hasn't been deducted from my account yet?
GEN | [card_payment_fee_charged] | Orig: I had to pay money for paying with my card. -> Aug: I was charged a fee for using my card to make the payment.
GEN | [pending_cash_withdrawal] | Orig: I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received. -> Aug: I tried to withdraw some cash from the ATM earlier, but it didn't go through. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could investigate this and let me know what's happening. I don't want to be charged for cash I never got.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Help me find the transfer that I did. -> Aug: Can you assist me in locating the recent transfer I made?
GEN | [reverted_card_payment?] | Orig: I bought something and already paid for it but now I don't see it. -> Aug: I made a purchase and settled the payment, but the item is still missing.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate used on your app is really bad. I'm considering closing my account because of it. -> Aug: The rate you're using for currency conversion is quite inaccurate. It's making me think about canceling my account.
GEN | [declined_card_payment] | Orig: I know there's money in my account, why did my account decline me? -> Aug: I'm certain I have sufficient funds, so I'm puzzled as to why my payment was declined.
GEN | [transfer_timing] | Orig: When will the money be made available in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [topping_up_by_card] | Orig: I tried topping off my account with a card, but the money is not in my account despite the charge going through -> Aug: I attempted to replenish my account balance using my card, but the funds are still not available despite the transaction being processed successfully
GEN | [transfer_not_received_by_recipient] | Orig: Money is not in recipients account. -> Aug: The recipient's account does not show the transferred funds.
GEN | [pending_card_payment] | Orig: I am waiting for a payment to be processed -> Aug: I am expecting a payment to be cleared
GEN | [beneficiary_not_allowed] | Orig: the transfer to an account wasn't allowed is there any other way for me to do it -> Aug: The transfer to a designated recipient was not permitted; is there an alternative method I can use to complete the transaction?
GEN | [atm_support] | Orig: Where can I get money from my card? -> Aug: How can I access funds from my card?
GEN | [card_swallowed] | Orig: What do I do after the ATM takes my card. -> Aug: What should I do if the ATM swallows my card?
GEN | [cash_withdrawal_charge] | Orig: Please help!  There was an extra fee when I got cash. -> Aug: Please assist me, I was charged an unexpected fee when I withdrew cash.
GEN | [country_support] | Orig: Can I use this all over the world? -> Aug: Can I access this service globally or internationally?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move -> Aug: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
GEN | [request_refund] | Orig: I bought a product a week ago, but may need to return it. -> Aug: I recently purchased a product, but I'm considering returning it.
GEN | [edit_personal_details] | Orig: should i contact customer support if i can't edit details -> Aug: can i reach out to customer support if i'm having trouble updating my personal information?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move -> Aug: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
GEN | [top_up_reverted] | Orig: The app reversed a top off I had.  What should I do? -> Aug: The app has cancelled the recent top-up I made. What should I do now?
GEN | [transfer_not_received_by_recipient] | Orig: I dont see my reciept -> Aug: I'm unable to locate the transfer receipt.
GEN | [card_not_working] | Orig: I have not been able to use this card. -> Aug: This card is currently not functioning properly.
GEN | [top_up_by_cash_or_cheque] | Orig: What is not accepted in order for me to top up my account? -> Aug: You can top up your account using cash or cheque, but what are the restrictions on the methods I can use to do so?
GEN | [top_up_reverted] | Orig: Please explain why the funds I added were returned to my account. -> Aug: Please clarify the reason behind the reversal of the recent top-up transaction.
GEN | [request_refund] | Orig: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. -> Aug: I've been waiting for a while now, and since the order hasn't arrived, I'd like to request a refund as I'm no longer interested in pursuing the purchase.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I tried to buy something online but my funds were transferred back to my account. What is happening? | Augmented: Why did the payment I made online get reversed and credited back to my account?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: My account is depleted. Can I transfer funds from another bank? | Augmented: My account is running low. Can I transfer money from another financial institution into my account?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I do not recognise the card payment. | Augmented: I'm unable to verify the card payment.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Who can have access to top up my account? | Augmented: Who is eligible to make a card-based account top-up for me?
VAL | [country_support] | ACCEPT | Reason: ... | Original: What countries do your accounts send and receive to? | Augmented: Which countries do your accounts support international transactions to and from?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: It kept my cash | Augmented: I was given the wrong amount of money
VAL | [transfer_timing] | ACCEPT | Reason: N/A | Original: How do i transfer something faster than normal? | Augmented: Can you tell me about the quickest way to initiate a transfer?
VAL | [transfer_timing] | ACCEPT | Reason: Both texts are seeking information about the timing of a transfer or the availability of funds in an account. The wording is slightly different but the core intent remains the same. | Original: What are the time frames for the money to be available in my account? | Augmented: When can I expect the funds to be credited to my account?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I added funds to my account but the app didn't process it. | Augmented: I attempted to make a deposit into my account, but the transaction was unsuccessful.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: As far as courtries go which ones are supported? | Augmented: We're happy to provide information on the countries we support.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: My money is all gone. What ways are okay to add money to my account? | Augmented: My account is running low. Can you tell me how I can deposit funds into my account?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Is there anywhere  In the  Eu  this card can not be delivered in | Augmented: Can this card be delivered to any location within the European Union, or are there specific areas where it cannot be delivered?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I purchased something and already received it, why hasn't the money taken out? | Augmented: I made a purchase and got the item, but the payment hasn't been deducted from my account yet?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I had to pay money for paying with my card. | Augmented: I was charged a fee for using my card to make the payment.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received. | Augmented: I tried to withdraw some cash from the ATM earlier, but it didn't go through. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could investigate this and let me know what's happening. I don't want to be charged for cash I never got.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Help me find the transfer that I did. | Augmented: Can you assist me in locating the recent transfer I made?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I bought something and already paid for it but now I don't see it. | Augmented: I made a purchase and settled the payment, but the item is still missing.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: The exchange rate used on your app is really bad. I'm considering closing my account because of it. | Augmented: The rate you're using for currency conversion is quite inaccurate. It's making me think about canceling my account.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I know there's money in my account, why did my account decline me? | Augmented: I'm certain I have sufficient funds, so I'm puzzled as to why my payment was declined.
VAL | [transfer_timing] | ACCEPT | Reason: Both texts are asking about the timing of a transfer and when the funds will be accessible in the recipient's account. | Original: When will the money be made available in my account? | Augmented: When can I expect the funds to be credited to my account?
VAL | [topping_up_by_card] | ACCEPT | Reason: ... | Original: I tried topping off my account with a card, but the money is not in my account despite the charge going through | Augmented: I attempted to replenish my account balance using my card, but the funds are still not available despite the transaction being processed successfully
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Money is not in recipients account. | Augmented: The recipient's account does not show the transferred funds.
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I am waiting for a payment to be processed | Augmented: I am expecting a payment to be cleared
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: the transfer to an account wasn't allowed is there any other way for me to do it | Augmented: The transfer to a designated recipient was not permitted; is there an alternative method I can use to complete the transaction?
VAL | [atm_support] | ACCEPT | Reason: Both texts are seeking information on accessing funds from a card, which aligns with the 'atm_support' intent. | Original: Where can I get money from my card? | Augmented: How can I access funds from my card?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: What do I do after the ATM takes my card. | Augmented: What should I do if the ATM swallows my card?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Please help!  There was an extra fee when I got cash. | Augmented: Please assist me, I was charged an unexpected fee when I withdrew cash.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Can I use this all over the world? | Augmented: Can I access this service globally or internationally?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move | Augmented: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I bought a product a week ago, but may need to return it. | Augmented: I recently purchased a product, but I'm considering returning it.
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: should i contact customer support if i can't edit details | Augmented: can i reach out to customer support if i'm having trouble updating my personal information?
VAL | [pending_card_payment] | ACCEPT | Reason: The augmented text preserves the same banking intent by focusing on the duration of a pending card payment and the issue of a payment not moving forward, which is consistent with the original text. | Original: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move | Augmented: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
