GEN | [edit_personal_details] | Orig: how do i get into my account and edit my details -> Aug: what steps do i need to take to access my account and modify my personal information?
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my card unable to process any transactions?
GEN | [activate_my_card] | Orig: I couldn't complete card activation. -> Aug: I'm having trouble finishing the activation process for my card.
GEN | [card_not_working] | Orig: For a week now, I have tried to use my card and it is still not working. -> Aug: I've been trying to use my card for a week, but it's still not functioning properly.
GEN | [Refund_not_showing_up] | Orig: I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not? -> Aug: I'm still waiting for the refund from Next, which they claimed to have processed last Wednesday, but it's been almost a week and I haven't received it yet. Can you help me figure out what's going on?
GEN | [topping_up_by_card] | Orig: Am I the only one who can top-up my account? -> Aug: Can I perform a card-based account replenishment myself?
GEN | [atm_support] | Orig: Do I have to use bank approved ATM's -> Aug: Must I only use bank-recommended ATMs?
GEN | [card_payment_not_recognised] | Orig: I've never been to that store.  That's a fraudulent charge. -> Aug: We've never processed a payment from that merchant before. This transaction appears to be unauthorized.
GEN | [virtual_card_not_working] | Orig: I have a disposable card but it does not work? -> Aug: I'm having trouble with my temporary virtual card, it's not functioning properly.
GEN | [country_support] | Orig: Although I am not located in the UK area, may i still receive a card? -> Aug: Despite not being based in the UK, can I still obtain a card?
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I'm expecting my transfer to be received by the recipient.
GEN | [transfer_not_received_by_recipient] | Orig: I've been waiting since Friday, where is my money? -> Aug: I've been expecting my transfer since Friday, but it still hasn't arrived.
GEN | [reverted_card_payment?] | Orig: Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please. -> Aug: Hey, I've been informed by a seller that the payment I made hasn't gone through, even though it was deducted from my account. However, it seems the funds have been reversed and are now back in my account. Can you look into this ASAP and resolve the issue?
GEN | [top_up_by_cash_or_cheque] | Orig: Can cash be used in physical locations to top up? -> Aug: Can I use cash to top up my account at a physical location?
GEN | [card_not_working] | Orig: I haven't been able to complete any transactions on my card today. Do you know what's wrong? -> Aug: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
GEN | [reverted_card_payment?] | Orig: HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it? -> Aug: Why was the payment made to my account if the seller claims they haven't received it? Can you clarify when the payment will be reversed?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am still awaiting the money I put into my account this morning. -> Aug: I'm still waiting for the funds I deposited into my account earlier today to reflect in my balance.
GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
GEN | [transfer_not_received_by_recipient] | Orig: I sent money to my family last Friday but they don't have it. -> Aug: I made a transfer to my family on Friday, but they haven't received it yet.
GEN | [failed_transfer] | Orig: Why was my transaction not approved? -> Aug: Why was my transfer not processed successfully?
GEN | [transfer_fee_charged] | Orig: Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this. -> Aug: I recently made a transfer, but the recipient's account was credited with a lower amount than expected. I've since made an additional transfer to cover the difference. Could you please investigate this discrepancy?
GEN | [activate_my_card] | Orig: I would like to get help from someone in your customer service department with assisting me with activating my card. -> Aug: I need assistance from your customer service team to activate my card.
GEN | [pending_card_payment] | Orig: There is a payment that has not processed. -> Aug: A payment has not been successfully processed yet.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: How long do deposits take to appear? I've been waiting for more than a week and need the money! -> Aug: Why hasn't my account balance been updated after a recent cheque or cash deposit? I've been waiting for an extended period and would like to know when I can expect the funds to reflect in my account.
GEN | [beneficiary_not_allowed] | Orig: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? -> Aug: I'm having trouble finalizing a transaction. I'm attempting to buy some cryptocurrency, but the app is preventing me from doing so. Can you help me understand what's blocking this process?
GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: When can I expect my transfer to reach the recipient?
GEN | [reverted_card_payment?] | Orig: Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening? -> Aug: I recently made a purchase, but there's a problem. I received one item, but the payment was reversed and the amount was credited back to my account. What's going on?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! -> Aug: I made a deposit using the ATM last week, but my account balance hasn't been updated yet. Can you help me resolve this issue ASAP?
GEN | [declined_cash_withdrawal] | Orig: I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this? -> Aug: I'm having trouble using my card at ATMs, and I'm not sure why. I've checked my account and I'm pretty sure I still have some cash available. Can you help me figure out what's going on?
GEN | [top_up_limits] | Orig: Do you limit my top-offs? -> Aug: Are you limiting my limit increases?
GEN | [cash_withdrawal_charge] | Orig: Could you explain your rules for ATM fees? -> Aug: What are the charges for withdrawing cash from an ATM?
GEN | [why_verify_identity] | Orig: Do you need my birthdate? -> Aug: Can you confirm your date of birth with me?
GEN | [topping_up_by_card] | Orig: How do i set up my credit card to send transfers? -> Aug: How can I configure my credit card to facilitate card-based transactions?
GEN | [card_not_working] | Orig: What can I do to make my physical card work? -> Aug: How can I get my physical card to function properly?
GEN | [passcode_forgotten] | Orig: I'm locked out of my account as I can't remember my code, what do I do now? -> Aug: I've forgotten my passcode and can't access my account, what should I do to regain access?
GEN | [cash_withdrawal_charge] | Orig: How come I got to pay to get my money from the ATM? -> Aug: Why do I have to pay a fee to withdraw cash from the ATM?
GEN | [card_not_working] | Orig: I can't get my actual card to work -> Aug: I'm having trouble using my physical card
GEN | [card_not_working] | Orig: Why won't my card accept any transactions? -> Aug: Why is my card unable to process any transactions?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: how do i get into my account and edit my details | Augmented: what steps do i need to take to access my account and modify my personal information?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Why doesn't my card work for any transactions? | Augmented: Why is my card unable to process any transactions?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: I couldn't complete card activation. | Augmented: I'm having trouble finishing the activation process for my card.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: For a week now, I have tried to use my card and it is still not working. | Augmented: I've been trying to use my card for a week, but it's still not functioning properly.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not? | Augmented: I'm still waiting for the refund from Next, which they claimed to have processed last Wednesday, but it's been almost a week and I haven't received it yet. Can you help me figure out what's going on?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Am I the only one who can top-up my account? | Augmented: Can I perform a card-based account replenishment myself?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Do I have to use bank approved ATM's | Augmented: Must I only use bank-recommended ATMs?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I've never been to that store.  That's a fraudulent charge. | Augmented: We've never processed a payment from that merchant before. This transaction appears to be unauthorized.
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: I have a disposable card but it does not work? | Augmented: I'm having trouble with my temporary virtual card, it's not functioning properly.
VAL | [country_support] | ACCEPT | Reason: ... | Original: Although I am not located in the UK area, may i still receive a card? | Augmented: Despite not being based in the UK, can I still obtain a card?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I'm waiting for my transaction to complete. | Augmented: I'm expecting my transfer to be received by the recipient.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I've been waiting since Friday, where is my money? | Augmented: I've been expecting my transfer since Friday, but it still hasn't arrived.
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text preserves the same banking intent, describing a payment that was initially deducted but then reversed, which is consistent with the original text. The request for resolution is also aligned with the original intent. | Original: Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please. | Augmented: Hey, I've been informed by a seller that the payment I made hasn't gone through, even though it was deducted from my account. However, it seems the funds have been reversed and are now back in my account. Can you look into this ASAP and resolve the issue?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: Can cash be used in physical locations to top up? | Augmented: Can I use cash to top up my account at a physical location?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I haven't been able to complete any transactions on my card today. Do you know what's wrong? | Augmented: I'm having trouble making any purchases with my card today. Can you help me figure out what's going on?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it? | Augmented: Why was the payment made to my account if the seller claims they haven't received it? Can you clarify when the payment will be reversed?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I am still awaiting the money I put into my account this morning. | Augmented: I'm still waiting for the funds I deposited into my account earlier today to reflect in my balance.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: How much can I withdrawal in one month without incurring fees? | Augmented: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I sent money to my family last Friday but they don't have it. | Augmented: I made a transfer to my family on Friday, but they haven't received it yet.
VAL | [failed_transfer] | ACCEPT | Reason: Both texts are asking about a failed attempt to move funds, which aligns with the 'failed_transfer' intent. The wording has been slightly modified but the core question remains the same. | Original: Why was my transaction not approved? | Augmented: Why was my transfer not processed successfully?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this. | Augmented: I recently made a transfer, but the recipient's account was credited with a lower amount than expected. I've since made an additional transfer to cover the difference. Could you please investigate this discrepancy?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: I would like to get help from someone in your customer service department with assisting me with activating my card. | Augmented: I need assistance from your customer service team to activate my card.
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: There is a payment that has not processed. | Augmented: A payment has not been successfully processed yet.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: How long do deposits take to appear? I've been waiting for more than a week and need the money! | Augmented: Why hasn't my account balance been updated after a recent cheque or cash deposit? I've been waiting for an extended period and would like to know when I can expect the funds to reflect in my account.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? | Augmented: I'm having trouble finalizing a transaction. I'm attempting to buy some cryptocurrency, but the app is preventing me from doing so. Can you help me understand what's blocking this process?
VAL | [transfer_not_received_by_recipient] | UNKNOWN | Reason: N/A | Original: How long will my transaction take? | Augmented: When can I expect my transfer to reach the recipient?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening? | Augmented: I recently made a purchase, but there's a problem. I received one item, but the payment was reversed and the amount was credited back to my account. What's going on?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: Why is it taking so long for my money to appear in my account? I have been waiting a week! | Augmented: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: The augmented text preserves the same issue of a deposit not updating the account balance, which aligns with the target intent. It is specific about the timing (last week) and the method (ATM), and it seeks assistance, which is consistent with the original text. | Original: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! | Augmented: I made a deposit using the ATM last week, but my account balance hasn't been updated yet. Can you help me resolve this issue ASAP?
VAL | [declined_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this? | Augmented: I'm having trouble using my card at ATMs, and I'm not sure why. I've checked my account and I'm pretty sure I still have some cash available. Can you help me figure out what's going on?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: Do you limit my top-offs? | Augmented: Are you limiting my limit increases?
