GEN | [unable_to_verify_identity] | Orig: How long will it take to verify my account? -> Aug: We're having trouble confirming your identity, and we need a bit more time to complete the verification process.
GEN | [why_verify_identity] | Orig: I can't do the verification. -> Aug: I'm unable to complete the identity verification process.
GEN | [pending_card_payment] | Orig: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? -> Aug: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
GEN | [card_linking] | Orig: In the app, how can I make it show the new card that arrived? -> Aug: In the app, how can I access the recently added card?
GEN | [getting_virtual_card] | Orig: I ordered a virtual card but it hasn't come through yet -> Aug: I'm still waiting for my virtual card to be issued
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone but how do I use my card information? -> Aug: I recently got a new phone, but how do I access my card details?
GEN | [card_arrival] | Orig: Is my new bank card on the way and is there a way to track it? -> Aug: Has my new bank card been dispatched, and can I monitor its delivery status?
GEN | [activate_my_card] | Orig: Tell me how to renew my new card? -> Aug: How do I reactivate my new credit card?
GEN | [card_not_working] | Orig: What do I do if i accidentally broke my card? -> Aug: If I've damaged my card, what should I do?
GEN | [card_payment_fee_charged] | Orig: Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help! -> Aug: I'm confused about why I'm being charged fees on certain transactions but not others. Can you please clarify the fee structure for my account? I've looked everywhere but can't find it.
GEN | [card_arrival] | Orig: Can I get an update on my replacement card? -> Aug: Could you please let me know when I can expect my new card to arrive?
GEN | [card_linking] | Orig: I would like to link my card to my account. -> Aug: I'd like to connect my card to my account.
GEN | [fiat_currency_support] | Orig: I need to know which flat currencies are supported by you. -> Aug: I'm looking for information on the fiat currencies your bank accepts.
GEN | [transfer_not_received_by_recipient] | Orig: What happens when I money transaction doesn't show up on the receiving side? -> Aug: Why hasn't the money transfer been credited to the recipient's account?
GEN | [card_payment_fee_charged] | Orig: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. -> Aug: I'd like to be informed when an extra charge is applied to my payment. I recently checked the app and noticed an additional fee associated with one of the transactions. I was not notified about this beforehand.
GEN | [pending_transfer] | Orig: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. -> Aug: I've reviewed my account information to confirm everything is accurate, and I'm still waiting for a pending transfer to process.
GEN | [visa_or_mastercard] | Orig: I prefer using Mastercard, can I substitute? -> Aug: I'd rather use Mastercard, is it possible to make a change?
GEN | [card_payment_fee_charged] | Orig: I have a fee showing from last time I used my card. -> Aug: I noticed a charge for a fee from my last card transaction.
GEN | [declined_card_payment] | Orig: I couldn't pay with my card -> Aug: The payment was not processed due to a card issue.
GEN | [supported_cards_and_currencies] | Orig: I wish to use my American Express to put funds into my account. -> Aug: I'd like to deposit funds into my account using my American Express card.
GEN | [unable_to_verify_identity] | Orig: i am under 18 and i am trying to verify my id. why wont it work? -> Aug: I'm a minor and I'm having trouble verifying my identification. Can you help me figure out why it's not working?
GEN | [getting_virtual_card] | Orig: How long do you have to wait to see your virtual card your ordered? -> Aug: When can I expect to receive my virtual card after ordering it?
GEN | [supported_cards_and_currencies] | Orig: I'd like to use my American Express to place money into my account. -> Aug: I'd like to use my American Express card to deposit funds into my account.
GEN | [topping_up_by_card] | Orig: Can somebody else top up my account? -> Aug: Can someone else add funds to my account using my card?
GEN | [activate_my_card] | Orig: How can I switch on my new card? -> Aug: How do I turn on my new credit card?
GEN | [transfer_into_account] | Orig: Please provide details on how to top up my account using transfer option -> Aug: Please provide instructions on how to deposit funds into my account using the transfer feature
GEN | [exchange_via_app] | Orig: Do you support changing the currency I use? -> Aug: Can I switch the currency I'm using through your app?
GEN | [pending_card_payment] | Orig: Why are the things I bought earlier today still showing as pending? -> Aug: Why are the purchases I made earlier today still pending for payment?
GEN | [pending_top_up] | Orig: It's been some time since refilled the top-up. -> Aug: It's been a while since the top-up was replenished.
GEN | [transfer_fee_charged] | Orig: A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on? -> Aug: A recipient informed me that they didn't receive the full transfer I initiated, and the amount was short. I'll need to make an additional transfer to cover the shortfall. Could you please investigate this discrepancy and get back to me?
GEN | [supported_cards_and_currencies] | Orig: how can i add money from my amex card -> Aug: what methods are available to top up my account using my American Express card?
GEN | [failed_transfer] | Orig: Your system is broken. My transfers keep failing, 5 times now. -> Aug: My transfers are consistently failing, and I've experienced this issue at least 5 times.
GEN | [topping_up_by_card] | Orig: Can my account be topped up by my friends? -> Aug: Can I use my card to add funds to my account, and would it be possible for my friends to do the same for me?
GEN | [failed_transfer] | Orig: I was unable to transfer money from my account. -> Aug: The transfer of funds from my account was unsuccessful.
GEN | [card_delivery_estimate] | Orig: are you sending me my card? -> Aug: Can you confirm when I can expect to receive my card?
GEN | [transfer_not_received_by_recipient] | Orig: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. -> Aug: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Could you look into this for me? I've double-checked the account number to ensure it's correct.
GEN | [failed_transfer] | Orig: please help my transfer go through -> Aug: can you assist me in completing my transfer?
GEN | [transfer_fee_charged] | Orig: Should I be seeing a fee applied for my money transfer? -> Aug: Am I supposed to be charged a fee for the transfer of funds?
GEN | [beneficiary_not_allowed] | Orig: Why am I unable to transfer money when I was able to before? -> Aug: I'm having trouble sending funds, but I've successfully done so in the past. What's changed?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: How long will it take to verify my account? | Augmented: We're having trouble confirming your identity, and we need a bit more time to complete the verification process.
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: I can't do the verification. | Augmented: I'm unable to complete the identity verification process.
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? | Augmented: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: In the app, how can I make it show the new card that arrived? | Augmented: In the app, how can I access the recently added card?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I ordered a virtual card but it hasn't come through yet | Augmented: I'm still waiting for my virtual card to be issued
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I just replaced my phone but how do I use my card information? | Augmented: I recently got a new phone, but how do I access my card details?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Is my new bank card on the way and is there a way to track it? | Augmented: Has my new bank card been dispatched, and can I monitor its delivery status?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: Tell me how to renew my new card? | Augmented: How do I reactivate my new credit card?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: What do I do if i accidentally broke my card? | Augmented: If I've damaged my card, what should I do?
VAL | [card_payment_fee_charged] | REVIEW | Reason: The augmented text is closely related to the original intent but lacks explicit mention of a fee being charged, which could make it ambiguous. | Original: Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help! | Augmented: I'm confused about why I'm being charged fees on certain transactions but not others. Can you please clarify the fee structure for my account? I've looked everywhere but can't find it.
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: Can I get an update on my replacement card? | Augmented: Could you please let me know when I can expect my new card to arrive?
VAL | [card_linking] | ACCEPT | Reason: Both sentences express the action of associating a card with an account, which is the core of the 'card_linking' intent. | Original: I would like to link my card to my account. | Augmented: I'd like to connect my card to my account.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: I need to know which flat currencies are supported by you. | Augmented: I'm looking for information on the fiat currencies your bank accepts.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: Both texts are asking about a situation where a money transfer did not reach the intended recipient, preserving the same intent. | Original: What happens when I money transaction doesn't show up on the receiving side? | Augmented: Why hasn't the money transfer been credited to the recipient's account?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. | Augmented: I'd like to be informed when an extra charge is applied to my payment. I recently checked the app and noticed an additional fee associated with one of the transactions. I was not notified about this beforehand.
VAL | [pending_transfer] | ACCEPT | Reason: The augmented text preserves the user's inquiry about a pending transfer and their need for clarification on its status. This aligns with the original intent of discussing a pending transfer. | Original: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. | Augmented: I've reviewed my account information to confirm everything is accurate, and I'm still waiting for a pending transfer to process.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: I prefer using Mastercard, can I substitute? | Augmented: I'd rather use Mastercard, is it possible to make a change?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I have a fee showing from last time I used my card. | Augmented: I noticed a charge for a fee from my last card transaction.
VAL | [declined_card_payment] | ACCEPT | Reason: N/A | Original: I couldn't pay with my card | Augmented: The payment was not processed due to a card issue.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: I wish to use my American Express to put funds into my account. | Augmented: I'd like to deposit funds into my account using my American Express card.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: ... | Original: i am under 18 and i am trying to verify my id. why wont it work? | Augmented: I'm a minor and I'm having trouble verifying my identification. Can you help me figure out why it's not working?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: How long do you have to wait to see your virtual card your ordered? | Augmented: When can I expect to receive my virtual card after ordering it?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: I'd like to use my American Express to place money into my account. | Augmented: I'd like to use my American Express card to deposit funds into my account.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can somebody else top up my account? | Augmented: Can someone else add funds to my account using my card?
VAL | [activate_my_card] | ACCEPT | Reason: Both texts are asking about the activation of a new card, with no change in the core intent. | Original: How can I switch on my new card? | Augmented: How do I turn on my new credit card?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Please provide details on how to top up my account using transfer option | Augmented: Please provide instructions on how to deposit funds into my account using the transfer feature
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: Do you support changing the currency I use? | Augmented: Can I switch the currency I'm using through your app?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why are the things I bought earlier today still showing as pending? | Augmented: Why are the purchases I made earlier today still pending for payment?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: It's been some time since refilled the top-up. | Augmented: It's been a while since the top-up was replenished.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on? | Augmented: A recipient informed me that they didn't receive the full transfer I initiated, and the amount was short. I'll need to make an additional transfer to cover the shortfall. Could you please investigate this discrepancy and get back to me?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: how can i add money from my amex card | Augmented: what methods are available to top up my account using my American Express card?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Your system is broken. My transfers keep failing, 5 times now. | Augmented: My transfers are consistently failing, and I've experienced this issue at least 5 times.
