GEN | [card_delivery_estimate] | Orig: can the delivery be specific to my needs? -> Aug: Can you provide more details about your specific needs, so we can tailor the delivery of your card to meet them?
GEN | [edit_personal_details] | Orig: I need to update my demographics. -> Aug: I'd like to modify my personal information.
GEN | [lost_or_stolen_phone] | Orig: Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account? -> Aug: I'm in a bit of a panic - I was robbed and my phone was taken, which means they have access to my account. Can you please assist me in securing my account to prevent any unauthorized transactions?
GEN | [reverted_card_payment?] | Orig: I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here? -> Aug: I recently made a purchase, and although I received one of the items, the full amount was reversed back to my account. Can you help me understand what's happening?
GEN | [transaction_charged_twice] | Orig: My card was declined but it shows as multiple charges? -> Aug: I made a purchase, but it looks like I've been charged twice, even though my card was declined.
GEN | [declined_cash_withdrawal] | Orig: Why am I unable to withdraw money even though in the past I've done it just fine? -> Aug: I'm having trouble withdrawing cash, but I've successfully done so previously. Can you help me understand why this is happening?
GEN | [pending_card_payment] | Orig: I made a payment with my card and it hasn't changed. How long do you think this will take? -> Aug: I authorized a payment using my card, but the status remains pending. Can you tell me when I can expect it to be processed?
GEN | [pin_blocked] | Orig: I blocked my card by mistake, how do I unblock it? -> Aug: I accidentally locked my card, can you help me unlock it?
GEN | [receiving_money] | Orig: I received a transfer in GBP how do I change it to a different currency? -> Aug: I was sent a payment in British Pounds, can I convert it to a different currency?
GEN | [automatic_top_up] | Orig: Can I add money to my card automatically during a trip? -> Aug: Can I set up automatic top-ups for my card while I'm traveling?
GEN | [card_about_to_expire] | Orig: I think my card is expiring, what happens then? -> Aug: I'm concerned that my credit card is nearing its expiration date, what are the consequences?
GEN | [exchange_rate] | Orig: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? -> Aug: Can you tell me what data source is used to determine the exchange rate for the transfer I'm planning to make?
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? It's been working well so far, but when I just tried to buy something, the card got declined. I tried it a few times, but same thing happened every try. -> Aug: I'm confused, as I've been able to make transfers successfully in the past, but my recent attempts have been declined. I've tried multiple times, but the outcome is the same - my card is being rejected. Can you help me understand why this is happening?
GEN | [edit_personal_details] | Orig: my identity hasn't been verified and i can't edit my details, what's next -> Aug: since my identity has not been confirmed, I'm unable to update my personal information, what are the next steps?
GEN | [unable_to_verify_identity] | Orig: The app failed to verify me. -> Aug: The system was unable to confirm my identity.
GEN | [wrong_amount_of_cash_received] | Orig: ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now! -> Aug: The ATM malfunctioned, dispensing an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds, and I require immediate assistance.
GEN | [pending_card_payment] | Orig: I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved. -> Aug: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed?
GEN | [transfer_not_received_by_recipient] | Orig: Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me? -> Aug: I made a domestic transfer two days ago, but it seems the recipient hasn't received the funds. I've double-checked the account number to ensure it's correct. Could you look into this matter for me?
GEN | [exchange_via_app] | Orig: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? -> Aug: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
GEN | [beneficiary_not_allowed] | Orig: I couldn't transfer money to my bank, why not? -> Aug: I'm unable to make a transfer to my account, what's the reason?
GEN | [fiat_currency_support] | Orig: Will you be able to exchange to EUR? -> Aug: Can you assist me with converting my funds to euros?
GEN | [compromised_card] | Orig: I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away. -> Aug: I believe someone else has used my card, as I've never been to the location where some transactions on my statement are from. Please take immediate action to resolve this issue.
GEN | [failed_transfer] | Orig: My card couldn't complete a transfer, why? -> Aug: The transfer I initiated with my card was unsuccessful, what happened?
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to check if the refund for my recent purchase has been processed and credited to my account. I've already reached out to the merchant, but they haven't confirmed any updates on the status of the refund. Can you please let me know if the funds have been received?
GEN | [transfer_into_account] | Orig: Can I withdraw money from another bank and transfer it into my empty account? -> Aug: Can I transfer funds from another bank into my account, which currently has no balance?
GEN | [declined_cash_withdrawal] | Orig: I tried to get funds in hard cash but it was rejected! -> Aug: I attempted to withdraw cash, but the transaction was declined.
GEN | [wrong_amount_of_cash_received] | Orig: I haven't received my cash yet. -> Aug: I'm still waiting to receive the cash.
GEN | [top_up_reverted] | Orig: top up cancellation -> Aug: reversal of a top-up request
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: When I exchanged currencies the value of my money changed. -> Aug: When I converted my cash, the exchange rate was incorrect.
GEN | [balance_not_updated_after_bank_transfer] | Orig: The balance does not appear to have updated. -> Aug: The balance seems to be stuck and hasn't reflected the recent bank transfer.
GEN | [top_up_by_bank_transfer_charge] | Orig: To receive money are there charges? -> Aug: Are there any fees associated with receiving funds through bank transfer?
GEN | [transfer_not_received_by_recipient] | Orig: How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately. -> Aug: Why haven't my friend received the transfer I sent her? Is there a way to expedite the transfer process, as she's in urgent need of the funds?
GEN | [automatic_top_up] | Orig: How do I access the option to top up? -> Aug: How can I initiate an automatic top-up process?
GEN | [automatic_top_up] | Orig: I want to add money automatically when I travel. -> Aug: I'd like to set up an automatic transfer to top up my account whenever I'm abroad.
GEN | [declined_cash_withdrawal] | Orig: I could not access my money at the ATM -> Aug: I was unable to withdraw cash from the ATM.
VAL | [card_delivery_estimate] | UNKNOWN | Reason: N/A | Original: can the delivery be specific to my needs? | Augmented: Can you provide more details about your specific needs, so we can tailor the delivery of your card to meet them?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: I need to update my demographics. | Augmented: I'd like to modify my personal information.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account? | Augmented: I'm in a bit of a panic - I was robbed and my phone was taken, which means they have access to my account. Can you please assist me in securing my account to prevent any unauthorized transactions?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here? | Augmented: I recently made a purchase, and although I received one of the items, the full amount was reversed back to my account. Can you help me understand what's happening?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: My card was declined but it shows as multiple charges? | Augmented: I made a purchase, but it looks like I've been charged twice, even though my card was declined.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: The augmented text maintains the core issue of being unable to withdraw cash and seeks an explanation for the change in status, which is consistent with the original intent. | Original: Why am I unable to withdraw money even though in the past I've done it just fine? | Augmented: I'm having trouble withdrawing cash, but I've successfully done so previously. Can you help me understand why this is happening?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I made a payment with my card and it hasn't changed. How long do you think this will take? | Augmented: I authorized a payment using my card, but the status remains pending. Can you tell me when I can expect it to be processed?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I blocked my card by mistake, how do I unblock it? | Augmented: I accidentally locked my card, can you help me unlock it?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I received a transfer in GBP how do I change it to a different currency? | Augmented: I was sent a payment in British Pounds, can I convert it to a different currency?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I add money to my card automatically during a trip? | Augmented: Can I set up automatic top-ups for my card while I'm traveling?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: I think my card is expiring, what happens then? | Augmented: I'm concerned that my credit card is nearing its expiration date, what are the consequences?
VAL | [exchange_rate] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the question to ask about the data source used to determine the exchange rate, which is a valid and specific inquiry related to the exchange rate. | Original: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? | Augmented: Can you tell me what data source is used to determine the exchange rate for the transfer I'm planning to make?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Why do you keep declining my transfers? It's been working well so far, but when I just tried to buy something, the card got declined. I tried it a few times, but same thing happened every try. | Augmented: I'm confused, as I've been able to make transfers successfully in the past, but my recent attempts have been declined. I've tried multiple times, but the outcome is the same - my card is being rejected. Can you help me understand why this is happening?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: my identity hasn't been verified and i can't edit my details, what's next | Augmented: since my identity has not been confirmed, I'm unable to update my personal information, what are the next steps?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app failed to verify me. | Augmented: The system was unable to confirm my identity.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now! | Augmented: The ATM malfunctioned, dispensing an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds, and I require immediate assistance.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved. | Augmented: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me? | Augmented: I made a domestic transfer two days ago, but it seems the recipient hasn't received the funds. I've double-checked the account number to ensure it's correct. Could you look into this matter for me?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? | Augmented: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
VAL | [beneficiary_not_allowed] | UNKNOWN | Reason: N/A | Original: I couldn't transfer money to my bank, why not? | Augmented: I'm unable to make a transfer to my account, what's the reason?
VAL | [fiat_currency_support] | ACCEPT | Reason: Both texts are asking for assistance in converting funds to euros, which is a clear example of fiat_currency_support. | Original: Will you be able to exchange to EUR? | Augmented: Can you assist me with converting my funds to euros?
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away. | Augmented: I believe someone else has used my card, as I've never been to the location where some transactions on my statement are from. Please take immediate action to resolve this issue.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: My card couldn't complete a transfer, why? | Augmented: The transfer I initiated with my card was unsuccessful, what happened?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: The augmented text preserves the same banking intent of checking the status of a refund and does not add any unsupported information or change the original intent. | Original: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. | Augmented: I'm trying to check if the refund for my recent purchase has been processed and credited to my account. I've already reached out to the merchant, but they haven't confirmed any updates on the status of the refund. Can you please let me know if the funds have been received?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Can I withdraw money from another bank and transfer it into my empty account? | Augmented: Can I transfer funds from another bank into my account, which currently has no balance?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to get funds in hard cash but it was rejected! | Augmented: I attempted to withdraw cash, but the transaction was declined.
VAL | [wrong_amount_of_cash_received] | UNKNOWN | Reason: N/A | Original: I haven't received my cash yet. | Augmented: I'm still waiting to receive the cash.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: top up cancellation | Augmented: reversal of a top-up request
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: When I exchanged currencies the value of my money changed. | Augmented: When I converted my cash, the exchange rate was incorrect.
