GEN | [top_up_failed] | Orig: Won't let me top my card up!! Who can get it sorted out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up? -> Aug: Can't seem to add funds to my card! Can someone help me resolve this issue ASAP? I need to know what's causing the problem and how to successfully top up my card.
GEN | [getting_spare_card] | Orig: Is a new debit card free? -> Aug: Can I get a new debit card without any additional charges?
GEN | [reverted_card_payment?] | Orig: I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening? -> Aug: I'm concerned about a recent transaction - I made a purchase with my card a few weeks ago, but the same amount is now appearing in my account. I'm not sure what's going on, but I'd appreciate it if you could help me understand why I'm seeing this unexpected deposit.
GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't functioning for me. I'm also confused about what happened to the funds in my account.
GEN | [top_up_failed] | Orig: I'm not sure if my pop-up went through. -> Aug: I'm unsure if my top-up was successfully processed.
GEN | [contactless_not_working] | Orig: Are my contactless settings correct? I tried to use it today but it wasn't working. -> Aug: Is my contactless payment configuration set up properly? I attempted to use it earlier, but it didn't function as expected.
GEN | [compromised_card] | Orig: My card was stolen and used to make several purchases. Please freeze my card so no one can use it. -> Aug: My credit card was compromised and unauthorized transactions were made. I need you to temporarily suspend my card to prevent further misuse.
GEN | [verify_top_up] | Orig: Help me verify the card used on a top-up. -> Aug: Can you assist me in confirming the card information used for a recent top-up transaction?
GEN | [card_payment_not_recognised] | Orig: I need to freeze my card. There are charges on there that i did not authorize. They've been coming out for a couple of days. Can i get this money back? -> Aug: I'd like to put a hold on my card as there are unauthorized transactions showing up on my statement. The charges have been appearing over the past couple of days. Can I get these unauthorized charges reversed and the funds returned to my account?
GEN | [top_up_by_card_charge] | Orig: I am wanting to refill my card, is there a charge? -> Aug: I'd like to add funds to my card, will there be a fee involved?
GEN | [pending_top_up] | Orig: My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work? -> Aug: Why is my top-up still pending? Can you give me an estimate of how long it will take to process? I'm in a bit of a tight spot and need the funds as soon as possible, specifically for an essential coffee purchase.
GEN | [order_physical_card] | Orig: What does the bank charge for lost or stolen card replacements? -> Aug: How much does the bank charge for issuing a new physical card if my original one is lost or stolen?
GEN | [top_up_reverted] | Orig: Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account -> Aug: Hi, I attempted to perform a cryptocurrency top-up earlier today, but it didn't go through. Could the issue be related to the bank I'm using or my country of origin? Additionally, I'm concerned that some funds are missing from my account.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this? -> Aug: Can I withdraw cash from my home country using one of your machines while I'm on holiday? I'm worried about not having any local currency with me and would like to know if I'll be charged a fee for this service.
GEN | [top_up_reverted] | Orig: My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it. -> Aug: My top-up reversal was processed and I would like to confirm if I still need to complete the 3D Secure authentication process before resubmitting the request.
GEN | [balance_not_updated_after_bank_transfer] | Orig: What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good. -> Aug: When can I expect the transfer to reflect in my UK account? I recently initiated a transfer, but my balance hasn't been updated yet, and I'd like to confirm everything is in order.
GEN | [fiat_currency_support] | Orig: How can I solve my issue with holding multiple currencies? -> Aug: What steps can I take to resolve the problem of managing multiple fiat currencies?
GEN | [cancel_transfer] | Orig: I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account? -> Aug: I mistakenly initiated a transfer from an incorrect account, which was supposed to be a significant payment for my rent. The account I used won't have sufficient funds to cover the amount, so it's crucial that the transfer be cancelled and reinitiated from the correct account.
GEN | [receiving_money] | Orig: How do I know what my account is set to, I am paid in GBP? -> Aug: How can I confirm my account's default currency, as I receive payments in British Pounds?
GEN | [card_about_to_expire] | Orig: Are there any express fees if i want my new card faster? -> Aug: Can I expect any additional charges if I opt for expedited delivery of my new card?
GEN | [verify_top_up] | Orig: I would like to receive instructions showing the verification process for top up cards.. -> Aug: I'd appreciate guidance on the steps to confirm the top-up process for my prepaid cards.
GEN | [card_not_working] | Orig: HOW LONG THE CARD VALIDITY -> Aug: What's the current status of my card's expiration date?
GEN | [visa_or_mastercard] | Orig: Which one are you?  Visa or Mastercard? -> Aug: Which payment method would you like to use? Visa or Mastercard?
GEN | [card_payment_not_recognised] | Orig: I didn't do a payment and I have it now. -> Aug: I've missed a payment and I'm providing the payment now.
GEN | [card_payment_not_recognised] | Orig: I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card. -> Aug: I'm concerned about unauthorized transactions on my account. Can I request a refund for the recent charges? Additionally, I'd like to temporarily suspend my card to prevent further unauthorized activity.
GEN | [direct_debit_payment_not_recognised] | Orig: I didn't set up a direct debit payment on my account. -> Aug: We didn't find a direct debit payment arrangement linked to your account.
GEN | [pending_cash_withdrawal] | Orig: I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make. -> Aug: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction appears to be pending, and I'm concerned that I might be charged for a transaction I didn't authorize.
GEN | [card_swallowed] | Orig: how can the money machine keep my card what do i need to do? -> Aug: How can I prevent my card from being swallowed by the ATM? What steps can I take to ensure it's returned safely?
GEN | [compromised_card] | Orig: What do I do if I believe to be a victim of credit card fraud? -> Aug: If I suspect that my credit card has been compromised, what steps should I take to address the situation?
GEN | [verify_source_of_funds] | Orig: Is there a way for me to check my balance? -> Aug: Can you confirm the origin of the funds in my account before I check my balance?
GEN | [card_not_working] | Orig: I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account? -> Aug: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account?
GEN | [transfer_timing] | Orig: How long will I have to wait for my money to be in my account? -> Aug: When can I expect my funds to be available in my account?
GEN | [pending_top_up] | Orig: I do not think the pop up went through yet. -> Aug: I'm not sure if the top-up request has been processed successfully.
GEN | [cancel_transfer] | Orig: I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. -> Aug: I've changed my mind about the transfer I initiated yesterday. Could you please cancel it and correct the mistake? I'd appreciate it if you could take care of it by tomorrow.
GEN | [supported_cards_and_currencies] | Orig: My card wants to be topped what do you guys support? -> Aug: What payment methods do you accept for card reloads?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I don't see any change in my balance. -> Aug: I'm not seeing any update to my account balance.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: Won't let me top my card up!! Who can get it sorted out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up? | Augmented: Can't seem to add funds to my card! Can someone help me resolve this issue ASAP? I need to know what's causing the problem and how to successfully top up my card.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: Is a new debit card free? | Augmented: Can I get a new debit card without any additional charges?
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text maintains the core issue of an unexpected deposit from a previous card transaction, which is consistent with the original intent. The user is asking for clarification on why they are seeing this unexpected deposit. | Original: I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening? | Augmented: I'm concerned about a recent transaction - I made a purchase with my card a few weeks ago, but the same amount is now appearing in my account. I'm not sure what's going on, but I'd appreciate it if you could help me understand why I'm seeing this unexpected deposit.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account | Augmented: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't functioning for me. I'm also confused about what happened to the funds in my account.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I'm not sure if my pop-up went through. | Augmented: I'm unsure if my top-up was successfully processed.
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: Are my contactless settings correct? I tried to use it today but it wasn't working. | Augmented: Is my contactless payment configuration set up properly? I attempted to use it earlier, but it didn't function as expected.
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: My card was stolen and used to make several purchases. Please freeze my card so no one can use it. | Augmented: My credit card was compromised and unauthorized transactions were made. I need you to temporarily suspend my card to prevent further misuse.
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text does not change the intent; it merely uses slightly different wording to convey the same request for verification of a top-up transaction. | Original: Help me verify the card used on a top-up. | Augmented: Can you assist me in confirming the card information used for a recent top-up transaction?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to freeze my card. There are charges on there that i did not authorize. They've been coming out for a couple of days. Can i get this money back? | Augmented: I'd like to put a hold on my card as there are unauthorized transactions showing up on my statement. The charges have been appearing over the past couple of days. Can I get these unauthorized charges reversed and the funds returned to my account?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: I am wanting to refill my card, is there a charge? | Augmented: I'd like to add funds to my card, will there be a fee involved?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work? | Augmented: Why is my top-up still pending? Can you give me an estimate of how long it will take to process? I'm in a bit of a tight spot and need the funds as soon as possible, specifically for an essential coffee purchase.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: What does the bank charge for lost or stolen card replacements? | Augmented: How much does the bank charge for issuing a new physical card if my original one is lost or stolen?
VAL | [top_up_reverted] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original statement with slightly more detail but without altering the core issue. | Original: Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account | Augmented: Hi, I attempted to perform a cryptocurrency top-up earlier today, but it didn't go through. Could the issue be related to the bank I'm using or my country of origin? Additionally, I'm concerned that some funds are missing from my account.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this? | Augmented: Can I withdraw cash from my home country using one of your machines while I'm on holiday? I'm worried about not having any local currency with me and would like to know if I'll be charged a fee for this service.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it. | Augmented: My top-up reversal was processed and I would like to confirm if I still need to complete the 3D Secure authentication process before resubmitting the request.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: The augmented text preserves the same banking intent of the balance not updating after a transfer and is not contradictory to the original intent. It is specific enough to belong to the target intent. | Original: What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good. | Augmented: When can I expect the transfer to reflect in my UK account? I recently initiated a transfer, but my balance hasn't been updated yet, and I'd like to confirm everything is in order.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: How can I solve my issue with holding multiple currencies? | Augmented: What steps can I take to resolve the problem of managing multiple fiat currencies?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account? | Augmented: I mistakenly initiated a transfer from an incorrect account, which was supposed to be a significant payment for my rent. The account I used won't have sufficient funds to cover the amount, so it's crucial that the transfer be cancelled and reinitiated from the correct account.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How do I know what my account is set to, I am paid in GBP? | Augmented: How can I confirm my account's default currency, as I receive payments in British Pounds?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Are there any express fees if i want my new card faster? | Augmented: Can I expect any additional charges if I opt for expedited delivery of my new card?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I would like to receive instructions showing the verification process for top up cards.. | Augmented: I'd appreciate guidance on the steps to confirm the top-up process for my prepaid cards.
VAL | [card_not_working] | UNKNOWN | Reason: N/A | Original: HOW LONG THE CARD VALIDITY | Augmented: What's the current status of my card's expiration date?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Which one are you?  Visa or Mastercard? | Augmented: Which payment method would you like to use? Visa or Mastercard?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't do a payment and I have it now. | Augmented: I've missed a payment and I'm providing the payment now.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card. | Augmented: I'm concerned about unauthorized transactions on my account. Can I request a refund for the recent charges? Additionally, I'd like to temporarily suspend my card to prevent further unauthorized activity.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't set up a direct debit payment on my account. | Augmented: We didn't find a direct debit payment arrangement linked to your account.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: The augmented text preserves the intent of a pending cash withdrawal and the user's concern about the transaction status and potential unauthorized charges. There are no contradictions or unsupported details. | Original: I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make. | Augmented: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction appears to be pending, and I'm concerned that I might be charged for a transaction I didn't authorize.
VAL | [card_swallowed] | ACCEPT | Reason: N/A | Original: how can the money machine keep my card what do i need to do? | Augmented: How can I prevent my card from being swallowed by the ATM? What steps can I take to ensure it's returned safely?
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: What do I do if I believe to be a victim of credit card fraud? | Augmented: If I suspect that my credit card has been compromised, what steps should I take to address the situation?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Is there a way for me to check my balance? | Augmented: Can you confirm the origin of the funds in my account before I check my balance?
