GEN | [declined_transfer] | Orig: I think there has been a mistake with my transfer -> Aug: I believe there's been an error with the transfer I initiated
GEN | [top_up_by_cash_or_cheque] | Orig: How do I deposit cash? -> Aug: You can replenish your account by making a cash deposit.
GEN | [card_payment_not_recognised] | Orig: i didnt do this charge -> Aug: We didn't recognize this payment from you.
GEN | [transfer_into_account] | Orig: I need more money in my account. Can I add more by transferring? -> Aug: I'd like to increase my account balance by transferring funds into my account.
GEN | [top_up_by_cash_or_cheque] | Orig: Can you tell me where to find top up by cash deposit? -> Aug: You can find information on topping up your account by cash deposit or cheque through our website or by visiting one of our branches.
GEN | [top_up_by_cash_or_cheque] | Orig: Is topping up with cash allowed? -> Aug: Can I make a cash deposit to top up my account?
GEN | [transfer_into_account] | Orig: Why can I not transfer money into my account? -> Aug: Why am I unable to deposit funds into my account?
GEN | [top_up_by_cash_or_cheque] | Orig: I'll send a check to top up my account -> Aug: I'll dispatch a cheque to replenish my account balance
GEN | [why_verify_identity] | Orig: Can we skip verifying? -> Aug: Can we bypass the identity verification process?
GEN | [transfer_fee_charged] | Orig: I just moved overseas and I noticed that you are charging me more fees.  I am a loyal customer, is this how you expect to keep customers? -> Aug: I've recently relocated abroad and I've noticed an increase in the transfer fees. As a long-time customer, I'm surprised by this change in policy.
GEN | [balance_not_updated_after_bank_transfer] | Orig: I've transferred money into my account but the balance is the same -> Aug: I've made a deposit, but my account balance hasn't been updated
GEN | [receiving_money] | Orig: How can my boss pay me directly to the card? -> Aug: How can my boss deposit funds directly to my card?
GEN | [top_up_by_cash_or_cheque] | Orig: Help, I need to top up my account. Where do I send a check? -> Aug: Can you please guide me on how to replenish my account balance? I'd like to know the process for depositing a check.
GEN | [top_up_by_cash_or_cheque] | Orig: Is there somewhere I can send a check to add to my account? -> Aug: Can I send a check to deposit funds into my account?
GEN | [country_support] | Orig: Any chance of getting the card outside the UK? -> Aug: Can I get my card delivered to a country outside of the United Kingdom?
GEN | [verify_my_identity] | Orig: Can I get information on the identity checks? -> Aug: May I request information about the verification process for your identity?
GEN | [country_support] | Orig: I just moved to the US how do I get a card? -> Aug: I've recently relocated to the United States and would like to obtain a new card.
GEN | [top_up_by_cash_or_cheque] | Orig: Where do I look for cash top up? -> Aug: You can find information on how to top up your account by cash or cheque.
GEN | [top_up_by_cash_or_cheque] | Orig: What are the steps for depositing cash into my account? -> Aug: How can I top up my account by cash or cheque?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why didn't the money I transferred into my account get added to my balance? -> Aug: Why hasn't my account balance been updated after I made a transfer from another bank account?
GEN | [activate_my_card] | Orig: How long does it take to activate the card, as it does not look like its working? -> Aug: How long does it take to enable my card, as it appears to be inactive?
GEN | [pending_transfer] | Orig: I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take? -> Aug: I recently made a purchase and the vendor informed me that the transfer is still pending. The transaction was in euros. Can you please provide an estimate of how long it usually takes for the funds to be received?
GEN | [disposable_card_limits] | Orig: What limits are there on the virtual cards? -> Aug: What restrictions are in place for the disposable cards?
GEN | [transfer_into_account] | Orig: I'd like to know how transferring my money into my account works. -> Aug: I'd like to understand the process of moving funds into my account.
GEN | [failed_transfer] | Orig: Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there. -> Aug: I'm having trouble sending funds to another person's account. It seems illogical that I'm unable to do so, as I've double-checked all my details and the funds are available. Can you help me understand why the transfer keeps getting declined?
GEN | [card_linking] | Orig: Card has been received, how will it show up on the app? -> Aug: How will the newly received card be reflected in the app?
GEN | [exchange_rate] | Orig: What value can I get for my currency? -> Aug: What's the current exchange rate for my money?
GEN | [direct_debit_payment_not_recognised] | Orig: what is this charge i didnt do it what can i do -> Aug: We're showing a direct debit payment that we haven't recognized as yours. Can you help us figure out what's going on?
GEN | [card_delivery_estimate] | Orig: I need my card right away. -> Aug: I require my card as soon as possible.
GEN | [pin_blocked] | Orig: I have used all of my PIN tries. What should I do now? -> Aug: I've exhausted my PIN attempts. What's the next step I should take?
GEN | [country_support] | Orig: Do you provide cards to people not in the UK? -> Aug: Are you able to issue cards to individuals residing outside of the United Kingdom?
GEN | [top_up_limits] | Orig: What are the rules for a top-up? -> Aug: How do the rules work for increasing my credit limit?
GEN | [pending_transfer] | Orig: Why is the transaction not posting? -> Aug: Why is the transfer still pending?
GEN | [edit_personal_details] | Orig: went somewhere else, need to change details -> Aug: decided to switch to another option and update my personal information
GEN | [pin_blocked] | Orig: I cannot use my PIN. -> Aug: I'm having trouble accessing my account due to a PIN issue.
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: I think there has been a mistake with my transfer | Augmented: I believe there's been an error with the transfer I initiated
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: How do I deposit cash? | Augmented: You can replenish your account by making a cash deposit.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: i didnt do this charge | Augmented: We didn't recognize this payment from you.
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I need more money in my account. Can I add more by transferring? | Augmented: I'd like to increase my account balance by transferring funds into my account.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: While the augmented text provides additional information about the methods and locations for topping up an account, it still preserves the core intent of asking for information on how to top up an account using cash or cheque. | Original: Can you tell me where to find top up by cash deposit? | Augmented: You can find information on topping up your account by cash deposit or cheque through our website or by visiting one of our branches.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Is topping up with cash allowed? | Augmented: Can I make a cash deposit to top up my account?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Why can I not transfer money into my account? | Augmented: Why am I unable to deposit funds into my account?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: I'll send a check to top up my account | Augmented: I'll dispatch a cheque to replenish my account balance
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Can we skip verifying? | Augmented: Can we bypass the identity verification process?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I just moved overseas and I noticed that you are charging me more fees.  I am a loyal customer, is this how you expect to keep customers? | Augmented: I've recently relocated abroad and I've noticed an increase in the transfer fees. As a long-time customer, I'm surprised by this change in policy.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: I've transferred money into my account but the balance is the same | Augmented: I've made a deposit, but my account balance hasn't been updated
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How can my boss pay me directly to the card? | Augmented: How can my boss deposit funds directly to my card?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: Help, I need to top up my account. Where do I send a check? | Augmented: Can you please guide me on how to replenish my account balance? I'd like to know the process for depositing a check.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: Is there somewhere I can send a check to add to my account? | Augmented: Can I send a check to deposit funds into my account?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Any chance of getting the card outside the UK? | Augmented: Can I get my card delivered to a country outside of the United Kingdom?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: Can I get information on the identity checks? | Augmented: May I request information about the verification process for your identity?
VAL | [country_support] | ACCEPT | Reason: ... | Original: I just moved to the US how do I get a card? | Augmented: I've recently relocated to the United States and would like to obtain a new card.
VAL | [top_up_by_cash_or_cheque] | UNKNOWN | Reason: N/A | Original: Where do I look for cash top up? | Augmented: You can find information on how to top up your account by cash or cheque.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: What are the steps for depositing cash into my account? | Augmented: How can I top up my account by cash or cheque?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Why didn't the money I transferred into my account get added to my balance? | Augmented: Why hasn't my account balance been updated after I made a transfer from another bank account?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: How long does it take to activate the card, as it does not look like its working? | Augmented: How long does it take to enable my card, as it appears to be inactive?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take? | Augmented: I recently made a purchase and the vendor informed me that the transfer is still pending. The transaction was in euros. Can you please provide an estimate of how long it usually takes for the funds to be received?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: What limits are there on the virtual cards? | Augmented: What restrictions are in place for the disposable cards?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I'd like to know how transferring my money into my account works. | Augmented: I'd like to understand the process of moving funds into my account.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there. | Augmented: I'm having trouble sending funds to another person's account. It seems illogical that I'm unable to do so, as I've double-checked all my details and the funds are available. Can you help me understand why the transfer keeps getting declined?
VAL | [card_linking] | ACCEPT | Reason: Both texts are asking about the reflection of a newly received card in the app, which is directly related to the card linking process. | Original: Card has been received, how will it show up on the app? | Augmented: How will the newly received card be reflected in the app?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: What value can I get for my currency? | Augmented: What's the current exchange rate for my money?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: what is this charge i didnt do it what can i do | Augmented: We're showing a direct debit payment that we haven't recognized as yours. Can you help us figure out what's going on?
