GEN | [compromised_card] | Orig: There's a possibility that my card was compromised. -> Aug: My card may have been compromised.
GEN | [get_disposable_virtual_card] | Orig: I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one? -> Aug: I'd like to make an online purchase without using my credit card. Can you explain how a temporary virtual card works and where I can obtain one for this transaction?
GEN | [get_disposable_virtual_card] | Orig: Will you tell me how I am supposed to use the disposable cards? -> Aug: Can you explain the process for utilizing the virtual disposable cards?
GEN | [get_disposable_virtual_card] | Orig: Can you point me in the right direction of where to go to roder a disposable virtual card, I can't seem to find it. -> Aug: Could you please guide me on how to obtain a disposable virtual card? I'm having trouble locating it.
GEN | [pending_top_up] | Orig: When will my top up be applied? -> Aug: When will my pending top-up be processed?
GEN | [getting_spare_card] | Orig: how is it possible to add another card to account -> Aug: Can I get a spare card added to my account?
GEN | [card_payment_fee_charged] | Orig: I was charged and shouldn't have been charged when using my card! -> Aug: I was unexpectedly billed a fee for using my card, which I believe was an error.
GEN | [reverted_card_payment?] | Orig: I didn't cancel my card payment. -> Aug: Was my card payment reversed?
GEN | [top_up_failed] | Orig: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? -> Aug: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
GEN | [exchange_charge] | Orig: Do you offer a discount for those who perform frequent currency exchanges? -> Aug: Are there any special deals or promotions available for customers who regularly exchange currencies?
GEN | [pending_cash_withdrawal] | Orig: I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it? -> Aug: I'm still waiting for my cash withdrawal to be processed, but it's stuck in pending. Can you help resolve the issue?
GEN | [failed_transfer] | Orig: I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer? -> Aug: I'm trying to complete a transaction to secure a new property and require the funds for my initial mortgage payment. However, I'm encountering an issue and receiving an error message. Could you investigate the cause and assist me in resolving the transfer problem?
GEN | [card_about_to_expire] | Orig: What is the cost and time frame of getting a new card? -> Aug: What is the process and timeline for replacing an expiring card?
GEN | [reverted_card_payment?] | Orig: I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible. -> Aug: I was informed by a merchant that they didn't receive the payment, despite the fact that it was deducted from my account. The funds have since been reversed and credited back to my account. Can you look into this matter urgently?
GEN | [exchange_via_app] | Orig: Can you  tell me how to get AUD not GBP? -> Aug: Can you guide me on how to exchange currency for Australian dollars instead of British pounds?
GEN | [verify_source_of_funds] | Orig: Can I see where my money is being transferred from? -> Aug: Can you confirm the origin of the funds being transferred to my account?
GEN | [wrong_amount_of_cash_received] | Orig: You shorted me money when I tried to make a withdrawal. -> Aug: You gave me less cash than I was supposed to get when I withdrew some money.
GEN | [transfer_not_received_by_recipient] | Orig: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? -> Aug: I've double-checked the account number to ensure it's accurate, as I initiated a domestic transfer yesterday. However, the recipient hasn't received the funds yet. Can you investigate this issue for me?
GEN | [pending_top_up] | Orig: Isn't my top-up supposed to mean its complete? -> Aug: Why hasn't my top-up been processed yet?
GEN | [top_up_by_card_charge] | Orig: Do you charge a fee for adding money in USD? -> Aug: Is there a charge for topping up my account using my card in USD?
GEN | [virtual_card_not_working] | Orig: My disposable virtual card got rejected -> Aug: My temporary virtual card was declined
GEN | [exchange_charge] | Orig: is there a frequent currency discount? -> Aug: are there any regular exchange rate promotions available?
GEN | [compromised_card] | Orig: Someone besides me might be using my card. -> Aug: It appears that someone else may be using my credit card.
GEN | [exchange_charge] | Orig: Do I get any sort of discount on volume for a lot fo currency exchanges? -> Aug: Can I take advantage of any bulk discounts for frequent currency exchange transactions?
GEN | [pending_top_up] | Orig: Where to check top ups pending? -> Aug: How can I view my pending top-up transactions?
GEN | [pending_cash_withdrawal] | Orig: So much time has gone by, the pending status shouldn't still be there shouldn't it? -> Aug: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
GEN | [visa_or_mastercard] | Orig: Can I choose my card scheme? -> Aug: May I select my preferred payment method, such as Visa or Mastercard?
GEN | [topping_up_by_card] | Orig: Is it simple to transfer money using my credit card? -> Aug: Can I easily fund my account using my credit card?
GEN | [top_up_reverted] | Orig: How come I can't put money in my top up account? -> Aug: Why am I unable to add funds to my top-up account?
GEN | [request_refund] | Orig: My statement has a charge that shouldn't have been made. -> Aug: I'd like to dispute a charge on my statement that was incorrectly applied.
GEN | [declined_card_payment] | Orig: I have enough money in my account, so why is my card being declined? -> Aug: I'm puzzled as to why my payment is being rejected, considering I have sufficient funds in my account.
GEN | [top_up_failed] | Orig: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? -> Aug: I attempted to make a payment using my card, but it was unsuccessful. I had successfully made a payment a couple of days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
GEN | [top_up_reverted] | Orig: Do you support top ups? -> Aug: Can you facilitate additional deposits?
GEN | [exchange_charge] | Orig: How much do I have to pay to accept an international transfer? -> Aug: What is the exchange charge for accepting an international transfer?
GEN | [order_physical_card] | Orig: Show me where to order my card. -> Aug: Where can I place an order for a physical card?
GEN | [declined_cash_withdrawal] | Orig: I tried to withdraw some funds from my card, but was declined. How can I get my money? -> Aug: I attempted to make a cash withdrawal using my card, but it was unsuccessful. What are my options for retrieving my funds?
GEN | [pending_card_payment] | Orig: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. -> Aug: I attempted to process a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be finalized, as it remains pending at the moment?
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: There's a possibility that my card was compromised. | Augmented: My card may have been compromised.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: The augmented text preserves the same banking intent of obtaining information about a disposable virtual card for online transactions. | Original: I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one? | Augmented: I'd like to make an online purchase without using my credit card. Can you explain how a temporary virtual card works and where I can obtain one for this transaction?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: Will you tell me how I am supposed to use the disposable cards? | Augmented: Can you explain the process for utilizing the virtual disposable cards?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: Can you point me in the right direction of where to go to roder a disposable virtual card, I can't seem to find it. | Augmented: Could you please guide me on how to obtain a disposable virtual card? I'm having trouble locating it.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: When will my top up be applied? | Augmented: When will my pending top-up be processed?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: how is it possible to add another card to account | Augmented: Can I get a spare card added to my account?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: I was charged and shouldn't have been charged when using my card! | Augmented: I was unexpectedly billed a fee for using my card, which I believe was an error.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I didn't cancel my card payment. | Augmented: Was my card payment reversed?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? | Augmented: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: Do you offer a discount for those who perform frequent currency exchanges? | Augmented: Are there any special deals or promotions available for customers who regularly exchange currencies?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it? | Augmented: I'm still waiting for my cash withdrawal to be processed, but it's stuck in pending. Can you help resolve the issue?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer? | Augmented: I'm trying to complete a transaction to secure a new property and require the funds for my initial mortgage payment. However, I'm encountering an issue and receiving an error message. Could you investigate the cause and assist me in resolving the transfer problem?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: What is the cost and time frame of getting a new card? | Augmented: What is the process and timeline for replacing an expiring card?
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text preserves the key elements of the original text: the payment being deducted from the account, the lack of receipt by the merchant, and the subsequent reversal of the transaction. The urgency and the request for action are also maintained. | Original: I received a message from a seller stating they hadn't received my money even though it definitely came out of my account. The money has now been deposited back into my account. Please get this resolved as soon as possible. | Augmented: I was informed by a merchant that they didn't receive the payment, despite the fact that it was deducted from my account. The funds have since been reversed and credited back to my account. Can you look into this matter urgently?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: Can you  tell me how to get AUD not GBP? | Augmented: Can you guide me on how to exchange currency for Australian dollars instead of British pounds?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Can I see where my money is being transferred from? | Augmented: Can you confirm the origin of the funds being transferred to my account?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: You shorted me money when I tried to make a withdrawal. | Augmented: You gave me less cash than I was supposed to get when I withdrew some money.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? | Augmented: I've double-checked the account number to ensure it's accurate, as I initiated a domestic transfer yesterday. However, the recipient hasn't received the funds yet. Can you investigate this issue for me?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: Isn't my top-up supposed to mean its complete? | Augmented: Why hasn't my top-up been processed yet?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Do you charge a fee for adding money in USD? | Augmented: Is there a charge for topping up my account using my card in USD?
VAL | [virtual_card_not_working] | ACCEPT | Reason: N/A | Original: My disposable virtual card got rejected | Augmented: My temporary virtual card was declined
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: is there a frequent currency discount? | Augmented: are there any regular exchange rate promotions available?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: Someone besides me might be using my card. | Augmented: It appears that someone else may be using my credit card.
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: Do I get any sort of discount on volume for a lot fo currency exchanges? | Augmented: Can I take advantage of any bulk discounts for frequent currency exchange transactions?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Where to check top ups pending? | Augmented: How can I view my pending top-up transactions?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: So much time has gone by, the pending status shouldn't still be there shouldn't it? | Augmented: It's been a while, and I'm surprised the pending cash withdrawal is still showing up. Shouldn't it have been resolved by now?
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: Can I choose my card scheme? | Augmented: May I select my preferred payment method, such as Visa or Mastercard?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Is it simple to transfer money using my credit card? | Augmented: Can I easily fund my account using my credit card?
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: How come I can't put money in my top up account? | Augmented: Why am I unable to add funds to my top-up account?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: My statement has a charge that shouldn't have been made. | Augmented: I'd like to dispute a charge on my statement that was incorrectly applied.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I have enough money in my account, so why is my card being declined? | Augmented: I'm puzzled as to why my payment is being rejected, considering I have sufficient funds in my account.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? | Augmented: I attempted to make a payment using my card, but it was unsuccessful. I had successfully made a payment a couple of days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
VAL | [top_up_reverted] | UNKNOWN | Reason: N/A | Original: Do you support top ups? | Augmented: Can you facilitate additional deposits?
