GEN | [top_up_by_card_charge] | Orig: How much does it cost to us US cards? -> Aug: What is the charge for topping up my US-issued card?
GEN | [atm_support] | Orig: Will any ATM's decline my card? -> Aug: Will all ATMs decline my card?
GEN | [atm_support] | Orig: I need help from someone in your department with finding my nearest ATM. -> Aug: I require assistance from your team to locate the nearest ATM location.
GEN | [top_up_limits] | Orig: Do I need to use a limit on top-ups? -> Aug: Do I require a limit on my top-up transactions?
GEN | [cash_withdrawal_not_recognised] | Orig: There are funds in my app that I did not receive. -> Aug: We've detected an issue with the cash withdrawal transaction in your account, and it seems that the funds were not successfully credited.
GEN | [activate_my_card] | Orig: What do I need to do in order to use my card I just got? -> Aug: How can I activate my new card so I can start using it?
GEN | [supported_cards_and_currencies] | Orig: Do I have to top up in euros if I use a card, or can I use a different currency? -> Aug: Can I use a different currency when topping up with a card, or do I need to use euros?
GEN | [declined_transfer] | Orig: How do I make my transfer go through -> Aug: Why was my transfer declined and how can I resolve the issue?
GEN | [get_physical_card] | Orig: How do I get started when I get my card? -> Aug: What are the steps to obtain my physical credit/debit card?
GEN | [transfer_fee_charged] | Orig: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? -> Aug: I've been making international transactions and I'm concerned about any potential fee changes I might have missed.
GEN | [top_up_by_card_charge] | Orig: What are the fees for using a European bank card? -> Aug: What are the charges for topping up my account using a European bank card?
GEN | [top_up_by_card_charge] | Orig: how much is the fee for topping by card -> Aug: what is the charge for topping up my account using my card?
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Your cash withdrawal request was declined due to insufficient funds or technical issues.
GEN | [exchange_via_app] | Orig: Do you support changing the currency I use? -> Aug: Can I exchange the currency I'm using through your app?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: where is my money from this morning -> Aug: why hasn't my account balance been updated after a cash deposit or cheque deposit this morning?
GEN | [top_up_by_card_charge] | Orig: Is there a fee for european bank cards? -> Aug: Are there any charges for topping up my account using a European bank card?
GEN | [top_up_limits] | Orig: Do you limit my top-ups? -> Aug: Are there any restrictions on my limit increases?
GEN | [failed_transfer] | Orig: Can you tell my why my funds transfer did not work properly? -> Aug: Could you please explain why my recent transfer was unsuccessful?
GEN | [verify_source_of_funds] | Orig: where are the transfers originating -> Aug: Can you please confirm the source of the funds for the recent transactions?
GEN | [cash_withdrawal_not_recognised] | Orig: there is money in my account that i didnt put there -> Aug: the funds in my account are not mine and I didn't deposit them
GEN | [fiat_currency_support] | Orig: Do you deal with EUR? -> Aug: Do you support the Euro (EUR) as a fiat currency?
GEN | [direct_debit_payment_not_recognised] | Orig: There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit. -> Aug: I'm concerned about a recent transaction that I don't recall authorizing. Can you help me investigate this direct debit payment that was deducted from my account a few weeks ago? I'd like to verify the legitimacy of the transaction and ensure it's not a mistake.
GEN | [failed_transfer] | Orig: I've tried completing a very standard transfer and have already attempted it 5 times. What's going on here? Is there a problem with your system? -> Aug: I've made multiple attempts to initiate a routine transfer, but it keeps failing. Is there an issue with your platform?
GEN | [card_payment_not_recognised] | Orig: Why is there an unknown card payment? -> Aug: We're having trouble processing your payment because the card details are not recognized.
GEN | [top_up_by_card_charge] | Orig: how should i add money to my card -> Aug: How can I charge my card to add funds?
GEN | [direct_debit_payment_not_recognised] | Orig: I haven't used my card all day but there is a payment showing in the app. Please cancel it! -> Aug: I'm showing a payment in the app that I didn't initiate, can you help me stop it?
GEN | [pending_card_payment] | Orig: There is a payment that has not processed. -> Aug: A payment is still pending and has not been processed.
GEN | [card_swallowed] | Orig: Your machine took my card. How do I get it back? -> Aug: My card was swallowed by the ATM. How do I retrieve it?
GEN | [cash_withdrawal_not_recognised] | Orig: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? -> Aug: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this issue?
GEN | [verify_top_up] | Orig: I just want to top-up, why do I need to verify anything? -> Aug: I'm trying to add funds, can you please confirm my details before processing the top-up?
GEN | [card_payment_not_recognised] | Orig: Why is this payment on my app -> Aug: We're having trouble identifying the payment method used for this transaction.
GEN | [top_up_by_cash_or_cheque] | Orig: i have been trying to top up my account with a check but it won't work -> Aug: i'm having trouble topping up my account using a cheque, could you help me with that?
GEN | [exchange_rate] | Orig: What do you use to figure out the exchange rate for the card? -> Aug: How do you determine the exchange rate for the card?
GEN | [declined_transfer] | Orig: How can I find a way to transfer money without it being rejected? -> Aug: We're sorry to inform you that the transfer was declined. Would you like to know the reason behind the decline and explore alternative options for completing the transfer?
GEN | [change_pin] | Orig: I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM? -> Aug: I'm concerned someone may have discovered my PIN and I'm currently in Spain on vacation; can I modify it at a local ATM?
GEN | [supported_cards_and_currencies] | Orig: Will you accept my credit card? -> Aug: We accept various credit cards, including Visa, Mastercard, and American Express, as well as other major brands. We also support a range of currencies, including USD, EUR, JPY, and more.
GEN | [card_payment_not_recognised] | Orig: Help! In the app there is a payment that I don't remember. -> Aug: I'm having trouble finding a recent payment in the app that I don't recognize.
GEN | [transaction_charged_twice] | Orig: Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you remove one of them as it's wrong and clearly was declined? -> Aug: It appears that I was charged twice for the same transaction. I attempted to make a payment at a store earlier, but it was declined initially. The second attempt was successful, but the app still shows one of the payments as pending. Can you please cancel the duplicate charge, as it was clearly declined and not processed successfully?
VAL | [top_up_by_card_charge] | YES | Text: What is the charge for topping up my US-issued card?
VAL | [atm_support] | NO | Text: Will all ATMs decline my card?
VAL | [atm_support] | NO | Text: I require assistance from your team to locate the nearest ATM location.
VAL | [top_up_limits] | YES | Text: Do I require a limit on my top-up transactions?
VAL | [cash_withdrawal_not_recognised] | YES | Text: We've detected an issue with the cash withdrawal transaction in your account, and it seems that the funds were not successfully credited.
VAL | [activate_my_card] | YES | Text: How can I activate my new card so I can start using it?
VAL | [supported_cards_and_currencies] | NO | Text: Can I use a different currency when topping up with a card, or do I need to use euros?
VAL | [declined_transfer] | NO | Text: Why was my transfer declined and how can I resolve the issue?
VAL | [get_physical_card] | YES | Text: What are the steps to obtain my physical credit/debit card?
VAL | [transfer_fee_charged] | NO | Text: I've been making international transactions and I'm concerned about any potential fee changes I might have missed.
VAL | [top_up_by_card_charge] | YES | Text: What are the charges for topping up my account using a European bank card?
VAL | [top_up_by_card_charge] | YES | Text: what is the charge for topping up my account using my card?
VAL | [declined_cash_withdrawal] | YES | Text: Your cash withdrawal request was declined due to insufficient funds or technical issues.
VAL | [exchange_via_app] | YES | Text: Can I exchange the currency I'm using through your app?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: why hasn't my account balance been updated after a cash deposit or cheque deposit this morning?
VAL | [top_up_by_card_charge] | YES | Text: Are there any charges for topping up my account using a European bank card?
VAL | [top_up_limits] | NO | Text: Are there any restrictions on my limit increases?
VAL | [failed_transfer] | YES | Text: Could you please explain why my recent transfer was unsuccessful?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds for the recent transactions?
VAL | [cash_withdrawal_not_recognised] | NO | Text: the funds in my account are not mine and I didn't deposit them
VAL | [fiat_currency_support] | YES | Text: Do you support the Euro (EUR) as a fiat currency?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm concerned about a recent transaction that I don't recall authorizing. Can you help me investigate this direct debit payment that was deducted from my account a few weeks ago? I'd like to verify the legitimacy of the transaction and ensure it's not a mistake.
VAL | [failed_transfer] | YES | Text: I've made multiple attempts to initiate a routine transfer, but it keeps failing. Is there an issue with your platform?
VAL | [card_payment_not_recognised] | YES | Text: We're having trouble processing your payment because the card details are not recognized.
VAL | [top_up_by_card_charge] | NO | Text: How can I charge my card to add funds?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a payment in the app that I didn't initiate, can you help me stop it?
VAL | [pending_card_payment] | YES | Text: A payment is still pending and has not been processed.
VAL | [card_swallowed] | YES | Text: My card was swallowed by the ATM. How do I retrieve it?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to use my card, but it's been declined. I've checked my account and noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this issue?
VAL | [verify_top_up] | NO | Text: I'm trying to add funds, can you please confirm my details before processing the top-up?
VAL | [card_payment_not_recognised] | NO | Text: We're having trouble identifying the payment method used for this transaction.
VAL | [top_up_by_cash_or_cheque] | YES | Text: i'm having trouble topping up my account using a cheque, could you help me with that?
VAL | [exchange_rate] | YES | Text: How do you determine the exchange rate for the card?
VAL | [declined_transfer] | NO | Text: We're sorry to inform you that the transfer was declined. Would you like to know the reason behind the decline and explore alternative options for completing the transfer?
VAL | [change_pin] | YES | Text: I'm concerned someone may have discovered my PIN and I'm currently in Spain on vacation; can I modify it at a local ATM?
VAL | [supported_cards_and_currencies] | YES | Text: We accept various credit cards, including Visa, Mastercard, and American Express, as well as other major brands. We also support a range of currencies, including USD, EUR, JPY, and more.
VAL | [card_payment_not_recognised] | YES | Text: I'm having trouble finding a recent payment in the app that I don't recognize.
VAL | [transaction_charged_twice] | YES | Text: It appears that I was charged twice for the same transaction. I attempted to make a payment at a store earlier, but it was declined initially. The second attempt was successful, but the app still shows one of the payments as pending. Can you please cancel the duplicate charge, as it was clearly declined and not processed successfully?
