GEN | [verify_top_up] | Orig: I don't see the verification code for my card transfer. -> Aug: I'm having trouble finding the verification code for my recent top-up.
GEN | [disposable_card_limits] | Orig: Show me the amount of transactions I can do with a disposable card. -> Aug: What are the transaction limits for a disposable card?
GEN | [visa_or_mastercard] | Orig: Which type of card will I receive? -> Aug: Will I be issued a Visa or Mastercard?
GEN | [top_up_reverted] | Orig: Do you not accept crypto transfers from certain places? Because when I tried to do a top up the money just disappeared. Im not sure what to do or what I'm doing wrong, please help. -> Aug: I'm having an issue with a top-up that was reversed. I tried to add funds using a specific method, but the transaction was cancelled and the amount was taken back. Can you assist me in understanding what went wrong and how to resolve this issue?
GEN | [verify_my_identity] | Orig: What type of ID do you accept? -> Aug: What forms of identification do you accept for verification?
GEN | [card_linking] | Orig: My card arrived but I need to make it work in the app, how do I do that? -> Aug: I received my new card, but I'm having trouble linking it to the app, can you guide me through the process?
GEN | [beneficiary_not_allowed] | Orig: Hello I am unable to exchange the crypto currency through the app, i am very keen to buy. Please let me know the issue.    interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, Could you please let me know what is the problem? -> Aug: I'm trying to initiate a crypto currency exchange through the app, but it's not allowing me to proceed. Can you please help me identify the issue? I'm eager to complete the transaction.
GEN | [beneficiary_not_allowed] | Orig: Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong? -> Aug: Hello - I'm on the app and trying to purchase crypto, but the beneficiary is not allowed. What's the issue?
GEN | [visa_or_mastercard] | Orig: I'm happy with Mastercard and want to stick with just that credit card. -> Aug: I'm content with Visa and prefer to use only that credit card.
GEN | [unable_to_verify_identity] | Orig: You will hear back from us about your verification results in 10 minutes to a one hour timeframe.  If these verification results do fail, please double-check to make sure your images are clear and have no glare or blur; your photos need to be fully readable.  You need to be 18 years of age or older and a resident of Switzerland or the European Economic Area to create an account. -> Aug: You will receive an update on your verification status within the next 10 minutes to an hour. If the verification is unsuccessful, kindly review your uploaded images to ensure they are clear, well-lit, and free of glare or blur, allowing for easy readability. Please confirm you are at least 18 years old and a resident of Switzerland or the European Economic Area to proceed with account creation.
GEN | [pending_top_up] | Orig: Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour. -> Aug: Could you look into the status of my top-up request? I'm in a hurry and need it to be processed as soon as possible, as it's been pending for a while.
GEN | [why_verify_identity] | Orig: I am not comfortable verifying my indentity. -> Aug: I'm hesitant to confirm my identity.
GEN | [pending_transfer] | Orig: I need to know why a money transfer is available. -> Aug: I'd like to understand the status of a pending transfer.
GEN | [top_up_failed] | Orig: I added funds to my account but the app didn't process it. -> Aug: I attempted to make a deposit, but the transaction was unsuccessful.
GEN | [topping_up_by_card] | Orig: My card needs to be topped up. -> Aug: My card requires a recharge via card.
GEN | [top_up_failed] | Orig: I didn't see the money I added to my card. -> Aug: I attempted to add funds to my card, but the transaction was unsuccessful.
GEN | [visa_or_mastercard] | Orig: I won't be pleased unless I get a Mastercard. -> Aug: I won't be satisfied unless I get a Visa or Mastercard.
GEN | [order_physical_card] | Orig: Where are the cards transported to? -> Aug: How are physical cards shipped or delivered?
GEN | [verify_top_up] | Orig: How do i secure a top-up card? -> Aug: How can I confirm the details of my top-up card?
GEN | [visa_or_mastercard] | Orig: Do I have to pick a creditcard brand? -> Aug: Must I choose between Visa or Mastercard?
GEN | [topping_up_by_card] | Orig: can other people use the app to add money to my account -> Aug: Can I use the app to add funds to my account using my debit/credit card?
GEN | [unable_to_verify_identity] | Orig: The app does not believe that I am myself -> Aug: The system is unable to confirm your identity due to a discrepancy in the information provided.
GEN | [direct_debit_payment_not_recognised] | Orig: Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late. -> Aug: Hi, I've reviewed my past statements and noticed an unusual direct debit payment that I'm certain wasn't authorized by me. Could you please help me investigate this discrepancy and let me know if I can dispute the charge, as it's already past the deadline?
GEN | [top_up_limits] | Orig: Do you limit my top-offs? -> Aug: Are you limiting my limit increases?
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the recepient of my money transaction see it? -> Aug: The recipient of my recent money transfer is unable to access the funds. Can you help me resolve this issue?
GEN | [visa_or_mastercard] | Orig: I want to get a Visa -> Aug: I'd like to obtain a Mastercard
GEN | [card_not_working] | Orig: What do I do now that I can't use this card? -> Aug: What should I do since my card is not functioning properly?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did you give me so little currency? -> Aug: The exchange rate you provided for the cash withdrawal was incorrect, resulting in an insufficient amount of currency.
GEN | [visa_or_mastercard] | Orig: What type of card will I receive? -> Aug: Will I be issued a Visa or Mastercard?
GEN | [order_physical_card] | Orig: Do I get a real card? -> Aug: Can I receive a physical card instead of a digital one?
GEN | [failed_transfer] | Orig: A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong. -> Aug: I'm trying to make a mortgage payment, but I'm getting an error message. This is my first time making this payment, and I'm not sure what's going wrong.
GEN | [apple_pay_or_google_pay] | Orig: I seem to be having trouble with my Google Pay Top. Can you please help? -> Aug: I'm having issues with my Apple Pay account. Can you assist me?
GEN | [wrong_amount_of_cash_received] | Orig: i did not get any money but still was charged -> Aug: i was shortchanged and still got billed
GEN | [disposable_card_limits] | Orig: What is the number of transactions I get with a disposable card? -> Aug: How many transactions can I make with a disposable card before it expires?
GEN | [pin_blocked] | Orig: I enetered the wrong information, I need my account unblocked How do I do that? -> Aug: I accidentally entered incorrect details, please help me unblock my account. Can you guide me through the process?
GEN | [card_about_to_expire] | Orig: My card is almost going to expire. -> Aug: Your credit card's expiration date is approaching.
GEN | [country_support] | Orig: Although I am not located in the UK area, may i still receive a card? -> Aug: Even though I'm not based in the UK, can I still get a card?
GEN | [card_swallowed] | Orig: I was removing a dollar amount from my account and now don't have access to my card. -> Aug: I accidentally swallowed my card while trying to remove a transaction from my account and now I'm unable to access it.
GEN | [country_support] | Orig: Will my new card work outside of the EU? -> Aug: Will my new card be functional in countries outside of the European Union?
GEN | [apple_pay_or_google_pay] | Orig: what can I do if I got my American Express in Apple Bay but top up is not working? -> Aug: What can I do if I got my American Express in Google Pay but the top-up is not working?
VAL | [verify_top_up] | NO | Text: I'm having trouble finding the verification code for my recent top-up.
VAL | [disposable_card_limits] | YES | Text: What are the transaction limits for a disposable card?
VAL | [visa_or_mastercard] | YES | Text: Will I be issued a Visa or Mastercard?
VAL | [top_up_reverted] | YES | Text: I'm having an issue with a top-up that was reversed. I tried to add funds using a specific method, but the transaction was cancelled and the amount was taken back. Can you assist me in understanding what went wrong and how to resolve this issue?
VAL | [verify_my_identity] | NO | Text: What forms of identification do you accept for verification?
VAL | [card_linking] | YES | Text: I received my new card, but I'm having trouble linking it to the app, can you guide me through the process?
VAL | [beneficiary_not_allowed] | YES | Text: I'm trying to initiate a crypto currency exchange through the app, but it's not allowing me to proceed. Can you please help me identify the issue? I'm eager to complete the transaction.
VAL | [beneficiary_not_allowed] | YES | Text: Hello - I'm on the app and trying to purchase crypto, but the beneficiary is not allowed. What's the issue?
VAL | [visa_or_mastercard] | NO | Text: I'm content with Visa and prefer to use only that credit card.
VAL | [unable_to_verify_identity] | NO | Text: You will receive an update on your verification status within the next 10 minutes to an hour. If the verification is unsuccessful, kindly review your uploaded images to ensure they are clear, well-lit, and free of glare or blur, allowing for easy readability. Please confirm you are at least 18 years old and a resident of Switzerland or the European Economic Area to proceed with account creation.
VAL | [pending_top_up] | YES | Text: Could you look into the status of my top-up request? I'm in a hurry and need it to be processed as soon as possible, as it's been pending for a while.
VAL | [why_verify_identity] | YES | Text: I'm hesitant to confirm my identity.
VAL | [pending_transfer] | YES | Text: I'd like to understand the status of a pending transfer.
VAL | [top_up_failed] | YES | Text: I attempted to make a deposit, but the transaction was unsuccessful.
VAL | [topping_up_by_card] | YES | Text: My card requires a recharge via card.
VAL | [top_up_failed] | YES | Text: I attempted to add funds to my card, but the transaction was unsuccessful.
VAL | [visa_or_mastercard] | NO | Text: I won't be satisfied unless I get a Visa or Mastercard.
VAL | [order_physical_card] | NO | Text: How are physical cards shipped or delivered?
VAL | [verify_top_up] | NO | Text: How can I confirm the details of my top-up card?
VAL | [visa_or_mastercard] | NO | Text: Must I choose between Visa or Mastercard?
VAL | [topping_up_by_card] | NO | Text: Can I use the app to add funds to my account using my debit/credit card?
VAL | [unable_to_verify_identity] | YES | Text: The system is unable to confirm your identity due to a discrepancy in the information provided.
VAL | [direct_debit_payment_not_recognised] | YES | Text: Hi, I've reviewed my past statements and noticed an unusual direct debit payment that I'm certain wasn't authorized by me. Could you please help me investigate this discrepancy and let me know if I can dispute the charge, as it's already past the deadline?
VAL | [top_up_limits] | NO | Text: Are you limiting my limit increases?
VAL | [transfer_not_received_by_recipient] | YES | Text: The recipient of my recent money transfer is unable to access the funds. Can you help me resolve this issue?
VAL | [visa_or_mastercard] | NO | Text: I'd like to obtain a Mastercard
VAL | [card_not_working] | YES | Text: What should I do since my card is not functioning properly?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate you provided for the cash withdrawal was incorrect, resulting in an insufficient amount of currency.
VAL | [visa_or_mastercard] | YES | Text: Will I be issued a Visa or Mastercard?
VAL | [order_physical_card] | YES | Text: Can I receive a physical card instead of a digital one?
VAL | [failed_transfer] | NO | Text: I'm trying to make a mortgage payment, but I'm getting an error message. This is my first time making this payment, and I'm not sure what's going wrong.
VAL | [apple_pay_or_google_pay] | NO | Text: I'm having issues with my Apple Pay account. Can you assist me?
VAL | [wrong_amount_of_cash_received] | YES | Text: i was shortchanged and still got billed
VAL | [disposable_card_limits] | YES | Text: How many transactions can I make with a disposable card before it expires?
VAL | [pin_blocked] | NO | Text: I accidentally entered incorrect details, please help me unblock my account. Can you guide me through the process?
VAL | [card_about_to_expire] | YES | Text: Your credit card's expiration date is approaching.
VAL | [country_support] | YES | Text: Even though I'm not based in the UK, can I still get a card?
VAL | [card_swallowed] | NO | Text: I accidentally swallowed my card while trying to remove a transaction from my account and now I'm unable to access it.
VAL | [country_support] | YES | Text: Will my new card be functional in countries outside of the European Union?
VAL | [apple_pay_or_google_pay] | NO | Text: What can I do if I got my American Express in Google Pay but the top-up is not working?
