GEN | [reverted_card_payment?] | Orig: The money is still in my account even though I already paid -- I don't understand what happened. -> Aug: The payment I made was reversed, and the funds are still in my account. Can you help me understand what went wrong?
GEN | [compromised_card] | Orig: My card information seems to have been stolen! I don't know where these transactions came from and I've never even been to the city where they were made. I need my card blocked ASAP so this person can't keep using my card. -> Aug: My credit card details appear to have been compromised! I'm concerned about the unauthorized transactions that have been made in a different city, and I'd like to report the issue and have my card temporarily suspended to prevent further unauthorized use.
GEN | [pin_blocked] | Orig: I blocked my card by mistake, how do I unblock it? -> Aug: I accidentally blocked my card, can you help me unblock it?
GEN | [top_up_failed] | Orig: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? -> Aug: I attempted to add funds to my card by making a transfer, but the transaction was unsuccessful. Can you help me identify the issue?
GEN | [pending_card_payment] | Orig: Why are the things I bought earlier today still showing as pending? -> Aug: Why are the items I purchased earlier today still listed as pending card payment?
GEN | [transfer_timing] | Orig: When will my money be in my account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: The balance has not been updated. -> Aug: The account balance has not been reflected after the recent bank transfer.
GEN | [unable_to_verify_identity] | Orig: I am not recognized by the app. -> Aug: We're having trouble verifying your identity through our system.
GEN | [declined_cash_withdrawal] | Orig: I could not access my money at the ATM -> Aug: I was unable to withdraw cash from the ATM due to insufficient funds.
GEN | [balance_not_updated_after_bank_transfer] | Orig: After I transferred money the balance remained the same. -> Aug: The balance on my account didn't change after I made a recent transfer.
GEN | [top_up_failed] | Orig: I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly. -> Aug: I'm having trouble accessing my funds. Could it be due to a failed top-up attempt? I'm certain I entered the details correctly.
GEN | [top_up_reverted] | Orig: Do you support top ups? -> Aug: Can you perform a top-up reversal or reversal of a top-up transaction?
GEN | [automatic_top_up] | Orig: Can I schedule future top ups? -> Aug: Can I set up recurring automatic top-ups?
GEN | [balance_not_updated_after_bank_transfer] | Orig: It has been a couple of hours but I do not see my balance updated, can you help? -> Aug: I've been waiting for a while, but my account balance still hasn't been updated after the recent bank transfer. Can you assist me with this issue?
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it? -> Aug: We're investigating a discrepancy in your account. Can you please confirm if you authorized a direct debit payment to the seller, and if not, we'll look into why it was processed without your consent?
GEN | [lost_or_stolen_card] | Orig: Who can I speak with regarding a lost card? -> Aug: Can I speak with someone about a stolen credit card?
GEN | [unable_to_verify_identity] | Orig: The app failed to verify me. -> Aug: We're unable to confirm your identity through our app.
GEN | [cancel_transfer] | Orig: The wrong account was used during a transaction. -> Aug: The incorrect account was mistakenly used for a transfer.
GEN | [card_not_working] | Orig: What do I do if i accidentally broke my card? -> Aug: What should I do if I've damaged my credit card?
GEN | [pending_card_payment] | Orig: Why are my purchases from this morning still pending? -> Aug: Why are my recent transactions still showing as pending on my card?
GEN | [pending_card_payment] | Orig: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. -> Aug: I attempted to make a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be processed and confirmed, as it's still listed as pending?
GEN | [reverted_card_payment?] | Orig: I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here? -> Aug: I'm trying to understand why the payment I made wasn't successfully processed, and the seller is saying they didn't receive the funds. Can you help me resolve this issue?
GEN | [lost_or_stolen_card] | Orig: I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away. -> Aug: I'd like to report my card as stolen and request it be blocked or deactivated immediately to prevent any unauthorized transactions.
GEN | [declined_card_payment] | Orig: Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident. -> Aug: I'm sorry to hear that your recent payment attempt with your new card was declined. Can you please provide more details about the issue, such as the exact error message or the date and time of the declined transaction? This will help me assist you in resolving the issue and getting your payment processed successfully.
GEN | [declined_cash_withdrawal] | Orig: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? -> Aug: I'm unable to withdraw cash from the ATM, and I've tried using two different machines. Could you please verify if there's an issue with my account?
GEN | [declined_cash_withdrawal] | Orig: Why can I not take out cash? -> Aug: Why was my cash withdrawal request declined?
GEN | [getting_spare_card] | Orig: how is it possible to add another card to account -> Aug: Can I request a new card to be added to my account?
GEN | [lost_or_stolen_card] | Orig: My card has been stolen. I reported it with the police, but I need to report it with you as well. -> Aug: My credit card has been stolen and I've already filed a report with the authorities, but I'd like to inform you of the incident as well.
GEN | [declined_cash_withdrawal] | Orig: Has my account been frozen?  I tried to use my card but the ATM would not dispense cash. -> Aug: We're sorry to inform you that your recent cash withdrawal attempt was declined due to insufficient funds or account restrictions. Please check your account balance or contact our customer service team for further assistance.
GEN | [pending_cash_withdrawal] | Orig: How do I get my cash withdrawal to show? -> Aug: Why is my cash withdrawal still pending?
GEN | [card_payment_wrong_exchange_rate] | Orig: It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much! -> Aug: It appears that an error occurred with the exchange rate. I converted Russian Rubles to UK pounds, but I was overcharged significantly!
GEN | [transaction_charged_twice] | Orig: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? -> Aug: I accidentally used my duplicate card to make a purchase, and it was charged twice. I've since canceled the card, but I'd like to know how to recover the extra amount.
GEN | [get_physical_card] | Orig: The card PIN is not visible anywhere? -> Aug: I'd be happy to help you obtain a physical copy of your card.
GEN | [declined_card_payment] | Orig: May monthly payment to Apple has been declined but I don't know why, they are going to re-try the payment and it must go through, can you tell me what is going on please? -> Aug: My monthly payment to Apple has been declined, and I'm not sure why. They're going to retry the payment, but I'm concerned it won't go through. Can you help me understand what's happening?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong? -> Aug: I'm having an issue with my account. I deposited cash yesterday and my balance hasn't been updated. Can you please check my account to see what's going on?
GEN | [reverted_card_payment?] | Orig: Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please. -> Aug: Hi, I'm concerned about a payment that was deducted from my account, but the seller is saying it was reverted back to my account. Can you look into this ASAP and resolve the issue?
GEN | [declined_card_payment] | Orig: Why didn;t my payment work -> Aug: Your payment was declined due to an issue with your card.
GEN | [declined_cash_withdrawal] | Orig: Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM. -> Aug: I'm happy to assist you with your card issue. It seems that your card has been declined for cash withdrawal at two different ATMs. Can you please check your account balance and ensure that you have sufficient funds available for the transaction? If the issue persists, I can help you investigate further.
GEN | [visa_or_mastercard] | Orig: Can I choose my card scheme? -> Aug: Would you like to select your preferred payment method, such as Visa or Mastercard?
VAL | [reverted_card_payment?] | NO | Text: The payment I made was reversed, and the funds are still in my account. Can you help me understand what went wrong?
VAL | [compromised_card] | YES | Text: My credit card details appear to have been compromised! I'm concerned about the unauthorized transactions that have been made in a different city, and I'd like to report the issue and have my card temporarily suspended to prevent further unauthorized use.
VAL | [pin_blocked] | NO | Text: I accidentally blocked my card, can you help me unblock it?
VAL | [top_up_failed] | YES | Text: I attempted to add funds to my card by making a transfer, but the transaction was unsuccessful. Can you help me identify the issue?
VAL | [pending_card_payment] | YES | Text: Why are the items I purchased earlier today still listed as pending card payment?
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be deposited into my account?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: The account balance has not been reflected after the recent bank transfer.
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble verifying your identity through our system.
VAL | [declined_cash_withdrawal] | YES | Text: I was unable to withdraw cash from the ATM due to insufficient funds.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: The balance on my account didn't change after I made a recent transfer.
VAL | [top_up_failed] | NO | Text: I'm having trouble accessing my funds. Could it be due to a failed top-up attempt? I'm certain I entered the details correctly.
VAL | [top_up_reverted] | NO | Text: Can you perform a top-up reversal or reversal of a top-up transaction?
VAL | [automatic_top_up] | YES | Text: Can I set up recurring automatic top-ups?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I've been waiting for a while, but my account balance still hasn't been updated after the recent bank transfer. Can you assist me with this issue?
VAL | [direct_debit_payment_not_recognised] | YES | Text: We're investigating a discrepancy in your account. Can you please confirm if you authorized a direct debit payment to the seller, and if not, we'll look into why it was processed without your consent?
VAL | [lost_or_stolen_card] | YES | Text: Can I speak with someone about a stolen credit card?
VAL | [unable_to_verify_identity] | YES | Text: We're unable to confirm your identity through our app.
VAL | [cancel_transfer] | YES | Text: The incorrect account was mistakenly used for a transfer.
VAL | [card_not_working] | NO | Text: What should I do if I've damaged my credit card?
VAL | [pending_card_payment] | YES | Text: Why are my recent transactions still showing as pending on my card?
VAL | [pending_card_payment] | YES | Text: I attempted to make a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be processed and confirmed, as it's still listed as pending?
VAL | [reverted_card_payment?] | NO | Text: I'm trying to understand why the payment I made wasn't successfully processed, and the seller is saying they didn't receive the funds. Can you help me resolve this issue?
VAL | [lost_or_stolen_card] | YES | Text: I'd like to report my card as stolen and request it be blocked or deactivated immediately to prevent any unauthorized transactions.
VAL | [declined_card_payment] | NO | Text: I'm sorry to hear that your recent payment attempt with your new card was declined. Can you please provide more details about the issue, such as the exact error message or the date and time of the declined transaction? This will help me assist you in resolving the issue and getting your payment processed successfully.
VAL | [declined_cash_withdrawal] | YES | Text: I'm unable to withdraw cash from the ATM, and I've tried using two different machines. Could you please verify if there's an issue with my account?
VAL | [declined_cash_withdrawal] | YES | Text: Why was my cash withdrawal request declined?
VAL | [getting_spare_card] | NO | Text: Can I request a new card to be added to my account?
VAL | [lost_or_stolen_card] | YES | Text: My credit card has been stolen and I've already filed a report with the authorities, but I'd like to inform you of the incident as well.
VAL | [declined_cash_withdrawal] | NO | Text: We're sorry to inform you that your recent cash withdrawal attempt was declined due to insufficient funds or account restrictions. Please check your account balance or contact our customer service team for further assistance.
VAL | [pending_cash_withdrawal] | YES | Text: Why is my cash withdrawal still pending?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: It appears that an error occurred with the exchange rate. I converted Russian Rubles to UK pounds, but I was overcharged significantly!
VAL | [transaction_charged_twice] | YES | Text: I accidentally used my duplicate card to make a purchase, and it was charged twice. I've since canceled the card, but I'd like to know how to recover the extra amount.
VAL | [get_physical_card] | NO | Text: I'd be happy to help you obtain a physical copy of your card.
VAL | [declined_card_payment] | YES | Text: My monthly payment to Apple has been declined, and I'm not sure why. They're going to retry the payment, but I'm concerned it won't go through. Can you help me understand what's happening?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I'm having an issue with my account. I deposited cash yesterday and my balance hasn't been updated. Can you please check my account to see what's going on?
VAL | [reverted_card_payment?] | NO | Text: Hi, I'm concerned about a payment that was deducted from my account, but the seller is saying it was reverted back to my account. Can you look into this ASAP and resolve the issue?
VAL | [declined_card_payment] | YES | Text: Your payment was declined due to an issue with your card.
VAL | [declined_cash_withdrawal] | NO | Text: I'm happy to assist you with your card issue. It seems that your card has been declined for cash withdrawal at two different ATMs. Can you please check your account balance and ensure that you have sufficient funds available for the transaction? If the issue persists, I can help you investigate further.
VAL | [visa_or_mastercard] | NO | Text: Would you like to select your preferred payment method, such as Visa or Mastercard?
