GEN | [pending_transfer] | Orig: I have a trasnger that is pending and wondered about it. -> Aug: I have a transfer that is pending and I was wondering about its status.
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm experiencing an unrecognised cash withdrawal on my account, and I'm concerned about the unauthorized transaction.
GEN | [why_verify_identity] | Orig: If my identy verifacation hasn't gone through can I use my account? -> Aug: If my identity verification process hasn't been completed, can I still access my account?
GEN | [fiat_currency_support] | Orig: What currencies can I not hold many in, if so what are they? -> Aug: Which fiat currencies are not eligible for large balances or have specific restrictions, and what are the limitations I should be aware of?
GEN | [card_arrival] | Orig: I thought I would have received my new card at this point. -> Aug: I was expecting my new card to arrive by now.
GEN | [supported_cards_and_currencies] | Orig: How can I get funds into my account from my American Express? -> Aug: What payment methods and currencies are accepted for depositing funds into my account using my American Express card?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can i get money back in my home currency at  ATM? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost. -> Aug: Can I get my home currency back when withdrawing cash at an ATM? I'm on holiday and worried since I don't have any local currency with me. Is it possible to withdraw without being charged an incorrect exchange rate?
GEN | [passcode_forgotten] | Orig: Can you tell me my code to get into the app? -> Aug: I forgot my passcode to access the app, can you help me retrieve it?
GEN | [card_payment_wrong_exchange_rate] | Orig: What is your exchange rate between UK pounds and Russian rubles for my last transaction -> Aug: What is the exchange rate used for my recent transaction between UK pounds and Russian rubles?
GEN | [activate_my_card] | Orig: If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds. -> Aug: Once you log in to your account, click on "activate" and follow the prompts to activate your card in a few easy steps.
GEN | [pending_cash_withdrawal] | Orig: I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received. -> Aug: I tried to withdraw some cash from the ATM earlier, but it didn't work. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could look into this and let me know what's happening. I don't want to be charged for cash I never received.
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I'm still waiting for the funds to reach the recipient's account.
GEN | [why_verify_identity] | Orig: Why are you asking so many questions about me? -> Aug: We're verifying your identity to ensure the security and integrity of your account.
GEN | [topping_up_by_card] | Orig: My friends would like to add to my account. What is the procedure? -> Aug: How can I add funds to my account using my debit/credit card?
GEN | [wrong_amount_of_cash_received] | Orig: Why can't I take $100 out -> Aug: I was expecting to receive $100 but I only got $X.
GEN | [verify_my_identity] | Orig: why do I have to show my ID -> Aug: Can you please confirm your identity by providing your identification documents?
GEN | [top_up_failed] | Orig: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? -> Aug: I'm having trouble adding more funds to my card as it's been declined repeatedly, and I urgently need to make a transaction. Can you assist me in resolving this issue or suggest alternative solutions?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: what are weekend rates for getting cash -> Aug: what is the exchange rate for a cash withdrawal on a weekend?
GEN | [why_verify_identity] | Orig: Why are you asking so many questions about who I am -> Aug: We're verifying your identity to ensure the security and integrity of your account.
GEN | [supported_cards_and_currencies] | Orig: why wont my american express work to add money -> Aug: We apologize, but American Express is not a supported card for adding funds to your account. Would you like to know our supported cards and currencies for making deposits?
GEN | [card_acceptance] | Orig: Can I use my card for online payments? -> Aug: Is my credit card accepted for online transactions?
GEN | [exchange_via_app] | Orig: Can this convert money? -> Aug: Can I exchange funds using the app?
GEN | [passcode_forgotten] | Orig: I can't log in with this passocde -> Aug: I forgot my passcode and can't access my account
GEN | [extra_charge_on_statement] | Orig: I'm pretty frustrated about a pound charge that keeps  showing up in my account statement. It's listed in the app as "pending", it never changes, and now I'm thinking someone's hacked my account! -> Aug: I'm concerned about an unexpected charge that's been appearing on my statement. It's labeled as "pending" in the app, but the amount remains the same, and I'm worried that someone may have unauthorized access to my account.
GEN | [pending_cash_withdrawal] | Orig: I have a withdrawal waiting to go through. -> Aug: A pending cash withdrawal is awaiting processing.
GEN | [cash_withdrawal_charge] | Orig: I just had a look at my statement. Why have I been changed for using the ATM? -> Aug: I've reviewed my statement and noticed a charge for using the ATM. Can you explain why I was charged for this cash withdrawal?
GEN | [direct_debit_payment_not_recognised] | Orig: How long after I receive my statement can I dispute payments on it? -> Aug: We've noticed that a direct debit payment from your account hasn't been recognised. Can you please clarify the payment details and the date it was made, so we can assist you further?
GEN | [reverted_card_payment?] | Orig: Why has my money been returned back to my card. -> Aug: Why was my payment reversed and credited back to my card?
GEN | [transfer_not_received_by_recipient] | Orig: i accidentally entered in my retailers information, what should i do next -> Aug: The transfer was sent to the wrong recipient, what are the next steps to resolve this issue?
GEN | [activate_my_card] | Orig: You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there. -> Aug: You can complete the process in a few minutes. Log in to your account, select the "Activate Card" option, and follow the prompts to finish the activation.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I use a check to get gas? -> Aug: Can I use a cheque to top up my account?
GEN | [extra_charge_on_statement] | Orig: The $1.00 has still not been reverted as indicated in the previous email. -> Aug: We have not yet reversed the $1.00 charge as previously discussed.
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. -> Aug: Hello, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money and would appreciate your prompt help to resolve this issue.
GEN | [reverted_card_payment?] | Orig: My card payment has not been withdrawn from my account -> Aug: Why was my card payment reversed from my account?
GEN | [card_arrival] | Orig: Is my new bank card on the way and is there a way to track it? -> Aug: When can I expect my new bank card to arrive, and is there a tracking option available?
GEN | [why_verify_identity] | Orig: Is the identity check part of bank policy? -> Aug: What's the purpose of verifying my identity when opening an account?
GEN | [card_linking] | Orig: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. -> Aug: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
GEN | [why_verify_identity] | Orig: Can I use my account now, even though my identity verification has not gone through yet? -> Aug: Why do I need to complete the identity verification process before I can access my account?
VAL | [pending_transfer] | YES | Text: I have a transfer that is pending and I was wondering about its status.
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm experiencing an unrecognised cash withdrawal on my account, and I'm concerned about the unauthorized transaction.
VAL | [why_verify_identity] | YES | Text: If my identity verification process hasn't been completed, can I still access my account?
VAL | [fiat_currency_support] | YES | Text: Which fiat currencies are not eligible for large balances or have specific restrictions, and what are the limitations I should be aware of?
VAL | [card_arrival] | YES | Text: I was expecting my new card to arrive by now.
VAL | [supported_cards_and_currencies] | NO | Text: What payment methods and currencies are accepted for depositing funds into my account using my American Express card?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: Can I get my home currency back when withdrawing cash at an ATM? I'm on holiday and worried since I don't have any local currency with me. Is it possible to withdraw without being charged an incorrect exchange rate?
VAL | [passcode_forgotten] | NO | Text: I forgot my passcode to access the app, can you help me retrieve it?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: What is the exchange rate used for my recent transaction between UK pounds and Russian rubles?
VAL | [activate_my_card] | YES | Text: Once you log in to your account, click on "activate" and follow the prompts to activate your card in a few easy steps.
VAL | [pending_cash_withdrawal] | YES | Text: I tried to withdraw some cash from the ATM earlier, but it didn't work. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could look into this and let me know what's happening. I don't want to be charged for cash I never received.
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm still waiting for the funds to reach the recipient's account.
VAL | [why_verify_identity] | NO | Text: We're verifying your identity to ensure the security and integrity of your account.
VAL | [topping_up_by_card] | YES | Text: How can I add funds to my account using my debit/credit card?
VAL | [wrong_amount_of_cash_received] | YES | Text: I was expecting to receive $100 but I only got $X.
VAL | [verify_my_identity] | NO | Text: Can you please confirm your identity by providing your identification documents?
VAL | [top_up_failed] | NO | Text: I'm having trouble adding more funds to my card as it's been declined repeatedly, and I urgently need to make a transaction. Can you assist me in resolving this issue or suggest alternative solutions?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: what is the exchange rate for a cash withdrawal on a weekend?
VAL | [why_verify_identity] | NO | Text: We're verifying your identity to ensure the security and integrity of your account.
VAL | [supported_cards_and_currencies] | YES | Text: We apologize, but American Express is not a supported card for adding funds to your account. Would you like to know our supported cards and currencies for making deposits?
VAL | [card_acceptance] | YES | Text: Is my credit card accepted for online transactions?
VAL | [exchange_via_app] | YES | Text: Can I exchange funds using the app?
VAL | [passcode_forgotten] | NO | Text: I forgot my passcode and can't access my account
VAL | [extra_charge_on_statement] | YES | Text: I'm concerned about an unexpected charge that's been appearing on my statement. It's labeled as "pending" in the app, but the amount remains the same, and I'm worried that someone may have unauthorized access to my account.
VAL | [pending_cash_withdrawal] | YES | Text: A pending cash withdrawal is awaiting processing.
VAL | [cash_withdrawal_charge] | YES | Text: I've reviewed my statement and noticed a charge for using the ATM. Can you explain why I was charged for this cash withdrawal?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've noticed that a direct debit payment from your account hasn't been recognised. Can you please clarify the payment details and the date it was made, so we can assist you further?
VAL | [reverted_card_payment?] | NO | Text: Why was my payment reversed and credited back to my card?
VAL | [transfer_not_received_by_recipient] | YES | Text: The transfer was sent to the wrong recipient, what are the next steps to resolve this issue?
VAL | [activate_my_card] | YES | Text: You can complete the process in a few minutes. Log in to your account, select the "Activate Card" option, and follow the prompts to finish the activation.
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I use a cheque to top up my account?
VAL | [extra_charge_on_statement] | YES | Text: We have not yet reversed the $1.00 charge as previously discussed.
VAL | [cash_withdrawal_not_recognised] | NO | Text: Hello, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money and would appreciate your prompt help to resolve this issue.
VAL | [reverted_card_payment?] | NO | Text: Why was my card payment reversed from my account?
VAL | [card_arrival] | YES | Text: When can I expect my new bank card to arrive, and is there a tracking option available?
VAL | [why_verify_identity] | NO | Text: What's the purpose of verifying my identity when opening an account?
VAL | [card_linking] | NO | Text: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
VAL | [why_verify_identity] | YES | Text: Why do I need to complete the identity verification process before I can access my account?
