GEN | [cash_withdrawal_not_recognised] | Orig: It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money. -> Aug: I'm in a state of panic. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
GEN | [terminate_account] | Orig: i'm not satisfied with the services and no longer want to be a customer -> Aug: I'm unhappy with the services and would like to cancel my account.
GEN | [cash_withdrawal_not_recognised] | Orig: Hi, It's urgent, please freeze my card. As someone has withdrawn money using my card in odd remote town. Since i have not done this withdrawal. Do it fast. -> Aug: Hi, I need immediate assistance. Someone has made an unauthorized cash withdrawal using my card in a distant location, and I didn't make the transaction. Please freeze my card as soon as possible.
GEN | [virtual_card_not_working] | Orig: What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym? -> Aug: Why was I unable to complete the payment for my gym subscription using my virtual card, which I had intended to use as a disposable payment method?
GEN | [virtual_card_not_working] | Orig: Why can't I make multiple payments with my virtual card? -> Aug: Why am I unable to process multiple transactions using my virtual card?
GEN | [lost_or_stolen_card] | Orig: Could you please freeze my card immediately? -> Aug: Can you put a hold on my card due to it being lost or stolen?
GEN | [top_up_reverted] | Orig: My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it. -> Aug: My top-up reversal was processed and I am writing to inquire if I need to complete the 3D Secure authentication section before I resubmit it.
GEN | [compromised_card] | Orig: How do I stop fraud to my card? -> Aug: What steps can I take to prevent unauthorized transactions on my compromised card?
GEN | [card_acceptance] | Orig: Is my card denied anywhere? -> Aug: Is my credit card being declined anywhere?
GEN | [topping_up_by_card] | Orig: What do I need to do to transfer money with my credit card? -> Aug: To complete a card-based top-up, what steps do I need to follow to add funds to my account using my credit card?
GEN | [declined_transfer] | Orig: Why am I getting declines when trying to make a purchase online? -> Aug: Why am I consistently encountering issues with transaction declines when attempting to complete an online purchase?
GEN | [pin_blocked] | Orig: How do I take a block off my card? -> Aug: What can I do to unblock my debit/credit card?
GEN | [getting_virtual_card] | Orig: I look but I see no virtual card. Why is that? -> Aug: I'm trying to find my virtual card, but it's nowhere to be found. Can you help me figure out why I'm not seeing it?
GEN | [reverted_card_payment?] | Orig: I've got a problem - I bought something with my card one or two weeks ago, but now exact same amount of the purchase is showing up in my account. I like more money in my account, but this is too good to be true. Can you tell me what's happening? -> Aug: I recently made a purchase using my card, but the same amount is showing up in my account, and I'm not sure why. Can you help me figure out what's going on?
GEN | [card_linking] | Orig: I have one of your cards, but I don't know how to link it. -> Aug: I'm having trouble linking one of my cards to my account.
GEN | [terminate_account] | Orig: Your company is lame. Shut down all my account services right now. -> Aug: Immediately cancel all my account services and terminate my account.
GEN | [virtual_card_not_working] | Orig: My throwaway virtual card won't work -> Aug: My temporary virtual card is not functioning properly.
GEN | [top_up_limits] | Orig: What is the daily limit on my card? -> Aug: Can you please inform me about the daily spending limit on my credit/debit card?
GEN | [request_refund] | Orig: It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people. -> Aug: I've been waiting for an eternity for my online order to arrive, but it seems it's been lost in transit. Can I please request a refund for the amount I paid, as I'm not willing to continue holding onto it?
GEN | [country_support] | Orig: May I get one of your cards?  I live in the EU. -> Aug: Can I assist you with a card application? I'd be happy to help you with the process, considering you're a resident of the European Union.
GEN | [declined_cash_withdrawal] | Orig: i needed money for a night out with the girls but i was declined, why? -> Aug: I was looking forward to a night out with friends, but my cash withdrawal was declined, can you help me understand why?
GEN | [atm_support] | Orig: How can I tell if an AMT will take this card? -> Aug: Can you check if the ATM accepts your card type before attempting a transaction?
GEN | [compromised_card] | Orig: Someone has been using my card. There are unfamiliar transactions on there. Can you freeze the card to keep this from happening? -> Aug: My card has been compromised and I've noticed unauthorized transactions. Can you temporarily suspend the card to prevent further unauthorized use?
GEN | [getting_virtual_card] | Orig: Please let me know how to place an order for a virtual card -> Aug: Please inform me about the process of obtaining a virtual card
GEN | [declined_card_payment] | Orig: Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working. -> Aug: We've received reports of declined payments on your new card. It's possible that there's an issue with the card's validity or insufficient funds. Can you please check your account balance and ensure the card is active before trying to make another payment?
GEN | [topping_up_by_card] | Orig: I wasn't able to use my top up card because the money I put on there wasn't there anymore -> Aug: I'm having trouble using my card to top up my account because the funds I loaded onto it are no longer available.
GEN | [Refund_not_showing_up] | Orig: Three months ago I bought a new house for my cat, fluffy.  Unfortunately Fluffy was not a fan of the house and it had to be returned to Pet Smart last week.  They said they have sent a refund but it's not there, can you tell me where it is? -> Aug: I recently purchased a cat house from Pet Smart, but my cat, Whiskers, didn't take a liking to it. I returned it to the store three weeks ago and was assured a refund would be processed. However, I haven't received it yet, could you please look into this for me?
GEN | [transaction_charged_twice] | Orig: Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once, second time it works. App still stays pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined? -> Aug: It appears that I was charged twice for the same transaction. I attempted to make a payment at a store earlier, but it was declined initially. The second attempt was successful, but the app still shows one of the payments as pending. Could you please cancel the duplicate charge, as it was clearly declined and not processed successfully?
GEN | [lost_or_stolen_card] | Orig: Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen. -> Aug: I'd like to report my card as stolen and request a replacement. I'm currently in Spain and my wallet was taken, so I'd appreciate it if you could block my current card and send me a new one.
GEN | [supported_cards_and_currencies] | Orig: why don't you accept american express for adding money to my account -> Aug: We do not currently support American Express as a payment method for adding funds to your account, but we do accept a variety of other cards and currencies, including Visa, Mastercard, and USD/EUR/JPY/GBP.
GEN | [topping_up_by_card] | Orig: Is it possible to transfer money to my credit card? -> Aug: Can I use my credit card to add funds to my account?
GEN | [get_disposable_virtual_card] | Orig: How can I get a virtual card for a one-time transaction? -> Aug: Can I obtain a disposable virtual card for a single-use payment?
GEN | [country_support] | Orig: I'm in the EU. Can I get one of your cards? -> Aug: I'm a resident in the European Union. Can I apply for a card?
GEN | [contactless_not_working] | Orig: The terminal I paid at wouldn't take my card. Is something wrong? -> Aug: The contactless payment terminal I used is not functioning properly, and it didn't accept my card. Is there an issue with the terminal or my card?
GEN | [transfer_not_received_by_recipient] | Orig: I am just waiting on the completion of the transaction. -> Aug: I'm still waiting for the transfer to reach the recipient's account.
GEN | [request_refund] | Orig: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. -> Aug: I've been waiting for a while now, and my order still hasn't arrived. Can I please get a refund as I'm no longer interested in pursuing this transaction.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I purchase with cash or cheque? -> Aug: Would you like to make a payment using cash or cheque?
GEN | [request_refund] | Orig: Do you have a return policy? -> Aug: Can I initiate a return and request a refund?
GEN | [top_up_by_cash_or_cheque] | Orig: how can i add money to my account if you don't accept cash -> Aug: Can I add funds to my account if you don't accept cash deposits?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm in a state of panic. Please cancel my card immediately. Someone in a distant location has made an unauthorized cash withdrawal using my card, and I didn't make the transaction myself.
VAL | [terminate_account] | YES | Text: I'm unhappy with the services and would like to cancel my account.
VAL | [cash_withdrawal_not_recognised] | YES | Text: Hi, I need immediate assistance. Someone has made an unauthorized cash withdrawal using my card in a distant location, and I didn't make the transaction. Please freeze my card as soon as possible.
VAL | [virtual_card_not_working] | YES | Text: Why was I unable to complete the payment for my gym subscription using my virtual card, which I had intended to use as a disposable payment method?
VAL | [virtual_card_not_working] | YES | Text: Why am I unable to process multiple transactions using my virtual card?
VAL | [lost_or_stolen_card] | YES | Text: Can you put a hold on my card due to it being lost or stolen?
VAL | [top_up_reverted] | NO | Text: My top-up reversal was processed and I am writing to inquire if I need to complete the 3D Secure authentication section before I resubmit it.
VAL | [compromised_card] | YES | Text: What steps can I take to prevent unauthorized transactions on my compromised card?
VAL | [card_acceptance] | NO | Text: Is my credit card being declined anywhere?
VAL | [topping_up_by_card] | YES | Text: To complete a card-based top-up, what steps do I need to follow to add funds to my account using my credit card?
VAL | [declined_transfer] | YES | Text: Why am I consistently encountering issues with transaction declines when attempting to complete an online purchase?
VAL | [pin_blocked] | NO | Text: What can I do to unblock my debit/credit card?
VAL | [getting_virtual_card] | NO | Text: I'm trying to find my virtual card, but it's nowhere to be found. Can you help me figure out why I'm not seeing it?
VAL | [reverted_card_payment?] | NO | Text: I recently made a purchase using my card, but the same amount is showing up in my account, and I'm not sure why. Can you help me figure out what's going on?
VAL | [card_linking] | YES | Text: I'm having trouble linking one of my cards to my account.
VAL | [terminate_account] | YES | Text: Immediately cancel all my account services and terminate my account.
VAL | [virtual_card_not_working] | YES | Text: My temporary virtual card is not functioning properly.
VAL | [top_up_limits] | YES | Text: Can you please inform me about the daily spending limit on my credit/debit card?
VAL | [request_refund] | YES | Text: I've been waiting for an eternity for my online order to arrive, but it seems it's been lost in transit. Can I please request a refund for the amount I paid, as I'm not willing to continue holding onto it?
VAL | [country_support] | NO | Text: Can I assist you with a card application? I'd be happy to help you with the process, considering you're a resident of the European Union.
VAL | [declined_cash_withdrawal] | YES | Text: I was looking forward to a night out with friends, but my cash withdrawal was declined, can you help me understand why?
VAL | [atm_support] | YES | Text: Can you check if the ATM accepts your card type before attempting a transaction?
VAL | [compromised_card] | YES | Text: My card has been compromised and I've noticed unauthorized transactions. Can you temporarily suspend the card to prevent further unauthorized use?
VAL | [getting_virtual_card] | YES | Text: Please inform me about the process of obtaining a virtual card
VAL | [declined_card_payment] | YES | Text: We've received reports of declined payments on your new card. It's possible that there's an issue with the card's validity or insufficient funds. Can you please check your account balance and ensure the card is active before trying to make another payment?
VAL | [topping_up_by_card] | YES | Text: I'm having trouble using my card to top up my account because the funds I loaded onto it are no longer available.
VAL | [Refund_not_showing_up] | YES | Text: I recently purchased a cat house from Pet Smart, but my cat, Whiskers, didn't take a liking to it. I returned it to the store three weeks ago and was assured a refund would be processed. However, I haven't received it yet, could you please look into this for me?
VAL | [transaction_charged_twice] | YES | Text: It appears that I was charged twice for the same transaction. I attempted to make a payment at a store earlier, but it was declined initially. The second attempt was successful, but the app still shows one of the payments as pending. Could you please cancel the duplicate charge, as it was clearly declined and not processed successfully?
VAL | [lost_or_stolen_card] | YES | Text: I'd like to report my card as stolen and request a replacement. I'm currently in Spain and my wallet was taken, so I'd appreciate it if you could block my current card and send me a new one.
VAL | [supported_cards_and_currencies] | NO | Text: We do not currently support American Express as a payment method for adding funds to your account, but we do accept a variety of other cards and currencies, including Visa, Mastercard, and USD/EUR/JPY/GBP.
VAL | [topping_up_by_card] | NO | Text: Can I use my credit card to add funds to my account?
VAL | [get_disposable_virtual_card] | YES | Text: Can I obtain a disposable virtual card for a single-use payment?
VAL | [country_support] | YES | Text: I'm a resident in the European Union. Can I apply for a card?
VAL | [contactless_not_working] | NO | Text: The contactless payment terminal I used is not functioning properly, and it didn't accept my card. Is there an issue with the terminal or my card?
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm still waiting for the transfer to reach the recipient's account.
VAL | [request_refund] | YES | Text: I've been waiting for a while now, and my order still hasn't arrived. Can I please get a refund as I'm no longer interested in pursuing this transaction.
VAL | [top_up_by_cash_or_cheque] | YES | Text: Would you like to make a payment using cash or cheque?
VAL | [request_refund] | NO | Text: Can I initiate a return and request a refund?
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I add funds to my account if you don't accept cash deposits?
