GEN | [fiat_currency_support] | Orig: Do you have EUR currency available for me? -> Aug: Can you confirm if you have the Euro (EUR) available for my transaction?
GEN | [card_payment_not_recognised] | Orig: I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges? -> Aug: I'm trying to dispute a recent charge on my card. I didn't make the transaction, and I'd like to reverse the charges.
GEN | [top_up_reverted] | Orig: The app reversed a top off I had.  What should I do? -> Aug: The app reversed the top-up I had made. What should I do now?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this? -> Aug: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated. Can you look into this and let me know why it's taking so long?
GEN | [card_linking] | Orig: Help me access the card I already got so I can information from it. -> Aug: Can you assist me in linking to the card I already have so I can retrieve information from it?
GEN | [pending_card_payment] | Orig: Why aren't my payment funds available to me? -> Aug: We've received your pending card payment, but it's still being processed. Can you please check with your bank to confirm the payment has been successfully authorized and cleared?
GEN | [getting_spare_card] | Orig: I have left my card at my parents house. Can you send me a spare one please to use in the meantime? -> Aug: I accidentally left my card at my family's place and I was wondering if I could get a replacement card sent to me as soon as possible?
GEN | [request_refund] | Orig: I bought a product a week ago, but may need to return it. -> Aug: I recently purchased a product, but I'm considering returning it and would like to initiate the refund process.
GEN | [apple_pay_or_google_pay] | Orig: my google pay seems to be acting up. -> Aug: my apple pay is malfunctioning
GEN | [topping_up_by_card] | Orig: what happened to the money after i put in the wrong info and it got declined -> Aug: what happened to the amount I tried to top up using my card, but it was declined due to incorrect information?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Tell me why my balance did not change when I tranferred cash. -> Aug: I'd be happy to help you understand why your account balance wasn't updated after you made a recent transfer.
GEN | [top_up_reverted] | Orig: I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ? -> Aug: I'm trying to understand how your crypto top-up feature works, but it seems to have been reversed unexpectedly. My account balance has decreased, and I'm confused about the process. Can you please clarify how it works and what happened to my funds?
GEN | [transaction_charged_twice] | Orig: Can you explain the various transaction times shown on my statement? -> Aug: Can you clarify the reason behind the duplicate charges on my recent transaction?
GEN | [exchange_via_app] | Orig: Can I use this app to change money? -> Aug: Can I make an exchange using this mobile app?
GEN | [transaction_charged_twice] | Orig: Why does my statement show various transaction times? -> Aug: Why do I see multiple transaction dates on my statement?
GEN | [request_refund] | Orig: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! -> Aug: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and demand a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
GEN | [card_delivery_estimate] | Orig: I need my card immediately. -> Aug: I require an expedited delivery of my card.
GEN | [verify_source_of_funds] | Orig: how do i track the moeney -> Aug: Can you please provide the source of the funds for the transaction?
GEN | [pending_top_up] | Orig: how long does it take to reflect in my balance a top up -> Aug: when will the top-up amount be credited to my account?
GEN | [reverted_card_payment?] | Orig: I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly? -> Aug: I recently discovered that the payment I made didn't process successfully. Although it was initially debited from my account, it has since been reversed. Can you assist me in resolving this issue promptly?
GEN | [card_delivery_estimate] | Orig: Can I have it by a certain date? -> Aug: Can you provide an estimated delivery date for the card?
GEN | [card_linking] | Orig: What do I do if I already had a card with you guys? -> Aug: I already have a card with your bank, what's the next step?
GEN | [receiving_money] | Orig: How do I know what my account is set to, I am paid in GBP? -> Aug: How do I confirm my account's currency setting, as I receive payments in GBP?
GEN | [topping_up_by_card] | Orig: How do I to up by card? -> Aug: How can I top up my account using my card?
GEN | [pending_card_payment] | Orig: How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since. -> Aug: I'm checking on the status of your pending card payment. Can you please confirm the payment date and amount so I can look into this further?
GEN | [top_up_by_card_charge] | Orig: Will you charge me more if I use a European bank card for a top up? -> Aug: Will you apply a surcharge if I use a European bank card to make a top-up payment?
GEN | [Refund_not_showing_up] | Orig: why cant you just refund me instead of a merchant -> Aug: I'm having trouble seeing the refund in my account, can you please assist me in getting the refund processed?
GEN | [fiat_currency_support] | Orig: Are there limitations to what currency I can hold? -> Aug: Can I hold any fiat currency in my account, or are there restrictions on the types of currencies I can store?
GEN | [contactless_not_working] | Orig: Why wasn't my contactless accepted at the metro? -> Aug: Why did the contactless payment system fail to recognize my card at the metro station?
GEN | [activate_my_card] | Orig: How can I make my card ready to use? -> Aug: What steps can I take to activate my card and start using it?
GEN | [transfer_not_received_by_recipient] | Orig: My cash transaction isn't showing on my receipt -> Aug: The funds from my recent transfer haven't been credited to the recipient's account.
GEN | [pending_card_payment] | Orig: I purchases several items today. Why are they still showing pending? -> Aug: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed?
GEN | [topping_up_by_card] | Orig: I need my card topped up, -> Aug: I would like to add funds to my card using my card.
GEN | [topping_up_by_card] | Orig: Who can have access to top up my account? -> Aug: Who can I use to top up my account using my card?
GEN | [card_delivery_estimate] | Orig: how much to get my card in 2 days? -> Aug: Can you please provide an estimate for the delivery of my card within a 2-day timeframe?
GEN | [pending_card_payment] | Orig: Hi, status of one of my card payment is still pending from a while. Please let e know how much time it will take to complete. -> Aug: Hi, I'm still waiting for the status of a pending card payment to be updated. Could you please inform me about the expected timeframe for its completion?
GEN | [transfer_not_received_by_recipient] | Orig: I do not know where the transaction is. -> Aug: I'm not sure where the transfer went, as the recipient hasn't received it.
GEN | [declined_transfer] | Orig: What do I do with my "decline" message on a transfer? -> Aug: What can I do about the transfer that was declined?
VAL | [fiat_currency_support] | YES | Text: Can you confirm if you have the Euro (EUR) available for my transaction?
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to dispute a recent charge on my card. I didn't make the transaction, and I'd like to reverse the charges.
VAL | [top_up_reverted] | YES | Text: The app reversed the top-up I had made. What should I do now?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated. Can you look into this and let me know why it's taking so long?
VAL | [card_linking] | YES | Text: Can you assist me in linking to the card I already have so I can retrieve information from it?
VAL | [pending_card_payment] | YES | Text: We've received your pending card payment, but it's still being processed. Can you please check with your bank to confirm the payment has been successfully authorized and cleared?
VAL | [getting_spare_card] | YES | Text: I accidentally left my card at my family's place and I was wondering if I could get a replacement card sent to me as soon as possible?
VAL | [request_refund] | YES | Text: I recently purchased a product, but I'm considering returning it and would like to initiate the refund process.
VAL | [apple_pay_or_google_pay] | NO | Text: my apple pay is malfunctioning
VAL | [topping_up_by_card] | NO | Text: what happened to the amount I tried to top up using my card, but it was declined due to incorrect information?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'd be happy to help you understand why your account balance wasn't updated after you made a recent transfer.
VAL | [top_up_reverted] | NO | Text: I'm trying to understand how your crypto top-up feature works, but it seems to have been reversed unexpectedly. My account balance has decreased, and I'm confused about the process. Can you please clarify how it works and what happened to my funds?
VAL | [transaction_charged_twice] | YES | Text: Can you clarify the reason behind the duplicate charges on my recent transaction?
VAL | [exchange_via_app] | YES | Text: Can I make an exchange using this mobile app?
VAL | [transaction_charged_twice] | NO | Text: Why do I see multiple transaction dates on my statement?
VAL | [request_refund] | YES | Text: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and demand a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
VAL | [card_delivery_estimate] | NO | Text: I require an expedited delivery of my card.
VAL | [verify_source_of_funds] | YES | Text: Can you please provide the source of the funds for the transaction?
VAL | [pending_top_up] | YES | Text: when will the top-up amount be credited to my account?
VAL | [reverted_card_payment?] | YES | Text: I recently discovered that the payment I made didn't process successfully. Although it was initially debited from my account, it has since been reversed. Can you assist me in resolving this issue promptly?
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimated delivery date for the card?
VAL | [card_linking] | YES | Text: I already have a card with your bank, what's the next step?
VAL | [receiving_money] | NO | Text: How do I confirm my account's currency setting, as I receive payments in GBP?
VAL | [topping_up_by_card] | YES | Text: How can I top up my account using my card?
VAL | [pending_card_payment] | NO | Text: I'm checking on the status of your pending card payment. Can you please confirm the payment date and amount so I can look into this further?
VAL | [top_up_by_card_charge] | YES | Text: Will you apply a surcharge if I use a European bank card to make a top-up payment?
VAL | [Refund_not_showing_up] | YES | Text: I'm having trouble seeing the refund in my account, can you please assist me in getting the refund processed?
VAL | [fiat_currency_support] | NO | Text: Can I hold any fiat currency in my account, or are there restrictions on the types of currencies I can store?
VAL | [contactless_not_working] | YES | Text: Why did the contactless payment system fail to recognize my card at the metro station?
VAL | [activate_my_card] | YES | Text: What steps can I take to activate my card and start using it?
VAL | [transfer_not_received_by_recipient] | YES | Text: The funds from my recent transfer haven't been credited to the recipient's account.
VAL | [pending_card_payment] | YES | Text: I made a purchase recently, but the payment is still pending. Can you help me understand why it's not showing as processed?
VAL | [topping_up_by_card] | YES | Text: I would like to add funds to my card using my card.
VAL | [topping_up_by_card] | YES | Text: Who can I use to top up my account using my card?
VAL | [card_delivery_estimate] | YES | Text: Can you please provide an estimate for the delivery of my card within a 2-day timeframe?
VAL | [pending_card_payment] | YES | Text: Hi, I'm still waiting for the status of a pending card payment to be updated. Could you please inform me about the expected timeframe for its completion?
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm not sure where the transfer went, as the recipient hasn't received it.
VAL | [declined_transfer] | YES | Text: What can I do about the transfer that was declined?
