GEN | [cancel_transfer] | Orig: I used the wrong account. -> Aug: I mistakenly selected the wrong account.
GEN | [cancel_transfer] | Orig: Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow. -> Aug: Hi, I'd like to cancel the transfer I initiated yesterday as it was an error. Could you please reverse the transaction and ensure it's corrected by tomorrow?
GEN | [card_payment_not_recognised] | Orig: I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?! -> Aug: I'm experiencing some issues with my account and I'm concerned about unauthorized transactions. Can you assist me in reversing or suspending my card activity to prevent further charges?
GEN | [verify_source_of_funds] | Orig: who can put money in my account? -> Aug: What is the source of the funds you'd like to deposit into your account?
GEN | [card_payment_not_recognised] | Orig: I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card. -> Aug: I'm trying to understand the recent transactions on my account. There have been some unusual charges showing up. Can I get a refund for these amounts? Additionally, I'd like to temporarily suspend my card activity.
GEN | [exchange_rate] | Orig: Does this app have the same exchange rate as third parties? -> Aug: Is the exchange rate offered by this app identical to those provided by other third-party services?
GEN | [get_physical_card] | Orig: Is the PIN sent in another message? -> Aug: Can I request a physical card instead?
GEN | [cash_withdrawal_not_recognised] | Orig: I have my card here with me and someone has just made a withdrawal for 500. Please help! -> Aug: I'm trying to make a cash withdrawal, but the amount I'm seeing on my statement doesn't match the one I authorized. Can you assist me?
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unauthorised cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [top_up_by_bank_transfer_charge] | Orig: If someone sends me money, will I be charged? -> Aug: If I receive a bank transfer from someone, will I be charged a fee?
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a cost to receive money? -> Aug: Are there any fees associated with receiving a bank transfer to top up my account?
GEN | [card_arrival] | Orig: I don't have my card in 1 week.  Should I be worried? -> Aug: I haven't received my card after a week. Should I be concerned?
GEN | [Refund_not_showing_up] | Orig: i need a refund right away but the funds aren't available in my account -> Aug: i'm expecting a refund, but it's not showing up in my account
GEN | [balance_not_updated_after_bank_transfer] | Orig: help my money isnt showing up -> Aug: my account balance isn't reflecting the recent bank transfer
GEN | [cancel_transfer] | Orig: stop the transaction -> Aug: halt the transfer
GEN | [cancel_transfer] | Orig: Can I stop a transaction? -> Aug: Can I cancel a transfer?
GEN | [top_up_by_card_charge] | Orig: I am wanting to refill my card, is there a charge? -> Aug: I'd like to add funds to my card, will there be a charge for this transaction?
GEN | [compromised_card] | Orig: What can I do if my card details where stolen from my car? I think they used my card to buy gas. -> Aug: What can I do if my card information was stolen from my vehicle? I suspect someone used my compromised card to make a purchase, possibly at a gas station.
GEN | [atm_support] | Orig: I need an ATM right now! -> Aug: I urgently require an ATM facility.
GEN | [card_acceptance] | Orig: Are there any places that won't take my card? -> Aug: Are there any merchants or businesses that don't accept my credit/debit card?
GEN | [card_not_working] | Orig: How do I check security settings using the app? -> Aug: I'm having trouble using my card, and I'm not sure if it's due to security settings. Can you help me check them using the app?
GEN | [transfer_into_account] | Orig: I need to move money from one of my other accounts to this one. -> Aug: I'd like to transfer funds from another account to this account.
GEN | [Refund_not_showing_up] | Orig: It's been more than a week since I had a return charged to my card, why hasn't it showed up? -> Aug: I've been waiting for over a week for a refund to be credited to my account, but it's still not showing up.
GEN | [transfer_not_received_by_recipient] | Orig: wheres my money receipt -> Aug: I haven't received the transferred amount in my account.
GEN | [supported_cards_and_currencies] | Orig: What card or currency can I use to pay? -> Aug: We accept various cards and currencies, including Visa, Mastercard, American Express, Discover, and Maestro, as well as USD, EUR, GBP, CAD, AUD, and JPY.
GEN | [verify_my_identity] | Orig: im worried about fraud how do you protect my account -> Aug: I'm concerned about potential fraud on my account. Can you help me verify my identity to ensure my account is secure?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I did a transfer but the balance is the same. -> Aug: I made a transfer, but my account balance hasn't been updated.
GEN | [reverted_card_payment?] | Orig: I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly. -> Aug: I'm concerned about a payment that was previously reversed and is now showing up in my account again. Can you look into this and resolve the issue ASAP?
GEN | [declined_cash_withdrawal] | Orig: My card didn't work at the ATM in Notting Hill.  Is my card working? -> Aug: We're sorry to inform you that your cash withdrawal request was declined at the ATM in Notting Hill. Please check your card's balance and try again.
GEN | [transfer_not_received_by_recipient] | Orig: When will I get my money? It's been too long. -> Aug: I'm concerned about the status of my transfer. The recipient hasn't received the funds yet, and I'm worried it's taking too long.
GEN | [cash_withdrawal_not_recognised] | Orig: THere is some cash that is showing up on my app. -> Aug: The cash withdrawal transaction on my account is not being recognized.
GEN | [compromised_card] | Orig: I froze my account, but how do I order a replacement card? -> Aug: I'm concerned about the security of my account, and I'd like to request a new card to replace the compromised one.
GEN | [declined_transfer] | Orig: I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result! -> Aug: I'm experiencing a problem with my card, as it keeps getting declined. Despite my card being in good standing, I'm unable to complete the transaction. I've tried multiple times, but the result is always the same - declined. Can you help me figure out what's going on?
GEN | [reverted_card_payment?] | Orig: HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it? -> Aug: HELP. My account was charged, but the seller claims they haven't received the payment? Can you clarify when the payment will be reversed?
GEN | [transfer_into_account] | Orig: show me how to transfer to my account -> Aug: display the steps to transfer funds into my account
GEN | [pending_transfer] | Orig: When will the transaction post to my account? -> Aug: When will the pending transfer be processed and reflected in my account balance?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why is  my balance not updated? -> Aug: I'm trying to figure out why my account balance hasn't been updated after a recent bank transfer.
VAL | [cancel_transfer] | NO | Text: I mistakenly selected the wrong account.
VAL | [cancel_transfer] | YES | Text: Hi, I'd like to cancel the transfer I initiated yesterday as it was an error. Could you please reverse the transaction and ensure it's corrected by tomorrow?
VAL | [card_payment_not_recognised] | NO | Text: I'm experiencing some issues with my account and I'm concerned about unauthorized transactions. Can you assist me in reversing or suspending my card activity to prevent further charges?
VAL | [verify_source_of_funds] | NO | Text: What is the source of the funds you'd like to deposit into your account?
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to understand the recent transactions on my account. There have been some unusual charges showing up. Can I get a refund for these amounts? Additionally, I'd like to temporarily suspend my card activity.
VAL | [exchange_rate] | YES | Text: Is the exchange rate offered by this app identical to those provided by other third-party services?
VAL | [get_physical_card] | NO | Text: Can I request a physical card instead?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm trying to make a cash withdrawal, but the amount I'm seeing on my statement doesn't match the one I authorized. Can you assist me?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unauthorised cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: If I receive a bank transfer from someone, will I be charged a fee?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any fees associated with receiving a bank transfer to top up my account?
VAL | [card_arrival] | YES | Text: I haven't received my card after a week. Should I be concerned?
VAL | [Refund_not_showing_up] | YES | Text: i'm expecting a refund, but it's not showing up in my account
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: my account balance isn't reflecting the recent bank transfer
VAL | [cancel_transfer] | YES | Text: halt the transfer
VAL | [cancel_transfer] | YES | Text: Can I cancel a transfer?
VAL | [top_up_by_card_charge] | YES | Text: I'd like to add funds to my card, will there be a charge for this transaction?
VAL | [compromised_card] | YES | Text: What can I do if my card information was stolen from my vehicle? I suspect someone used my compromised card to make a purchase, possibly at a gas station.
VAL | [atm_support] | YES | Text: I urgently require an ATM facility.
VAL | [card_acceptance] | YES | Text: Are there any merchants or businesses that don't accept my credit/debit card?
VAL | [card_not_working] | NO | Text: I'm having trouble using my card, and I'm not sure if it's due to security settings. Can you help me check them using the app?
VAL | [transfer_into_account] | YES | Text: I'd like to transfer funds from another account to this account.
VAL | [Refund_not_showing_up] | YES | Text: I've been waiting for over a week for a refund to be credited to my account, but it's still not showing up.
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the transferred amount in my account.
VAL | [supported_cards_and_currencies] | NO | Text: We accept various cards and currencies, including Visa, Mastercard, American Express, Discover, and Maestro, as well as USD, EUR, GBP, CAD, AUD, and JPY.
VAL | [verify_my_identity] | NO | Text: I'm concerned about potential fraud on my account. Can you help me verify my identity to ensure my account is secure?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I made a transfer, but my account balance hasn't been updated.
VAL | [reverted_card_payment?] | YES | Text: I'm concerned about a payment that was previously reversed and is now showing up in my account again. Can you look into this and resolve the issue ASAP?
VAL | [declined_cash_withdrawal] | YES | Text: We're sorry to inform you that your cash withdrawal request was declined at the ATM in Notting Hill. Please check your card's balance and try again.
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm concerned about the status of my transfer. The recipient hasn't received the funds yet, and I'm worried it's taking too long.
VAL | [cash_withdrawal_not_recognised] | YES | Text: The cash withdrawal transaction on my account is not being recognized.
VAL | [compromised_card] | YES | Text: I'm concerned about the security of my account, and I'd like to request a new card to replace the compromised one.
VAL | [declined_transfer] | YES | Text: I'm experiencing a problem with my card, as it keeps getting declined. Despite my card being in good standing, I'm unable to complete the transaction. I've tried multiple times, but the result is always the same - declined. Can you help me figure out what's going on?
VAL | [reverted_card_payment?] | NO | Text: HELP. My account was charged, but the seller claims they haven't received the payment? Can you clarify when the payment will be reversed?
VAL | [transfer_into_account] | YES | Text: display the steps to transfer funds into my account
VAL | [pending_transfer] | YES | Text: When will the pending transfer be processed and reflected in my account balance?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to figure out why my account balance hasn't been updated after a recent bank transfer.
