GEN | [transfer_into_account] | Orig: How is my money transferred to the account -> Aug: How do I transfer funds into the account?
GEN | [getting_spare_card] | Orig: If I need more than cards will I have to pay a fee to receive them? -> Aug: If I require additional cards, will I be charged a fee for receiving them?
GEN | [pending_top_up] | Orig: How long do top-ups take to go through -> Aug: When can I expect my pending top-up to be processed?
GEN | [compromised_card] | Orig: My card data has been exposed. -> Aug: My personal card information has been compromised.
GEN | [cash_withdrawal_charge] | Orig: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? -> Aug: I noticed a charge on my receipt for the cash withdrawal I made at the store. Is it normal to be charged a fee for this type of transaction?
GEN | [transfer_into_account] | Orig: I was wondering about transferring money into my account and how it works.  Can you tell me about that? -> Aug: I'd like to know more about the process of transferring funds into my account. Can you provide me with information on how it works?
GEN | [pending_top_up] | Orig: I attempted to top up my account but it's been frozen in a pending state for well over an hour now! Is this normal? I'm a new customer and this is my first time doing this. I assumed it would be done quicker than this. -> Aug: I tried to add funds to my account, but it's been stuck in a pending state for an extended period. Can you help me understand why this is taking so long? I'm a new customer and this is my first time topping up, so I'm a bit concerned.
GEN | [transfer_into_account] | Orig: How does it work when I transfer money into my account? -> Aug: What are the steps involved in transferring funds into my account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Are bank transfers immediate? -> Aug: Why hasn't my account balance updated after I made a bank transfer?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using is inaccurate. It's not the correct interbank rate.
GEN | [pending_transfer] | Orig: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? -> Aug: How long does it typically take for a seller to receive a pending transfer from an EU account after I initiate the payment immediately?
GEN | [getting_spare_card] | Orig: What steps do I need to get another card? -> Aug: How can I obtain a replacement card?
GEN | [transfer_into_account] | Orig: I'd like to know how transferring my money into my account works. -> Aug: I'd like to understand the process of moving funds into my account.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate. -> Aug: The exchange rate you're using is inaccurate. It's not the correct interbank rate, which is significantly different.
GEN | [card_payment_wrong_exchange_rate] | Orig: Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate -> Aug: Why did you charge me a higher amount for my international transaction? I was expecting the exchange rate to be more competitive.
GEN | [pending_top_up] | Orig: Where to check top ups pending? -> Aug: How can I check the status of my pending top-up?
GEN | [lost_or_stolen_card] | Orig: Help!  I fear that my card was stolen, -> Aug: I'm worried that my card has been stolen.
GEN | [top_up_reverted] | Orig: How come I can't put money in my top up account? -> Aug: Why am I unable to add funds to my top-up account?
GEN | [disposable_card_limits] | Orig: Where can I find a list of descriptions the disposable cards have? -> Aug: What are the limits and descriptions associated with our disposable card offerings?
GEN | [transfer_timing] | Orig: I desperately need to transfer something from China, Please give me the wait time. -> Aug: I urgently require transferring an item from China, Could you please provide the estimated transfer timing?
GEN | [apple_pay_or_google_pay] | Orig: I have received my American express in apple play, looks like top up has an issue, please help? -> Aug: I have received my American express in Google Pay, looks like top up has an issue, please help?
GEN | [card_payment_wrong_exchange_rate] | Orig: I checked on google and the exchange rate you are using is really bad. Can you update it? -> Aug: I've researched the current exchange rates and noticed that the one you're using is outdated. Could you please update it to reflect the correct rates?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using is incorrect. It's not the correct interbank rate.
GEN | [pending_top_up] | Orig: I think something is wrong with your top up.  I've been waiting a little over an hour for this to go through, can you send it through for me? -> Aug: I'm having an issue with my top-up, it's been pending for over an hour, could you please expedite the transaction for me?
GEN | [top_up_failed] | Orig: How can correct Top up with the app to work correctly? -> Aug: Why is the top-up process failing when I try to use the app?
GEN | [topping_up_by_card] | Orig: Can I get my friends to add money to my account? -> Aug: Can I have someone else top up my account using their card?
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Whats wrong with my currency exchange? -> Aug: The exchange rate for my cash withdrawal seems to be incorrect.
GEN | [cancel_transfer] | Orig: I am trying to revert a transcation I did this morning -> Aug: I would like to cancel the transfer I initiated earlier today
GEN | [card_payment_fee_charged] | Orig: Do you have charges now when you pay with a card? -> Aug: Are there any fees associated with using a credit or debit card for payment?
GEN | [pending_top_up] | Orig: Isn't my top-up supposed to mean its complete? -> Aug: Why is my top-up still pending? I thought it was supposed to be processed already.
GEN | [topping_up_by_card] | Orig: Can anyone else top-up for me? -> Aug: Can I have someone else add funds to my account using my card?
GEN | [transfer_into_account] | Orig: What are the steps for  making a transfer for topping up? -> Aug: How do I initiate a transfer to add funds to an account?
GEN | [card_payment_wrong_exchange_rate] | Orig: Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me? -> Aug: Hi, I'm surprised to find the exchange rate on my recent card payment is incorrect. Could you please verify the current interbank exchange rate for me?
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening. -> Aug: We've noticed that your recent transfer attempts have been declined. Can you please check your account balance and ensure you have sufficient funds? Additionally, you may want to verify the transfer details to ensure everything is accurate.
GEN | [receiving_money] | Orig: I received a transfer in GBP how do I change it to a different currency? -> Aug: I was sent a payment in GBP, can I convert it to a different currency?
GEN | [topping_up_by_card] | Orig: I don't see me 'top up' in my wallet -> Aug: I'm unable to locate my card topping-up option in my digital wallet
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet. -> Aug: Hello, I have a UK account and I'm concerned about the balance. I made a transfer a few hours ago, but my account balance hasn't been updated yet. Can you please investigate and let me know what's going on?
GEN | [top_up_by_cash_or_cheque] | Orig: What types of top-up methods do you accept? -> Aug: You can top up your account using either cash or cheque.
GEN | [transfer_into_account] | Orig: Whats the process of tranfering money into an account? -> Aug: How do I initiate a transfer of funds into an existing account?
VAL | [transfer_into_account] | YES | Text: How do I transfer funds into the account?
VAL | [getting_spare_card] | YES | Text: If I require additional cards, will I be charged a fee for receiving them?
VAL | [pending_top_up] | YES | Text: When can I expect my pending top-up to be processed?
VAL | [compromised_card] | YES | Text: My personal card information has been compromised.
VAL | [cash_withdrawal_charge] | YES | Text: I noticed a charge on my receipt for the cash withdrawal I made at the store. Is it normal to be charged a fee for this type of transaction?
VAL | [transfer_into_account] | YES | Text: I'd like to know more about the process of transferring funds into my account. Can you provide me with information on how it works?
VAL | [pending_top_up] | YES | Text: I tried to add funds to my account, but it's been stuck in a pending state for an extended period. Can you help me understand why this is taking so long? I'm a new customer and this is my first time topping up, so I'm a bit concerned.
VAL | [transfer_into_account] | YES | Text: What are the steps involved in transferring funds into my account?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: Why hasn't my account balance updated after I made a bank transfer?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're using is inaccurate. It's not the correct interbank rate.
VAL | [pending_transfer] | YES | Text: How long does it typically take for a seller to receive a pending transfer from an EU account after I initiate the payment immediately?
VAL | [getting_spare_card] | YES | Text: How can I obtain a replacement card?
VAL | [transfer_into_account] | YES | Text: I'd like to understand the process of moving funds into my account.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're using is inaccurate. It's not the correct interbank rate, which is significantly different.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: Why did you charge me a higher amount for my international transaction? I was expecting the exchange rate to be more competitive.
VAL | [pending_top_up] | YES | Text: How can I check the status of my pending top-up?
VAL | [lost_or_stolen_card] | YES | Text: I'm worried that my card has been stolen.
VAL | [top_up_reverted] | NO | Text: Why am I unable to add funds to my top-up account?
VAL | [disposable_card_limits] | NO | Text: What are the limits and descriptions associated with our disposable card offerings?
VAL | [transfer_timing] | YES | Text: I urgently require transferring an item from China, Could you please provide the estimated transfer timing?
VAL | [apple_pay_or_google_pay] | NO | Text: I have received my American express in Google Pay, looks like top up has an issue, please help?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I've researched the current exchange rates and noticed that the one you're using is outdated. Could you please update it to reflect the correct rates?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate you're using is incorrect. It's not the correct interbank rate.
VAL | [pending_top_up] | YES | Text: I'm having an issue with my top-up, it's been pending for over an hour, could you please expedite the transaction for me?
VAL | [top_up_failed] | YES | Text: Why is the top-up process failing when I try to use the app?
VAL | [topping_up_by_card] | YES | Text: Can I have someone else top up my account using their card?
VAL | [pending_top_up] | YES | Text: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate for my cash withdrawal seems to be incorrect.
VAL | [cancel_transfer] | YES | Text: I would like to cancel the transfer I initiated earlier today
VAL | [card_payment_fee_charged] | YES | Text: Are there any fees associated with using a credit or debit card for payment?
VAL | [pending_top_up] | YES | Text: Why is my top-up still pending? I thought it was supposed to be processed already.
VAL | [topping_up_by_card] | NO | Text: Can I have someone else add funds to my account using my card?
VAL | [transfer_into_account] | YES | Text: How do I initiate a transfer to add funds to an account?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: Hi, I'm surprised to find the exchange rate on my recent card payment is incorrect. Could you please verify the current interbank exchange rate for me?
VAL | [declined_transfer] | NO | Text: We've noticed that your recent transfer attempts have been declined. Can you please check your account balance and ensure you have sufficient funds? Additionally, you may want to verify the transfer details to ensure everything is accurate.
VAL | [receiving_money] | YES | Text: I was sent a payment in GBP, can I convert it to a different currency?
VAL | [topping_up_by_card] | YES | Text: I'm unable to locate my card topping-up option in my digital wallet
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: Hello, I have a UK account and I'm concerned about the balance. I made a transfer a few hours ago, but my account balance hasn't been updated yet. Can you please investigate and let me know what's going on?
VAL | [top_up_by_cash_or_cheque] | YES | Text: You can top up your account using either cash or cheque.
VAL | [transfer_into_account] | YES | Text: How do I initiate a transfer of funds into an existing account?
