GEN | [balance_not_updated_after_bank_transfer] | Orig: Why hasn't my account updated to reflect my current balance? -> Aug: I'm trying to check my account balance, but it's not showing the correct amount after I made a recent transfer.
GEN | [order_physical_card] | Orig: I would like a card please. -> Aug: I would like to order a physical credit card.
GEN | [top_up_failed] | Orig: I have the funds, why can I not use my top-up? -> Aug: I'm having trouble using my top-up, despite having sufficient funds in my account.
GEN | [top_up_reverted] | Orig: I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on? -> Aug: I attempted to perform a crypto top-up using your service, but it seems to have been reversed. The transaction has been deducted from my account. Could you investigate this issue and provide an explanation?
GEN | [declined_cash_withdrawal] | Orig: My ATM transaction was cancelled. -> Aug: Your recent cash withdrawal attempt was declined.
GEN | [country_support] | Orig: What countries do your accounts send and receive to? -> Aug: Which countries do your accounts support international transactions to and from?
GEN | [transfer_into_account] | Orig: How does your app transfer the money -> Aug: How do I initiate a transfer into another account using your mobile banking app?
GEN | [getting_spare_card] | Orig: I want a new card -> Aug: I need a replacement card
GEN | [Refund_not_showing_up] | Orig: Can I check my recent refund in my statement? -> Aug: I'm trying to locate my recent refund in my account statement.
GEN | [card_not_working] | Orig: Can you tell me why I can't make any transactions? -> Aug: Why am I unable to complete any transactions with my card?
GEN | [card_arrival] | Orig: What do I need to do to get my new card which I have requested 2 weeks ago? -> Aug: When can I expect to receive my new card, which I requested two weeks ago?
GEN | [transfer_into_account] | Orig: What are my bank details so I can do a transfer? -> Aug: Can you please provide me with your account information so I can facilitate a transfer into your account?
GEN | [card_about_to_expire] | Orig: What is the cost and time frame of getting a new card? -> Aug: How much does it cost and how long does it take to obtain a replacement card when my current one is about to expire?
GEN | [exchange_charge] | Orig: Do exchanges cost more? -> Aug: Are there any additional fees associated with exchanging currency?
GEN | [disposable_card_limits] | Orig: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? -> Aug: Can you please tell me more about the disposable card limits and how I can activate this feature for my account?
GEN | [top_up_limits] | Orig: What is the top-up limit on my cards? -> Aug: What is the maximum amount I can top up on my cards?
GEN | [transfer_into_account] | Orig: I need to deposit money to my account -> Aug: I would like to transfer funds into my account.
GEN | [beneficiary_not_allowed] | Orig: I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages. -> Aug: I'm trying to transfer funds to my sister, but I keep getting error messages, and I'm not sure why it's not going through.
GEN | [card_payment_fee_charged] | Orig: Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances. -> Aug: I'd like to clarify if there are any extra charges or fees associated with using my card for transactions. I noticed a mention of fee-free transactions in the app, but I want to confirm if there are any exceptions or limitations.
GEN | [transfer_into_account] | Orig: Please provide details on how to top up my account using transfer option -> Aug: Please provide instructions on how to deposit funds into my account using the transfer feature
GEN | [getting_spare_card] | Orig: I lost my card and need a new one, will it cost me? -> Aug: I misplaced my card and require a replacement, what's the fee for a new one?
GEN | [card_arrival] | Orig: Can I get an update on my replacement card? -> Aug: Could you please let me know when I can expect my new card to arrive?
GEN | [top_up_by_card_charge] | Orig: should i add money via bank transfer instead -> Aug: Would you like to add funds to your account using a card charge instead?
GEN | [exchange_charge] | Orig: What's the cost for exchanges? -> Aug: What is the fee for exchanging an item?
GEN | [reverted_card_payment?] | Orig: The seller just told me he didn't get paid. After reviewing my account it did subtract the balance but now it has added it back to my account. I need you to please take care of this promptly. -> Aug: The seller claims they didn't receive the payment, but I see that the payment was deducted from my account and then reversed back to my account. Can you assist me in resolving this issue as soon as possible?
GEN | [why_verify_identity] | Orig: I don't want to use this method to identify myself. -> Aug: I'm not comfortable providing this information to verify my identity.
GEN | [pending_cash_withdrawal] | Orig: Why does it still charge me even though I was unable to withdraw money from the ATM? -> Aug: Why is there still a pending cash withdrawal fee even though I couldn't complete the transaction at the ATM?
GEN | [pending_top_up] | Orig: I can't find the money I just added to my account. -> Aug: I'm having trouble locating the funds I recently transferred to my account.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did I only receive this much currency? -> Aug: Why was the exchange rate applied incorrectly for my cash withdrawal?
GEN | [failed_transfer] | Orig: Is there a problem with your system being down or something? I have already tried 5 times to issue a standard transfer but I'm getting nowhere. -> Aug: We've experienced some technical issues, and it seems that our system is having trouble processing your transfer request. I've tried initiating the transfer five times, but it keeps failing. Can you please help me troubleshoot the issue?
GEN | [supported_cards_and_currencies] | Orig: I have another card from the U.S. Will you be able to accept that one? -> Aug: We also accept various cards and currencies, including those from the United States. Will we be able to process a transaction with your U.S.-issued card?
GEN | [failed_transfer] | Orig: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! -> Aug: We've tried to process the transfer multiple times, but it keeps getting declined. Is there an issue with the receiving bank or the transfer amount?
GEN | [Refund_not_showing_up] | Orig: Hello. Please, would you tell me if you have or have not received funds for a refund that I recently requested for a big purchase? I've contacted the merchant, but I can't tell that they have taken any action on it. -> Aug: I'm trying to track down a refund I requested for a recent purchase, but the merchant hasn't confirmed receipt or processing. Can you check if the funds have been credited to my account?
GEN | [receiving_money] | Orig: Can I use a transfer to receive my transfer? -> Aug: Can I use a wire transfer to receive my funds?
GEN | [top_up_by_bank_transfer_charge] | Orig: If I top-up by using a trasfer are there charges that applied? -> Aug: If I top-up my account using a bank transfer, are there any charges that will be applied?
GEN | [declined_cash_withdrawal] | Orig: Why can't I get cash out? -> Aug: Why was my cash withdrawal request declined?
GEN | [request_refund] | Orig: My order hasn't shown up yet, what can I do? -> Aug: I placed an order but it hasn't arrived, can I get a refund or a replacement?
GEN | [request_refund] | Orig: Is there a way you can have money from a purchase I made refunded to my account. -> Aug: Can you assist me with getting a refund for a recent purchase credited back to my account?
GEN | [declined_cash_withdrawal] | Orig: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. -> Aug: We're sorry to hear that your card is not accepting cash withdrawals at the ATM. Please try re-entering your PIN or contact our customer support team for assistance.
GEN | [transfer_into_account] | Orig: What transfer methods do you accept? -> Aug: What payment methods do you support for transferring funds into an account?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to check my account balance, but it's not showing the correct amount after I made a recent transfer.
VAL | [order_physical_card] | YES | Text: I would like to order a physical credit card.
VAL | [top_up_failed] | NO | Text: I'm having trouble using my top-up, despite having sufficient funds in my account.
VAL | [top_up_reverted] | YES | Text: I attempted to perform a crypto top-up using your service, but it seems to have been reversed. The transaction has been deducted from my account. Could you investigate this issue and provide an explanation?
VAL | [declined_cash_withdrawal] | YES | Text: Your recent cash withdrawal attempt was declined.
VAL | [country_support] | YES | Text: Which countries do your accounts support international transactions to and from?
VAL | [transfer_into_account] | NO | Text: How do I initiate a transfer into another account using your mobile banking app?
VAL | [getting_spare_card] | YES | Text: I need a replacement card
VAL | [Refund_not_showing_up] | YES | Text: I'm trying to locate my recent refund in my account statement.
VAL | [card_not_working] | YES | Text: Why am I unable to complete any transactions with my card?
VAL | [card_arrival] | YES | Text: When can I expect to receive my new card, which I requested two weeks ago?
VAL | [transfer_into_account] | YES | Text: Can you please provide me with your account information so I can facilitate a transfer into your account?
VAL | [card_about_to_expire] | YES | Text: How much does it cost and how long does it take to obtain a replacement card when my current one is about to expire?
VAL | [exchange_charge] | YES | Text: Are there any additional fees associated with exchanging currency?
VAL | [disposable_card_limits] | YES | Text: Can you please tell me more about the disposable card limits and how I can activate this feature for my account?
VAL | [top_up_limits] | YES | Text: What is the maximum amount I can top up on my cards?
VAL | [transfer_into_account] | NO | Text: I would like to transfer funds into my account.
VAL | [beneficiary_not_allowed] | NO | Text: I'm trying to transfer funds to my sister, but I keep getting error messages, and I'm not sure why it's not going through.
VAL | [card_payment_fee_charged] | NO | Text: I'd like to clarify if there are any extra charges or fees associated with using my card for transactions. I noticed a mention of fee-free transactions in the app, but I want to confirm if there are any exceptions or limitations.
VAL | [transfer_into_account] | YES | Text: Please provide instructions on how to deposit funds into my account using the transfer feature
VAL | [getting_spare_card] | YES | Text: I misplaced my card and require a replacement, what's the fee for a new one?
VAL | [card_arrival] | YES | Text: Could you please let me know when I can expect my new card to arrive?
VAL | [top_up_by_card_charge] | NO | Text: Would you like to add funds to your account using a card charge instead?
VAL | [exchange_charge] | YES | Text: What is the fee for exchanging an item?
VAL | [reverted_card_payment?] | YES | Text: The seller claims they didn't receive the payment, but I see that the payment was deducted from my account and then reversed back to my account. Can you assist me in resolving this issue as soon as possible?
VAL | [why_verify_identity] | YES | Text: I'm not comfortable providing this information to verify my identity.
VAL | [pending_cash_withdrawal] | YES | Text: Why is there still a pending cash withdrawal fee even though I couldn't complete the transaction at the ATM?
VAL | [pending_top_up] | NO | Text: I'm having trouble locating the funds I recently transferred to my account.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: Why was the exchange rate applied incorrectly for my cash withdrawal?
VAL | [failed_transfer] | NO | Text: We've experienced some technical issues, and it seems that our system is having trouble processing your transfer request. I've tried initiating the transfer five times, but it keeps failing. Can you please help me troubleshoot the issue?
VAL | [supported_cards_and_currencies] | NO | Text: We also accept various cards and currencies, including those from the United States. Will we be able to process a transaction with your U.S.-issued card?
VAL | [failed_transfer] | NO | Text: We've tried to process the transfer multiple times, but it keeps getting declined. Is there an issue with the receiving bank or the transfer amount?
VAL | [Refund_not_showing_up] | YES | Text: I'm trying to track down a refund I requested for a recent purchase, but the merchant hasn't confirmed receipt or processing. Can you check if the funds have been credited to my account?
VAL | [receiving_money] | YES | Text: Can I use a wire transfer to receive my funds?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: If I top-up my account using a bank transfer, are there any charges that will be applied?
VAL | [declined_cash_withdrawal] | YES | Text: Why was my cash withdrawal request declined?
VAL | [request_refund] | NO | Text: I placed an order but it hasn't arrived, can I get a refund or a replacement?
VAL | [request_refund] | YES | Text: Can you assist me with getting a refund for a recent purchase credited back to my account?
VAL | [declined_cash_withdrawal] | NO | Text: We're sorry to hear that your card is not accepting cash withdrawals at the ATM. Please try re-entering your PIN or contact our customer support team for assistance.
VAL | [transfer_into_account] | NO | Text: What payment methods do you support for transferring funds into an account?
