GEN | [why_verify_identity] | Orig: Can i make transactions before identity verification? -> Aug: Can I initiate transactions before completing the identity verification process?
GEN | [verify_source_of_funds] | Orig: Please verify my source of funds. -> Aug: Please confirm the origin of your funds.
GEN | [verify_source_of_funds] | Orig: I have to verify my source of funds. -> Aug: I'd like to confirm the origin of my funds.
GEN | [supported_cards_and_currencies] | Orig: I have a second credit card from the US. Will you take it? -> Aug: We accept various credit cards, including those issued in the United States. Can I confirm the type of card you're using?
GEN | [card_arrival] | Orig: WHAT IS THE SOLUTION OF THIS PROBLEM -> Aug: What is the resolution for my card arrival issue?
GEN | [verify_source_of_funds] | Orig: I require verification of my source of funds. -> Aug: We need to confirm the origin of your funds.
GEN | [declined_cash_withdrawal] | Orig: Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined. -> Aug: Hello, I'd like to verify my card details. I've never had any issues with cash withdrawals before, but this morning, my card was declined unexpectedly while I was on my way to work.
GEN | [get_disposable_virtual_card] | Orig: What is the procedure for depositing a virtual card -> Aug: How do I obtain a disposable virtual card and use it for a deposit?
GEN | [card_not_working] | Orig: I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account? -> Aug: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account or is there a technical problem with the payment processing?
GEN | [verify_source_of_funds] | Orig: I would like to verify my source of funds. -> Aug: I'd like to confirm the origin of my funds.
GEN | [verify_source_of_funds] | Orig: what is source of my money -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [verify_source_of_funds] | Orig: My source of funds require verification. -> Aug: We need to confirm the origin of your funds.
GEN | [reverted_card_payment?] | Orig: What happens if a merchant doesn't accept  you payment? -> Aug: What happens if a payment I made is reversed by the merchant?
GEN | [top_up_failed] | Orig: My credit card did not go through. Can you see if it has insufficient funds? -> Aug: My top-up attempt was unsuccessful. Can you check if my credit card has insufficient funds?
GEN | [declined_cash_withdrawal] | Orig: Hi, In morning, i was trying to withdraw money from my card, but it got declined. So far it was working fine. Could you please check my card. -> Aug: Hi, I attempted to withdraw cash from my card this morning, but the transaction was declined. Despite being functional previously, it seems to have stopped working. Could you kindly investigate my card?
GEN | [declined_cash_withdrawal] | Orig: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. -> Aug: This afternoon, I tried to withdraw some cash before heading to a meeting, but my card was declined. Could you kindly verify the issue, as this is the first time it's happened?
GEN | [verify_source_of_funds] | Orig: My source of funds need verification. -> Aug: We need to confirm the origin of your funds.
GEN | [exchange_rate] | Orig: What's the process for exchanges? -> Aug: What's the procedure for converting currencies?
GEN | [verify_source_of_funds] | Orig: What information do I need to see my source of money? -> Aug: What documentation can you provide to verify the origin of your funds?
GEN | [verify_source_of_funds] | Orig: What do I do to verify my source of funds? -> Aug: How can I confirm the origin of my funds?
GEN | [verify_source_of_funds] | Orig: What do I need to see my source of money? -> Aug: Can you please provide documentation to verify the origin of your funds?
GEN | [verify_source_of_funds] | Orig: Verify my source of funds? -> Aug: Can you confirm the origin of the funds used for this transaction?
GEN | [card_not_working] | Orig: HOW LONG TO TAKE THE TIME TO SOLVE -> Aug: HOW LONG WILL IT TAKE TO RESOLVE THE ISSUE WITH MY NON-FUNCTIONING CARD?
GEN | [receiving_money] | Orig: What can I use to receive my salary? -> Aug: How can I get my paycheck?
GEN | [verify_source_of_funds] | Orig: Who is giving me my money? -> Aug: Can you confirm the source of the funds being used for this transaction?
GEN | [verify_source_of_funds] | Orig: How do I verify my source of funds? -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [declined_cash_withdrawal] | Orig: I think I am having an issue with withdraws on my card. It was declined on the way to work this morning. This hasn't happened in the past. -> Aug: I'm having trouble with a cash withdrawal on my card. It was declined when I tried to use it this morning, and I've never had this issue before.
GEN | [verify_source_of_funds] | Orig: I want to know where my money comes from. -> Aug: I'd like to confirm the origin of the funds in my account.
GEN | [verify_source_of_funds] | Orig: I would like to know where my source of funds came from. -> Aug: I'd like to confirm the origin of my funds.
GEN | [verify_source_of_funds] | Orig: Where can I find information about where my money came from? -> Aug: Can you please provide me with details about the origin of the funds in my account?
GEN | [verify_source_of_funds] | Orig: How can I verify my source of funds? -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [cash_withdrawal_not_recognised] | Orig: What is this witdrawal -> Aug: What is this cash withdrawal being declined?
GEN | [card_payment_fee_charged] | Orig: How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info. -> Aug: I'd be happy to help you with that! However, I noticed that you mentioned you have a recent card payment fee charged to your account. Could you please confirm if that's correct? If so, I can assist you in checking your available balance and provide more information on your spending limits.
GEN | [supported_cards_and_currencies] | Orig: I only have one other credit card from the US. Do you accept that? -> Aug: We also support various credit cards, including those from the United States. Can you please check if your specific card is among the ones we accept?
GEN | [verify_source_of_funds] | Orig: How do I find out my source of funds? -> Aug: What steps can I take to verify the origin of my funds?
GEN | [receiving_money] | Orig: Can my salary be received here? -> Aug: Can I receive my paycheck here?
GEN | [verify_source_of_funds] | Orig: How can I find the source for my available funds and money? -> Aug: Can you please confirm the origin of the funds currently available in your account?
GEN | [get_physical_card] | Orig: Does the PIN come under separate cover? -> Aug: Can I request a physical card with the PIN included?
GEN | [verify_source_of_funds] | Orig: How can I tell the source for my available funds? -> Aug: Can you please confirm the origin of the funds currently available in your account?
GEN | [fiat_currency_support] | Orig: I wondered if multiple currencies is okay? -> Aug: Can I use multiple fiat currencies for my account?
VAL | [why_verify_identity] | YES | Text: Can I initiate transactions before completing the identity verification process?
VAL | [verify_source_of_funds] | YES | Text: Please confirm the origin of your funds.
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the origin of my funds.
VAL | [supported_cards_and_currencies] | NO | Text: We accept various credit cards, including those issued in the United States. Can I confirm the type of card you're using?
VAL | [card_arrival] | NO | Text: What is the resolution for my card arrival issue?
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds.
VAL | [declined_cash_withdrawal] | YES | Text: Hello, I'd like to verify my card details. I've never had any issues with cash withdrawals before, but this morning, my card was declined unexpectedly while I was on my way to work.
VAL | [get_disposable_virtual_card] | NO | Text: How do I obtain a disposable virtual card and use it for a deposit?
VAL | [card_not_working] | YES | Text: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account or is there a technical problem with the payment processing?
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the origin of my funds.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds.
VAL | [reverted_card_payment?] | NO | Text: What happens if a payment I made is reversed by the merchant?
VAL | [top_up_failed] | YES | Text: My top-up attempt was unsuccessful. Can you check if my credit card has insufficient funds?
VAL | [declined_cash_withdrawal] | YES | Text: Hi, I attempted to withdraw cash from my card this morning, but the transaction was declined. Despite being functional previously, it seems to have stopped working. Could you kindly investigate my card?
VAL | [declined_cash_withdrawal] | YES | Text: This afternoon, I tried to withdraw some cash before heading to a meeting, but my card was declined. Could you kindly verify the issue, as this is the first time it's happened?
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds.
VAL | [exchange_rate] | YES | Text: What's the procedure for converting currencies?
VAL | [verify_source_of_funds] | YES | Text: What documentation can you provide to verify the origin of your funds?
VAL | [verify_source_of_funds] | YES | Text: How can I confirm the origin of my funds?
VAL | [verify_source_of_funds] | YES | Text: Can you please provide documentation to verify the origin of your funds?
VAL | [verify_source_of_funds] | YES | Text: Can you confirm the origin of the funds used for this transaction?
VAL | [card_not_working] | NO | Text: HOW LONG WILL IT TAKE TO RESOLVE THE ISSUE WITH MY NON-FUNCTIONING CARD?
VAL | [receiving_money] | YES | Text: How can I get my paycheck?
VAL | [verify_source_of_funds] | YES | Text: Can you confirm the source of the funds being used for this transaction?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [declined_cash_withdrawal] | YES | Text: I'm having trouble with a cash withdrawal on my card. It was declined when I tried to use it this morning, and I've never had this issue before.
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the origin of the funds in my account.
VAL | [verify_source_of_funds] | YES | Text: I'd like to confirm the origin of my funds.
VAL | [verify_source_of_funds] | YES | Text: Can you please provide me with details about the origin of the funds in my account?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [cash_withdrawal_not_recognised] | NO | Text: What is this cash withdrawal being declined?
VAL | [card_payment_fee_charged] | NO | Text: I'd be happy to help you with that! However, I noticed that you mentioned you have a recent card payment fee charged to your account. Could you please confirm if that's correct? If so, I can assist you in checking your available balance and provide more information on your spending limits.
VAL | [supported_cards_and_currencies] | NO | Text: We also support various credit cards, including those from the United States. Can you please check if your specific card is among the ones we accept?
VAL | [verify_source_of_funds] | YES | Text: What steps can I take to verify the origin of my funds?
VAL | [receiving_money] | YES | Text: Can I receive my paycheck here?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds currently available in your account?
VAL | [get_physical_card] | NO | Text: Can I request a physical card with the PIN included?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds currently available in your account?
VAL | [fiat_currency_support] | NO | Text: Can I use multiple fiat currencies for my account?
