GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
GEN | [failed_transfer] | Orig: The transger I tried to make failed. -> Aug: The transfer I attempted did not go through.
GEN | [declined_cash_withdrawal] | Orig: When I tried to access my cash, I wasn't allowed! -> Aug: Unfortunately, your cash withdrawal request was declined.
GEN | [card_not_working] | Orig: I wasn't able to use my card today when I went out for lunch. Wondering why that is? -> Aug: I tried to make a purchase with my card this morning, but it didn't work. Can you help me figure out what's going on?
GEN | [card_swallowed] | Orig: My card was eaten by the cash machine what do I do? -> Aug: My credit card was swallowed by the ATM, what should I do?
GEN | [declined_cash_withdrawal] | Orig: why would i be declined if i had money iin my account -> Aug: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account?
GEN | [automatic_top_up] | Orig: Can I have money transferred into my account at different intervals along my trip? -> Aug: Can I set up automatic top-ups to my account at regular intervals during my trip?
GEN | [declined_transfer] | Orig: How do I make sure my transfer isn't goin to an unsupported merchant? -> Aug: To avoid a declined transfer, can you please ensure the merchant you're trying to transfer funds to is supported by our bank?
GEN | [card_about_to_expire] | Orig: Am I able to get this shipped to China? -> Aug: Can I have this card about to expire shipped to China?
GEN | [card_swallowed] | Orig: What do I do now my credit card has been swallowed by the ATM? -> Aug: What should I do if my credit card has been ingested by the ATM machine?
GEN | [virtual_card_not_working] | Orig: My virtual car is not working. -> Aug: My virtual card is not functioning properly.
GEN | [card_not_working] | Orig: My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined? -> Aug: I'm trying to make a purchase online, but my card is being declined, and the error message says it's due to an issue with my card information. Can you help me figure out what's going on?
GEN | [compromised_card] | Orig: I don't recognize some transactions.  Is someone else using it? -> Aug: I'm concerned about unauthorized activity on my account. Is someone else using my card?
GEN | [country_support] | Orig: Is there anywhere  In the  Eu  this card can not be delivered in -> Aug: Can this card be delivered in any country where the EU has no jurisdiction?
GEN | [card_payment_not_recognised] | Orig: Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here? -> Aug: I'm concerned that someone may have accessed my card information, as I'm seeing some unauthorized transactions in the app. Can you investigate and let me know what's happening?
GEN | [compromised_card] | Orig: am suspicious of my card's security -> Aug: I'm concerned about the security of my credit card.
GEN | [atm_support] | Orig: Can I use my card to withdraw from my account? -> Aug: Can I use my debit/credit card to make a withdrawal from my account?
GEN | [card_not_working] | Orig: I have not been able to use this card. -> Aug: I'm having trouble using my card.
GEN | [pending_cash_withdrawal] | Orig: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine rejected my card. The transaction still appears as pending in my account. Could you please cancel it as I'm certain I didn't receive the funds?
GEN | [card_swallowed] | Orig: Please send a new card; the ATM ate mine. -> Aug: Please dispatch a replacement card; I think I accidentally swallowed my previous one.
GEN | [passcode_forgotten] | Orig: I can't find my code -> Aug: I've misplaced my passcode
GEN | [visa_or_mastercard] | Orig: I anticipate getting a Visa card -> Aug: I'm expecting to receive a Mastercard
GEN | [card_not_working] | Orig: How do I check security settings on my card? -> Aug: Why is my card not functioning properly? Can I still access my account settings?
GEN | [compromised_card] | Orig: What do I do if I believe to be a victim of credit card fraud? -> Aug: If I suspect my credit card has been compromised, what steps can I take to protect my account and report the issue?
GEN | [card_acceptance] | Orig: Is there anywhere I can't use my card? -> Aug: Are there any specific locations or merchants where my card is not accepted?
GEN | [card_swallowed] | Orig: The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM? -> Aug: The ATM at the Metro bank on High St. Kensington swallowed my card, and the bank is now closed. How do I retrieve a swallowed card from an ATM?
GEN | [declined_card_payment] | Orig: I couldn't pay with card in a shop -> Aug: The payment made with my card was declined at the store.
GEN | [top_up_failed] | Orig: Why are you keeping my money from me by declining my card? What is going on? -> Aug: I'm trying to understand why my card was declined for the top-up, and I'm getting frustrated because I'm not getting the funds I need. Can you please help me resolve this issue?
GEN | [declined_card_payment] | Orig: I could not use my card in a store. -> Aug: Your card payment was declined at the store.
GEN | [country_support] | Orig: As far as courtries go which ones are supported? -> Aug: We currently offer support for a wide range of countries. Can you please specify which country you are referring to, and I'll be happy to let you know if we have a presence there?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I can still see money in my account after making a payment -> Aug: I'm still seeing the transferred amount in my account, but my balance isn't reflecting the update.
GEN | [automatic_top_up] | Orig: When the time is right will this automatically replenish my balance? -> Aug: Will this automatically top up my account balance when the time is suitable?
GEN | [transfer_timing] | Orig: Help! I need to transfer something to China. -> Aug: Can you assist me with the timing for transferring funds to China?
GEN | [transfer_timing] | Orig: How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently? -> Aug: What is the typical transfer duration from China, and is there an expedited option available, as I require the transfer to be processed as soon as possible?
GEN | [card_linking] | Orig: I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat. -> Aug: I'd like to reactivate my card, as I initially thought it was misplaced, but I found it in my coat when I woke up.
GEN | [compromised_card] | Orig: I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more? -> Aug: I recently discovered that my card was used in a location I've never visited. Can you please take immediate action to prevent further unauthorized transactions?
GEN | [transaction_charged_twice] | Orig: There is a transaction showing up several times. -> Aug: A duplicate transaction appears on my account.
GEN | [top_up_reverted] | Orig: I refilled my account balance but got an error message. -> Aug: I attempted to add funds to my account, but the transaction was unsuccessful.
GEN | [getting_spare_card] | Orig: Is a new debit card free? -> Aug: Can I get a new debit card without any additional fees?
VAL | [top_up_reverted] | NO | Text: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
VAL | [failed_transfer] | YES | Text: The transfer I attempted did not go through.
VAL | [declined_cash_withdrawal] | YES | Text: Unfortunately, your cash withdrawal request was declined.
VAL | [card_not_working] | YES | Text: I tried to make a purchase with my card this morning, but it didn't work. Can you help me figure out what's going on?
VAL | [card_swallowed] | YES | Text: My credit card was swallowed by the ATM, what should I do?
VAL | [declined_cash_withdrawal] | YES | Text: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account?
VAL | [automatic_top_up] | YES | Text: Can I set up automatic top-ups to my account at regular intervals during my trip?
VAL | [declined_transfer] | YES | Text: To avoid a declined transfer, can you please ensure the merchant you're trying to transfer funds to is supported by our bank?
VAL | [card_about_to_expire] | NO | Text: Can I have this card about to expire shipped to China?
VAL | [card_swallowed] | YES | Text: What should I do if my credit card has been ingested by the ATM machine?
VAL | [virtual_card_not_working] | YES | Text: My virtual card is not functioning properly.
VAL | [card_not_working] | YES | Text: I'm trying to make a purchase online, but my card is being declined, and the error message says it's due to an issue with my card information. Can you help me figure out what's going on?
VAL | [compromised_card] | YES | Text: I'm concerned about unauthorized activity on my account. Is someone else using my card?
VAL | [country_support] | NO | Text: Can this card be delivered in any country where the EU has no jurisdiction?
VAL | [card_payment_not_recognised] | NO | Text: I'm concerned that someone may have accessed my card information, as I'm seeing some unauthorized transactions in the app. Can you investigate and let me know what's happening?
VAL | [compromised_card] | YES | Text: I'm concerned about the security of my credit card.
VAL | [atm_support] | NO | Text: Can I use my debit/credit card to make a withdrawal from my account?
VAL | [card_not_working] | YES | Text: I'm having trouble using my card.
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine rejected my card. The transaction still appears as pending in my account. Could you please cancel it as I'm certain I didn't receive the funds?
VAL | [card_swallowed] | NO | Text: Please dispatch a replacement card; I think I accidentally swallowed my previous one.
VAL | [passcode_forgotten] | YES | Text: I've misplaced my passcode
VAL | [visa_or_mastercard] | NO | Text: I'm expecting to receive a Mastercard
VAL | [card_not_working] | NO | Text: Why is my card not functioning properly? Can I still access my account settings?
VAL | [compromised_card] | YES | Text: If I suspect my credit card has been compromised, what steps can I take to protect my account and report the issue?
VAL | [card_acceptance] | YES | Text: Are there any specific locations or merchants where my card is not accepted?
VAL | [card_swallowed] | YES | Text: The ATM at the Metro bank on High St. Kensington swallowed my card, and the bank is now closed. How do I retrieve a swallowed card from an ATM?
VAL | [declined_card_payment] | YES | Text: The payment made with my card was declined at the store.
VAL | [top_up_failed] | YES | Text: I'm trying to understand why my card was declined for the top-up, and I'm getting frustrated because I'm not getting the funds I need. Can you please help me resolve this issue?
VAL | [declined_card_payment] | YES | Text: Your card payment was declined at the store.
VAL | [country_support] | NO | Text: We currently offer support for a wide range of countries. Can you please specify which country you are referring to, and I'll be happy to let you know if we have a presence there?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm still seeing the transferred amount in my account, but my balance isn't reflecting the update.
VAL | [automatic_top_up] | YES | Text: Will this automatically top up my account balance when the time is suitable?
VAL | [transfer_timing] | YES | Text: Can you assist me with the timing for transferring funds to China?
VAL | [transfer_timing] | YES | Text: What is the typical transfer duration from China, and is there an expedited option available, as I require the transfer to be processed as soon as possible?
VAL | [card_linking] | NO | Text: I'd like to reactivate my card, as I initially thought it was misplaced, but I found it in my coat when I woke up.
VAL | [compromised_card] | YES | Text: I recently discovered that my card was used in a location I've never visited. Can you please take immediate action to prevent further unauthorized transactions?
VAL | [transaction_charged_twice] | YES | Text: A duplicate transaction appears on my account.
VAL | [top_up_reverted] | YES | Text: I attempted to add funds to my account, but the transaction was unsuccessful.
VAL | [getting_spare_card] | NO | Text: Can I get a new debit card without any additional fees?
