GEN | [transaction_charged_twice] | Orig: I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges? -> Aug: I recently dined in Seattle and believe I was overcharged, as the restaurant processed my payment twice. Initially, I received a confirmation notification indicating the initial charge, but when I added a tip, they re-swiped my card, resulting in a second charge. Could you please assist with reversing one of the transactions?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you offer SWIFT transfers? -> Aug: Can I make a bank transfer to top up my account?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you take SWIFT transfers? -> Aug: Can you accept bank transfers with a charge for topping up my account?
GEN | [transfer_fee_charged] | Orig: why was i chargged -> Aug: why was a transfer fee charged
GEN | [Refund_not_showing_up] | Orig: how does my statement get updated so i know when a refund will reflect on my balance -> Aug: Can you please let me know how I can check my statement to see when a pending refund will be credited to my account?
GEN | [order_physical_card] | Orig: do i need to add money before i order a card -> Aug: Do I need to fund my account before ordering a physical credit/debit card?
GEN | [card_payment_not_recognised] | Orig: I didn't do a payment and I have it now. -> Aug: We've received a payment attempt, but it's not being recognized as a valid transaction.
GEN | [pending_transfer] | Orig: I have an outgoing transaction -> Aug: I have a pending outgoing transfer
GEN | [top_up_failed] | Orig: I can't add any more money. -> Aug: I'm unable to complete the top-up transaction.
GEN | [getting_spare_card] | Orig: My daughter would like a card from my account?  Can I do this? -> Aug: Can I request a replacement card for my account, so my daughter can access the funds?
GEN | [pending_cash_withdrawal] | Orig: Explain pending transactions. -> Aug: Describe the status of your cash withdrawal request.
GEN | [order_physical_card] | Orig: What does the bank charge for lost or stolen card replacements? -> Aug: Can I get information on the fee for replacing a lost or stolen physical bank card?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I able to do a SWIFT transfer with you? -> Aug: Can I initiate a bank transfer to top up my account with a charge applied?
GEN | [change_pin] | Orig: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. -> Aug: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
GEN | [terminate_account] | Orig: What are the steps to finishing up with this account? -> Aug: How do I go about closing this account?
GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can you help me with that?
GEN | [card_payment_fee_charged] | Orig: how do i avoid charges in the future -> Aug: what can i do to prevent being charged a fee on my next transaction?
GEN | [getting_spare_card] | Orig: My daughter need a card from this account. Is that possible? -> Aug: Can I request a replacement card for my daughter's account?
GEN | [order_physical_card] | Orig: I want a real card -> Aug: I'd like to order a physical credit card.
GEN | [transfer_timing] | Orig: When can I use money sent to my account? -> Aug: When can I access the funds transferred to my account?
GEN | [receiving_money] | Orig: I need my payment in another currency -> Aug: I require my funds to be converted to a different currency
GEN | [change_pin] | Orig: I'm travelling abroad but I've run into a situation where I need to change my PIN immediately. Can I do this from here? -> Aug: I'm currently abroad and need to change my PIN urgently. Can I perform this action remotely?
GEN | [lost_or_stolen_card] | Orig: I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card? -> Aug: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card?
GEN | [Refund_not_showing_up] | Orig: Card refund is not showing up in my statement. -> Aug: The refund for my card transaction is not appearing on my statement.
GEN | [top_up_reverted] | Orig: Tell me how a top up would be reverted. -> Aug: Can you explain the process of reverting a top-up transaction?
GEN | [get_disposable_virtual_card] | Orig: how do the cards work? -> Aug: What is the process for obtaining a disposable virtual card?
GEN | [order_physical_card] | Orig: Where do you export the cards to? -> Aug: How do I receive my physical credit card after ordering it?
GEN | [pending_cash_withdrawal] | Orig: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? -> Aug: I'm experiencing a pending cash withdrawal issue, as the ATM was not functioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
GEN | [cash_withdrawal_not_recognised] | Orig: I want my card frozen right away. Money was taken out in an odd location I have never heard of. -> Aug: I need immediate assistance with my account. I'm concerned about an unauthorized cash withdrawal that was made at an unfamiliar location.
GEN | [direct_debit_payment_not_recognised] | Orig: What do I do if there is an electronic debit that is not correct? -> Aug: What should I do if a direct debit payment is not recognized by our system?
GEN | [top_up_failed] | Orig: There has been a red flag on my top up. -> Aug: There was an issue with my recent top-up attempt.
GEN | [cancel_transfer] | Orig: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? -> Aug: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Can you please cancel the incorrect transfer and redirect it to the correct account?
GEN | [cancel_transfer] | Orig: I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow -> Aug: I need to cancel the transfer I made yesterday and redirect it to the correct account. It's a rent payment and it's crucial that it's processed correctly by tomorrow.
GEN | [pending_cash_withdrawal] | Orig: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. -> Aug: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon reviewing the transaction, I noticed that the status still shows as 'pending.' Can you investigate this issue and ensure I'm not charged for the withdrawn amount that I haven't received?
GEN | [get_physical_card] | Orig: I haven't received my PIN yet. Do I need to get it from you? -> Aug: I'm still waiting for my physical card. Can I obtain it from your end?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried using a check to update my balance, but it isn't work? Is something wrong? -> Aug: I made a cash deposit, but my account balance still shows the old amount. Can you please investigate?
GEN | [get_physical_card] | Orig: do i need to wait for my card before i get pin -> Aug: Do I need to wait for my physical card before I can obtain the PIN?
GEN | [card_about_to_expire] | Orig: How do I go about ordering a new bank card? -> Aug: What steps can I take to replace my expiring bank card with a new one?
GEN | [wrong_amount_of_cash_received] | Orig: There was a limited amount of money available at the time of my transaction. -> Aug: The cashier handed me a smaller amount of cash than I was expecting.
VAL | [transaction_charged_twice] | YES | Text: I recently dined in Seattle and believe I was overcharged, as the restaurant processed my payment twice. Initially, I received a confirmation notification indicating the initial charge, but when I added a tip, they re-swiped my card, resulting in a second charge. Could you please assist with reversing one of the transactions?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I make a bank transfer to top up my account?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can you accept bank transfers with a charge for topping up my account?
VAL | [transfer_fee_charged] | YES | Text: why was a transfer fee charged
VAL | [Refund_not_showing_up] | NO | Text: Can you please let me know how I can check my statement to see when a pending refund will be credited to my account?
VAL | [order_physical_card] | NO | Text: Do I need to fund my account before ordering a physical credit/debit card?
VAL | [card_payment_not_recognised] | NO | Text: We've received a payment attempt, but it's not being recognized as a valid transaction.
VAL | [pending_transfer] | YES | Text: I have a pending outgoing transfer
VAL | [top_up_failed] | YES | Text: I'm unable to complete the top-up transaction.
VAL | [getting_spare_card] | YES | Text: Can I request a replacement card for my account, so my daughter can access the funds?
VAL | [pending_cash_withdrawal] | NO | Text: Describe the status of your cash withdrawal request.
VAL | [order_physical_card] | YES | Text: Can I get information on the fee for replacing a lost or stolen physical bank card?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I initiate a bank transfer to top up my account with a charge applied?
VAL | [change_pin] | YES | Text: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
VAL | [terminate_account] | YES | Text: How do I go about closing this account?
VAL | [change_pin] | NO | Text: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can you help me with that?
VAL | [card_payment_fee_charged] | NO | Text: what can i do to prevent being charged a fee on my next transaction?
VAL | [getting_spare_card] | YES | Text: Can I request a replacement card for my daughter's account?
VAL | [order_physical_card] | YES | Text: I'd like to order a physical credit card.
VAL | [transfer_timing] | YES | Text: When can I access the funds transferred to my account?
VAL | [receiving_money] | YES | Text: I require my funds to be converted to a different currency
VAL | [change_pin] | YES | Text: I'm currently abroad and need to change my PIN urgently. Can I perform this action remotely?
VAL | [lost_or_stolen_card] | YES | Text: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card?
VAL | [Refund_not_showing_up] | YES | Text: The refund for my card transaction is not appearing on my statement.
VAL | [top_up_reverted] | NO | Text: Can you explain the process of reverting a top-up transaction?
VAL | [get_disposable_virtual_card] | NO | Text: What is the process for obtaining a disposable virtual card?
VAL | [order_physical_card] | NO | Text: How do I receive my physical credit card after ordering it?
VAL | [pending_cash_withdrawal] | NO | Text: I'm experiencing a pending cash withdrawal issue, as the ATM was not functioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I need immediate assistance with my account. I'm concerned about an unauthorized cash withdrawal that was made at an unfamiliar location.
VAL | [direct_debit_payment_not_recognised] | YES | Text: What should I do if a direct debit payment is not recognized by our system?
VAL | [top_up_failed] | YES | Text: There was an issue with my recent top-up attempt.
VAL | [cancel_transfer] | YES | Text: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Can you please cancel the incorrect transfer and redirect it to the correct account?
VAL | [cancel_transfer] | YES | Text: I need to cancel the transfer I made yesterday and redirect it to the correct account. It's a rent payment and it's crucial that it's processed correctly by tomorrow.
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon reviewing the transaction, I noticed that the status still shows as 'pending.' Can you investigate this issue and ensure I'm not charged for the withdrawn amount that I haven't received?
VAL | [get_physical_card] | YES | Text: I'm still waiting for my physical card. Can I obtain it from your end?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit, but my account balance still shows the old amount. Can you please investigate?
VAL | [get_physical_card] | YES | Text: Do I need to wait for my physical card before I can obtain the PIN?
VAL | [card_about_to_expire] | NO | Text: What steps can I take to replace my expiring bank card with a new one?
VAL | [wrong_amount_of_cash_received] | YES | Text: The cashier handed me a smaller amount of cash than I was expecting.
