GEN | [transaction_charged_twice] | Orig: Transaction showing up many times. -> Aug: Multiple transactions appearing on my account.
GEN | [top_up_by_bank_transfer_charge] | Orig: How much is it to receive money? -> Aug: What is the fee for receiving funds via bank transfer?
GEN | [lost_or_stolen_card] | Orig: A fee shouldn't apply to me if my card was stolen. -> Aug: I don't think I should be charged a fee since my card was taken from me without my consent.
GEN | [transaction_charged_twice] | Orig: Why is there are there two of the same transaction? -> Aug: Why did I get charged for the same transaction twice?
GEN | [beneficiary_not_allowed] | Orig: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? -> Aug: I'm having trouble finalizing a transaction. I'm trying to buy some cryptocurrency, but the app won't let me proceed. Can you help me figure out why the beneficiary is not allowed?
GEN | [cash_withdrawal_charge] | Orig: Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this. -> Aug: Can you confirm if there's a fee for cash withdrawals from my account? I recently made a withdrawal and noticed a charge.
GEN | [cash_withdrawal_not_recognised] | Orig: I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!! -> Aug: I'm concerned that someone has stolen my wallet and is attempting to use my card to make unauthorized cash withdrawals. Can you please assist me in canceling or freezing my card to prevent any further transactions?
GEN | [visa_or_mastercard] | Orig: I need a Visa card -> Aug: I require a Mastercard
GEN | [pending_top_up] | Orig: It's been some time since refilled the top-up. -> Aug: The top-up refill has been pending for a while now.
GEN | [visa_or_mastercard] | Orig: This transaction needs both a Visa and a Mastercard. -> Aug: This transaction requires both a Visa and a Mastercard.
GEN | [wrong_amount_of_cash_received] | Orig: How can I get my money that I didn't get from the ATM? -> Aug: I was given the wrong amount of cash when I withdrew money from the ATM, can you help me resolve this issue?
GEN | [cash_withdrawal_charge] | Orig: How do I avoid a fee to use an ATM? -> Aug: Can I avoid being charged for using an ATM to withdraw cash?
GEN | [visa_or_mastercard] | Orig: Can I select my card scheme or do you choose it for me? -> Aug: Do you automatically select the payment method or do I have the option to choose between Visa or Mastercard?
GEN | [why_verify_identity] | Orig: I can't do the verification. -> Aug: We need to verify your identity to ensure the security and integrity of your account.
GEN | [reverted_card_payment?] | Orig: I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening? -> Aug: Why did my recent card payments get reversed or cancelled? I've made multiple transactions online over the past two weeks, but none have been successful.
GEN | [lost_or_stolen_phone] | Orig: phone is at a hotel, can i still use app -> Aug: I left my phone at a hotel, can I still access the app?
GEN | [pending_top_up] | Orig: My top is still pending. -> Aug: My top-up request is still pending.
GEN | [order_physical_card] | Orig: Is payment required to get a card of my own? -> Aug: Do I need to make a payment to receive my physical credit card?
GEN | [automatic_top_up] | Orig: When traveling, is it possible for it to add money at specific time intervals? -> Aug: Can I set up automatic top-ups to add funds to my account at regular intervals while I'm traveling?
GEN | [transaction_charged_twice] | Orig: Why do I have two charges It should only be one charge? -> Aug: I've been charged twice for the same transaction, and I'm only supposed to be charged once. Can you help me resolve this issue?
GEN | [transfer_fee_charged] | Orig: who charged my card -> Aug: who is responsible for charging the transfer fee on my card
GEN | [failed_transfer] | Orig: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? -> Aug: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
GEN | [card_payment_wrong_exchange_rate] | Orig: It seems that the rate I got is incorrect. -> Aug: The exchange rate applied to my card payment appears to be incorrect.
GEN | [beneficiary_not_allowed] | Orig: is there something blocking me from making transfers -> Aug: are there any restrictions preventing me from adding beneficiaries to my account?
GEN | [pin_blocked] | Orig: When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored? -> Aug: When I was careless, I accidentally got my card stuck in your machine due to a mistake in entering my PIN. What steps can I take to resolve this issue and get my card restored?
GEN | [visa_or_mastercard] | Orig: Please help me get a Visa card. -> Aug: Please assist me in obtaining a Mastercard.
GEN | [transfer_not_received_by_recipient] | Orig: I did a money transaction and dont have a receipt -> Aug: I made a payment and didn't receive a confirmation receipt
GEN | [get_physical_card] | Orig: When do I set up my card PIN? -> Aug: How can I obtain my physical debit/credit card?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I receive all the money sent to my account by SEPA transfer? -> Aug: Will I be charged a fee for topping up my account via bank transfer?
GEN | [pending_cash_withdrawal] | Orig: There is a withdrawal waiting. -> Aug: A pending cash withdrawal is awaiting processing.
GEN | [transfer_fee_charged] | Orig: I think I have an extra transfer charge. -> Aug: I'm concerned about the additional transfer fee.
GEN | [card_swallowed] | Orig: I have lost my credit card in the ATM! -> Aug: I swallowed my debit card while trying to retrieve it from the ATM!
GEN | [top_up_reverted] | Orig: top up cancellation -> Aug: reversal of top-up transaction
GEN | [reverted_card_payment?] | Orig: I tried to use my debit card, but the payment did not work. -> Aug: Why was my debit card payment declined?
GEN | [wrong_amount_of_cash_received] | Orig: My cash received does not match what has been requested -> Aug: The amount of cash I received is not what I was expecting.
GEN | [exchange_charge] | Orig: What is the fee for accepting money from a foreign country? -> Aug: What is the exchange charge for receiving an international payment?
GEN | [cash_withdrawal_charge] | Orig: I was charged for getting cash. -> Aug: I was unexpectedly charged a fee for withdrawing cash.
GEN | [get_physical_card] | Orig: When will I have access to my pin number? -> Aug: When can I obtain my physical credit card?
GEN | [balance_not_updated_after_bank_transfer] | Orig: How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay -> Aug: I recently initiated a transfer from my UK account, but my account balance hasn't been updated yet. Can you please look into this and let me know what's causing the delay?
VAL | [transaction_charged_twice] | YES | Text: Multiple transactions appearing on my account.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: What is the fee for receiving funds via bank transfer?
VAL | [lost_or_stolen_card] | YES | Text: I don't think I should be charged a fee since my card was taken from me without my consent.
VAL | [transaction_charged_twice] | YES | Text: Why did I get charged for the same transaction twice?
VAL | [beneficiary_not_allowed] | NO | Text: I'm having trouble finalizing a transaction. I'm trying to buy some cryptocurrency, but the app won't let me proceed. Can you help me figure out why the beneficiary is not allowed?
VAL | [cash_withdrawal_charge] | YES | Text: Can you confirm if there's a fee for cash withdrawals from my account? I recently made a withdrawal and noticed a charge.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned that someone has stolen my wallet and is attempting to use my card to make unauthorized cash withdrawals. Can you please assist me in canceling or freezing my card to prevent any further transactions?
VAL | [visa_or_mastercard] | NO | Text: I require a Mastercard
VAL | [pending_top_up] | YES | Text: The top-up refill has been pending for a while now.
VAL | [visa_or_mastercard] | YES | Text: This transaction requires both a Visa and a Mastercard.
VAL | [wrong_amount_of_cash_received] | YES | Text: I was given the wrong amount of cash when I withdrew money from the ATM, can you help me resolve this issue?
VAL | [cash_withdrawal_charge] | YES | Text: Can I avoid being charged for using an ATM to withdraw cash?
VAL | [visa_or_mastercard] | NO | Text: Do you automatically select the payment method or do I have the option to choose between Visa or Mastercard?
VAL | [why_verify_identity] | NO | Text: We need to verify your identity to ensure the security and integrity of your account.
VAL | [reverted_card_payment?] | NO | Text: Why did my recent card payments get reversed or cancelled? I've made multiple transactions online over the past two weeks, but none have been successful.
VAL | [lost_or_stolen_phone] | YES | Text: I left my phone at a hotel, can I still access the app?
VAL | [pending_top_up] | YES | Text: My top-up request is still pending.
VAL | [order_physical_card] | YES | Text: Do I need to make a payment to receive my physical credit card?
VAL | [automatic_top_up] | YES | Text: Can I set up automatic top-ups to add funds to my account at regular intervals while I'm traveling?
VAL | [transaction_charged_twice] | YES | Text: I've been charged twice for the same transaction, and I'm only supposed to be charged once. Can you help me resolve this issue?
VAL | [transfer_fee_charged] | NO | Text: who is responsible for charging the transfer fee on my card
VAL | [failed_transfer] | NO | Text: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate applied to my card payment appears to be incorrect.
VAL | [beneficiary_not_allowed] | NO | Text: are there any restrictions preventing me from adding beneficiaries to my account?
VAL | [pin_blocked] | NO | Text: When I was careless, I accidentally got my card stuck in your machine due to a mistake in entering my PIN. What steps can I take to resolve this issue and get my card restored?
VAL | [visa_or_mastercard] | NO | Text: Please assist me in obtaining a Mastercard.
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a payment and didn't receive a confirmation receipt
VAL | [get_physical_card] | NO | Text: How can I obtain my physical debit/credit card?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Will I be charged a fee for topping up my account via bank transfer?
VAL | [pending_cash_withdrawal] | YES | Text: A pending cash withdrawal is awaiting processing.
VAL | [transfer_fee_charged] | YES | Text: I'm concerned about the additional transfer fee.
VAL | [card_swallowed] | YES | Text: I swallowed my debit card while trying to retrieve it from the ATM!
VAL | [top_up_reverted] | YES | Text: reversal of top-up transaction
VAL | [reverted_card_payment?] | NO | Text: Why was my debit card payment declined?
VAL | [wrong_amount_of_cash_received] | YES | Text: The amount of cash I received is not what I was expecting.
VAL | [exchange_charge] | YES | Text: What is the exchange charge for receiving an international payment?
VAL | [cash_withdrawal_charge] | YES | Text: I was unexpectedly charged a fee for withdrawing cash.
VAL | [get_physical_card] | NO | Text: When can I obtain my physical credit card?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I recently initiated a transfer from my UK account, but my account balance hasn't been updated yet. Can you please look into this and let me know what's causing the delay?
