GEN | [direct_debit_payment_not_recognised] | Orig: I have an unknown charge. -> Aug: We've received an unidentified direct debit payment from your account.
GEN | [age_limit] | Orig: We want to start a college fund for my daughter. -> Aug: We're looking to establish a savings plan for my child's future education expenses.
GEN | [age_limit] | Orig: Is there a certain age I need to be? -> Aug: Are there any age restrictions I need to meet?
GEN | [card_not_working] | Orig: I tried using my card at multiple vendors and now it's not working. -> Aug: I've attempted to use my card at various merchants, but it's no longer functioning properly.
GEN | [card_payment_wrong_exchange_rate] | Orig: I was charged the wing amount for an item. -> Aug: I was incorrectly charged the wrong exchange rate for an international transaction.
GEN | [verify_my_identity] | Orig: Can I get information on the identity checks? -> Aug: Can you please provide details about the identity verification process?
GEN | [disposable_card_limits] | Orig: Are there limits on the virtual cards? -> Aug: What are the spending limits for my disposable virtual card?
GEN | [beneficiary_not_allowed] | Orig: Why is allowance not being given to my beneficiary? -> Aug: Why is the allowance not being disbursed to the beneficiary, as they are not authorized to receive it?
GEN | [contactless_not_working] | Orig: My contactless stopped working today no matter where I try to use it. How do I get it to start working again? -> Aug: My contactless payment feature is not functioning today, regardless of the location I'm in. Can you help me resolve the issue and get it working again?
GEN | [card_about_to_expire] | Orig: I'm in China and need a new card. Please help. -> Aug: I'm currently abroad in China and my card is nearing its expiration date. Can you assist me with a replacement or extension?
GEN | [getting_virtual_card] | Orig: how many virtual cards can i have, i want 8 -> Aug: Can I have multiple virtual cards? I'd like to request 8.
GEN | [card_not_working] | Orig: Need help to get my card to work. -> Aug: Can you assist me in resolving the issue with my card not functioning properly?
GEN | [disposable_card_limits] | Orig: What are the restrictions on the virtual cards? -> Aug: What are the spending limits on my disposable virtual cards?
GEN | [contactless_not_working] | Orig: Any charges applicable for new card? -> Aug: Are there any outstanding charges on my new card?
GEN | [card_not_working] | Orig: There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on -> Aug: My card isn't functioning properly. I've attempted to use it multiple times today at various locations, but it's consistently declined. The transactions I've tried to make are relatively small, so I'm unsure what's causing the issue.
GEN | [card_about_to_expire] | Orig: Am I able to have a card sent to China? -> Aug: Can I arrange for a card to be delivered to China before it expires?
GEN | [getting_spare_card] | Orig: How many different cards can I have for my account? -> Aug: Can I have multiple cards linked to my account for convenience and security?
GEN | [get_disposable_virtual_card] | Orig: I'm not sure how disposable virtual cards work. Please help. -> Aug: Can you explain the process of obtaining a disposable virtual card? I'm a bit unclear on how it works.
GEN | [receiving_money] | Orig: I am paid by my employer in GBP; do I need to do anything in the app to indicate this? -> Aug: I am receiving a salary in British Pounds; do I need to update my account settings in the app to reflect this?
GEN | [compromised_card] | Orig: My card has been compromised. I see a bunch of online shopping charges that I didn't make. I need to freeze it immediately. -> Aug: My credit card has been compromised. I've noticed a series of unauthorized transactions on my account, including online purchases I didn't authorize. I urgently need to suspend its use to prevent further unauthorized activity.
GEN | [card_delivery_estimate] | Orig: Please send my card as quickly as possible. -> Aug: Can you expedite the delivery of my card?
GEN | [compromised_card] | Orig: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. -> Aug: I'm concerned about unauthorized activity on my account. Can you suspend my card and prevent any further transactions?
GEN | [receiving_money] | Orig: how do i find out about transfers -> Aug: how can I track my incoming transactions?
GEN | [unable_to_verify_identity] | Orig: My identity isn't being accepted, what should I do? -> Aug: We're having trouble verifying your identity, could you please provide additional information to help us confirm your identity?
GEN | [verify_my_identity] | Orig: Tell me what the steps for the identity checks are -> Aug: Can you walk me through the process of verifying my identity?
GEN | [card_not_working] | Orig: Currently my card is broken. -> Aug: My credit card is malfunctioning.
GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to speak with a representative about the transfer that was declined and get assistance with resolving the issue.
GEN | [top_up_failed] | Orig: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm trying to urgently top-up my card, but it's been declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
GEN | [terminate_account] | Orig: I no longer want this account, what should I do? -> Aug: I would like to cancel my account and close it permanently.
GEN | [extra_charge_on_statement] | Orig: I still have not received an answer as to why I was charged $1.00 in a transaction? -> Aug: I'm still waiting for an explanation about the additional fee that appeared on my statement.
GEN | [card_arrival] | Orig: I haven't gotten my credit card in the mail. -> Aug: I'm still waiting for my credit card to arrive.
GEN | [pending_card_payment] | Orig: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? -> Aug: I attempted to make a card payment a few days ago, but it appears to be pending. Can you please inform me about the usual processing time for such transactions?
GEN | [top_up_reverted] | Orig: i noticed that the funds were returned to my bank account. What happened? -> Aug: I see that the top-up was reverted back to my account. Can you please explain why this occurred?
GEN | [unable_to_verify_identity] | Orig: The app does not know it is me. -> Aug: We're having trouble confirming your identity through our system.
GEN | [direct_debit_payment_not_recognised] | Orig: Purchases I did not make are appearing in my bank statement? -> Aug: Payments made by direct debit are not being recognized on my account.
GEN | [age_limit] | Orig: Is there a limit for age? -> Aug: Are there any age restrictions in place?
GEN | [verify_my_identity] | Orig: What form of identification is accepted? -> Aug: What types of identification documents can I provide to verify my identity?
GEN | [contactless_not_working] | Orig: How do I troubleshoot when contactless doesn't work? -> Aug: What steps can I take when my contactless payment method is not functioning properly?
GEN | [terminate_account] | Orig: I would like to invalidate my account.  I am very disappointed with your services. -> Aug: I would like to cancel my account. I am extremely dissatisfied with your services.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received an unidentified direct debit payment from your account.
VAL | [age_limit] | YES | Text: We're looking to establish a savings plan for my child's future education expenses.
VAL | [age_limit] | YES | Text: Are there any age restrictions I need to meet?
VAL | [card_not_working] | YES | Text: I've attempted to use my card at various merchants, but it's no longer functioning properly.
VAL | [card_payment_wrong_exchange_rate] | NO | Text: I was incorrectly charged the wrong exchange rate for an international transaction.
VAL | [verify_my_identity] | NO | Text: Can you please provide details about the identity verification process?
VAL | [disposable_card_limits] | YES | Text: What are the spending limits for my disposable virtual card?
VAL | [beneficiary_not_allowed] | YES | Text: Why is the allowance not being disbursed to the beneficiary, as they are not authorized to receive it?
VAL | [contactless_not_working] | YES | Text: My contactless payment feature is not functioning today, regardless of the location I'm in. Can you help me resolve the issue and get it working again?
VAL | [card_about_to_expire] | NO | Text: I'm currently abroad in China and my card is nearing its expiration date. Can you assist me with a replacement or extension?
VAL | [getting_virtual_card] | YES | Text: Can I have multiple virtual cards? I'd like to request 8.
VAL | [card_not_working] | YES | Text: Can you assist me in resolving the issue with my card not functioning properly?
VAL | [disposable_card_limits] | YES | Text: What are the spending limits on my disposable virtual cards?
VAL | [contactless_not_working] | NO | Text: Are there any outstanding charges on my new card?
VAL | [card_not_working] | YES | Text: My card isn't functioning properly. I've attempted to use it multiple times today at various locations, but it's consistently declined. The transactions I've tried to make are relatively small, so I'm unsure what's causing the issue.
VAL | [card_about_to_expire] | NO | Text: Can I arrange for a card to be delivered to China before it expires?
VAL | [getting_spare_card] | NO | Text: Can I have multiple cards linked to my account for convenience and security?
VAL | [get_disposable_virtual_card] | YES | Text: Can you explain the process of obtaining a disposable virtual card? I'm a bit unclear on how it works.
VAL | [receiving_money] | YES | Text: I am receiving a salary in British Pounds; do I need to update my account settings in the app to reflect this?
VAL | [compromised_card] | YES | Text: My credit card has been compromised. I've noticed a series of unauthorized transactions on my account, including online purchases I didn't authorize. I urgently need to suspend its use to prevent further unauthorized activity.
VAL | [card_delivery_estimate] | YES | Text: Can you expedite the delivery of my card?
VAL | [compromised_card] | YES | Text: I'm concerned about unauthorized activity on my account. Can you suspend my card and prevent any further transactions?
VAL | [receiving_money] | YES | Text: how can I track my incoming transactions?
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity, could you please provide additional information to help us confirm your identity?
VAL | [verify_my_identity] | YES | Text: Can you walk me through the process of verifying my identity?
VAL | [card_not_working] | YES | Text: My credit card is malfunctioning.
VAL | [declined_transfer] | NO | Text: I'd like to speak with a representative about the transfer that was declined and get assistance with resolving the issue.
VAL | [top_up_failed] | YES | Text: I'm trying to urgently top-up my card, but it's been declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
VAL | [terminate_account] | YES | Text: I would like to cancel my account and close it permanently.
VAL | [extra_charge_on_statement] | YES | Text: I'm still waiting for an explanation about the additional fee that appeared on my statement.
VAL | [card_arrival] | YES | Text: I'm still waiting for my credit card to arrive.
VAL | [pending_card_payment] | YES | Text: I attempted to make a card payment a few days ago, but it appears to be pending. Can you please inform me about the usual processing time for such transactions?
VAL | [top_up_reverted] | YES | Text: I see that the top-up was reverted back to my account. Can you please explain why this occurred?
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble confirming your identity through our system.
VAL | [direct_debit_payment_not_recognised] | YES | Text: Payments made by direct debit are not being recognized on my account.
VAL | [age_limit] | YES | Text: Are there any age restrictions in place?
VAL | [verify_my_identity] | YES | Text: What types of identification documents can I provide to verify my identity?
VAL | [contactless_not_working] | YES | Text: What steps can I take when my contactless payment method is not functioning properly?
VAL | [terminate_account] | YES | Text: I would like to cancel my account. I am extremely dissatisfied with your services.
