GEN | [visa_or_mastercard] | Orig: I prefer using Mastercard, can I substitute? -> Aug: I'd like to use Visa instead, is that possible?
GEN | [transfer_fee_charged] | Orig: I have a fee listed for a transfer. -> Aug: I'm showing a charge for the transfer transaction.
GEN | [transfer_into_account] | Orig: My account is depleted. Can I transfer funds from another bank? -> Aug: I'm running low on funds in my account. Can I transfer money from another bank account to my current account?
GEN | [transfer_not_received_by_recipient] | Orig: How can I the person see my money transaction? -> Aug: Why hasn't the recipient received the money from my recent transaction?
GEN | [transfer_fee_charged] | Orig: I usually don't get charged for transfers, why was I this month? -> Aug: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
GEN | [transfer_fee_charged] | Orig: My transfer seems to be too expensive. -> Aug: The fee associated with my transfer is unexpectedly high.
GEN | [card_acceptance] | Orig: Is there a list of where I can use my card? -> Aug: Can you provide me with a list of locations where I can use my card for transactions?
GEN | [card_acceptance] | Orig: Where do I pay with my card? -> Aug: How can I use my card for payment?
GEN | [country_support] | Orig: I need a new card and I live in the United States. -> Aug: I require a replacement card and I am a resident of the United States.
GEN | [edit_personal_details] | Orig: how do i get into my account and edit my details -> Aug: how can I access my account and modify my personal information?
GEN | [exchange_via_app] | Orig: I need to get some Euros for my holiday. Am I able to exchange some of my money? -> Aug: I'd like to exchange some currency for my trip. Can I do it through the app?
GEN | [cancel_transfer] | Orig: I used the wrong account number! -> Aug: I accidentally entered the wrong account information.
GEN | [transaction_charged_twice] | Orig: Hello, I just checked my card transactions and saw that I was charged twice for a restaurant visit I did earlier this week. Is it possible to remove one of them and get my false paid money pack? -> Aug: Hello, I've reviewed my recent transactions and noticed that I was mistakenly charged twice for a meal at a restaurant earlier this week. Could you please assist me in reversing one of the charges and refunding the duplicate amount?
GEN | [transfer_into_account] | Orig: Can I withdraw money from another bank and transfer it into my empty account? -> Aug: Can I deposit funds from another bank into my account, which currently has no balance?
GEN | [card_about_to_expire] | Orig: I think my card is expiring, what happens then? -> Aug: I'm concerned my credit card is approaching its expiration date, what are the consequences?
GEN | [card_swallowed] | Orig: The ATM didnt return my card! -> Aug: The ATM swallowed my card!
GEN | [cancel_transfer] | Orig: I need to change a transfer. -> Aug: I would like to modify a transfer.
GEN | [card_arrival] | Orig: Can the card was sen to me be tracked? -> Aug: Can I track the card that was sent to me?
GEN | [card_acceptance] | Orig: How do I know where I can use my card? -> Aug: Where can I use my card?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! -> Aug: I made a cash deposit at the ATM last week, but my account balance still shows the old amount. Can you please update it ASAP?
GEN | [declined_cash_withdrawal] | Orig: I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this? -> Aug: I'm having trouble withdrawing cash from an ATM, and I'm not sure why. I've checked my account balance, and I'm certain I haven't spent all my money. Can you help me resolve this issue?
GEN | [exchange_via_app] | Orig: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? -> Aug: I'd like to exchange my GBP for AUD, could you guide me on the process of making this conversion through your app?
GEN | [declined_card_payment] | Orig: I couldn't pay with my card -> Aug: Your payment was declined due to an issue with your card.
GEN | [transaction_charged_twice] | Orig: My account shows I have been charged twice for the same meal. How do I get the second payment voided and returned to me? I do not eat out much and my family is living paycheck to paycheck,  mostly. I cannot afford to spend more money than necessary, as is, so I must see to it that the cost be promptly credited back onto my card. -> Aug: I've noticed that I've been double-charged for a recent meal. Can you please assist me in reversing the second transaction and issuing a refund to my account? As a tight-fisted individual, I'm keenly aware of my expenses and would appreciate it if you could expedite the process of crediting the amount back to my card, as every penny counts for my family's financial stability.
GEN | [card_acceptance] | Orig: Are there any restrictions on where I use this card? -> Aug: Can I use this card at any location or are there specific places where it's not accepted?
GEN | [transfer_fee_charged] | Orig: I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened? -> Aug: I made an international transfer of 7,000 to a recipient outside the EU, but they only received a smaller amount than what I sent. To rectify this, I need to initiate another transfer to ensure they receive the full amount I originally sent. Could you investigate this discrepancy and provide insight into what might have caused the issue?
GEN | [verify_my_identity] | Orig: Let me know what the steps for the identity checks are -> Aug: Can you walk me through the process for verifying my identity?
GEN | [exchange_via_app] | Orig: Is there a way to make my money usable in another country? -> Aug: Can I use your app to exchange my money for a different currency when traveling abroad?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Please, tell me why I can't have the funds I deposited a week ago? I need the money now. -> Aug: I made a deposit last week, but my account balance hasn't been updated. Can you please explain why I'm still waiting for the funds to reflect in my account?
GEN | [receiving_money] | Orig: What are the steps for getting money from a friend? -> Aug: How do I receive money from a friend?
GEN | [card_about_to_expire] | Orig: My card's expiration date is close. -> Aug: Your credit card's expiration date is approaching.
GEN | [contactless_not_working] | Orig: how many days processing new card? -> Aug: I'm sorry, but our contactless payment feature is currently not functioning, and we're working to resolve the issue as soon as possible. Can I assist you with an alternative payment method or provide an estimated timeframe for when the issue will be resolved?
GEN | [transfer_into_account] | Orig: Help! My account doesn't show any funds. Is transferring funds an option I can use? -> Aug: Can I move funds from another account to my current account? I'm not seeing any balance.
GEN | [direct_debit_payment_not_recognised] | Orig: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. -> Aug: Can I review a past transaction to identify the payee who withdrew funds from my account? I'm concerned about an unauthorized direct debit that occurred a few weeks ago and would like to verify the recipient's details.
GEN | [card_delivery_estimate] | Orig: I need my card right away. -> Aug: I require an expedited delivery of my card.
GEN | [request_refund] | Orig: Canceling my order is what I need to do right now. -> Aug: I'd like to initiate a cancellation and request a refund for my recent purchase.
GEN | [pending_transfer] | Orig: I have a pending transaction -> Aug: I have a transfer in progress
GEN | [country_support] | Orig: Is this card available to Americans? -> Aug: Are you a US citizen or resident, and would you like to know if this card is available to you?
GEN | [fiat_currency_support] | Orig: What kind of money can I hold? -> Aug: What types of fiat currencies can I store in my account?
GEN | [top_up_by_bank_transfer_charge] | Orig: Can third party fees affect a transfer? -> Aug: Are there any bank transfer fees associated with topping up my account?
VAL | [visa_or_mastercard] | NO | Text: I'd like to use Visa instead, is that possible?
VAL | [transfer_fee_charged] | YES | Text: I'm showing a charge for the transfer transaction.
VAL | [transfer_into_account] | NO | Text: I'm running low on funds in my account. Can I transfer money from another bank account to my current account?
VAL | [transfer_not_received_by_recipient] | NO | Text: Why hasn't the recipient received the money from my recent transaction?
VAL | [transfer_fee_charged] | YES | Text: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
VAL | [transfer_fee_charged] | NO | Text: The fee associated with my transfer is unexpectedly high.
VAL | [card_acceptance] | NO | Text: Can you provide me with a list of locations where I can use my card for transactions?
VAL | [card_acceptance] | NO | Text: How can I use my card for payment?
VAL | [country_support] | YES | Text: I require a replacement card and I am a resident of the United States.
VAL | [edit_personal_details] | YES | Text: how can I access my account and modify my personal information?
VAL | [exchange_via_app] | YES | Text: I'd like to exchange some currency for my trip. Can I do it through the app?
VAL | [cancel_transfer] | NO | Text: I accidentally entered the wrong account information.
VAL | [transaction_charged_twice] | YES | Text: Hello, I've reviewed my recent transactions and noticed that I was mistakenly charged twice for a meal at a restaurant earlier this week. Could you please assist me in reversing one of the charges and refunding the duplicate amount?
VAL | [transfer_into_account] | NO | Text: Can I deposit funds from another bank into my account, which currently has no balance?
VAL | [card_about_to_expire] | YES | Text: I'm concerned my credit card is approaching its expiration date, what are the consequences?
VAL | [card_swallowed] | YES | Text: The ATM swallowed my card!
VAL | [cancel_transfer] | NO | Text: I would like to modify a transfer.
VAL | [card_arrival] | YES | Text: Can I track the card that was sent to me?
VAL | [card_acceptance] | NO | Text: Where can I use my card?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit at the ATM last week, but my account balance still shows the old amount. Can you please update it ASAP?
VAL | [declined_cash_withdrawal] | NO | Text: I'm having trouble withdrawing cash from an ATM, and I'm not sure why. I've checked my account balance, and I'm certain I haven't spent all my money. Can you help me resolve this issue?
VAL | [exchange_via_app] | YES | Text: I'd like to exchange my GBP for AUD, could you guide me on the process of making this conversion through your app?
VAL | [declined_card_payment] | YES | Text: Your payment was declined due to an issue with your card.
VAL | [transaction_charged_twice] | YES | Text: I've noticed that I've been double-charged for a recent meal. Can you please assist me in reversing the second transaction and issuing a refund to my account? As a tight-fisted individual, I'm keenly aware of my expenses and would appreciate it if you could expedite the process of crediting the amount back to my card, as every penny counts for my family's financial stability.
VAL | [card_acceptance] | YES | Text: Can I use this card at any location or are there specific places where it's not accepted?
VAL | [transfer_fee_charged] | YES | Text: I made an international transfer of 7,000 to a recipient outside the EU, but they only received a smaller amount than what I sent. To rectify this, I need to initiate another transfer to ensure they receive the full amount I originally sent. Could you investigate this discrepancy and provide insight into what might have caused the issue?
VAL | [verify_my_identity] | YES | Text: Can you walk me through the process for verifying my identity?
VAL | [exchange_via_app] | YES | Text: Can I use your app to exchange my money for a different currency when traveling abroad?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I made a deposit last week, but my account balance hasn't been updated. Can you please explain why I'm still waiting for the funds to reflect in my account?
VAL | [receiving_money] | YES | Text: How do I receive money from a friend?
VAL | [card_about_to_expire] | YES | Text: Your credit card's expiration date is approaching.
VAL | [contactless_not_working] | NO | Text: I'm sorry, but our contactless payment feature is currently not functioning, and we're working to resolve the issue as soon as possible. Can I assist you with an alternative payment method or provide an estimated timeframe for when the issue will be resolved?
VAL | [transfer_into_account] | YES | Text: Can I move funds from another account to my current account? I'm not seeing any balance.
VAL | [direct_debit_payment_not_recognised] | NO | Text: Can I review a past transaction to identify the payee who withdrew funds from my account? I'm concerned about an unauthorized direct debit that occurred a few weeks ago and would like to verify the recipient's details.
VAL | [card_delivery_estimate] | NO | Text: I require an expedited delivery of my card.
VAL | [request_refund] | YES | Text: I'd like to initiate a cancellation and request a refund for my recent purchase.
VAL | [pending_transfer] | YES | Text: I have a transfer in progress
VAL | [country_support] | NO | Text: Are you a US citizen or resident, and would you like to know if this card is available to you?
VAL | [fiat_currency_support] | NO | Text: What types of fiat currencies can I store in my account?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any bank transfer fees associated with topping up my account?
