GEN | [fiat_currency_support] | Orig: Can I have money of different country of origin. -> Aug: Can I obtain fiat currencies from various countries?
GEN | [receiving_money] | Orig: Can my friend send me money if it is not in US dollars? -> Aug: Can my friend transfer funds to me in a currency other than US dollars?
GEN | [atm_support] | Orig: I need to withdraw money. Where can I do that? -> Aug: I'm looking to make a withdrawal. Can I use an ATM to get some cash?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are you aware of any charges for receiving money? -> Aug: Are you aware of any bank transfer fees for topping up your account?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I charged for receiving money? -> Aug: Is there a fee for receiving a bank transfer to top up my account?
GEN | [card_payment_fee_charged] | Orig: What can i pay with out  fees -> Aug: Can I make a payment without incurring any card payment fees?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I have a question about ATM transactions. Can I take money out of an ATM when I'm traveling abroad? And, can I get the money in my home currancy? -> Aug: I'm trying to withdraw cash from an ATM while abroad, but I'm concerned about the exchange rate. Will I get the correct rate for my home currency, or will there be an issue?
GEN | [extra_charge_on_statement] | Orig: There is an extra small charge on my card! What do I do? -> Aug: I noticed an additional fee on my statement. Can you help me understand why it's there?
GEN | [wrong_amount_of_cash_received] | Orig: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? -> Aug: I made a withdrawal at the ATM this morning, but I just noticed that I was shortchanged. I'm certain I requested 120, but I only received 90. Can you help me resolve this issue?
GEN | [extra_charge_on_statement] | Orig: How long will the $1 charge show as pending? -> Aug: How long will the additional charge appear as pending on my statement?
GEN | [exchange_rate] | Orig: explain the interbank exchange rate -> Aug: The rate at which banks and other financial institutions exchange one currency for another, typically used for large transactions.
GEN | [cancel_transfer] | Orig: I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help? -> Aug: I mistakenly processed a payment for my rent yesterday and I need to cancel it as soon as possible. Can you assist me with reversing the transaction before tomorrow?
GEN | [extra_charge_on_statement] | Orig: There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there. -> Aug: We've noticed a £1 charge showing as pending on your statement. Can you please let us know what you think this might be for? We've checked our records and can't find any evidence of a purchase or transaction that would explain the charge.
GEN | [Refund_not_showing_up] | Orig: I returned an item but don't see it on my account? -> Aug: I sent back a product, but the refund isn't showing up in my account.
GEN | [exchange_charge] | Orig: Is there any cost to change foreign money to local? -> Aug: Are there any fees associated with exchanging foreign currency for local currency?
GEN | [country_support] | Orig: I would like to get your card in EU. Is that possible? -> Aug: I would like to obtain a card for use in the European Union. Is this feasible?
GEN | [cash_withdrawal_charge] | Orig: I noticed a different charge while I was taking my money out. -> Aug: I'm concerned about the unexpected fee I saw when I withdrew cash.
GEN | [country_support] | Orig: i live in portugal. do you operate here? -> Aug: I reside in Portugal. Are you present in this country?
GEN | [wrong_amount_of_cash_received] | Orig: my atm transaction was wrong -> Aug: The amount I received from the ATM was incorrect
GEN | [country_support] | Orig: Can I get a card that works in other countries like Africa and Indonesia? -> Aug: Can I obtain a card that is accepted in various countries, such as those in Africa and Indonesia?
GEN | [cancel_transfer] | Orig: Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app -> Aug: Hi, I urgently need assistance. I've just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Could you please cancel the transfer as soon as possible? I'm unable to do so through the app.
GEN | [transfer_fee_charged] | Orig: I got an unexpected charge on my transfers. How can I correct this? -> Aug: I'm concerned about the extra fee I was charged for my recent transfer. Can you help me resolve this issue?
GEN | [beneficiary_not_allowed] | Orig: I cant transfer money into my account -> Aug: You are not authorized to receive funds into your account.
GEN | [receiving_money] | Orig: Are there ways for other people to send me money? -> Aug: Can others transfer funds to me or deposit money into my account?
GEN | [edit_personal_details] | Orig: my identity hasn't been verified and i can't edit my details, what's next -> Aug: my identity verification is pending and i'm unable to update my personal information, what are the next steps?
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm trying to make a top-up, but I'm being asked to verify my details again, can you help me with that?
GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on how to confirm that my top-up transaction has been successfully processed?
GEN | [wrong_amount_of_cash_received] | Orig: Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do?? -> Aug: I'm at the ATM and it dispensed 20 dollars instead of the 50 I requested, can you help me resolve this issue?
GEN | [cash_withdrawal_charge] | Orig: I hate this ATM, it charged me an extra fee, Why did it charge? -> Aug: I'm frustrated with this ATM, it added an unexpected charge to my cash withdrawal, Can you explain why it did that?
GEN | [atm_support] | Orig: I need to know where I can withdraw money. -> Aug: I'm looking for an ATM location where I can withdraw cash.
GEN | [atm_support] | Orig: Where can I withdraw money from? -> Aug: What are the nearest locations where I can withdraw cash?
GEN | [atm_support] | Orig: 
Where can I withdraw money from? -> Aug: What are the nearest locations where I can withdraw cash?
GEN | [activate_my_card] | Orig: I couldn't complete card activation. -> Aug: I'm having trouble activating my card.
GEN | [country_support] | Orig: are there any country restrictions? -> Aug: are there any geographical limitations or restrictions?
GEN | [country_support] | Orig: I live in the EU, can I get one of your cards? -> Aug: I reside in the European Union, can I obtain one of your credit cards?
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into an account?
GEN | [card_about_to_expire] | Orig: My card expires soon, will you send me one automatically? -> Aug: My credit card is nearing its expiration date, will you automatically send me a new one?
GEN | [top_up_reverted] | Orig: I went to top up my card and it was cancelled. -> Aug: I attempted to add funds to my card, but the transaction was reversed.
GEN | [card_payment_not_recognised] | Orig: I do not recongize a payment in my account. -> Aug: We cannot verify a payment in your account.
VAL | [fiat_currency_support] | YES | Text: Can I obtain fiat currencies from various countries?
VAL | [receiving_money] | YES | Text: Can my friend transfer funds to me in a currency other than US dollars?
VAL | [atm_support] | NO | Text: I'm looking to make a withdrawal. Can I use an ATM to get some cash?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are you aware of any bank transfer fees for topping up your account?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Is there a fee for receiving a bank transfer to top up my account?
VAL | [card_payment_fee_charged] | NO | Text: Can I make a payment without incurring any card payment fees?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm trying to withdraw cash from an ATM while abroad, but I'm concerned about the exchange rate. Will I get the correct rate for my home currency, or will there be an issue?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional fee on my statement. Can you help me understand why it's there?
VAL | [wrong_amount_of_cash_received] | YES | Text: I made a withdrawal at the ATM this morning, but I just noticed that I was shortchanged. I'm certain I requested 120, but I only received 90. Can you help me resolve this issue?
VAL | [extra_charge_on_statement] | YES | Text: How long will the additional charge appear as pending on my statement?
VAL | [exchange_rate] | YES | Text: The rate at which banks and other financial institutions exchange one currency for another, typically used for large transactions.
VAL | [cancel_transfer] | YES | Text: I mistakenly processed a payment for my rent yesterday and I need to cancel it as soon as possible. Can you assist me with reversing the transaction before tomorrow?
VAL | [extra_charge_on_statement] | YES | Text: We've noticed a £1 charge showing as pending on your statement. Can you please let us know what you think this might be for? We've checked our records and can't find any evidence of a purchase or transaction that would explain the charge.
VAL | [Refund_not_showing_up] | YES | Text: I sent back a product, but the refund isn't showing up in my account.
VAL | [exchange_charge] | YES | Text: Are there any fees associated with exchanging foreign currency for local currency?
VAL | [country_support] | YES | Text: I would like to obtain a card for use in the European Union. Is this feasible?
VAL | [cash_withdrawal_charge] | YES | Text: I'm concerned about the unexpected fee I saw when I withdrew cash.
VAL | [country_support] | YES | Text: I reside in Portugal. Are you present in this country?
VAL | [wrong_amount_of_cash_received] | NO | Text: The amount I received from the ATM was incorrect
VAL | [country_support] | NO | Text: Can I obtain a card that is accepted in various countries, such as those in Africa and Indonesia?
VAL | [cancel_transfer] | YES | Text: Hi, I urgently need assistance. I've just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Could you please cancel the transfer as soon as possible? I'm unable to do so through the app.
VAL | [transfer_fee_charged] | YES | Text: I'm concerned about the extra fee I was charged for my recent transfer. Can you help me resolve this issue?
VAL | [beneficiary_not_allowed] | NO | Text: You are not authorized to receive funds into your account.
VAL | [receiving_money] | YES | Text: Can others transfer funds to me or deposit money into my account?
VAL | [edit_personal_details] | YES | Text: my identity verification is pending and i'm unable to update my personal information, what are the next steps?
VAL | [card_payment_fee_charged] | NO | Text: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
VAL | [verify_top_up] | YES | Text: I'm trying to make a top-up, but I'm being asked to verify my details again, can you help me with that?
VAL | [verify_top_up] | YES | Text: Could you please guide me on how to confirm that my top-up transaction has been successfully processed?
VAL | [wrong_amount_of_cash_received] | NO | Text: I'm at the ATM and it dispensed 20 dollars instead of the 50 I requested, can you help me resolve this issue?
VAL | [cash_withdrawal_charge] | YES | Text: I'm frustrated with this ATM, it added an unexpected charge to my cash withdrawal, Can you explain why it did that?
VAL | [atm_support] | YES | Text: I'm looking for an ATM location where I can withdraw cash.
VAL | [atm_support] | NO | Text: What are the nearest locations where I can withdraw cash?
VAL | [atm_support] | YES | Text: What are the nearest locations where I can withdraw cash?
VAL | [activate_my_card] | NO | Text: I'm having trouble activating my card.
VAL | [country_support] | YES | Text: are there any geographical limitations or restrictions?
VAL | [country_support] | NO | Text: I reside in the European Union, can I obtain one of your credit cards?
VAL | [transfer_into_account] | YES | Text: How do I initiate a transfer into an account?
VAL | [card_about_to_expire] | YES | Text: My credit card is nearing its expiration date, will you automatically send me a new one?
VAL | [top_up_reverted] | YES | Text: I attempted to add funds to my card, but the transaction was reversed.
VAL | [card_payment_not_recognised] | NO | Text: We cannot verify a payment in your account.
