GEN | [transfer_timing] | Orig: When will the money be made available in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. -> Aug: I'm having trouble viewing a recent transaction in my account, which was made a few hours ago from my UK account. Can you assist me in resolving this issue?
GEN | [cash_withdrawal_not_recognised] | Orig: Somebody is taking money out of my account without my approval in another town separate from me. Please place a freeze on my account until I can make it to the bank. -> Aug: I'm concerned that an unauthorized cash withdrawal is being made from my account in a different location, not where I am currently located. Can you please put a hold on my account until I can visit the bank in person?
GEN | [apple_pay_or_google_pay] | Orig: Apple pay is not accepting my American Express card, can you assist me with this problem? -> Aug: Google Pay is not accepting my American Express card, can you help me resolve this issue?
GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: Why hasn't the recipient received the transferred funds yet?
GEN | [transfer_timing] | Orig: How long will I have to wait for my money to be in my account? -> Aug: When can I expect the funds to be available in my account?
GEN | [top_up_failed] | Orig: It does not appear that my message went through. -> Aug: It seems that your top-up request was not processed successfully.
GEN | [reverted_card_payment?] | Orig: How come the money from the merchant appeared back into my account? -> Aug: Why did the payment from the merchant get reversed and credited back to my account?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there. -> Aug: I made a cash deposit at the bank yesterday, but my account balance hasn't been updated yet. Can you look into this and let me know what's going on?
GEN | [transfer_fee_charged] | Orig: Why was money taken for a transfer? -> Aug: What was the reason for the transfer fee deduction?
GEN | [card_payment_not_recognised] | Orig: Is there any way to know how the transaction got on my account? -> Aug: I'm trying to figure out why the payment from my card wasn't processed successfully.
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my credit card not functioning for any purchases or payments?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why was the exchange wrong for the item I purchased? -> Aug: Why was the exchange rate applied incorrectly for the item I bought?
GEN | [supported_cards_and_currencies] | Orig: Do you have a list of the cards and currencies supported? -> Aug: We accept a range of cards and currencies, including Visa, Mastercard, American Express, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
GEN | [card_not_working] | Orig: Did you deactivate my card it's not working anymore -> Aug: Is my card still active? It's not functioning properly.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. -> Aug: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please look into this and expedite the process? I'm concerned it might take an unusually long time, unlike the usual couple of hours it usually takes.
GEN | [direct_debit_payment_not_recognised] | Orig: People are using my debit card - help! -> Aug: We've received a notification that a direct debit payment has been attempted using your debit card, but it's not recognized by our system. Can you please assist us in resolving this issue?
GEN | [fiat_currency_support] | Orig: Will you be adding more currencies in the future? -> Aug: Are there any plans to expand the list of supported fiat currencies in the near future?
GEN | [cash_withdrawal_not_recognised] | Orig: Someone stole my wallet a couple of hours ago now and they have taken money from my account. Is there any way that you can help so I won't lose any more of my money. -> Aug: I'm concerned that an unauthorized transaction has been made on my account. Someone took money from my account a few hours ago, and I'm worried that I might lose more if it's not resolved. Can you assist me in stopping any further transactions and recovering the stolen funds?
GEN | [transfer_not_received_by_recipient] | Orig: i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer. -> Aug: I've been waiting for 2 days for a transfer to reach a recipient's account, will it take longer to arrive?
GEN | [lost_or_stolen_card] | Orig: Are you able to guide me to my card's location? -> Aug: Can you help me locate my missing card?
GEN | [reverted_card_payment?] | Orig: I bought something and already paid for it but now I don't see it. -> Aug: I made a purchase and paid for it, but the transaction seems to have been reversed.
GEN | [transfer_timing] | Orig: How long does it take to get my money -> Aug: What is the estimated timeframe for processing my transfer?
GEN | [card_payment_not_recognised] | Orig: I did not charge my account for that transaction.  That's an error. -> Aug: The payment made with my card was not successfully processed. This is an unexpected issue.
GEN | [fiat_currency_support] | Orig: Do you have support for flat currencies? -> Aug: Do you offer assistance with fiat currencies?
GEN | [country_support] | Orig: Is this card available to United States Residents? -> Aug: Is this card accessible to individuals residing in the United States?
GEN | [pending_transfer] | Orig: I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so. -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm concerned it's been delayed for an unusually long time.
GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: Can you please cancel the transfer I made yesterday to the wrong account and process the correct payment for my rent by tomorrow?
GEN | [cash_withdrawal_not_recognised] | Orig: A WD was just made on my account, but it was not me and I still have my card.  What to do? -> Aug: A withdrawal was processed on my account, but I didn't initiate it and I still have my card. What should I do?
GEN | [country_support] | Orig: where do you have locations at -> Aug: where are your branches located
GEN | [supported_cards_and_currencies] | Orig: I only have a card from the US is that okay? -> Aug: I'm wondering if it's possible to use a US-issued card for this transaction?
GEN | [transfer_fee_charged] | Orig: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. -> Aug: I'd like to clarify that international transactions may incur additional fees, which I wasn't aware of when I used my card to buy an item from another country. I was charged for the item and this extra fee, and I believe I should be refunded the latter.
GEN | [verify_top_up] | Orig: For what reason must I authenticate the top up? -> Aug: Why do I need to confirm the top-up details?
GEN | [transfer_timing] | Orig: What are the time frames for the money to be available in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [visa_or_mastercard] | Orig: If I can't choose my card type will I be able to use it everywhere? -> Aug: If I'm unable to select my preferred payment method, will I still be able to use my card at all merchants that accept Visa or Mastercard?
GEN | [card_payment_not_recognised] | Orig: There are a couple payments with my card shown in the app that i really make myself. What's going on with this, maybe someone has access to my card?! -> Aug: I'm seeing a few transactions on my card in the app that I didn't make myself. Could someone have accessed my card without my permission?
GEN | [card_not_working] | Orig: I can't use my card for anything -> Aug: I'm having trouble using my card for any transactions
GEN | [reverted_card_payment?] | Orig: I purchased something and already received it, why hasn't the money taken out? -> Aug: I made a purchase and received the item, but the payment hasn't been deducted from my account. Can you help?
GEN | [top_up_by_card_charge] | Orig: I was wondering if you will take any fees in exchange for top ups? -> Aug: Are there any charges or fees associated with topping up my account using my card?
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be credited to my account?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm having trouble viewing a recent transaction in my account, which was made a few hours ago from my UK account. Can you assist me in resolving this issue?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm concerned that an unauthorized cash withdrawal is being made from my account in a different location, not where I am currently located. Can you please put a hold on my account until I can visit the bank in person?
VAL | [apple_pay_or_google_pay] | NO | Text: Google Pay is not accepting my American Express card, can you help me resolve this issue?
VAL | [transfer_not_received_by_recipient] | NO | Text: Why hasn't the recipient received the transferred funds yet?
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be available in my account?
VAL | [top_up_failed] | NO | Text: It seems that your top-up request was not processed successfully.
VAL | [reverted_card_payment?] | YES | Text: Why did the payment from the merchant get reversed and credited back to my account?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I made a cash deposit at the bank yesterday, but my account balance hasn't been updated yet. Can you look into this and let me know what's going on?
VAL | [transfer_fee_charged] | YES | Text: What was the reason for the transfer fee deduction?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to figure out why the payment from my card wasn't processed successfully.
VAL | [card_not_working] | YES | Text: Why is my credit card not functioning for any purchases or payments?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: Why was the exchange rate applied incorrectly for the item I bought?
VAL | [supported_cards_and_currencies] | NO | Text: We accept a range of cards and currencies, including Visa, Mastercard, American Express, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
VAL | [card_not_working] | NO | Text: Is my card still active? It's not functioning properly.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm trying to make a transfer from a UK account, but my account balance isn't updating after the transfer was initiated. Can you please look into this and expedite the process? I'm concerned it might take an unusually long time, unlike the usual couple of hours it usually takes.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment has been attempted using your debit card, but it's not recognized by our system. Can you please assist us in resolving this issue?
VAL | [fiat_currency_support] | YES | Text: Are there any plans to expand the list of supported fiat currencies in the near future?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm concerned that an unauthorized transaction has been made on my account. Someone took money from my account a few hours ago, and I'm worried that I might lose more if it's not resolved. Can you assist me in stopping any further transactions and recovering the stolen funds?
VAL | [transfer_not_received_by_recipient] | NO | Text: I've been waiting for 2 days for a transfer to reach a recipient's account, will it take longer to arrive?
VAL | [lost_or_stolen_card] | YES | Text: Can you help me locate my missing card?
VAL | [reverted_card_payment?] | YES | Text: I made a purchase and paid for it, but the transaction seems to have been reversed.
VAL | [transfer_timing] | NO | Text: What is the estimated timeframe for processing my transfer?
VAL | [card_payment_not_recognised] | YES | Text: The payment made with my card was not successfully processed. This is an unexpected issue.
VAL | [fiat_currency_support] | YES | Text: Do you offer assistance with fiat currencies?
VAL | [country_support] | NO | Text: Is this card accessible to individuals residing in the United States?
VAL | [pending_transfer] | YES | Text: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm concerned it's been delayed for an unusually long time.
VAL | [cancel_transfer] | NO | Text: Can you please cancel the transfer I made yesterday to the wrong account and process the correct payment for my rent by tomorrow?
VAL | [cash_withdrawal_not_recognised] | YES | Text: A withdrawal was processed on my account, but I didn't initiate it and I still have my card. What should I do?
VAL | [country_support] | NO | Text: where are your branches located
VAL | [supported_cards_and_currencies] | NO | Text: I'm wondering if it's possible to use a US-issued card for this transaction?
VAL | [transfer_fee_charged] | NO | Text: I'd like to clarify that international transactions may incur additional fees, which I wasn't aware of when I used my card to buy an item from another country. I was charged for the item and this extra fee, and I believe I should be refunded the latter.
VAL | [verify_top_up] | YES | Text: Why do I need to confirm the top-up details?
VAL | [transfer_timing] | YES | Text: When can I expect the funds to be credited to my account?
VAL | [visa_or_mastercard] | NO | Text: If I'm unable to select my preferred payment method, will I still be able to use my card at all merchants that accept Visa or Mastercard?
VAL | [card_payment_not_recognised] | YES | Text: I'm seeing a few transactions on my card in the app that I didn't make myself. Could someone have accessed my card without my permission?
VAL | [card_not_working] | YES | Text: I'm having trouble using my card for any transactions
VAL | [reverted_card_payment?] | NO | Text: I made a purchase and received the item, but the payment hasn't been deducted from my account. Can you help?
VAL | [top_up_by_card_charge] | NO | Text: Are there any charges or fees associated with topping up my account using my card?
