GEN | [top_up_by_cash_or_cheque] | Orig: How can I put more money into my account? -> Aug: Would you like to add funds to your account using cash or cheque?
GEN | [verify_my_identity] | Orig: Can I get a full list of instructions for identity checks? -> Aug: Could you please provide me with a step-by-step guide on how to verify my identity?
GEN | [beneficiary_not_allowed] | Orig: Are there restrictions to transfers to certain accounts? -> Aug: Can I transfer funds to a specific account, or are there limitations on the beneficiary?
GEN | [card_linking] | Orig: Card has been received, how will it show up on the app? -> Aug: How will the newly received card be reflected in the app?
GEN | [get_disposable_virtual_card] | Orig: I have heard about these disposable virtual cards but don't understand how they work. -> Aug: I'm interested in learning more about the process of obtaining a disposable virtual card.
GEN | [age_limit] | Orig: I have young kids. Can they use this service? -> Aug: I have minors. Can they use this service?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet, do yo know why? -> Aug: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
GEN | [order_physical_card] | Orig: can i order cards on the app -> Aug: can i place an order for a physical card through the app?
GEN | [card_arrival] | Orig: I was expecting my new card by now. -> Aug: I'm still waiting for my new card to arrive.
GEN | [cash_withdrawal_not_recognised] | Orig: Why is there extra cash in my account? -> Aug: We're unable to recognize the cash withdrawal transaction in your account. Can you please clarify the issue?
GEN | [getting_spare_card] | Orig: Please tell me if I'm going to be charged for sending out more cards? -> Aug: Can you inform me if I'll be charged for requesting additional cards?
GEN | [topping_up_by_card] | Orig: Can my account be topped-up by friends of mine. -> Aug: Can I add funds to my account using my friend's card?
GEN | [why_verify_identity] | Orig: Do you need my birthdate? -> Aug: Can you confirm your birthdate for verification purposes?
GEN | [card_about_to_expire] | Orig: How can I get a card sent to China? -> Aug: Can I request a replacement card to be sent to China before it expires?
GEN | [topping_up_by_card] | Orig: Is my account able to be topped up by my friends? -> Aug: Can I use my card to add funds to my account from someone else's account?
GEN | [get_disposable_virtual_card] | Orig: Please send me a disposable virtual card. -> Aug: Can you provide me with a disposable virtual card?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet!! -> Aug: I'm still waiting to receive my virtual card.
GEN | [getting_spare_card] | Orig: How much is it to buy another card? I was hoping to buy another one. -> Aug: I'd like to purchase a replacement card, could you please tell me the cost?
GEN | [supported_cards_and_currencies] | Orig: I want to add funds to my account. What payment methods are accepted? -> Aug: We accept a wide range of payment methods, including Visa, Mastercard, American Express, Discover, and Diners Club credit cards, as well as wire transfers in USD, EUR, JPY, and GBP.
GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
GEN | [activate_my_card] | Orig: Can I use my new card? -> Aug: Can I activate my new card?
GEN | [card_payment_fee_charged] | Orig: Is there a  way to  get around fees -> Aug: Can you help me avoid the payment processing fee on my recent transaction?
GEN | [card_linking] | Orig: how do I get my card to show in the app? -> Aug: why isn't my card appearing in the app?
GEN | [card_linking] | Orig: Will I need a new card or can I put my old card back into the app? -> Aug: Can I reactivate my existing card or do I need to request a new one for the app?
GEN | [pending_cash_withdrawal] | Orig: When I used one of the ATMs in the city centre today, I tried to take out some money, but for whatever reason, the machine declined my card. Just checked it out in my account and that amount is still showing as pending! Is there any way that you can cancel this transaction, because I did not receive any money whatsoever from the ATM -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier today, but the machine refused to dispense the funds. Upon checking my account, I noticed that the withdrawal is still pending. Could you please assist me in cancelling this transaction, as I did not receive the cash as expected?
GEN | [beneficiary_not_allowed] | Orig: I need to transfer to my account and cant. -> Aug: I'm trying to transfer funds to my account, but the beneficiary is not allowed.
GEN | [card_linking] | Orig: How can I make my card show up in the app? -> Aug: Why isn't my card visible in the app?
GEN | [disposable_card_limits] | Orig: What limits are there on the virtual cards? -> Aug: What are the spending limits for my disposable virtual cards?
GEN | [getting_virtual_card] | Orig: How long do you have to wait to see your virtual card your ordered? -> Aug: When can I expect to receive my virtual card after ordering it?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will there be a charge when money is added to my account? -> Aug: Is there a fee associated with topping up my account balance via bank transfer?
GEN | [declined_cash_withdrawal] | Orig: my card was frozen due to putting in the wrong pin too much.  how many tries do i have -> Aug: Your account has been temporarily restricted due to multiple incorrect PIN attempts. Please try again, and you'll have another chance to access your funds. If you continue to experience issues, please contact us for assistance.
GEN | [top_up_by_cash_or_cheque] | Orig: I need a hand here, I need to top up cash. -> Aug: I'd like to replenish my account using cash.
GEN | [transfer_not_received_by_recipient] | Orig: Where is my last money transaction -> Aug: I haven't received the funds from my recent transfer.
GEN | [card_linking] | Orig: I would like to reactivate my card that I previously reported lost. I located the card this morning. -> Aug: I would like to link my previously reported lost card back to my account since I've found it.
GEN | [order_physical_card] | Orig: what steps do i do to get a real card -> Aug: How can I place an order for a physical credit/debit card?
GEN | [card_linking] | Orig: I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning. -> Aug: I'd like to reissue my card, I initially thought it was lost, but I've since found it in my jacket.
GEN | [pending_cash_withdrawal] | Orig: My last ATM request did not go through due to a declined card. Please cancel the request on my account. -> Aug: My previous cash withdrawal request was declined due to a card issue. Could you please cancel the pending withdrawal from my account?
GEN | [order_physical_card] | Orig: IS there anywhere that a card cannot be delivered? -> Aug: Are there any specific locations or areas where a physical card cannot be delivered?
GEN | [getting_virtual_card] | Orig: I ordered a virtual card but it hasn't come through yet -> Aug: I'm still waiting for my virtual card to be issued
GEN | [card_linking] | Orig: Is there any way to see my card in the app? -> Aug: Can I access my card information within the mobile app?
VAL | [top_up_by_cash_or_cheque] | YES | Text: Would you like to add funds to your account using cash or cheque?
VAL | [verify_my_identity] | NO | Text: Could you please provide me with a step-by-step guide on how to verify my identity?
VAL | [beneficiary_not_allowed] | NO | Text: Can I transfer funds to a specific account, or are there limitations on the beneficiary?
VAL | [card_linking] | YES | Text: How will the newly received card be reflected in the app?
VAL | [get_disposable_virtual_card] | NO | Text: I'm interested in learning more about the process of obtaining a disposable virtual card.
VAL | [age_limit] | NO | Text: I have minors. Can they use this service?
VAL | [getting_virtual_card] | YES | Text: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
VAL | [order_physical_card] | YES | Text: can i place an order for a physical card through the app?
VAL | [card_arrival] | YES | Text: I'm still waiting for my new card to arrive.
VAL | [cash_withdrawal_not_recognised] | NO | Text: We're unable to recognize the cash withdrawal transaction in your account. Can you please clarify the issue?
VAL | [getting_spare_card] | NO | Text: Can you inform me if I'll be charged for requesting additional cards?
VAL | [topping_up_by_card] | YES | Text: Can I add funds to my account using my friend's card?
VAL | [why_verify_identity] | YES | Text: Can you confirm your birthdate for verification purposes?
VAL | [card_about_to_expire] | NO | Text: Can I request a replacement card to be sent to China before it expires?
VAL | [topping_up_by_card] | NO | Text: Can I use my card to add funds to my account from someone else's account?
VAL | [get_disposable_virtual_card] | YES | Text: Can you provide me with a disposable virtual card?
VAL | [getting_virtual_card] | NO | Text: I'm still waiting to receive my virtual card.
VAL | [getting_spare_card] | YES | Text: I'd like to purchase a replacement card, could you please tell me the cost?
VAL | [supported_cards_and_currencies] | NO | Text: We accept a wide range of payment methods, including Visa, Mastercard, American Express, Discover, and Diners Club credit cards, as well as wire transfers in USD, EUR, JPY, and GBP.
VAL | [cash_withdrawal_charge] | YES | Text: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
VAL | [activate_my_card] | NO | Text: Can I activate my new card?
VAL | [card_payment_fee_charged] | NO | Text: Can you help me avoid the payment processing fee on my recent transaction?
VAL | [card_linking] | NO | Text: why isn't my card appearing in the app?
VAL | [card_linking] | YES | Text: Can I reactivate my existing card or do I need to request a new one for the app?
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in the city centre earlier today, but the machine refused to dispense the funds. Upon checking my account, I noticed that the withdrawal is still pending. Could you please assist me in cancelling this transaction, as I did not receive the cash as expected?
VAL | [beneficiary_not_allowed] | YES | Text: I'm trying to transfer funds to my account, but the beneficiary is not allowed.
VAL | [card_linking] | NO | Text: Why isn't my card visible in the app?
VAL | [disposable_card_limits] | YES | Text: What are the spending limits for my disposable virtual cards?
VAL | [getting_virtual_card] | YES | Text: When can I expect to receive my virtual card after ordering it?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Is there a fee associated with topping up my account balance via bank transfer?
VAL | [declined_cash_withdrawal] | NO | Text: Your account has been temporarily restricted due to multiple incorrect PIN attempts. Please try again, and you'll have another chance to access your funds. If you continue to experience issues, please contact us for assistance.
VAL | [top_up_by_cash_or_cheque] | YES | Text: I'd like to replenish my account using cash.
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the funds from my recent transfer.
VAL | [card_linking] | NO | Text: I would like to link my previously reported lost card back to my account since I've found it.
VAL | [order_physical_card] | YES | Text: How can I place an order for a physical credit/debit card?
VAL | [card_linking] | NO | Text: I'd like to reissue my card, I initially thought it was lost, but I've since found it in my jacket.
VAL | [pending_cash_withdrawal] | YES | Text: My previous cash withdrawal request was declined due to a card issue. Could you please cancel the pending withdrawal from my account?
VAL | [order_physical_card] | NO | Text: Are there any specific locations or areas where a physical card cannot be delivered?
VAL | [getting_virtual_card] | YES | Text: I'm still waiting for my virtual card to be issued
VAL | [card_linking] | NO | Text: Can I access my card information within the mobile app?
