GEN | [verify_top_up] | Orig: Verifying the top-up seems like a hassle. -> Aug: Confirming the top-up details appears to be a tedious process.
GEN | [card_delivery_estimate] | Orig: Can I get my card fast tracked? -> Aug: Can I expedite my card delivery?
GEN | [verify_top_up] | Orig: I am having trouble finding the top-up card verification code. -> Aug: I'm having difficulty locating the verification code for my top-up card.
GEN | [verify_source_of_funds] | Orig: Is there a way for me to check my balance? -> Aug: Can you please confirm the source of the funds used for your recent transaction?
GEN | [card_linking] | Orig: Can I add a card that I just found (again) to the app? -> Aug: Can I link a card that I've recently discovered again to the app?
GEN | [pending_top_up] | Orig: I added money to the card but the transaction didn't go through -> Aug: I attempted to top up my card, but the transaction is still pending
GEN | [beneficiary_not_allowed] | Orig: what are the reasons why you would not be able to process a payment -> Aug: The reasons why we cannot process a payment may be due to the beneficiary not being allowed to receive funds.
GEN | [card_delivery_estimate] | Orig: i need to expedite my card -> Aug: I would be happy to assist you with estimating the expedited delivery of your card.
GEN | [verify_top_up] | Orig: What is the verification process for my card? -> Aug: How do I verify my card for a top-up transaction?
GEN | [wrong_amount_of_cash_received] | Orig: how come when i asked for 100 it only gave me 20.00 in the app -> Aug: I was expecting to receive the full amount of $100, but instead, I only got $20.
GEN | [top_up_reverted] | Orig: I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go?? -> Aug: I'm having an issue with a recent top-up attempt. I tried to add funds to my account using cryptocurrency, but it seems to have been reversed. I'm not sure what happened to the funds, as I didn't make any transactions. Can you help me resolve this?
GEN | [lost_or_stolen_card] | Orig: Has there been any activity on my card today? -> Aug: I'm concerned that my card may have been lost or stolen, has there been any transactions on it recently?
GEN | [why_verify_identity] | Orig: My ID verification hasn't gone through yet, but can I use my account anyway? -> Aug: Can I still access my account even if my ID verification is pending?
GEN | [pending_top_up] | Orig: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? -> Aug: I've just received a new card and attempted to top it up, but the transaction is still pending. Can you help me resolve this issue?
GEN | [receiving_money] | Orig: Do I need to do anything special for my friend to send money to my account? -> Aug: What steps should my friend take to transfer funds to my account?
GEN | [transfer_not_received_by_recipient] | Orig: I am just waiting for the transaction to be completed. -> Aug: I'm still waiting for the transfer to reach the recipient's account.
GEN | [topping_up_by_card] | Orig: What steps do I do to transfer money using my credit card? -> Aug: How can I add funds to my account using my credit card?
GEN | [topping_up_by_card] | Orig: I want to know how to transfer money with my credit card -> Aug: I'd like to learn how to add funds to my account using my credit card.
GEN | [top_up_failed] | Orig: I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on? -> Aug: I recently received my card, but I'm having trouble topping it up. I'm considering canceling my account due to this issue. Can you please help me resolve this problem?
GEN | [disposable_card_limits] | Orig: On my disposable card, is there a transaction limit? -> Aug: Can you please confirm the transaction limit on my disposable card?
GEN | [card_linking] | Orig: If I have a credit card with you how I get set up to link to it? -> Aug: If I already have a credit card with your bank, how do I go about linking it to my account?
GEN | [verify_top_up] | Orig: Where do I find the verification code for the card I'm topping up? -> Aug: Can you please provide me with the verification code for the card I'm using to top up my account?
GEN | [card_delivery_estimate] | Orig: I need my card as quick as possible -> Aug: I would like to request an expedited delivery for my card.
GEN | [top_up_failed] | Orig: I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly. -> Aug: I'm experiencing issues topping up my card, as the transaction keeps getting declined. It's crucial that I resolve this issue promptly.
GEN | [card_linking] | Orig: Can I add a card to back into the app? -> Aug: Can I link a card to my account in the app?
GEN | [verify_top_up] | Orig: I'm trying to verify my top-up card, but I can't find the code...? -> Aug: I'm having trouble locating the verification code for my top-up card, can you help me with that?
GEN | [failed_transfer] | Orig: Hi, I'm buying my son Bertie a starter home in London.  I'm just trying to send the 5% deposit over to the agent. It's only £200,000 but seems to be throwing an error.  What is going on?  If I wait any longer the house prices might rise, can you look in to it please? -> Aug: Hi, I'm purchasing a starter home in London for my son Bertie and I'm attempting to transfer the 5% deposit to the agent. The amount is £200,000, but the transfer is failing. I'm concerned that if I don't resolve this issue, the house prices might rise, so could you please investigate this matter urgently?
GEN | [transaction_charged_twice] | Orig: I only made one transaction at this place, but it's appearing multiple times. -> Aug: I made a single purchase, but I'm seeing duplicate charges on my statement.
GEN | [card_not_working] | Orig: I seem to be unable to make any transactions. -> Aug: I'm having trouble making any transactions.
GEN | [topping_up_by_card] | Orig: Is it simple to transfer money using my credit card? -> Aug: Can I easily add funds to my account using my credit card?
GEN | [transaction_charged_twice] | Orig: I've got a repeated tranasaction on my card. -> Aug: I've been charged twice for the same transaction on my credit card.
GEN | [reverted_card_payment?] | Orig: Why have I received a rebate for my payment after a week? -> Aug: Why was my payment reversed and credited back to my account?
GEN | [topping_up_by_card] | Orig: What information am I going to have to have in order to do a transfer with my card? -> Aug: What details do I need to provide to complete a card-based transfer?
GEN | [top_up_failed] | Orig: Hello, there was an error while attempting top-up with my card this morning. I was able to use the card two days ago with no issues. Could you please assist? -> Aug: Hello, I'm experiencing an issue with topping up my account using my card. I successfully used the same card two days ago, but today's attempt was unsuccessful. Could you help me resolve this issue?
GEN | [transaction_charged_twice] | Orig: I have multiple of the same transaction -> Aug: I've been charged for the same transaction multiple times
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move -> Aug: We're looking into the status of your pending card payment. Can you please confirm the payment amount and the date it was made? This will help us investigate the delay.
GEN | [top_up_reverted] | Orig: Reasons for top up cancellation. -> Aug: Reasons for reversal of top-up transaction.
GEN | [receiving_money] | Orig: My friend wants to send me money, can she? -> Aug: Can my friend transfer funds to me?
GEN | [why_verify_identity] | Orig: Why do I have to give you my drivers license -> Aug: We verify your identity to ensure the security and integrity of your account and transactions.
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move -> Aug: We're looking into the status of your pending card payment. Can you please confirm the payment amount and the date it was made so we can investigate further?
VAL | [verify_top_up] | YES | Text: Confirming the top-up details appears to be a tedious process.
VAL | [card_delivery_estimate] | NO | Text: Can I expedite my card delivery?
VAL | [verify_top_up] | YES | Text: I'm having difficulty locating the verification code for my top-up card.
VAL | [verify_source_of_funds] | NO | Text: Can you please confirm the source of the funds used for your recent transaction?
VAL | [card_linking] | YES | Text: Can I link a card that I've recently discovered again to the app?
VAL | [pending_top_up] | YES | Text: I attempted to top up my card, but the transaction is still pending
VAL | [beneficiary_not_allowed] | YES | Text: The reasons why we cannot process a payment may be due to the beneficiary not being allowed to receive funds.
VAL | [card_delivery_estimate] | NO | Text: I would be happy to assist you with estimating the expedited delivery of your card.
VAL | [verify_top_up] | NO | Text: How do I verify my card for a top-up transaction?
VAL | [wrong_amount_of_cash_received] | YES | Text: I was expecting to receive the full amount of $100, but instead, I only got $20.
VAL | [top_up_reverted] | YES | Text: I'm having an issue with a recent top-up attempt. I tried to add funds to my account using cryptocurrency, but it seems to have been reversed. I'm not sure what happened to the funds, as I didn't make any transactions. Can you help me resolve this?
VAL | [lost_or_stolen_card] | NO | Text: I'm concerned that my card may have been lost or stolen, has there been any transactions on it recently?
VAL | [why_verify_identity] | NO | Text: Can I still access my account even if my ID verification is pending?
VAL | [pending_top_up] | YES | Text: I've just received a new card and attempted to top it up, but the transaction is still pending. Can you help me resolve this issue?
VAL | [receiving_money] | YES | Text: What steps should my friend take to transfer funds to my account?
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm still waiting for the transfer to reach the recipient's account.
VAL | [topping_up_by_card] | YES | Text: How can I add funds to my account using my credit card?
VAL | [topping_up_by_card] | YES | Text: I'd like to learn how to add funds to my account using my credit card.
VAL | [top_up_failed] | YES | Text: I recently received my card, but I'm having trouble topping it up. I'm considering canceling my account due to this issue. Can you please help me resolve this problem?
VAL | [disposable_card_limits] | YES | Text: Can you please confirm the transaction limit on my disposable card?
VAL | [card_linking] | YES | Text: If I already have a credit card with your bank, how do I go about linking it to my account?
VAL | [verify_top_up] | YES | Text: Can you please provide me with the verification code for the card I'm using to top up my account?
VAL | [card_delivery_estimate] | YES | Text: I would like to request an expedited delivery for my card.
VAL | [top_up_failed] | YES | Text: I'm experiencing issues topping up my card, as the transaction keeps getting declined. It's crucial that I resolve this issue promptly.
VAL | [card_linking] | YES | Text: Can I link a card to my account in the app?
VAL | [verify_top_up] | YES | Text: I'm having trouble locating the verification code for my top-up card, can you help me with that?
VAL | [failed_transfer] | YES | Text: Hi, I'm purchasing a starter home in London for my son Bertie and I'm attempting to transfer the 5% deposit to the agent. The amount is £200,000, but the transfer is failing. I'm concerned that if I don't resolve this issue, the house prices might rise, so could you please investigate this matter urgently?
VAL | [transaction_charged_twice] | YES | Text: I made a single purchase, but I'm seeing duplicate charges on my statement.
VAL | [card_not_working] | YES | Text: I'm having trouble making any transactions.
VAL | [topping_up_by_card] | YES | Text: Can I easily add funds to my account using my credit card?
VAL | [transaction_charged_twice] | YES | Text: I've been charged twice for the same transaction on my credit card.
VAL | [reverted_card_payment?] | YES | Text: Why was my payment reversed and credited back to my account?
VAL | [topping_up_by_card] | NO | Text: What details do I need to provide to complete a card-based transfer?
VAL | [top_up_failed] | YES | Text: Hello, I'm experiencing an issue with topping up my account using my card. I successfully used the same card two days ago, but today's attempt was unsuccessful. Could you help me resolve this issue?
VAL | [transaction_charged_twice] | YES | Text: I've been charged for the same transaction multiple times
VAL | [pending_card_payment] | NO | Text: We're looking into the status of your pending card payment. Can you please confirm the payment amount and the date it was made? This will help us investigate the delay.
VAL | [top_up_reverted] | YES | Text: Reasons for reversal of top-up transaction.
VAL | [receiving_money] | YES | Text: Can my friend transfer funds to me?
VAL | [why_verify_identity] | NO | Text: We verify your identity to ensure the security and integrity of your account and transactions.
VAL | [pending_card_payment] | NO | Text: We're looking into the status of your pending card payment. Can you please confirm the payment amount and the date it was made so we can investigate further?
