GEN | [transfer_into_account] | Orig: My account is devoid of funds. Am I permitted to submit additional money via bank transfer? -> Aug: Can I still make a deposit into my account using a bank transfer, even though my account balance is currently zero?
GEN | [beneficiary_not_allowed] | Orig: I have been trying to exchange this for crypto but the app won't work could you please help me? -> Aug: I'm having trouble sending funds to a beneficiary who is not authorized to receive them, and I'm getting an error message. Can you assist me with this issue?
GEN | [card_payment_fee_charged] | Orig: I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for? -> Aug: I'm planning a 6-week trip to France with my family, including our cat Fluffy. I recently exchanged €10,000 from a currency exchange, but I noticed a fee was applied. Can you please explain what this fee is for?
GEN | [top_up_by_bank_transfer_charge] | Orig: Can I Transfer from SWIFT? -> Aug: Can I top up my account by bank transfer and what's the charge for it?
GEN | [top_up_by_cash_or_cheque] | Orig: Will a cheque suffice? -> Aug: Can I use a cheque to top up my account?
GEN | [transfer_into_account] | Orig: I am out of money in my account and I was wondering if I could do a bank transfer is put more in it? -> Aug: I'm running low on funds in my account and I'd like to know if I can initiate a transfer to add more money to it.
GEN | [passcode_forgotten] | Orig: I don't know the code for the app. -> Aug: I've forgotten the passcode for the mobile banking app.
GEN | [direct_debit_payment_not_recognised] | Orig: Unusual direct deposit -> Aug: Unidentified direct debit payment
GEN | [exchange_rate] | Orig: How do you do exchanges? -> Aug: What is the current exchange rate?
GEN | [top_up_by_cash_or_cheque] | Orig: Who do I make a check out to if I want to top off my account? -> Aug: What is the payee's name if I wish to make a cheque payment to add funds to my account?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT Transfers available at this bank? -> Aug: Can I use bank transfer to top up my account, and what are the associated charges for this service?
GEN | [Refund_not_showing_up] | Orig: I need my refund as soon as possible. What else do I have to do? -> Aug: I'm still waiting for my refund. Can you please provide an update on the status?
GEN | [transfer_not_received_by_recipient] | Orig: I dont see my reciept -> Aug: I haven't received my transfer confirmation
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you process SWIFT transfers? -> Aug: Can you facilitate bank transfers with a charge applied?
GEN | [Refund_not_showing_up] | Orig: Why hasn't my return cleared my account? -> Aug: I'm still waiting to see the refund credited to my account.
GEN | [why_verify_identity] | Orig: What is the first step I need to make for being able to access my account? -> Aug: What is the initial step I need to take to verify my identity and access my account?
GEN | [pending_top_up] | Orig: Needed gas, been delayed for half an hour.Please fix it! -> Aug: My top-up has been delayed for 30 minutes, could you please expedite it?
GEN | [top_up_by_cash_or_cheque] | Orig: I would like to pay by cheque. -> Aug: You can also make a payment by depositing cash or cheque.
GEN | [transfer_into_account] | Orig: I have no more money in my account.  Is there a way to do a bank transfer to put money into my account? -> Aug: I'm running low on funds in my account. Can I initiate a transfer from another account to deposit money into my account?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I able to do a SWIFT transfer? -> Aug: Can I make a bank transfer to top up my account, and what are the associated charges?
GEN | [card_acceptance] | Orig: Can I pay online with my card? -> Aug: Is it possible to make an online payment using my credit/debit card?
GEN | [transfer_into_account] | Orig: My money is all gone. What ways are okay to add money to my account? -> Aug: Can you please guide me on how to deposit funds into my account?
GEN | [visa_or_mastercard] | Orig: Please give me a Mastercard instead. -> Aug: Please provide me with a Visa or Mastercard.
GEN | [disposable_card_limits] | Orig: I need several cards per day. And I need to be able to throw away all of the cards I make. -> Aug: I require a high daily limit on my disposable card, allowing me to generate multiple cards and dispose of them as needed.
GEN | [transfer_not_received_by_recipient] | Orig: Money is not in recipients account. -> Aug: The funds have not been credited to the recipient's account.
GEN | [top_up_by_card_charge] | Orig: If I were to use a European bank card for a top up, will I incur a charge? -> Aug: If I were to use a European bank card to make a top-up payment, would I be charged a fee?
GEN | [transfer_timing] | Orig: How do i transfer something faster than normal? -> Aug: Can you please let me know if there's a way to expedite the transfer process or if there's a specific timing option available for faster transfer?
GEN | [cash_withdrawal_not_recognised] | Orig: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? -> Aug: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
GEN | [top_up_by_bank_transfer_charge] | Orig: Is a SWIFT transfer acceptable? -> Aug: Can I use a SWIFT transfer to pay the top-up by bank transfer charge?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate used on your app is really bad. I'm considering closing my account because of it. -> Aug: The exchange rate applied to my recent transaction is inaccurate, and I'm seriously considering canceling my account due to this issue.
GEN | [top_up_by_bank_transfer_charge] | Orig: Would I be able to use SWIFT transfers? -> Aug: Can I use a bank transfer to top up my account, and what are the associated charges?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you receive SWIFT transfers? -> Aug: Can you accept bank transfers with a charge applied?
GEN | [lost_or_stolen_phone] | Orig: I don't have my cell phone with me so I cannot access the system to complete the transaction. -> Aug: I've misplaced my phone and can't access the system to finish the transaction.
GEN | [edit_personal_details] | Orig: I have a new email. -> Aug: I would like to update my contact information.
GEN | [card_acceptance] | Orig: Where do I pay with my debit or credit card? -> Aug: How can I use my debit or credit card to make a payment?
GEN | [declined_cash_withdrawal] | Orig: I'm trying to take money from my account but its not letting me. Help! -> Aug: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me?
GEN | [cash_withdrawal_charge] | Orig: Is there a charge for getting cash? -> Aug: Are there any fees associated with making a cash withdrawal?
GEN | [order_physical_card] | Orig: I need an actual card that I can hold in my hand, how do I do that? -> Aug: I'd like to place an order for a physical credit card, can you guide me through the process?
GEN | [top_up_limits] | Orig: It seems I need to get information on limits for top-ups. -> Aug: I'd be happy to provide details on the top-up limit requirements.
VAL | [transfer_into_account] | YES | Text: Can I still make a deposit into my account using a bank transfer, even though my account balance is currently zero?
VAL | [beneficiary_not_allowed] | YES | Text: I'm having trouble sending funds to a beneficiary who is not authorized to receive them, and I'm getting an error message. Can you assist me with this issue?
VAL | [card_payment_fee_charged] | YES | Text: I'm planning a 6-week trip to France with my family, including our cat Fluffy. I recently exchanged €10,000 from a currency exchange, but I noticed a fee was applied. Can you please explain what this fee is for?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I top up my account by bank transfer and what's the charge for it?
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I use a cheque to top up my account?
VAL | [transfer_into_account] | YES | Text: I'm running low on funds in my account and I'd like to know if I can initiate a transfer to add more money to it.
VAL | [passcode_forgotten] | YES | Text: I've forgotten the passcode for the mobile banking app.
VAL | [direct_debit_payment_not_recognised] | NO | Text: Unidentified direct debit payment
VAL | [exchange_rate] | YES | Text: What is the current exchange rate?
VAL | [top_up_by_cash_or_cheque] | YES | Text: What is the payee's name if I wish to make a cheque payment to add funds to my account?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use bank transfer to top up my account, and what are the associated charges for this service?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting for my refund. Can you please provide an update on the status?
VAL | [transfer_not_received_by_recipient] | NO | Text: I haven't received my transfer confirmation
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can you facilitate bank transfers with a charge applied?
VAL | [Refund_not_showing_up] | YES | Text: I'm still waiting to see the refund credited to my account.
VAL | [why_verify_identity] | YES | Text: What is the initial step I need to take to verify my identity and access my account?
VAL | [pending_top_up] | NO | Text: My top-up has been delayed for 30 minutes, could you please expedite it?
VAL | [top_up_by_cash_or_cheque] | NO | Text: You can also make a payment by depositing cash or cheque.
VAL | [transfer_into_account] | YES | Text: I'm running low on funds in my account. Can I initiate a transfer from another account to deposit money into my account?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Can I make a bank transfer to top up my account, and what are the associated charges?
VAL | [card_acceptance] | YES | Text: Is it possible to make an online payment using my credit/debit card?
VAL | [transfer_into_account] | YES | Text: Can you please guide me on how to deposit funds into my account?
VAL | [visa_or_mastercard] | NO | Text: Please provide me with a Visa or Mastercard.
VAL | [disposable_card_limits] | YES | Text: I require a high daily limit on my disposable card, allowing me to generate multiple cards and dispose of them as needed.
VAL | [transfer_not_received_by_recipient] | YES | Text: The funds have not been credited to the recipient's account.
VAL | [top_up_by_card_charge] | YES | Text: If I were to use a European bank card to make a top-up payment, would I be charged a fee?
VAL | [transfer_timing] | YES | Text: Can you please let me know if there's a way to expedite the transfer process or if there's a specific timing option available for faster transfer?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use a SWIFT transfer to pay the top-up by bank transfer charge?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate applied to my recent transaction is inaccurate, and I'm seriously considering canceling my account due to this issue.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use a bank transfer to top up my account, and what are the associated charges?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can you accept bank transfers with a charge applied?
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and can't access the system to finish the transaction.
VAL | [edit_personal_details] | YES | Text: I would like to update my contact information.
VAL | [card_acceptance] | YES | Text: How can I use my debit or credit card to make a payment?
VAL | [declined_cash_withdrawal] | YES | Text: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me?
VAL | [cash_withdrawal_charge] | YES | Text: Are there any fees associated with making a cash withdrawal?
VAL | [order_physical_card] | YES | Text: I'd like to place an order for a physical credit card, can you guide me through the process?
VAL | [top_up_limits] | YES | Text: I'd be happy to provide details on the top-up limit requirements.
