GEN | [lost_or_stolen_card] | Orig: I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this? -> Aug: I'm concerned that my card might have been misplaced at a store, but the staff are denying any knowledge of it. I'm getting anxious that it could be in the wrong hands. Can you help me investigate this situation?
GEN | [age_limit] | Orig: My daughter needs to open account. -> Aug: My child requires opening an account.
GEN | [supported_cards_and_currencies] | Orig: how can i transfer money from american express card -> Aug: You can transfer money from your American Express card to another account, but please note that we also support other cards such as Visa, Mastercard, and Discover, as well as various currencies like USD, EUR, JPY, and more.
GEN | [passcode_forgotten] | Orig: I forgot my code -> Aug: I've misplaced my passcode
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. -> Aug: I'm frustrated because I was surprised to be charged an unexpected fee when I withdrew cash from an ATM on a public holiday, and I wasn't informed about the fee beforehand, which would have prevented me from making the withdrawal.
GEN | [supported_cards_and_currencies] | Orig: If I top up by card, what options do I have re: currency and card type? -> Aug: We accept a range of cards and currencies for top-ups, including Visa, Mastercard, and Maestro, as well as currencies like USD, EUR, GBP, and more. What specific card type and currency are you looking to use?
GEN | [reverted_card_payment?] | Orig: I have cancelled payments to this card. -> Aug: I've reversed the payment made to this card.
GEN | [compromised_card] | Orig: My card must have used my card as there are some transactions that I haven't done myself.. -> Aug: I'm concerned that someone has accessed my card and made unauthorized transactions, as I didn't make those purchases myself.
GEN | [declined_card_payment] | Orig: I was so embarrassed. Why didn't my payment clear? -> Aug: I'm really frustrated. My payment was declined, and I don't know why.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I draw out money from your ATM during holidays, and was charged insanely. I wouldn't have done it, if i had a little sense about the shocking charges. -> Aug: I withdrew cash from your ATM during a holiday weekend and was surprised to see an incorrect exchange rate applied, resulting in an unexpected and excessive charge. If I had been aware of the rate beforehand, I would have reconsidered the transaction.
GEN | [verify_top_up] | Orig: What is the top up code for? -> Aug: Can you please confirm the purpose of the top-up code?
GEN | [verify_source_of_funds] | Orig: i need to trace a deposit -> Aug: Can you please confirm the origin of the deposit?
GEN | [cash_withdrawal_charge] | Orig: Could you explain your rules for ATM fees? -> Aug: What are the charges for withdrawing cash from an ATM using my debit card?
GEN | [pending_card_payment] | Orig: What is the cause of the delay in applying my card payment to my account? -> Aug: Why is there a delay in processing my pending card payment for my account?
GEN | [pending_cash_withdrawal] | Orig: Do you know when the withdrawal will show? -> Aug: Can you tell me when the pending cash withdrawal will be processed?
GEN | [cash_withdrawal_not_recognised] | Orig: There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though. -> Aug: We've noticed an unusual cash withdrawal on your account that doesn't match your card's activity. It seems someone else may have made a transaction using your card, and we'd like to investigate further.
GEN | [card_not_working] | Orig: Please help me!  My physical card isn't working right. -> Aug: Can you assist me? My physical credit card is not functioning properly.
GEN | [extra_charge_on_statement] | Orig: I had a dollar charged to my account that's still pending and wanted to know what the charge is for? -> Aug: I recently noticed an additional charge on my statement and I'd like to know what it's for?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I was needing you to see if the exchange rate is correct from when i got cash -> Aug: I'm trying to confirm the exchange rate for the cash withdrawal I made earlier, as I'm not sure if it's accurate.
GEN | [top_up_by_card_charge] | Orig: What options do I have when topping up a US card? -> Aug: What methods can I use to charge my US card for a top-up?
GEN | [verify_top_up] | Orig: What can I do to verify my card? -> Aug: How can I confirm my card details for a successful top-up?
GEN | [cash_withdrawal_not_recognised] | Orig: I did not get the cash that is showing up in my app. -> Aug: I'm unable to locate the cash withdrawal that's reflected in my account summary.
GEN | [compromised_card] | Orig: What do I do if I detect fraudulent use on my car? -> Aug: What do I do if I suspect unauthorized activity on my compromised card?
GEN | [extra_charge_on_statement] | Orig: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. -> Aug: I'm reviewing my statement and noticed a pending charge for £1. I'm not aware of this transaction, could you please clarify what this is for?
GEN | [apple_pay_or_google_pay] | Orig: Can I use my Apple Watch to pay for gas? -> Aug: Can I use my Apple Watch to make a payment, or do I need to use Google Pay instead?
GEN | [card_payment_not_recognised] | Orig: I've never been to that store.  That's a fraudulent charge. -> Aug: I'm not familiar with that merchant. This transaction appears to be unauthorized.
GEN | [wrong_amount_of_cash_received] | Orig: Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through. -> Aug: I'm reaching out to request a cash refund. I recently withdrew cash from an ATM, but the amount I received was incorrect. The app shows the amount I was charged, but it's not the amount I actually got.
GEN | [card_payment_not_recognised] | Orig: I don't think I made this transaction on my statement -> Aug: I'm not sure if I authorized this payment on my recent statement
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can you check the exchange rate on a cash transaction I did overseas -> Aug: I'm trying to withdraw cash abroad and I think the exchange rate was incorrect
GEN | [transfer_not_received_by_recipient] | Orig: Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out? -> Aug: I made a payment to my tenant a few days ago, but they claim they didn't receive it. I've double-checked the account number and it's correct. Can you assist me in resolving this issue?
GEN | [passcode_forgotten] | Orig: Can you lookup my password? -> Aug: I forgot my passcode and need help retrieving it.
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. -> Aug: I'm still waiting for my domestic transfer to be credited to the recipient's account. I verified the recipient's account details a few days ago, but the payment hasn't been processed yet.
GEN | [cash_withdrawal_not_recognised] | Orig: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP -> Aug: I AM UNABLE TO LOCATE A RECENT CASH WITHDRAWAL FROM MY ACCOUNT AS RECORDED IN MY ONLINE STATEMENT.
GEN | [compromised_card] | Orig: The card has suffered a security breach. -> Aug: The card's security has been compromised.
GEN | [supported_cards_and_currencies] | Orig: can i use my mastercard to add money to my account -> Aug: Can I use my Visa card to fund my account?
GEN | [card_payment_not_recognised] | Orig: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? -> Aug: I'm concerned about recent charges on my card that I don't recognize, and I'd like to put a hold on the card immediately. Can I still get a refund for the unauthorized transactions?
GEN | [change_pin] | Orig: Can I change my in at all ATM's? -> Aug: Can I modify my PIN at any ATM?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn. -> Aug: Hi, I'm concerned that I was overcharged on the cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect exchange rate being applied, otherwise I would have reconsidered the transaction.
GEN | [transfer_not_received_by_recipient] | Orig: How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately. -> Aug: I'm concerned that the transfer I sent to my friend hasn't arrived yet. Can you please look into this and let me know what's causing the delay? I'm worried she's waiting for the funds and it's taking too long.
GEN | [terminate_account] | Orig: I am not happy with your service and request that my account be terminated! -> Aug: I am extremely dissatisfied with your service and would like to request that my account be closed immediately.
VAL | [lost_or_stolen_card] | NO | Text: I'm concerned that my card might have been misplaced at a store, but the staff are denying any knowledge of it. I'm getting anxious that it could be in the wrong hands. Can you help me investigate this situation?
VAL | [age_limit] | YES | Text: My child requires opening an account.
VAL | [supported_cards_and_currencies] | NO | Text: You can transfer money from your American Express card to another account, but please note that we also support other cards such as Visa, Mastercard, and Discover, as well as various currencies like USD, EUR, JPY, and more.
VAL | [passcode_forgotten] | YES | Text: I've misplaced my passcode
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm frustrated because I was surprised to be charged an unexpected fee when I withdrew cash from an ATM on a public holiday, and I wasn't informed about the fee beforehand, which would have prevented me from making the withdrawal.
VAL | [supported_cards_and_currencies] | NO | Text: We accept a range of cards and currencies for top-ups, including Visa, Mastercard, and Maestro, as well as currencies like USD, EUR, GBP, and more. What specific card type and currency are you looking to use?
VAL | [reverted_card_payment?] | NO | Text: I've reversed the payment made to this card.
VAL | [compromised_card] | YES | Text: I'm concerned that someone has accessed my card and made unauthorized transactions, as I didn't make those purchases myself.
VAL | [declined_card_payment] | YES | Text: I'm really frustrated. My payment was declined, and I don't know why.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I withdrew cash from your ATM during a holiday weekend and was surprised to see an incorrect exchange rate applied, resulting in an unexpected and excessive charge. If I had been aware of the rate beforehand, I would have reconsidered the transaction.
VAL | [verify_top_up] | NO | Text: Can you please confirm the purpose of the top-up code?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the deposit?
VAL | [cash_withdrawal_charge] | YES | Text: What are the charges for withdrawing cash from an ATM using my debit card?
VAL | [pending_card_payment] | YES | Text: Why is there a delay in processing my pending card payment for my account?
VAL | [pending_cash_withdrawal] | YES | Text: Can you tell me when the pending cash withdrawal will be processed?
VAL | [cash_withdrawal_not_recognised] | NO | Text: We've noticed an unusual cash withdrawal on your account that doesn't match your card's activity. It seems someone else may have made a transaction using your card, and we'd like to investigate further.
VAL | [card_not_working] | YES | Text: Can you assist me? My physical credit card is not functioning properly.
VAL | [extra_charge_on_statement] | YES | Text: I recently noticed an additional charge on my statement and I'd like to know what it's for?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to confirm the exchange rate for the cash withdrawal I made earlier, as I'm not sure if it's accurate.
VAL | [top_up_by_card_charge] | YES | Text: What methods can I use to charge my US card for a top-up?
VAL | [verify_top_up] | YES | Text: How can I confirm my card details for a successful top-up?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm unable to locate the cash withdrawal that's reflected in my account summary.
VAL | [compromised_card] | YES | Text: What do I do if I suspect unauthorized activity on my compromised card?
VAL | [extra_charge_on_statement] | YES | Text: I'm reviewing my statement and noticed a pending charge for £1. I'm not aware of this transaction, could you please clarify what this is for?
VAL | [apple_pay_or_google_pay] | NO | Text: Can I use my Apple Watch to make a payment, or do I need to use Google Pay instead?
VAL | [card_payment_not_recognised] | YES | Text: I'm not familiar with that merchant. This transaction appears to be unauthorized.
VAL | [wrong_amount_of_cash_received] | YES | Text: I'm reaching out to request a cash refund. I recently withdrew cash from an ATM, but the amount I received was incorrect. The app shows the amount I was charged, but it's not the amount I actually got.
VAL | [card_payment_not_recognised] | YES | Text: I'm not sure if I authorized this payment on my recent statement
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to withdraw cash abroad and I think the exchange rate was incorrect
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a payment to my tenant a few days ago, but they claim they didn't receive it. I've double-checked the account number and it's correct. Can you assist me in resolving this issue?
VAL | [passcode_forgotten] | YES | Text: I forgot my passcode and need help retrieving it.
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm still waiting for my domestic transfer to be credited to the recipient's account. I verified the recipient's account details a few days ago, but the payment hasn't been processed yet.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I AM UNABLE TO LOCATE A RECENT CASH WITHDRAWAL FROM MY ACCOUNT AS RECORDED IN MY ONLINE STATEMENT.
VAL | [compromised_card] | YES | Text: The card's security has been compromised.
VAL | [supported_cards_and_currencies] | NO | Text: Can I use my Visa card to fund my account?
VAL | [card_payment_not_recognised] | NO | Text: I'm concerned about recent charges on my card that I don't recognize, and I'd like to put a hold on the card immediately. Can I still get a refund for the unauthorized transactions?
VAL | [change_pin] | YES | Text: Can I modify my PIN at any ATM?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: Hi, I'm concerned that I was overcharged on the cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect exchange rate being applied, otherwise I would have reconsidered the transaction.
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm concerned that the transfer I sent to my friend hasn't arrived yet. Can you please look into this and let me know what's causing the delay? I'm worried she's waiting for the funds and it's taking too long.
VAL | [terminate_account] | YES | Text: I am extremely dissatisfied with your service and would like to request that my account be closed immediately.
