GEN | [order_physical_card] | Orig: Do you ship your cards anywhere? -> Aug: Can you deliver your physical cards to any location?
GEN | [why_verify_identity] | Orig: Do you think you're asking for too much information about me? -> Aug: We're verifying your identity to ensure the security and integrity of your account. Can you understand why this is necessary?
GEN | [automatic_top_up] | Orig: I know there's an auto-top option but I can not locate it when I look? -> Aug: I'm having trouble finding the automatic top-up feature, can you help me locate it?
GEN | [passcode_forgotten] | Orig: I can't log in -> Aug: I've forgotten my passcode
GEN | [transfer_not_received_by_recipient] | Orig: I sent money to my family last Friday but they don't have it. -> Aug: I made a transfer to my family last Friday, but they haven't received it yet.
GEN | [passcode_forgotten] | Orig: I'm locked out of my account as I can't remember my code, what do I do now? -> Aug: I've forgotten my passcode and can't access my account, what are my options?
GEN | [card_arrival] | Orig: Can you help me track my card? -> Aug: Can you assist me in locating my card?
GEN | [getting_spare_card] | Orig: Am I gonna be charged for sending out more cards? -> Aug: Will I be charged for requesting additional card replacements?
GEN | [card_acceptance] | Orig: Are there businesses that don't accept this card? -> Aug: Can you tell me if there are any merchants that don't accept this particular card?
GEN | [card_delivery_estimate] | Orig: are you sending me my card? -> Aug: Can you provide an estimated delivery date for my new card?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Is there a longer processing time for international bank transfers? -> Aug: Why does it take a while for my account balance to update after an international bank transfer is made?
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I attempted to make a transfer from my account, but it was unsuccessful.
GEN | [transfer_fee_charged] | Orig: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? -> Aug: A transfer I initiated was short by a certain amount, and I need to send more funds to complete the transaction. What's the reason for the discrepancy?
GEN | [apple_pay_or_google_pay] | Orig: Can I deposit money using Apple Pay? -> Aug: Can I make a payment using Google Pay instead?
GEN | [transfer_not_received_by_recipient] | Orig: I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already. -> Aug: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Could you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
GEN | [declined_cash_withdrawal] | Orig: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. -> Aug: I apologize for the inconvenience. It seems that your card was declined for a cash withdrawal attempt at an ATM. Please check your account balance and ensure you have sufficient funds. If the issue persists, please contact our customer service team for further assistance.
GEN | [reverted_card_payment?] | Orig: What should I do if my card payment was cancelled? -> Aug: What happens if my card payment was reversed?
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top-up my account, but the funds are still pending, can you help me track the status?
GEN | [request_refund] | Orig: I want this fee reversed from my account. -> Aug: I'd like to request a refund of this fee from my account.
GEN | [transfer_not_received_by_recipient] | Orig: I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on? -> Aug: I've double-checked the account number to ensure it's correct, but the transfer I initiated within the country yesterday still hasn't been received by the recipient. Can you investigate what's causing the delay?
GEN | [pending_transfer] | Orig: Why is the transaction not posting? -> Aug: Why is the transfer still pending?
GEN | [card_linking] | Orig: I found my card that I thought I had lost, I need to reactive it, please help. -> Aug: I've located my card that I believed was misplaced, and I'd like to reactivate it. Can you assist me with the process?
GEN | [top_up_reverted] | Orig: I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that? -> Aug: I'm experiencing a problem with a recent transaction. I successfully topped up my account, but the funds were reversed, and I'm left with an empty account. Can you help me understand what happened?
GEN | [transfer_fee_charged] | Orig: Should I be seeing a fee applied for my money transfer? -> Aug: Why was a fee deducted from my transfer amount?
GEN | [transfer_not_received_by_recipient] | Orig: How long does it take for transfers to be approved?  I sent funds to my girlfriend, and she says that she has not seen any approved funds in her account. -> Aug: I'm concerned about a transfer I initiated to my partner, but they haven't received the funds yet. Can you please help me understand the processing time for approved transfers?
GEN | [topping_up_by_card] | Orig: my top up isnt there yet where do i find it -> Aug: my card top-up is still pending, where can I locate it?
GEN | [virtual_card_not_working] | Orig: My disposable virtual card got rejected -> Aug: My temporary virtual card was declined
GEN | [top_up_failed] | Orig: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? -> Aug: I attempted to make a payment using my card, but it was unsuccessful. I had successfully made a payment a few days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
GEN | [card_delivery_estimate] | Orig: What is the length of time for one of these items to come to the U.S? -> Aug: How long does it typically take for an item to be delivered to the United States?
GEN | [getting_spare_card] | Orig: Do you send more than one card? -> Aug: Can I request an additional card or a replacement card?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: I made a deposit using a cheque/cash last week, but my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect?
GEN | [beneficiary_not_allowed] | Orig: My account transfer was blocked. -> Aug: The transfer to the designated beneficiary was declined due to ineligibility.
GEN | [order_physical_card] | Orig: Card delivery services? Where? -> Aug: Can you please provide me with information on where I can get my physical credit card delivered?
GEN | [pending_cash_withdrawal] | Orig: Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money. -> Aug: Hello. I've noticed a pending transaction on my account that I didn't complete. I attempted to make a withdrawal at an ATM, but the machine declined my card. Can you please cancel this pending transaction as I didn't receive the cash and don't want it to be processed.
GEN | [get_physical_card] | Orig: I haven't been sent my new pin! -> Aug: I need to receive my physical card.
GEN | [order_physical_card] | Orig: Where do you deliver cards to? -> Aug: What is your preferred delivery address for the physical card?
GEN | [pending_transfer] | Orig: Hi I am trying to transfer money to another country but it is showing pending and it has been a long time.  I have checked numbers and they are correct.  Could you please help? -> Aug: I'm attempting to initiate an international money transfer, but the status is still showing as "pending" and it's been an extended period. I've double-checked the recipient's details and they're accurate. Could you assist me in resolving this issue?
GEN | [declined_card_payment] | Orig: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? -> Aug: Why is my payment being declined? Is there an issue with my account or card information that's causing the payment to be rejected? Can you help me resolve this issue and get my payment processed successfully?
GEN | [transfer_not_received_by_recipient] | Orig: What happens when I money transaction doesn't show up on the receiving side? -> Aug: Why hasn't the money transfer been credited to the recipient's account?
GEN | [getting_virtual_card] | Orig: Is there an alternative to a physical card? -> Aug: Can I get a virtual card instead of a physical one?
VAL | [order_physical_card] | NO | Text: Can you deliver your physical cards to any location?
VAL | [why_verify_identity] | NO | Text: We're verifying your identity to ensure the security and integrity of your account. Can you understand why this is necessary?
VAL | [automatic_top_up] | YES | Text: I'm having trouble finding the automatic top-up feature, can you help me locate it?
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a transfer to my family last Friday, but they haven't received it yet.
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and can't access my account, what are my options?
VAL | [card_arrival] | NO | Text: Can you assist me in locating my card?
VAL | [getting_spare_card] | YES | Text: Will I be charged for requesting additional card replacements?
VAL | [card_acceptance] | YES | Text: Can you tell me if there are any merchants that don't accept this particular card?
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimated delivery date for my new card?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: Why does it take a while for my account balance to update after an international bank transfer is made?
VAL | [failed_transfer] | YES | Text: I attempted to make a transfer from my account, but it was unsuccessful.
VAL | [transfer_fee_charged] | NO | Text: A transfer I initiated was short by a certain amount, and I need to send more funds to complete the transaction. What's the reason for the discrepancy?
VAL | [apple_pay_or_google_pay] | NO | Text: Can I make a payment using Google Pay instead?
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Could you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
VAL | [declined_cash_withdrawal] | NO | Text: I apologize for the inconvenience. It seems that your card was declined for a cash withdrawal attempt at an ATM. Please check your account balance and ensure you have sufficient funds. If the issue persists, please contact our customer service team for further assistance.
VAL | [reverted_card_payment?] | YES | Text: What happens if my card payment was reversed?
VAL | [pending_top_up] | YES | Text: I made a payment to top-up my account, but the funds are still pending, can you help me track the status?
VAL | [request_refund] | YES | Text: I'd like to request a refund of this fee from my account.
VAL | [transfer_not_received_by_recipient] | YES | Text: I've double-checked the account number to ensure it's correct, but the transfer I initiated within the country yesterday still hasn't been received by the recipient. Can you investigate what's causing the delay?
VAL | [pending_transfer] | NO | Text: Why is the transfer still pending?
VAL | [card_linking] | YES | Text: I've located my card that I believed was misplaced, and I'd like to reactivate it. Can you assist me with the process?
VAL | [top_up_reverted] | YES | Text: I'm experiencing a problem with a recent transaction. I successfully topped up my account, but the funds were reversed, and I'm left with an empty account. Can you help me understand what happened?
VAL | [transfer_fee_charged] | NO | Text: Why was a fee deducted from my transfer amount?
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm concerned about a transfer I initiated to my partner, but they haven't received the funds yet. Can you please help me understand the processing time for approved transfers?
VAL | [topping_up_by_card] | YES | Text: my card top-up is still pending, where can I locate it?
VAL | [virtual_card_not_working] | YES | Text: My temporary virtual card was declined
VAL | [top_up_failed] | NO | Text: I attempted to make a payment using my card, but it was unsuccessful. I had successfully made a payment a few days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
VAL | [card_delivery_estimate] | NO | Text: How long does it typically take for an item to be delivered to the United States?
VAL | [getting_spare_card] | NO | Text: Can I request an additional card or a replacement card?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a deposit using a cheque/cash last week, but my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect?
VAL | [beneficiary_not_allowed] | NO | Text: The transfer to the designated beneficiary was declined due to ineligibility.
VAL | [order_physical_card] | YES | Text: Can you please provide me with information on where I can get my physical credit card delivered?
VAL | [pending_cash_withdrawal] | YES | Text: Hello. I've noticed a pending transaction on my account that I didn't complete. I attempted to make a withdrawal at an ATM, but the machine declined my card. Can you please cancel this pending transaction as I didn't receive the cash and don't want it to be processed.
VAL | [get_physical_card] | NO | Text: I need to receive my physical card.
VAL | [order_physical_card] | YES | Text: What is your preferred delivery address for the physical card?
VAL | [pending_transfer] | YES | Text: I'm attempting to initiate an international money transfer, but the status is still showing as "pending" and it's been an extended period. I've double-checked the recipient's details and they're accurate. Could you assist me in resolving this issue?
VAL | [declined_card_payment] | YES | Text: Why is my payment being declined? Is there an issue with my account or card information that's causing the payment to be rejected? Can you help me resolve this issue and get my payment processed successfully?
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't the money transfer been credited to the recipient's account?
VAL | [getting_virtual_card] | YES | Text: Can I get a virtual card instead of a physical one?
