GEN | [card_payment_fee_charged] | Orig: Is there an allowance on cards? -> Aug: Are there any exceptions or waivers for card payment fees?
GEN | [transfer_fee_charged] | Orig: I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account? -> Aug: I'm concerned about the unexpected charges on my statement. I recently assisted friends in relocating to Japan and made purchases at local stores, but the receipts didn't match the amounts reflected in my account. Can you clarify when I can expect the extra fees to be credited back to my account?
GEN | [extra_charge_on_statement] | Orig: What is the dollar that I have pending on my statement there? -> Aug: Can you please explain the additional charge I see on my statement?
GEN | [getting_spare_card] | Orig: What's the limit on total number of cards I can have? -> Aug: Can I have a spare card issued to me, and what's the maximum number of cards I'm allowed to have?
GEN | [pending_transfer] | Orig: Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it? -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm starting to get frustrated. It's surprising that international transfers can take so long in this day and age.
GEN | [declined_cash_withdrawal] | Orig: I can't get any money from my account. -> Aug: I'm unable to withdraw cash from my account.
GEN | [card_payment_fee_charged] | Orig: Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before. -> Aug: Can you inform me when you're going to charge extra for payments? I recently checked the app and noticed an additional fee on one of the transactions that I wasn't aware of beforehand.
GEN | [pending_transfer] | Orig: I have an outgoing transfer -> Aug: I have a pending outgoing transfer
GEN | [reverted_card_payment?] | Orig: Was my transaction reverted with my card? -> Aug: Did my card payment get reversed?
GEN | [reverted_card_payment?] | Orig: I tried to buy something online but my funds were transferred back to my account. What is happening? -> Aug: Why did the payment I made online get reversed and credited back to my account?
GEN | [exchange_charge] | Orig: Do I have to pay more for exchanges? -> Aug: Are there additional fees for exchanging an item?
GEN | [top_up_by_card_charge] | Orig: I topped off my card is that something you will charge me for? -> Aug: I'm wondering if I'll be charged for topping up my card?
GEN | [exchange_via_app] | Orig: My plans may change so I may need to change from GBP to AUD. -> Aug: My travel plans are subject to change, and I might need to convert my currency from GBP to AUD.
GEN | [declined_transfer] | Orig: I'm trying to move money from my account to elsewhere, but it's giving me an error message. -> Aug: I'm attempting to initiate a transfer from my account to another account, but the transaction is being declined.
GEN | [virtual_card_not_working] | Orig: I tried to use my disposable virtual card to pay a subscription to the gym and it got rejected. Any ideas why? -> Aug: I attempted to utilize my temporary virtual card to settle a recurring payment for a fitness membership, but it was declined. Can you help me identify the issue?
GEN | [compromised_card] | Orig: Should I order a new card before I freeze my original one? -> Aug: Should I request a replacement card before I put a hold on my compromised card?
GEN | [pending_cash_withdrawal] | Orig: I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received. -> Aug: I attempted to withdraw cash, but the ATM was malfunctioning. The transaction appears to be pending. Could you investigate the issue and ensure I'm not charged for the unprocessed withdrawal?
GEN | [top_up_by_cash_or_cheque] | Orig: Do you accept cash? -> Aug: Can I top up my account by cash or cheque?
GEN | [passcode_forgotten] | Orig: My passcode is not being accepted -> Aug: I'm having trouble remembering my passcode
GEN | [card_linking] | Orig: If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it? -> Aug: If I locate a lost card, do I need to cancel it or can I reactivate it and continue using it?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: An overseas cash transfer did not work correctly -> Aug: The exchange rate used for the cash withdrawal was incorrect.
GEN | [extra_charge_on_statement] | Orig: What is the $1 transaction on my account? -> Aug: Can you please explain the additional charge I see on my statement?
GEN | [transfer_not_received_by_recipient] | Orig: Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through? -> Aug: Hi - I initiated a transfer to my new landlord, but it's showing as pending on my end, but the recipient hasn't received it. The transfer amount is correct. Can you please investigate and let me know when it will be credited to their account?
GEN | [top_up_reverted] | Orig: It's only been a few weeks my my top-up got cancelled -> Aug: My recent top-up reversal was processed just a few weeks ago
GEN | [card_payment_not_recognised] | Orig: i disagree with a charge -> Aug: I'm disputing a transaction on my account
GEN | [receiving_money] | Orig: My friend would like to send me money. What are the options available to them? -> Aug: My friend wants to transfer funds to me. What methods can they use to do so?
GEN | [balance_not_updated_after_bank_transfer] | Orig: What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good. -> Aug: I've recently made a bank transfer and my account balance hasn't been updated yet. Can you please let me know when I can expect the transfer to reflect in my account?
GEN | [supported_cards_and_currencies] | Orig: Can I electronically transfer funds into my account from my American Express? -> Aug: Can I make an electronic transfer into my account using my American Express card?
GEN | [pending_card_payment] | Orig: My card has been pending for a while, what should I do? -> Aug: My payment is still pending on my card, what's the next step?
GEN | [declined_transfer] | Orig: I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate. -> Aug: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
GEN | [passcode_forgotten] | Orig: Please help me.  I don't know my code to get into the app. -> Aug: I've forgotten my passcode and need assistance to regain access to the app.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Do you guys accept cash? Because i deposited some this morning and I can't see it in my account. -> Aug: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
GEN | [fiat_currency_support] | Orig: Does my account have the option to hold multiple currencies? -> Aug: Can I hold multiple fiat currencies in my account?
GEN | [virtual_card_not_working] | Orig: Can I use my virtual card for recurring monthly payments? -> Aug: I'm trying to set up a recurring payment using my virtual card, but it's not working. Can you help me troubleshoot the issue?
GEN | [transfer_fee_charged] | Orig: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? -> Aug: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. -> Aug: I'm checking on the status of your recent transfer from France. Can you please confirm the transfer details and the expected update time for your account balance?
VAL | [card_payment_fee_charged] | NO | Text: Are there any exceptions or waivers for card payment fees?
VAL | [transfer_fee_charged] | NO | Text: I'm concerned about the unexpected charges on my statement. I recently assisted friends in relocating to Japan and made purchases at local stores, but the receipts didn't match the amounts reflected in my account. Can you clarify when I can expect the extra fees to be credited back to my account?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional charge I see on my statement?
VAL | [getting_spare_card] | NO | Text: Can I have a spare card issued to me, and what's the maximum number of cards I'm allowed to have?
VAL | [pending_transfer] | NO | Text: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm starting to get frustrated. It's surprising that international transfers can take so long in this day and age.
VAL | [declined_cash_withdrawal] | YES | Text: I'm unable to withdraw cash from my account.
VAL | [card_payment_fee_charged] | YES | Text: Can you inform me when you're going to charge extra for payments? I recently checked the app and noticed an additional fee on one of the transactions that I wasn't aware of beforehand.
VAL | [pending_transfer] | YES | Text: I have a pending outgoing transfer
VAL | [reverted_card_payment?] | YES | Text: Did my card payment get reversed?
VAL | [reverted_card_payment?] | YES | Text: Why did the payment I made online get reversed and credited back to my account?
VAL | [exchange_charge] | YES | Text: Are there additional fees for exchanging an item?
VAL | [top_up_by_card_charge] | YES | Text: I'm wondering if I'll be charged for topping up my card?
VAL | [exchange_via_app] | NO | Text: My travel plans are subject to change, and I might need to convert my currency from GBP to AUD.
VAL | [declined_transfer] | YES | Text: I'm attempting to initiate a transfer from my account to another account, but the transaction is being declined.
VAL | [virtual_card_not_working] | YES | Text: I attempted to utilize my temporary virtual card to settle a recurring payment for a fitness membership, but it was declined. Can you help me identify the issue?
VAL | [compromised_card] | YES | Text: Should I request a replacement card before I put a hold on my compromised card?
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash, but the ATM was malfunctioning. The transaction appears to be pending. Could you investigate the issue and ensure I'm not charged for the unprocessed withdrawal?
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I top up my account by cash or cheque?
VAL | [passcode_forgotten] | NO | Text: I'm having trouble remembering my passcode
VAL | [card_linking] | YES | Text: If I locate a lost card, do I need to cancel it or can I reactivate it and continue using it?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate used for the cash withdrawal was incorrect.
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional charge I see on my statement?
VAL | [transfer_not_received_by_recipient] | YES | Text: Hi - I initiated a transfer to my new landlord, but it's showing as pending on my end, but the recipient hasn't received it. The transfer amount is correct. Can you please investigate and let me know when it will be credited to their account?
VAL | [top_up_reverted] | YES | Text: My recent top-up reversal was processed just a few weeks ago
VAL | [card_payment_not_recognised] | NO | Text: I'm disputing a transaction on my account
VAL | [receiving_money] | YES | Text: My friend wants to transfer funds to me. What methods can they use to do so?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I've recently made a bank transfer and my account balance hasn't been updated yet. Can you please let me know when I can expect the transfer to reflect in my account?
VAL | [supported_cards_and_currencies] | NO | Text: Can I make an electronic transfer into my account using my American Express card?
VAL | [pending_card_payment] | YES | Text: My payment is still pending on my card, what's the next step?
VAL | [declined_transfer] | YES | Text: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and need assistance to regain access to the app.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
VAL | [fiat_currency_support] | YES | Text: Can I hold multiple fiat currencies in my account?
VAL | [virtual_card_not_working] | YES | Text: I'm trying to set up a recurring payment using my virtual card, but it's not working. Can you help me troubleshoot the issue?
VAL | [transfer_fee_charged] | YES | Text: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm checking on the status of your recent transfer from France. Can you please confirm the transfer details and the expected update time for your account balance?
