GEN | [lost_or_stolen_phone] | Orig: hello I have lost my phone and I'm worried someone's going to steal money from me -> Aug: I've misplaced my phone and I'm concerned that someone might access my account and steal my money.
GEN | [lost_or_stolen_phone] | Orig: I have lost my phone or it has been stolen. -> Aug: I've misplaced my phone, or it's been stolen.
GEN | [country_support] | Orig: How do I find out what countries you service and what countries you do not? -> Aug: What are the countries you support and which ones do you not support?
GEN | [country_support] | Orig: Where are you present globally? -> Aug: What countries do you operate in?
GEN | [card_arrival] | Orig: can you share card tracking number? -> Aug: can you provide the tracking number for my card arrival?
GEN | [declined_transfer] | Orig: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? -> Aug: Hello. I've been experiencing issues with my credit card being declined, both last night and today when trying to make a purchase. Can you please check the status of my card?
GEN | [lost_or_stolen_card] | Orig: I lost my wallet and all my cards were in it. -> Aug: I misplaced my wallet and all my credit cards were inside.
GEN | [lost_or_stolen_phone] | Orig: Can my account me accessed by a thief?  I was mugged. -> Aug: Can my account be accessed by a thief? I had my phone stolen.
GEN | [direct_debit_payment_not_recognised] | Orig: what is the word? -> Aug: We've received a notification that a direct debit payment has not been recognised in your account.
GEN | [supported_cards_and_currencies] | Orig: Do you have a list of cards and currencies you support? -> Aug: We accept a range of cards and currencies, including Visa, Mastercard, American Express, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
GEN | [lost_or_stolen_phone] | Orig: My phone has been lost or stolen -> Aug: I've misplaced or had my phone stolen
GEN | [lost_or_stolen_phone] | Orig: I got mugged yesterday and they took everything. I can't use the app, so I need some help. -> Aug: I had my phone stolen during a mugging yesterday and I'm unable to access the app. Can you assist me?
GEN | [country_support] | Orig: I live in Germany. Is that one of the countries you are in? What other countries are you in? -> Aug: I reside in Germany. Are you a financial institution that operates in Germany? Can you also provide information on the other countries you support?
GEN | [card_arrival] | Orig: I would like to track the card you sent to me. -> Aug: I'd like to confirm the status of the card that was mailed to me.
GEN | [direct_debit_payment_not_recognised] | Orig: hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent. -> Aug: I'm concerned about a suspicious transaction on my account. I've noticed a direct debit payment that I didn't authorise, and I'm worried it might be a case of identity theft. The payment was made to a store that's not local to me, and I urgently need to resolve this issue to avoid any financial difficulties.
GEN | [card_arrival] | Orig: Was there a way for me to get tracking for that? -> Aug: Could you please provide me with the tracking information for my card arrival?
GEN | [supported_cards_and_currencies] | Orig: What are the various currencies and cards that you offer support for? -> Aug: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, Discover, and Diners Club, as well as popular digital wallets like Apple Pay, Google Pay, and Samsung Pay. Additionally, we support various currencies such as USD, EUR, JPY, GBP, AUD, CAD, and many more.
GEN | [declined_card_payment] | Orig: Hi, is everything in good standing with my card? I am receiving multiple "decline" messages. -> Aug: We've noticed that your recent payment attempt was declined. Can you please check your card details to ensure everything is up to date and within your available balance?
GEN | [lost_or_stolen_phone] | Orig: I can't use the app because I got mugged yesterday and they took everything. I need some help. -> Aug: I'm having trouble accessing my account because my phone was stolen during a mugging incident yesterday and I'm in need of assistance.
GEN | [lost_or_stolen_phone] | Orig: I was mugged.  They took everything.  I can't use the app.  What do I do? -> Aug: I had my phone stolen during a robbery. The thief took my device and I'm unable to access the app. Can you help me with this issue?
GEN | [supported_cards_and_currencies] | Orig: Can you tell me what cards and currencies you support? -> Aug: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, and Discover, as well as USD, EUR, JPY, and many others.
GEN | [exchange_rate] | Orig: What is the exchange looking like? -> Aug: What is the current exchange rate?
GEN | [card_arrival] | Orig: Can you tell me if I can track the card you sent me? -> Aug: Can you provide me with the status of the card you dispatched to me?
GEN | [lost_or_stolen_card] | Orig: Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP. -> Aug: Hi, I'm currently in Spain on vacation and my bag was stolen, which contained my phone, wallet, and cards. Can you please block my card immediately and arrange for a replacement as soon as possible?
GEN | [country_support] | Orig: How do I know which countries you provide service in? -> Aug: Which countries do you operate in, and can I get a list of the countries you support?
GEN | [verify_top_up] | Orig: What's a verification code? -> Aug: What's the verification code for my top-up?
GEN | [card_arrival] | Orig: Was there a number to track that I could get? -> Aug: Can I get a tracking number for my card arrival?
GEN | [lost_or_stolen_phone] | Orig: I can't use the app because I got mugged yesterday and they took everything. Please help. -> Aug: I'm having trouble accessing my account because my phone was stolen during a robbery yesterday. Can you assist me?
GEN | [card_acceptance] | Orig: WHAT IS THE ATMOSPHERE OF IT -> Aug: What is the acceptance of my card at the ATM?
GEN | [lost_or_stolen_phone] | Orig: Help me.  My phone has been lost or stolen! -> Aug: My phone has gone missing and I'm worried it might have been stolen!
GEN | [lost_or_stolen_phone] | Orig: My bag was stolen from me yesterday, so I can't use any apps or anything. I need some help. -> Aug: My phone was taken from my bag yesterday, and I'm unable to access any apps or services. I require assistance.
GEN | [lost_or_stolen_phone] | Orig: my phone has been stolen by someone -> Aug: my phone has been taken by an unknown person
GEN | [lost_or_stolen_phone] | Orig: I need help- I got mugged yesterday and they took everything so I can't use the app. -> Aug: I'm in a bit of a bind - I was robbed yesterday and they took my phone, so I'm unable to access the app.
GEN | [lost_or_stolen_phone] | Orig: What should I do if someone stole my phone? -> Aug: What should I do if my phone was stolen?
GEN | [lost_or_stolen_phone] | Orig: Yesterday I had my phone stolen.  Please advise what I should do. -> Aug: My phone was stolen yesterday, and I'd appreciate guidance on what I should do next.
GEN | [verify_top_up] | Orig: What is the verification process used for? -> Aug: What is the purpose of the top-up verification process?
GEN | [fiat_currency_support] | Orig: I would like to know which fiat currencies are recognized by your organization. -> Aug: I'd like to inquire about the list of supported fiat currencies accepted by your institution.
GEN | [lost_or_stolen_phone] | Orig: My phone is missing. -> Aug: My phone has gone missing.
GEN | [verify_top_up] | Orig: I'm being asked for a verification code. Where do I find it? -> Aug: I'm trying to complete a top-up process, but I need a verification code. Can you please guide me on how to obtain it?
GEN | [lost_or_stolen_phone] | Orig: phone is gone -> Aug: my phone has vanished
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone and I'm concerned that someone might access my account and steal my money.
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced my phone, or it's been stolen.
VAL | [country_support] | YES | Text: What are the countries you support and which ones do you not support?
VAL | [country_support] | NO | Text: What countries do you operate in?
VAL | [card_arrival] | YES | Text: can you provide the tracking number for my card arrival?
VAL | [declined_transfer] | YES | Text: Hello. I've been experiencing issues with my credit card being declined, both last night and today when trying to make a purchase. Can you please check the status of my card?
VAL | [lost_or_stolen_card] | NO | Text: I misplaced my wallet and all my credit cards were inside.
VAL | [lost_or_stolen_phone] | YES | Text: Can my account be accessed by a thief? I had my phone stolen.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment has not been recognised in your account.
VAL | [supported_cards_and_currencies] | NO | Text: We accept a range of cards and currencies, including Visa, Mastercard, American Express, and more. Can I provide you with a comprehensive list of our supported cards and currencies?
VAL | [lost_or_stolen_phone] | YES | Text: I've misplaced or had my phone stolen
VAL | [lost_or_stolen_phone] | YES | Text: I had my phone stolen during a mugging yesterday and I'm unable to access the app. Can you assist me?
VAL | [country_support] | NO | Text: I reside in Germany. Are you a financial institution that operates in Germany? Can you also provide information on the other countries you support?
VAL | [card_arrival] | YES | Text: I'd like to confirm the status of the card that was mailed to me.
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about a suspicious transaction on my account. I've noticed a direct debit payment that I didn't authorise, and I'm worried it might be a case of identity theft. The payment was made to a store that's not local to me, and I urgently need to resolve this issue to avoid any financial difficulties.
VAL | [card_arrival] | YES | Text: Could you please provide me with the tracking information for my card arrival?
VAL | [supported_cards_and_currencies] | YES | Text: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, Discover, and Diners Club, as well as popular digital wallets like Apple Pay, Google Pay, and Samsung Pay. Additionally, we support various currencies such as USD, EUR, JPY, GBP, AUD, CAD, and many more.
VAL | [declined_card_payment] | NO | Text: We've noticed that your recent payment attempt was declined. Can you please check your card details to ensure everything is up to date and within your available balance?
VAL | [lost_or_stolen_phone] | YES | Text: I'm having trouble accessing my account because my phone was stolen during a mugging incident yesterday and I'm in need of assistance.
VAL | [lost_or_stolen_phone] | YES | Text: I had my phone stolen during a robbery. The thief took my device and I'm unable to access the app. Can you help me with this issue?
VAL | [supported_cards_and_currencies] | YES | Text: We accept a wide range of cards and currencies, including Visa, Mastercard, American Express, and Discover, as well as USD, EUR, JPY, and many others.
VAL | [exchange_rate] | YES | Text: What is the current exchange rate?
VAL | [card_arrival] | YES | Text: Can you provide me with the status of the card you dispatched to me?
VAL | [lost_or_stolen_card] | YES | Text: Hi, I'm currently in Spain on vacation and my bag was stolen, which contained my phone, wallet, and cards. Can you please block my card immediately and arrange for a replacement as soon as possible?
VAL | [country_support] | YES | Text: Which countries do you operate in, and can I get a list of the countries you support?
VAL | [verify_top_up] | NO | Text: What's the verification code for my top-up?
VAL | [card_arrival] | NO | Text: Can I get a tracking number for my card arrival?
VAL | [lost_or_stolen_phone] | YES | Text: I'm having trouble accessing my account because my phone was stolen during a robbery yesterday. Can you assist me?
VAL | [card_acceptance] | YES | Text: What is the acceptance of my card at the ATM?
VAL | [lost_or_stolen_phone] | YES | Text: My phone has gone missing and I'm worried it might have been stolen!
VAL | [lost_or_stolen_phone] | YES | Text: My phone was taken from my bag yesterday, and I'm unable to access any apps or services. I require assistance.
VAL | [lost_or_stolen_phone] | YES | Text: my phone has been taken by an unknown person
VAL | [lost_or_stolen_phone] | YES | Text: I'm in a bit of a bind - I was robbed yesterday and they took my phone, so I'm unable to access the app.
VAL | [lost_or_stolen_phone] | YES | Text: What should I do if my phone was stolen?
VAL | [lost_or_stolen_phone] | YES | Text: My phone was stolen yesterday, and I'd appreciate guidance on what I should do next.
VAL | [verify_top_up] | NO | Text: What is the purpose of the top-up verification process?
VAL | [fiat_currency_support] | YES | Text: I'd like to inquire about the list of supported fiat currencies accepted by your institution.
VAL | [lost_or_stolen_phone] | YES | Text: My phone has gone missing.
VAL | [verify_top_up] | NO | Text: I'm trying to complete a top-up process, but I need a verification code. Can you please guide me on how to obtain it?
VAL | [lost_or_stolen_phone] | YES | Text: my phone has vanished
