GEN | [extra_charge_on_statement] | Orig: What does the €1 fee mean? -> Aug: You're referring to the extra charge on your statement? It's a one-time fee for a specific service or transaction.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate for my card payment doesn't seem right. -> Aug: The exchange rate applied to my card transaction appears to be incorrect.
GEN | [card_payment_fee_charged] | Orig: I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this? -> Aug: I'm trying to understand why I was charged a fee for using my card. Could you please clarify the circumstances under which this fee is applied? I'd like to know more about the occasions when I'm charged for these fees.
GEN | [card_payment_fee_charged] | Orig: What are these fees i am paying? -> Aug: I'm happy to help you understand the fees associated with your recent card payment. Can you please provide me with your transaction details so I can assist you further?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why is the exchange rate on my card wrong? -> Aug: The exchange rate applied to my card payment is incorrect.
GEN | [transfer_fee_charged] | Orig: I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving. -> Aug: I've been using my card for international transactions and I'm concerned about the extra fees being charged. Can you explain why this is happening? I've always been a loyal customer, but this is making me reconsider my loyalty.
GEN | [extra_charge_on_statement] | Orig: what was the $1 fee i got -> Aug: what is the additional charge I noticed on my statement?
GEN | [extra_charge_on_statement] | Orig: What is this €1 charge? -> Aug: We noticed an additional €1 charge on your recent statement. Can you please clarify what this extra fee is for?
GEN | [extra_charge_on_statement] | Orig: Where did the  €1 fee in my statement come from -> Aug: Can you explain the €1 charge on my recent statement?
GEN | [extra_charge_on_statement] | Orig: What is this extra €1 fee about? -> Aug: A charge has been added to your statement, can you tell me more about it?
GEN | [card_payment_fee_charged] | Orig: Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here? -> Aug: Hello! I'm a bit confused - I was charged an unexpected fee on my recent online purchase. Could you please clarify if there are any additional fees associated with using my card for transactions? I'd appreciate any insight you can provide.
GEN | [card_payment_fee_charged] | Orig: I think a fee was applied for paying with a card. -> Aug: I believe a payment processing fee was added to my transaction when I used my card.
GEN | [extra_charge_on_statement] | Orig: What is the extra €1 on my statement for? -> Aug: Can you please explain the additional €1 charge on my recent statement?
GEN | [extra_charge_on_statement] | Orig: Why has my card been charged an extra pound? -> Aug: I've noticed an unexpected extra charge on my statement. Can you explain why?
GEN | [card_payment_fee_charged] | Orig: I had to pay money for paying with my card. -> Aug: I was charged a fee for using my credit card.
GEN | [card_payment_wrong_exchange_rate] | Orig: Why is the exchange rate on my card payment different than I expected? -> Aug: I'm confused about the exchange rate applied to my card payment, as it's not matching the rate I was expecting.
GEN | [card_payment_fee_charged] | Orig: Explain the extra fee on my card when paying. -> Aug: A fee was charged on my card for the transaction. Can you tell me why?
GEN | [extra_charge_on_statement] | Orig: Why is there a 1 euro fee on my statement? -> Aug: We noticed an additional charge on your recent statement. Can you please clarify what this extra fee is for?
GEN | [extra_charge_on_statement] | Orig: Why is there a €1 charge on my statement? -> Aug: We noticed an additional €1 fee on your recent statement. Can you please clarify what this charge is for?
GEN | [card_payment_fee_charged] | Orig: I don't think I should have been charged a fee to use my card. -> Aug: I'm surprised to see a fee applied to my recent card transaction.
GEN | [card_payment_fee_charged] | Orig: Why was the price higher when I paid with my card? -> Aug: Why was there an additional charge when I used my credit card to make the payment?
GEN | [card_payment_fee_charged] | Orig: Why are you charging me fees for using my card? -> Aug: I'm showing a fee for the transaction on your card statement. Can you please clarify what you're referring to?
GEN | [card_payment_fee_charged] | Orig: You advertise no fee when paying with a card then my statement shows a fee. -> Aug: You claim there's no fee for card payments, but I've been charged one on my latest statement.
GEN | [card_payment_fee_charged] | Orig: I don't understand why I'm being charged for using my card. -> Aug: I'm confused about the fee associated with my recent card transaction.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: My rate is not right when I used my card in a different country's money. -> Aug: The exchange rate for the cash withdrawal was incorrect when I used my card in a foreign country.
GEN | [transfer_fee_charged] | Orig: I just moved overseas and I noticed that you are charging me more fees.  I am a loyal customer, is this how you expect to keep customers? -> Aug: I've recently relocated abroad and I'm surprised to see that I'm being charged higher transfer fees. As a long-time customer, I'm concerned that this might not be the best way to retain my business.
GEN | [card_payment_fee_charged] | Orig: Why am I charged a fee when using my debit or credit card? -> Aug: You're being charged a fee for using your debit or credit card for a transaction. Can you please confirm the type of card you're using and the transaction amount to help me better assist you?
GEN | [extra_charge_on_statement] | Orig: What is the fee on my statement for? -> Aug: Can you please explain the additional charge I see on my statement?
GEN | [card_payment_fee_charged] | Orig: tell me why I was charged more with my card? -> Aug: Can you please explain why I was charged a payment fee on my recent card transaction?
GEN | [card_payment_fee_charged] | Orig: Please tell me why I was charged additionally when I used the card. -> Aug: Please explain why I was charged a payment fee when I made a transaction using my card.
GEN | [card_payment_wrong_exchange_rate] | Orig: I am not receiving the correct exchange rate on my card. -> Aug: The exchange rate applied to my card payment is incorrect.
GEN | [card_payment_wrong_exchange_rate] | Orig: I think the exchange rate on my card payment is incorrect. -> Aug: I'm concerned that the exchange rate applied to my card transaction is not accurate.
GEN | [card_payment_fee_charged] | Orig: Why was I charged a fee for using my card -> Aug: I was surprised to see a fee on my statement for using my credit/debit card for the transaction.
GEN | [card_payment_fee_charged] | Orig: Why am I being a charged for using my card? -> Aug: You're being charged a payment fee for using your card.
GEN | [transaction_charged_twice] | Orig: Why am I being charged for the same thing twice? -> Aug: I've been double-charged for the same transaction, can you help me resolve this issue?
GEN | [card_payment_fee_charged] | Orig: I wanted to know why i got an additional fee when i use my card. -> Aug: I'm curious about the extra charge I saw on my statement for using my credit card.
GEN | [order_physical_card] | Orig: how much does a card cost and why do you charge me -> Aug: What is the cost of a physical card, and why do you charge for it?
GEN | [card_payment_fee_charged] | Orig: I used my card and there was a fee -> Aug: I made a payment using my card, but I was charged a fee
GEN | [card_payment_fee_charged] | Orig: Why did I get charged a fee on my card? -> Aug: I was surprised to see a fee deducted from my card; can you explain why?
VAL | [extra_charge_on_statement] | NO | Text: You're referring to the extra charge on your statement? It's a one-time fee for a specific service or transaction.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate applied to my card transaction appears to be incorrect.
VAL | [card_payment_fee_charged] | UNKNOWN | Text: I'm trying to understand why I was charged a fee for using my card. Could you please clarify the circumstances under which this fee is applied? I'd like to know more about the occasions when I'm charged for these fees.
VAL | [card_payment_fee_charged] | NO | Text: I'm happy to help you understand the fees associated with your recent card payment. Can you please provide me with your transaction details so I can assist you further?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate applied to my card payment is incorrect.
VAL | [transfer_fee_charged] | NO | Text: I've been using my card for international transactions and I'm concerned about the extra fees being charged. Can you explain why this is happening? I've always been a loyal customer, but this is making me reconsider my loyalty.
VAL | [extra_charge_on_statement] | YES | Text: what is the additional charge I noticed on my statement?
VAL | [extra_charge_on_statement] | YES | Text: We noticed an additional €1 charge on your recent statement. Can you please clarify what this extra fee is for?
VAL | [extra_charge_on_statement] | YES | Text: Can you explain the €1 charge on my recent statement?
VAL | [extra_charge_on_statement] | NO | Text: A charge has been added to your statement, can you tell me more about it?
VAL | [card_payment_fee_charged] | YES | Text: Hello! I'm a bit confused - I was charged an unexpected fee on my recent online purchase. Could you please clarify if there are any additional fees associated with using my card for transactions? I'd appreciate any insight you can provide.
VAL | [card_payment_fee_charged] | YES | Text: I believe a payment processing fee was added to my transaction when I used my card.
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional €1 charge on my recent statement?
VAL | [extra_charge_on_statement] | YES | Text: I've noticed an unexpected extra charge on my statement. Can you explain why?
VAL | [card_payment_fee_charged] | YES | Text: I was charged a fee for using my credit card.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm confused about the exchange rate applied to my card payment, as it's not matching the rate I was expecting.
VAL | [card_payment_fee_charged] | NO | Text: A fee was charged on my card for the transaction. Can you tell me why?
VAL | [extra_charge_on_statement] | NO | Text: We noticed an additional charge on your recent statement. Can you please clarify what this extra fee is for?
VAL | [extra_charge_on_statement] | YES | Text: We noticed an additional €1 fee on your recent statement. Can you please clarify what this charge is for?
VAL | [card_payment_fee_charged] | YES | Text: I'm surprised to see a fee applied to my recent card transaction.
VAL | [card_payment_fee_charged] | NO | Text: Why was there an additional charge when I used my credit card to make the payment?
VAL | [card_payment_fee_charged] | NO | Text: I'm showing a fee for the transaction on your card statement. Can you please clarify what you're referring to?
VAL | [card_payment_fee_charged] | YES | Text: You claim there's no fee for card payments, but I've been charged one on my latest statement.
VAL | [card_payment_fee_charged] | NO | Text: I'm confused about the fee associated with my recent card transaction.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate for the cash withdrawal was incorrect when I used my card in a foreign country.
VAL | [transfer_fee_charged] | NO | Text: I've recently relocated abroad and I'm surprised to see that I'm being charged higher transfer fees. As a long-time customer, I'm concerned that this might not be the best way to retain my business.
VAL | [card_payment_fee_charged] | NO | Text: You're being charged a fee for using your debit or credit card for a transaction. Can you please confirm the type of card you're using and the transaction amount to help me better assist you?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional charge I see on my statement?
VAL | [card_payment_fee_charged] | YES | Text: Can you please explain why I was charged a payment fee on my recent card transaction?
VAL | [card_payment_fee_charged] | YES | Text: Please explain why I was charged a payment fee when I made a transaction using my card.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: The exchange rate applied to my card payment is incorrect.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm concerned that the exchange rate applied to my card transaction is not accurate.
VAL | [card_payment_fee_charged] | YES | Text: I was surprised to see a fee on my statement for using my credit/debit card for the transaction.
VAL | [card_payment_fee_charged] | YES | Text: You're being charged a payment fee for using your card.
VAL | [transaction_charged_twice] | YES | Text: I've been double-charged for the same transaction, can you help me resolve this issue?
VAL | [card_payment_fee_charged] | NO | Text: I'm curious about the extra charge I saw on my statement for using my credit card.
VAL | [order_physical_card] | YES | Text: What is the cost of a physical card, and why do you charge for it?
VAL | [card_payment_fee_charged] | YES | Text: I made a payment using my card, but I was charged a fee
VAL | [card_payment_fee_charged] | NO | Text: I was surprised to see a fee deducted from my card; can you explain why?
