GEN | [automatic_top_up] | Orig: How low does the balance have to be before the system updates? -> Aug: What minimum balance is required for the automatic top-up feature to kick in?
GEN | [contactless_not_working] | Orig: Can I make a contactless payments? -> Aug: I'm afraid our contactless payment system is currently unavailable. Would you like to explore alternative payment options?
GEN | [edit_personal_details] | Orig: I am here to change my adress. -> Aug: I am here to update my residential address.
GEN | [card_delivery_estimate] | Orig: Are the delivery days flexible?  My schedule only allows me to be a available on specific dates. -> Aug: Can you provide an estimate of the delivery dates, as I have a limited availability and need to plan accordingly?
GEN | [visa_or_mastercard] | Orig: Can I get a Visa from you? -> Aug: Can I get a Mastercard from you?
GEN | [get_physical_card] | Orig: Do you deliver the PIN separately? -> Aug: Can you send me the physical card separately?
GEN | [change_pin] | Orig: I am on vacation in Spain and need to change my pin. -> Aug: I'm currently traveling in Spain and would like to modify my PIN.
GEN | [visa_or_mastercard] | Orig: I prefer Mastecard. -> Aug: I prefer Visa or Mastercard.
GEN | [contactless_not_working] | Orig: Help me to set up contactless payments. -> Aug: Can you assist me in enabling contactless payment functionality?
GEN | [edit_personal_details] | Orig: How do I input a new address? -> Aug: How do I update my address information?
GEN | [get_physical_card] | Orig: Can you deliver the PIN separately? -> Aug: Can you provide the physical card separately?
GEN | [why_verify_identity] | Orig: Can we skip verifying? -> Aug: Can we waive the identity verification process?
GEN | [visa_or_mastercard] | Orig: Can both a Visa and Mastercard be received from you? -> Aug: Can both a Visa and Mastercard be accepted by you?
GEN | [card_swallowed] | Orig: how can the money machine keep my card what do i need to do? -> Aug: what should I do if my card has been swallowed by the ATM? Can I retrieve it or do I need to report it to the bank?
GEN | [getting_spare_card] | Orig: I need more physical cards than I have right now! -> Aug: I require additional physical debit/credit cards to replace the ones I'm currently using.
GEN | [terminate_account] | Orig: if im not using my account should i close it or just let it sit -> Aug: If you're not actively using your account, it's recommended to either close it or terminate it to avoid any potential fees or security risks.
GEN | [getting_virtual_card] | Orig: I want one of the virtual cards! -> Aug: I'd like to obtain a virtual card, please.
GEN | [get_disposable_virtual_card] | Orig: I need to deposit my virtual card, how do i do that. -> Aug: I'd like to obtain a new disposable virtual card, can you guide me through the process?
GEN | [getting_virtual_card] | Orig: And do you have virtual cards instead of physical ones? -> Aug: Are there virtual card options available instead of traditional physical cards?
GEN | [pending_card_payment] | Orig: What's the pending length for credit transactions? I've had one in my pending category now for days and it won't move to processed. -> Aug: Can you please provide more information about the pending credit transaction that's been stuck in the pending category for days? I'd like to know the expected processing time or if there's any issue with the payment.
GEN | [virtual_card_not_working] | Orig: My Virtual card was rejected for a car rental. Why? -> Aug: My virtual card was declined for a car rental. What's the reason?
GEN | [visa_or_mastercard] | Orig: If I can, I would like to get both Mastercard and Visa from you. -> Aug: If I can, I would like to obtain both Mastercard and Visa from you.
GEN | [get_physical_card] | Orig: Will the PIN come separately? -> Aug: Will the physical card be mailed separately?
GEN | [edit_personal_details] | Orig: I just got married and I need to change my name -> Aug: I recently got married and I'd like to update my personal information to reflect my new married name.
GEN | [unable_to_verify_identity] | Orig: why does it take so long to verify my id -> Aug: We're having trouble confirming your identity, and it's taking a bit longer than usual to complete the verification process.
GEN | [verify_my_identity] | Orig: why do I need to show ID -> Aug: Can you please confirm your identity by providing a valid government-issued ID?
GEN | [get_physical_card] | Orig: Is the PIN separately delivered? -> Aug: Can I receive my physical card separately from the PIN?
GEN | [change_pin] | Orig: How can I change my Rowlock ? -> Aug: How can I modify my PIN?
GEN | [direct_debit_payment_not_recognised] | Orig: what is the matter? -> Aug: We've noticed that a direct debit payment hasn't been recognised in your account. Can you please clarify what's going on?
GEN | [visa_or_mastercard] | Orig: I would like to get both Mastercard and Visa card from you if that's possible. -> Aug: I would like to obtain both Mastercard and Visa credit cards if that's feasible.
GEN | [visa_or_mastercard] | Orig: Would you give me a mastercard and visa? -> Aug: Could you provide me with a visa or a mastercard?
GEN | [why_verify_identity] | Orig: I'm waiting for the ID verification to go through still, so is it too soon to use my account? -> Aug: I'm still waiting for the ID verification process to complete, so can I use my account now or is it too early?
GEN | [declined_card_payment] | Orig: I'm sure I have enough money so why didn't the store accept my card? -> Aug: I'm certain I have sufficient funds, yet the transaction was declined. Can you help me understand why my card payment was not accepted?
GEN | [edit_personal_details] | Orig: I need to change my name, since i just got married -> Aug: I'd like to update my personal information, specifically my name, as I've recently gotten married.
GEN | [edit_personal_details] | Orig: after i got married i need to change my name -> Aug: following my recent marriage, i would like to update my personal information to reflect my new name
GEN | [visa_or_mastercard] | Orig: Can I get a Visa or does it have to be something else. -> Aug: Can I get a Mastercard or does it have to be something else?
GEN | [why_verify_identity] | Orig: how do I speed up identity verification? -> Aug: What is the purpose of verifying my identity, and how can I expedite the process?
GEN | [declined_transfer] | Orig: What does the decline message mean -> Aug: The transfer was not processed due to insufficient funds or other reasons, and we cannot proceed with the transaction.
GEN | [supported_cards_and_currencies] | Orig: What are my payment options? -> Aug: We accept various payment methods, including credit cards such as Visa, Mastercard, American Express, and Discover, as well as digital wallets like Apple Pay and Google Pay. We also support transactions in multiple currencies, including USD, EUR, JPY, and GBP.
VAL | [automatic_top_up] | NO | Text: What minimum balance is required for the automatic top-up feature to kick in?
VAL | [contactless_not_working] | NO | Text: I'm afraid our contactless payment system is currently unavailable. Would you like to explore alternative payment options?
VAL | [edit_personal_details] | YES | Text: I am here to update my residential address.
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimate of the delivery dates, as I have a limited availability and need to plan accordingly?
VAL | [visa_or_mastercard] | NO | Text: Can I get a Mastercard from you?
VAL | [get_physical_card] | NO | Text: Can you send me the physical card separately?
VAL | [change_pin] | YES | Text: I'm currently traveling in Spain and would like to modify my PIN.
VAL | [visa_or_mastercard] | NO | Text: I prefer Visa or Mastercard.
VAL | [contactless_not_working] | NO | Text: Can you assist me in enabling contactless payment functionality?
VAL | [edit_personal_details] | YES | Text: How do I update my address information?
VAL | [get_physical_card] | NO | Text: Can you provide the physical card separately?
VAL | [why_verify_identity] | NO | Text: Can we waive the identity verification process?
VAL | [visa_or_mastercard] | YES | Text: Can both a Visa and Mastercard be accepted by you?
VAL | [card_swallowed] | YES | Text: what should I do if my card has been swallowed by the ATM? Can I retrieve it or do I need to report it to the bank?
VAL | [getting_spare_card] | YES | Text: I require additional physical debit/credit cards to replace the ones I'm currently using.
VAL | [terminate_account] | YES | Text: If you're not actively using your account, it's recommended to either close it or terminate it to avoid any potential fees or security risks.
VAL | [getting_virtual_card] | YES | Text: I'd like to obtain a virtual card, please.
VAL | [get_disposable_virtual_card] | NO | Text: I'd like to obtain a new disposable virtual card, can you guide me through the process?
VAL | [getting_virtual_card] | YES | Text: Are there virtual card options available instead of traditional physical cards?
VAL | [pending_card_payment] | YES | Text: Can you please provide more information about the pending credit transaction that's been stuck in the pending category for days? I'd like to know the expected processing time or if there's any issue with the payment.
VAL | [virtual_card_not_working] | YES | Text: My virtual card was declined for a car rental. What's the reason?
VAL | [visa_or_mastercard] | YES | Text: If I can, I would like to obtain both Mastercard and Visa from you.
VAL | [get_physical_card] | NO | Text: Will the physical card be mailed separately?
VAL | [edit_personal_details] | YES | Text: I recently got married and I'd like to update my personal information to reflect my new married name.
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble confirming your identity, and it's taking a bit longer than usual to complete the verification process.
VAL | [verify_my_identity] | YES | Text: Can you please confirm your identity by providing a valid government-issued ID?
VAL | [get_physical_card] | NO | Text: Can I receive my physical card separately from the PIN?
VAL | [change_pin] | YES | Text: How can I modify my PIN?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've noticed that a direct debit payment hasn't been recognised in your account. Can you please clarify what's going on?
VAL | [visa_or_mastercard] | YES | Text: I would like to obtain both Mastercard and Visa credit cards if that's feasible.
VAL | [visa_or_mastercard] | NO | Text: Could you provide me with a visa or a mastercard?
VAL | [why_verify_identity] | YES | Text: I'm still waiting for the ID verification process to complete, so can I use my account now or is it too early?
VAL | [declined_card_payment] | YES | Text: I'm certain I have sufficient funds, yet the transaction was declined. Can you help me understand why my card payment was not accepted?
VAL | [edit_personal_details] | YES | Text: I'd like to update my personal information, specifically my name, as I've recently gotten married.
VAL | [edit_personal_details] | YES | Text: following my recent marriage, i would like to update my personal information to reflect my new name
VAL | [visa_or_mastercard] | NO | Text: Can I get a Mastercard or does it have to be something else?
VAL | [why_verify_identity] | NO | Text: What is the purpose of verifying my identity, and how can I expedite the process?
VAL | [declined_transfer] | NO | Text: The transfer was not processed due to insufficient funds or other reasons, and we cannot proceed with the transaction.
VAL | [supported_cards_and_currencies] | NO | Text: We accept various payment methods, including credit cards such as Visa, Mastercard, American Express, and Discover, as well as digital wallets like Apple Pay and Google Pay. We also support transactions in multiple currencies, including USD, EUR, JPY, and GBP.
