GEN | [request_refund] | Orig: My product was faulty. -> Aug: I'd like to request a refund for the defective product.
GEN | [unable_to_verify_identity] | Orig: If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account. -> Aug: We're having trouble verifying your identity, and it may take up to 60 minutes to complete the process. Once we've finished, we'll be in touch. To ensure a smooth verification, please ensure your uploaded images are clear and your document photos are legible. Additionally, you must be at least 18 years old and reside within the European Economic Area or Switzerland to open an account.
GEN | [direct_debit_payment_not_recognised] | Orig: I'm checking my statements and I saw a purchase from a couple weeks ago that I don't recall at all. Not only that, but I don't even know the business that charged it. I'm not sure if I did it or not, but can we check it and see if we can trace it back to make certain? -> Aug: I'm reviewing my account activity and noticed a transaction from a few weeks ago that I don't recognize. The merchant's name is unfamiliar to me, and I'm unsure if I authorized the payment. Could you please investigate and verify the transaction to confirm whether it was a legitimate charge?
GEN | [get_physical_card] | Orig: I signed up, but don't have a PIN. Where can I find it? -> Aug: I'd like to obtain my physical card, but I don't have a PIN. Can you guide me on how to get it?
GEN | [order_physical_card] | Orig: What do I owe for a new card? -> Aug: How much does a new physical card cost?
GEN | [transfer_fee_charged] | Orig: Transfers are supposed to be free.  I just got a fee tacked on  to something I bought abroad.  Not cool.  Figure out how to remove it. -> Aug: I was under the impression that international transfers were supposed to be fee-free. However, I was charged an unexpected fee on a recent purchase. Can you help me resolve this issue and waive the fee?
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone so do I have to make a new account? -> Aug: I recently misplaced my phone and need to update my account information.
GEN | [wrong_amount_of_cash_received] | Orig: I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? -> Aug: I attempted to withdraw £20 but was given only £15. Where is the balance of my cash?
GEN | [top_up_reverted] | Orig: I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on. -> Aug: I'm concerned about the status of my recent top-up, as I've noticed it's been reversed. I completed the transaction, but it seems to have vanished. Can you help me understand what happened?
GEN | [top_up_reverted] | Orig: Please explain why the funds I added were returned to my account. -> Aug: Please clarify the reason behind the reversal of the recent top-up transaction.
GEN | [direct_debit_payment_not_recognised] | Orig: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. -> Aug: I'm showing an unexpected payment in my app, but I haven't used my card today. Can you help me reverse this direct debit payment that wasn't authorized by me?
GEN | [lost_or_stolen_phone] | Orig: Can I use your services without access to the app? -> Aug: Can I still access my account without my phone, as it's been lost or stolen?
GEN | [failed_transfer] | Orig: I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer? -> Aug: I'm trying to complete a purchase and need the funds to cover my initial mortgage payment, but the transfer is failing. Can you investigate and assist with resolving the issue?
GEN | [Refund_not_showing_up] | Orig: I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week! -> Aug: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I'm still waiting for my refund. It's been a week since I reached out to the seller, and I'm at a loss as to why my money hasn't been credited back to me.
GEN | [reverted_card_payment?] | Orig: My card payments have stopped. -> Aug: Why did my card payments suddenly stop?
GEN | [getting_spare_card] | Orig: I would like to use one of my cards for a family member. Is that allowed? -> Aug: I'd like to assign a spare card to a family member. Can I do that?
GEN | [wrong_amount_of_cash_received] | Orig: Did a WD earlier at an ATM.  The amount showing in the App is more than I got though. -> Aug: I made a withdrawal at an ATM, but the amount reflected in the app is different from what I actually received.
GEN | [get_physical_card] | Orig: In regards to the PIN of the card? -> Aug: Regarding the physical card, can I assist you with obtaining a physical copy of the card?
GEN | [failed_transfer] | Orig: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. -> Aug: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm worried about the delay. I've double-checked the account details, and everything seems correct. Can you assist me in resolving this issue?
GEN | [request_refund] | Orig: I would like to retract my purchase. -> Aug: I would like to cancel my transaction and request a refund.
GEN | [get_physical_card] | Orig: What can you tell me about the card PIN? -> Aug: Can you provide me with information about the physical card's PIN?
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: What should I do if my card got swallowed by the ATM?
GEN | [transaction_charged_twice] | Orig: I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back. -> Aug: I've found that I've been charged twice for a few transactions recently. Could you please investigate and reverse the duplicate charges?
GEN | [declined_card_payment] | Orig: A shop I go to didn't let me pay. -> Aug: The payment for my recent purchase was declined at a store I visited.
GEN | [getting_spare_card] | Orig: Can my daughter also have a card issued in her name, but linked to my account? -> Aug: Can I request a spare card in my daughter's name, which will be linked to my existing account?
GEN | [lost_or_stolen_card] | Orig: I'm panicking!  I lost my card!  Help! -> Aug: I'm freaking out! My card has gone missing! Can you assist me?
GEN | [activate_my_card] | Orig: I want to start using my card. -> Aug: I'd like to activate my credit/debit card.
GEN | [pending_card_payment] | Orig: I don't know what pending transaction means. -> Aug: I'm not sure what the outstanding payment on my card is referring to.
GEN | [extra_charge_on_statement] | Orig: Why is there a pending hold on one pound on my statement? -> Aug: We noticed an additional charge of one pound on your recent statement. Can you please clarify what this extra charge is for?
GEN | [lost_or_stolen_card] | Orig: I lost my card n need a new one. -> Aug: I misplaced my card and require a replacement.
GEN | [card_delivery_estimate] | Orig: Send me my card now! ASAP -> Aug: Can you please provide an estimated delivery date for my card?
GEN | [change_pin] | Orig: I must change my PIN as soon as possible. -> Aug: I need to update my PIN immediately.
GEN | [wrong_amount_of_cash_received] | Orig: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! -> Aug: I'm having an issue with the ATM and I'm not sure what to do. I requested 50 dollars, but it only dispensed 20. The screen showed I got 50, but I know that's not correct. I need help resolving this mistake and getting the correct amount.
GEN | [direct_debit_payment_not_recognised] | Orig: There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account. -> Aug: I'm showing a direct debit payment in my account that I didn't authorise, as I haven't used that card all day. Can you please reverse this transaction and credit my account?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I was overcharged at an ATM while on vacation. I needed cash so I had to use it, but your charges are outregous and I wish I would have known beforehand. -> Aug: I was surprised to find that the exchange rate for the cash withdrawal at the ATM was incorrect, resulting in an unexpected and excessive charge. I wish I had been informed of the rate beforehand, as it would have helped me plan my finances better.
GEN | [declined_cash_withdrawal] | Orig: Is my card actually working? It's the first time I tried using it -> Aug: Can you try making a cash withdrawal to test if your card is functioning properly?
GEN | [wrong_amount_of_cash_received] | Orig: my cash balance less than what I thought -> Aug: I was expecting a higher balance, but it's lower than I anticipated
GEN | [pending_cash_withdrawal] | Orig: The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why? -> Aug: The ATM was malfunctioning when I tried to withdraw cash, and now my account shows a pending cash withdrawal. Can you help me understand why it's still processing?
GEN | [pending_cash_withdrawal] | Orig: Why is the app showing a still pending message on a withdraw that has already been done? -> Aug: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
GEN | [card_acceptance] | Orig: What are the limits to where my card will be accepted? -> Aug: What are the areas where my card is accepted, and what are the limits on its usage?
VAL | [request_refund] | YES | Text: I'd like to request a refund for the defective product.
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity, and it may take up to 60 minutes to complete the process. Once we've finished, we'll be in touch. To ensure a smooth verification, please ensure your uploaded images are clear and your document photos are legible. Additionally, you must be at least 18 years old and reside within the European Economic Area or Switzerland to open an account.
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm reviewing my account activity and noticed a transaction from a few weeks ago that I don't recognize. The merchant's name is unfamiliar to me, and I'm unsure if I authorized the payment. Could you please investigate and verify the transaction to confirm whether it was a legitimate charge?
VAL | [get_physical_card] | NO | Text: I'd like to obtain my physical card, but I don't have a PIN. Can you guide me on how to get it?
VAL | [order_physical_card] | YES | Text: How much does a new physical card cost?
VAL | [transfer_fee_charged] | YES | Text: I was under the impression that international transfers were supposed to be fee-free. However, I was charged an unexpected fee on a recent purchase. Can you help me resolve this issue and waive the fee?
VAL | [lost_or_stolen_phone] | NO | Text: I recently misplaced my phone and need to update my account information.
VAL | [wrong_amount_of_cash_received] | NO | Text: I attempted to withdraw £20 but was given only £15. Where is the balance of my cash?
VAL | [top_up_reverted] | YES | Text: I'm concerned about the status of my recent top-up, as I've noticed it's been reversed. I completed the transaction, but it seems to have vanished. Can you help me understand what happened?
VAL | [top_up_reverted] | YES | Text: Please clarify the reason behind the reversal of the recent top-up transaction.
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm showing an unexpected payment in my app, but I haven't used my card today. Can you help me reverse this direct debit payment that wasn't authorized by me?
VAL | [lost_or_stolen_phone] | YES | Text: Can I still access my account without my phone, as it's been lost or stolen?
VAL | [failed_transfer] | YES | Text: I'm trying to complete a purchase and need the funds to cover my initial mortgage payment, but the transfer is failing. Can you investigate and assist with resolving the issue?
VAL | [Refund_not_showing_up] | YES | Text: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I'm still waiting for my refund. It's been a week since I reached out to the seller, and I'm at a loss as to why my money hasn't been credited back to me.
VAL | [reverted_card_payment?] | NO | Text: Why did my card payments suddenly stop?
VAL | [getting_spare_card] | NO | Text: I'd like to assign a spare card to a family member. Can I do that?
VAL | [wrong_amount_of_cash_received] | YES | Text: I made a withdrawal at an ATM, but the amount reflected in the app is different from what I actually received.
VAL | [get_physical_card] | NO | Text: Regarding the physical card, can I assist you with obtaining a physical copy of the card?
VAL | [failed_transfer] | YES | Text: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm worried about the delay. I've double-checked the account details, and everything seems correct. Can you assist me in resolving this issue?
VAL | [request_refund] | YES | Text: I would like to cancel my transaction and request a refund.
VAL | [get_physical_card] | NO | Text: Can you provide me with information about the physical card's PIN?
VAL | [card_swallowed] | YES | Text: What should I do if my card got swallowed by the ATM?
VAL | [transaction_charged_twice] | YES | Text: I've found that I've been charged twice for a few transactions recently. Could you please investigate and reverse the duplicate charges?
VAL | [declined_card_payment] | YES | Text: The payment for my recent purchase was declined at a store I visited.
VAL | [getting_spare_card] | YES | Text: Can I request a spare card in my daughter's name, which will be linked to my existing account?
VAL | [lost_or_stolen_card] | NO | Text: I'm freaking out! My card has gone missing! Can you assist me?
VAL | [activate_my_card] | YES | Text: I'd like to activate my credit/debit card.
VAL | [pending_card_payment] | NO | Text: I'm not sure what the outstanding payment on my card is referring to.
VAL | [extra_charge_on_statement] | YES | Text: We noticed an additional charge of one pound on your recent statement. Can you please clarify what this extra charge is for?
VAL | [lost_or_stolen_card] | YES | Text: I misplaced my card and require a replacement.
VAL | [card_delivery_estimate] | YES | Text: Can you please provide an estimated delivery date for my card?
VAL | [change_pin] | YES | Text: I need to update my PIN immediately.
VAL | [wrong_amount_of_cash_received] | NO | Text: I'm having an issue with the ATM and I'm not sure what to do. I requested 50 dollars, but it only dispensed 20. The screen showed I got 50, but I know that's not correct. I need help resolving this mistake and getting the correct amount.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing a direct debit payment in my account that I didn't authorise, as I haven't used that card all day. Can you please reverse this transaction and credit my account?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was surprised to find that the exchange rate for the cash withdrawal at the ATM was incorrect, resulting in an unexpected and excessive charge. I wish I had been informed of the rate beforehand, as it would have helped me plan my finances better.
VAL | [declined_cash_withdrawal] | NO | Text: Can you try making a cash withdrawal to test if your card is functioning properly?
VAL | [wrong_amount_of_cash_received] | NO | Text: I was expecting a higher balance, but it's lower than I anticipated
VAL | [pending_cash_withdrawal] | YES | Text: The ATM was malfunctioning when I tried to withdraw cash, and now my account shows a pending cash withdrawal. Can you help me understand why it's still processing?
VAL | [pending_cash_withdrawal] | YES | Text: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
VAL | [card_acceptance] | NO | Text: What are the areas where my card is accepted, and what are the limits on its usage?
