GEN | [receiving_money] | Orig: Can this app take my salary? -> Aug: Can I use this app to deposit my paycheck?
GEN | [edit_personal_details] | Orig: details need to be modified -> Aug: information requires updating
GEN | [getting_spare_card] | Orig: What is the procedure for me to get more cards on my account? -> Aug: How do I obtain additional cards for my account?
GEN | [direct_debit_payment_not_recognised] | Orig: Why is there a direct debit set up in my name? -> Aug: We've received a direct debit payment instruction, but it doesn't seem to be linked to your account. Can you please confirm if you've set up a direct debit with us recently?
GEN | [edit_personal_details] | Orig: My address is incorrect on my file. -> Aug: My personal details, specifically my address, are inaccurate.
GEN | [top_up_by_bank_transfer_charge] | Orig: Does it cost me to add cash? -> Aug: Is there a fee for topping up my account via bank transfer?
GEN | [declined_cash_withdrawal] | Orig: Why can't I take money from my account? -> Aug: Why was my cash withdrawal request denied?
GEN | [passcode_forgotten] | Orig: I can't access my account. -> Aug: I've forgotten my passcode and can't access my account.
GEN | [receiving_money] | Orig: Can I receive payment in another currency? -> Aug: Can I accept payment in a different currency?
GEN | [automatic_top_up] | Orig: Can I add money in intervals to my account?  I will be traveling. -> Aug: Can I set up automatic top-ups to my account, so I can receive a steady flow of funds while I'm away on my trip?
GEN | [topping_up_by_card] | Orig: My money I had was gone and I could not get gas! -> Aug: I'm struggling to get gas as my funds are depleted and I need to top up my account using my card.
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives -> Aug: I'm in a bit of a rush and desperately need to top-up my card, but it's not accepting the payment. Can you assist me with this issue or suggest an alternative solution?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I have cash deposit to my account but it is experiencing a problem -> Aug: I've made a cash deposit to my account, but my account balance hasn't been updated yet.
GEN | [card_payment_wrong_exchange_rate] | Orig: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? -> Aug: Hello, I think there's an error with the exchange rate applied to my card transaction. Could you verify the current interbank exchange rate for me, please?
GEN | [receiving_money] | Orig: Do I need to add my salary? -> Aug: Do I need to include my income?
GEN | [top_up_limits] | Orig: Whats the limit on my top up -> Aug: What's the maximum amount I can top up my account?
GEN | [top_up_by_cash_or_cheque] | Orig: What are my payment options for topping off my account? -> Aug: You can top up your account using either cash or cheque.
GEN | [card_swallowed] | Orig: How do I get a new card as your machine swallowed mine! -> Aug: My card has been swallowed by your machine, how do I get a replacement?
GEN | [edit_personal_details] | Orig: I need to update my demographics. -> Aug: I would like to modify my personal information.
GEN | [exchange_via_app] | Orig: What do I need to do to exchange my money? -> Aug: To initiate a currency exchange, can I use your mobile banking app to facilitate the process?
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm in a rush to top up my card, but it's been declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
GEN | [cash_withdrawal_charge] | Orig: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? -> Aug: I'm concerned that I was unexpectedly charged a cash withdrawal fee after using my card to make a purchase at a grocery store. Is this a new policy?
GEN | [receiving_money] | Orig: Do you support direct deposits from my employer? -> Aug: Can you facilitate direct transfers from my employer's payroll to my account?
GEN | [top_up_by_card_charge] | Orig: how much does it cost to add money -> Aug: what is the charge for adding funds using my card?
GEN | [supported_cards_and_currencies] | Orig: I want to deposit funds, what payments are accepted? -> Aug: We accept a wide range of payment methods, including Visa, Mastercard, American Express, Discover, and Diners Club credit cards, as well as wire transfers in USD, EUR, JPY, and GBP.
GEN | [declined_card_payment] | Orig: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. -> Aug: I'M HAVING ISSUES WITH MY CARD PAYMENT. IT KEEPS GETTING DECLINED WHEN I TRY TO USE IT. I'VE TRIED MULTIPLE TIMES, BUT IT KEEPS GETTING REJECTED. CAN YOU PLEASE HELP ME FIGURE OUT WHY THIS IS HAPPENING?
GEN | [top_up_limits] | Orig: How many top-ups am I allowed to do? -> Aug: How many limit increases can I perform?
GEN | [card_payment_wrong_exchange_rate] | Orig: I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange. -> Aug: I've been charged an incorrect amount. I recently converted some Russian Rubles to UK pounds, but the exchange rate was off. It appears there was an error with the conversion.
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there a charge for getting my money? -> Aug: Are there any fees associated with transferring funds to top up my account?
GEN | [receiving_money] | Orig: i want to get my salary deposited as pesos? -> Aug: i would like to receive my paycheck in pesos
GEN | [supported_cards_and_currencies] | Orig: I'd prefer to use my American Express when putting funds into my account. -> Aug: We also accept various credit cards, including American Express, for deposits into your account.
GEN | [getting_virtual_card] | Orig: I need my virtual card -> Aug: I require my virtual credit card
GEN | [card_arrival] | Orig: Is there a way I can get my card expedited? -> Aug: Can I request express shipping for my card delivery?
GEN | [cash_withdrawal_charge] | Orig: Please help!  There was an extra fee when I got cash. -> Aug: Please assist me, I was charged an unexpected fee for the cash withdrawal.
GEN | [topping_up_by_card] | Orig: My top up isn't in my wallet. -> Aug: My card top-up is missing from my digital wallet.
GEN | [automatic_top_up] | Orig: Will the system automatically update once there is no more money left? -> Aug: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
GEN | [pending_top_up] | Orig: Why is  my  top  up for  my  new account  not  instant -> Aug: Why is my pending top-up for my new account not processing immediately?
GEN | [verify_top_up] | Orig: Help me verify the card used on a top-up. -> Aug: Can you confirm the card details used for the recent top-up transaction?
GEN | [declined_card_payment] | Orig: I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined? -> Aug: I'm frustrated because my new card was declined when I tried to use it today. Can you please help me understand why this happened and what I can do to avoid future declines?
GEN | [beneficiary_not_allowed] | Orig: I wasn't allowed to transfer to my account -> Aug: You were not permitted to credit the funds to the designated beneficiary.
VAL | [receiving_money] | NO | Text: Can I use this app to deposit my paycheck?
VAL | [edit_personal_details] | YES | Text: information requires updating
VAL | [getting_spare_card] | YES | Text: How do I obtain additional cards for my account?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a direct debit payment instruction, but it doesn't seem to be linked to your account. Can you please confirm if you've set up a direct debit with us recently?
VAL | [edit_personal_details] | YES | Text: My personal details, specifically my address, are inaccurate.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Is there a fee for topping up my account via bank transfer?
VAL | [declined_cash_withdrawal] | YES | Text: Why was my cash withdrawal request denied?
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and can't access my account.
VAL | [receiving_money] | YES | Text: Can I accept payment in a different currency?
VAL | [automatic_top_up] | NO | Text: Can I set up automatic top-ups to my account, so I can receive a steady flow of funds while I'm away on my trip?
VAL | [topping_up_by_card] | YES | Text: I'm struggling to get gas as my funds are depleted and I need to top up my account using my card.
VAL | [top_up_failed] | YES | Text: I'm in a bit of a rush and desperately need to top-up my card, but it's not accepting the payment. Can you assist me with this issue or suggest an alternative solution?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I've made a cash deposit to my account, but my account balance hasn't been updated yet.
VAL | [card_payment_wrong_exchange_rate] | YES | Text: Hello, I think there's an error with the exchange rate applied to my card transaction. Could you verify the current interbank exchange rate for me, please?
VAL | [receiving_money] | NO | Text: Do I need to include my income?
VAL | [top_up_limits] | YES | Text: What's the maximum amount I can top up my account?
VAL | [top_up_by_cash_or_cheque] | YES | Text: You can top up your account using either cash or cheque.
VAL | [card_swallowed] | YES | Text: My card has been swallowed by your machine, how do I get a replacement?
VAL | [edit_personal_details] | YES | Text: I would like to modify my personal information.
VAL | [exchange_via_app] | YES | Text: To initiate a currency exchange, can I use your mobile banking app to facilitate the process?
VAL | [top_up_failed] | YES | Text: I'm in a rush to top up my card, but it's been declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
VAL | [cash_withdrawal_charge] | NO | Text: I'm concerned that I was unexpectedly charged a cash withdrawal fee after using my card to make a purchase at a grocery store. Is this a new policy?
VAL | [receiving_money] | YES | Text: Can you facilitate direct transfers from my employer's payroll to my account?
VAL | [top_up_by_card_charge] | YES | Text: what is the charge for adding funds using my card?
VAL | [supported_cards_and_currencies] | YES | Text: We accept a wide range of payment methods, including Visa, Mastercard, American Express, Discover, and Diners Club credit cards, as well as wire transfers in USD, EUR, JPY, and GBP.
VAL | [declined_card_payment] | YES | Text: I'M HAVING ISSUES WITH MY CARD PAYMENT. IT KEEPS GETTING DECLINED WHEN I TRY TO USE IT. I'VE TRIED MULTIPLE TIMES, BUT IT KEEPS GETTING REJECTED. CAN YOU PLEASE HELP ME FIGURE OUT WHY THIS IS HAPPENING?
VAL | [top_up_limits] | NO | Text: How many limit increases can I perform?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I've been charged an incorrect amount. I recently converted some Russian Rubles to UK pounds, but the exchange rate was off. It appears there was an error with the conversion.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any fees associated with transferring funds to top up my account?
VAL | [receiving_money] | YES | Text: i would like to receive my paycheck in pesos
VAL | [supported_cards_and_currencies] | NO | Text: We also accept various credit cards, including American Express, for deposits into your account.
VAL | [getting_virtual_card] | YES | Text: I require my virtual credit card
VAL | [card_arrival] | YES | Text: Can I request express shipping for my card delivery?
VAL | [cash_withdrawal_charge] | YES | Text: Please assist me, I was charged an unexpected fee for the cash withdrawal.
VAL | [topping_up_by_card] | YES | Text: My card top-up is missing from my digital wallet.
VAL | [automatic_top_up] | NO | Text: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
VAL | [pending_top_up] | YES | Text: Why is my pending top-up for my new account not processing immediately?
VAL | [verify_top_up] | YES | Text: Can you confirm the card details used for the recent top-up transaction?
VAL | [declined_card_payment] | YES | Text: I'm frustrated because my new card was declined when I tried to use it today. Can you please help me understand why this happened and what I can do to avoid future declines?
VAL | [beneficiary_not_allowed] | NO | Text: You were not permitted to credit the funds to the designated beneficiary.
