GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Just now i got to know withdrawal of money from of my account. As someone used my card to withdraw amount in any odd remote area. Since i have not been in that area, please freeze my card immediately. -> Aug: Hi, I'm trying to report a suspicious cash withdrawal from my account. Someone used my card to withdraw cash in a remote location I've never been to. Can you please freeze my card as soon as possible?
GEN | [card_payment_not_recognised] | Orig: Why is there a random payment in my statement? -> Aug: We've noticed an unusual payment on your account, and we're unable to verify the transaction.
GEN | [pending_cash_withdrawal] | Orig: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. -> Aug: I'd like to cancel the pending cash withdrawal transaction that was attempted on my card earlier today, as it was declined and I did not receive the cash.
GEN | [verify_my_identity] | Orig: How and where can I find the identity checks? -> Aug: Where can I locate the identity verification process?
GEN | [cash_withdrawal_not_recognised] | Orig: Why do I see a random withdrawal in my app? -> Aug: I'm showing a mysterious cash withdrawal in my account, can you help me understand why?
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone but how do I use my card information? -> Aug: I recently misplaced my phone and I'm having trouble accessing my account to update my card information.
GEN | [transaction_charged_twice] | Orig: I think I was charged double for something I bought - how long should I wait before reporting this? -> Aug: I'm concerned that I've been mistakenly charged twice for a recent purchase - what's the recommended timeframe for bringing this to your attention?
GEN | [pending_card_payment] | Orig: I have a payment which has not been approved. -> Aug: A payment I made using my card is still pending approval.
GEN | [pending_cash_withdrawal] | Orig: Why hasn't my withdrawal shown on my statement? -> Aug: Why is my pending cash withdrawal not reflected on my account statement?
GEN | [edit_personal_details] | Orig: I just moved. How do I give you my new address? -> Aug: I've recently relocated. Can I update my address with your bank?
GEN | [cash_withdrawal_not_recognised] | Orig: Help! I just realised someone has apparently withdrawn money using my card! It's from some odd remote town where I definitely haven't been. Please freeze it immediately! -> Aug: I'm concerned that an unauthorized cash withdrawal has been made using my card, and the location is not familiar to me. Can you please put a hold on the transaction and investigate this unusual activity?
GEN | [transfer_fee_charged] | Orig: A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on? -> Aug: A sender informed me that the recipient didn't receive the full transfer amount, and I need to make an additional transfer to cover the remaining balance. Can you investigate this discrepancy and let me know what's happening?
GEN | [transfer_fee_charged] | Orig: Are money transfers free? -> Aug: Is there a fee associated with transferring funds?
GEN | [failed_transfer] | Orig: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. -> Aug: I'm having trouble sending a transfer to my acquaintance and it keeps getting declined. Can you help me figure out what's going wrong?
GEN | [pending_card_payment] | Orig: My payment is in the app but hasn't gone through yet -> Aug: My payment is showing as pending in the app, but it hasn't been processed yet.
GEN | [extra_charge_on_statement] | Orig: There is a  €1 fee on my account I didn't authorize -> Aug: We have noted an additional charge of €1 on your statement that was not previously approved by you.
GEN | [card_linking] | Orig: Can I link your physical card -> Aug: May I connect your physical credit/debit card?
GEN | [pending_cash_withdrawal] | Orig: I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it? -> Aug: I'm still waiting for my cash withdrawal to be processed, but it's stuck in pending. Can you help me resolve this issue?
GEN | [cash_withdrawal_not_recognised] | Orig: My app says I withdraw funds from my account through an ATM. -> Aug: The app shows that I made a cash withdrawal from my account at an ATM.
GEN | [verify_my_identity] | Orig: what steps do you take to check identity -> Aug: how do you verify my identity
GEN | [cash_withdrawal_not_recognised] | Orig: Please help me, its urgent. Someone has withdrawn money from my account as few hours before my wallet has been. Now i want to stop withdrawal of more money. -> Aug: I'm concerned about an unauthorized cash withdrawal from my account. Someone accessed my account and withdrew funds just hours before I received my new wallet. I need to stop any further transactions immediately.
GEN | [transfer_fee_charged] | Orig: I made a transfer and the receiver said an amount was received, but not exactly the same as the right amount. I now have to transfer more to get the remainder to the receiver. Can you alert me about this. What's been happening? -> Aug: I initiated a transfer, but the recipient reported receiving a different amount than the intended amount. Now, I need to make an additional transfer to cover the remaining balance. Can you investigate this discrepancy and notify me about the issue?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you check if my money has reached my account since it is not showing up yet? -> Aug: I'm trying to confirm if my recent bank transfer has been successfully processed and reflected in my account balance, as it's not updating as expected.
GEN | [virtual_card_not_working] | Orig: Why is my disposable card not working? -> Aug: Why is my virtual card not functioning properly?
GEN | [reverted_card_payment?] | Orig: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? -> Aug: I've been attempting to use my card for a couple of weeks to make online purchases, but all transactions are being reversed back to my account. Could there be an issue with the card itself?
GEN | [cash_withdrawal_not_recognised] | Orig: My wallet got stolen a couple hours ago and now I've seen there already is a withdrawal. Help this is absolutely urgent I don't want to loose more money -> Aug: My wallet was stolen a few hours ago, and I've just noticed an unauthorized withdrawal. This is extremely urgent, please help me before I lose more money.
GEN | [cash_withdrawal_not_recognised] | Orig: My app says I withdraw money from my account from an ATM. -> Aug: I'm trying to check my account activity and it appears that I made a cash withdrawal at an ATM, but it's not showing up in my transaction history.
GEN | [direct_debit_payment_not_recognised] | Orig: There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me. -> Aug: We've received a direct debit payment from an unknown merchant on your account recently. Could you please confirm if this transaction is legitimate or not?
GEN | [Refund_not_showing_up] | Orig: Please send my refund now. -> Aug: Please confirm the status of my refund as it's not showing up in my account.
GEN | [supported_cards_and_currencies] | Orig: What currency is acceptable for a top up? -> Aug: We accept a variety of currencies, including USD, EUR, JPY, and GBP, as well as major credit cards like Visa, Mastercard, and American Express.
GEN | [pending_card_payment] | Orig: I was wondering how long does it take for a payment to go thru? It seems my last payment is stuck and hasn't moved. -> Aug: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed?
GEN | [transfer_fee_charged] | Orig: So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user? -> Aug: I've been making regular transfers to my vacation property abroad, but I'm surprised to see exorbitant fees popping up. Shouldn't my loyalty as a frequent user be recognized?
GEN | [extra_charge_on_statement] | Orig: Hello, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened? -> Aug: Hi, I noticed an unexpected extra charge on my statement. My account was billed an additional $1 that I don't recognize. Could you help me understand why this occurred?
GEN | [beneficiary_not_allowed] | Orig: Payment did not process -> Aug: The payment was declined due to the beneficiary not being allowed.
GEN | [transfer_not_received_by_recipient] | Orig: How long do I have  to wait for my transaction to be completed? -> Aug: Why hasn't my transfer been received by the recipient yet? Can you provide an update on the status of my transaction?
GEN | [card_delivery_estimate] | Orig: how long does it take to get my card i am in a rush -> Aug: I'm in a hurry, can you please provide an estimated delivery timeframe for my new card?
GEN | [request_refund] | Orig: What is the return policy? -> Aug: Can you please provide me with the return policy so I can initiate a refund?
GEN | [supported_cards_and_currencies] | Orig: I have one other credit card from the US. Do you take that? -> Aug: We also accept various credit cards, including those issued in the United States. Which one would you like to use?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT transfers supported? -> Aug: Can I use bank transfer to top up my account, and what are the associated charges?
GEN | [transfer_fee_charged] | Orig: A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here? -> Aug: A sender informed me that the recipient didn't receive the full transfer amount, and it was actually short by a small amount. To rectify this, I need to make an additional transfer to cover the shortfall. Could you please investigate this matter?
VAL | [cash_withdrawal_not_recognised] | YES | Text: Hi, I'm trying to report a suspicious cash withdrawal from my account. Someone used my card to withdraw cash in a remote location I've never been to. Can you please freeze my card as soon as possible?
VAL | [card_payment_not_recognised] | NO | Text: We've noticed an unusual payment on your account, and we're unable to verify the transaction.
VAL | [pending_cash_withdrawal] | YES | Text: I'd like to cancel the pending cash withdrawal transaction that was attempted on my card earlier today, as it was declined and I did not receive the cash.
VAL | [verify_my_identity] | YES | Text: Where can I locate the identity verification process?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm showing a mysterious cash withdrawal in my account, can you help me understand why?
VAL | [lost_or_stolen_phone] | NO | Text: I recently misplaced my phone and I'm having trouble accessing my account to update my card information.
VAL | [transaction_charged_twice] | YES | Text: I'm concerned that I've been mistakenly charged twice for a recent purchase - what's the recommended timeframe for bringing this to your attention?
VAL | [pending_card_payment] | YES | Text: A payment I made using my card is still pending approval.
VAL | [pending_cash_withdrawal] | YES | Text: Why is my pending cash withdrawal not reflected on my account statement?
VAL | [edit_personal_details] | YES | Text: I've recently relocated. Can I update my address with your bank?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned that an unauthorized cash withdrawal has been made using my card, and the location is not familiar to me. Can you please put a hold on the transaction and investigate this unusual activity?
VAL | [transfer_fee_charged] | NO | Text: A sender informed me that the recipient didn't receive the full transfer amount, and I need to make an additional transfer to cover the remaining balance. Can you investigate this discrepancy and let me know what's happening?
VAL | [transfer_fee_charged] | NO | Text: Is there a fee associated with transferring funds?
VAL | [failed_transfer] | YES | Text: I'm having trouble sending a transfer to my acquaintance and it keeps getting declined. Can you help me figure out what's going wrong?
VAL | [pending_card_payment] | YES | Text: My payment is showing as pending in the app, but it hasn't been processed yet.
VAL | [extra_charge_on_statement] | YES | Text: We have noted an additional charge of €1 on your statement that was not previously approved by you.
VAL | [card_linking] | YES | Text: May I connect your physical credit/debit card?
VAL | [pending_cash_withdrawal] | YES | Text: I'm still waiting for my cash withdrawal to be processed, but it's stuck in pending. Can you help me resolve this issue?
VAL | [cash_withdrawal_not_recognised] | YES | Text: The app shows that I made a cash withdrawal from my account at an ATM.
VAL | [verify_my_identity] | YES | Text: how do you verify my identity
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned about an unauthorized cash withdrawal from my account. Someone accessed my account and withdrew funds just hours before I received my new wallet. I need to stop any further transactions immediately.
VAL | [transfer_fee_charged] | NO | Text: I initiated a transfer, but the recipient reported receiving a different amount than the intended amount. Now, I need to make an additional transfer to cover the remaining balance. Can you investigate this discrepancy and notify me about the issue?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to confirm if my recent bank transfer has been successfully processed and reflected in my account balance, as it's not updating as expected.
VAL | [virtual_card_not_working] | YES | Text: Why is my virtual card not functioning properly?
VAL | [reverted_card_payment?] | YES | Text: I've been attempting to use my card for a couple of weeks to make online purchases, but all transactions are being reversed back to my account. Could there be an issue with the card itself?
VAL | [cash_withdrawal_not_recognised] | YES | Text: My wallet was stolen a few hours ago, and I've just noticed an unauthorized withdrawal. This is extremely urgent, please help me before I lose more money.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to check my account activity and it appears that I made a cash withdrawal at an ATM, but it's not showing up in my transaction history.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a direct debit payment from an unknown merchant on your account recently. Could you please confirm if this transaction is legitimate or not?
VAL | [Refund_not_showing_up] | YES | Text: Please confirm the status of my refund as it's not showing up in my account.
VAL | [supported_cards_and_currencies] | NO | Text: We accept a variety of currencies, including USD, EUR, JPY, and GBP, as well as major credit cards like Visa, Mastercard, and American Express.
VAL | [pending_card_payment] | YES | Text: I'm concerned about the status of my recent payment. Can you please let me know when I can expect it to be processed?
VAL | [transfer_fee_charged] | NO | Text: I've been making regular transfers to my vacation property abroad, but I'm surprised to see exorbitant fees popping up. Shouldn't my loyalty as a frequent user be recognized?
VAL | [extra_charge_on_statement] | YES | Text: Hi, I noticed an unexpected extra charge on my statement. My account was billed an additional $1 that I don't recognize. Could you help me understand why this occurred?
VAL | [beneficiary_not_allowed] | YES | Text: The payment was declined due to the beneficiary not being allowed.
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't my transfer been received by the recipient yet? Can you provide an update on the status of my transaction?
VAL | [card_delivery_estimate] | YES | Text: I'm in a hurry, can you please provide an estimated delivery timeframe for my new card?
VAL | [request_refund] | NO | Text: Can you please provide me with the return policy so I can initiate a refund?
VAL | [supported_cards_and_currencies] | NO | Text: We also accept various credit cards, including those issued in the United States. Which one would you like to use?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use bank transfer to top up my account, and what are the associated charges?
VAL | [transfer_fee_charged] | NO | Text: A sender informed me that the recipient didn't receive the full transfer amount, and it was actually short by a small amount. To rectify this, I need to make an additional transfer to cover the shortfall. Could you please investigate this matter?
