GEN | [transfer_into_account] | Orig: I need more money in my account. Can I add more by transferring? -> Aug: I'd like to move some funds into my account. Can I initiate a transfer to increase my balance?
GEN | [supported_cards_and_currencies] | Orig: What cards do you support -> Aug: We accept a wide range of cards, including Visa, Mastercard, American Express, Discover, and Diners Club, as well as various digital wallets and cryptocurrencies like Bitcoin, Ethereum, and Litecoin.
GEN | [cash_withdrawal_not_recognised] | Orig: There is money missing from my account. -> Aug: We've noticed an unexpected discrepancy in your account balance.
GEN | [activate_my_card] | Orig: How can I switch on my new card? -> Aug: How do I turn on my new credit card?
GEN | [cash_withdrawal_not_recognised] | Orig: Money was taken out without my consent, -> Aug: Unauthorised cash withdrawal was made without my knowledge or approval.
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unauthorized charge. -> Aug: We've received a direct debit payment that we're unable to recognize.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Where is the money I put in the bank? -> Aug: I made a deposit using a cheque or cash, but my account balance hasn't been updated yet.
GEN | [top_up_by_cash_or_cheque] | Orig: Help me please, I need to top up cash. -> Aug: Can you assist me in topping up my account using cash or cheque?
GEN | [card_arrival] | Orig: What's go on, where is my new card? -> Aug: What's taking so long? When can I expect my new card to arrive?
GEN | [card_arrival] | Orig: Have you sent out my card yet? -> Aug: Has my new card been dispatched to me?
GEN | [exchange_via_app] | Orig: Can I use this app for both USD and GBP? -> Aug: Can I use this app to exchange currencies, including USD and GBP?
GEN | [topping_up_by_card] | Orig: Hoe do i use my credit card to transfer money? -> Aug: How can I use my credit card to add funds to my account?
GEN | [supported_cards_and_currencies] | Orig: how can i add money from my amex card -> Aug: You can add funds to your account using your American Express card, which is one of the supported cards and currencies we accept.
GEN | [topping_up_by_card] | Orig: Transferring money using credit card -> Aug: Adding funds using a credit card
GEN | [request_refund] | Orig: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? -> Aug: I recently purchased an item and would like to initiate a refund, could you please let me know if the item has been dispatched yet?
GEN | [transfer_fee_charged] | Orig: I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? -> Aug: I've been a loyal customer for the past few months, using my account to manage international transactions for my new property. I've noticed a sudden increase in fees, which seems unfair considering my consistent usage. Shouldn't I be entitled to a discount or some sort of reward for my loyalty?
GEN | [card_arrival] | Orig: Is there a way to track my card? -> Aug: Can I check the status of my card delivery?
GEN | [get_disposable_virtual_card] | Orig: Will you tell me how I am supposed to use the disposable cards? -> Aug: Can you guide me on the proper usage of the disposable virtual card?
GEN | [declined_card_payment] | Orig: why couldn't I use my card at a store? -> Aug: Your card payment was declined, which prevented you from making a purchase at the store.
GEN | [cash_withdrawal_not_recognised] | Orig: I got a message saying I made a withdrawal from the bank machine, but I did not. -> Aug: I'm being told I withdrew cash from an ATM, but I'm certain I didn't.
GEN | [failed_transfer] | Orig: How is this transfer supposed to work? It's not working for me. -> Aug: I'm having trouble with this transfer. Can you explain how it's supposed to work?
GEN | [topping_up_by_card] | Orig: With my credit card i would like to transfer money. -> Aug: I would like to make a card-based deposit.
GEN | [card_payment_fee_charged] | Orig: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. -> Aug: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an additional charge related to one of my transactions. I was not informed about this fee beforehand.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I only top-up digitally? Or could I use cash? -> Aug: Can I make a top-up using cash or cheque instead of digital payment?
GEN | [country_support] | Orig: I just moved to the US how do I get a card? -> Aug: I recently relocated to the United States and would like to apply for a credit card. Can you guide me through the process?
GEN | [card_arrival] | Orig: Where is my credit card that was to be mailed? -> Aug: I'm expecting my credit card to arrive, but I haven't received it yet. Can you please let me know its status?
GEN | [activate_my_card] | Orig: How can i make my card active? -> Aug: What steps can I take to activate my card?
GEN | [top_up_by_cash_or_cheque] | Orig: how do i find top up for cash deposit -> Aug: how can i make a cash deposit or cheque payment to top up my account?
GEN | [exchange_via_app] | Orig: Can you  tell me how to get AUD not GBP? -> Aug: Can you guide me on how to exchange currency from AUD to GBP using the app?
GEN | [topping_up_by_card] | Orig: My wallet is empty even though I topped it up an hour ago. -> Aug: I'm having an issue with my card payment not reflecting in my account, despite topping up my balance an hour ago.
GEN | [pending_top_up] | Orig: Where are my funds? I topped off my car but it didn't seem to complete. -> Aug: Why hasn't my top-up been processed? I've attempted to add funds to my account, but the transaction appears to be pending.
GEN | [transfer_timing] | Orig: How fast are transfers from Europe? -> Aug: What is the typical transfer processing time for international transactions from Europe?
GEN | [apple_pay_or_google_pay] | Orig: Can I use my Apple watch to fill my gas tank? -> Aug: Can I use my Apple Pay or Google Pay to fill my gas tank?
GEN | [visa_or_mastercard] | Orig: What cards do you offer? -> Aug: We accept both Visa and Mastercard.
GEN | [apple_pay_or_google_pay] | Orig: i have been trying to add money with apple pay but it wont work, why? -> Aug: I'm having trouble adding funds using Google Pay, can you help me troubleshoot the issue?
GEN | [country_support] | Orig: How does a US resident go about acquiring a new card? -> Aug: What steps can a US citizen take to obtain a new credit card?
GEN | [transfer_fee_charged] | Orig: There is a fee from a transfer that is not supposed to be here! -> Aug: A charge was unexpectedly added to a transfer that shouldn't have had one.
GEN | [topping_up_by_card] | Orig: Why is my 'top up' not showing up in my wallet? -> Aug: Why is my card-based top-up not reflecting in my account balance?
GEN | [getting_spare_card] | Orig: daughter needs card, how do i add her -> Aug: I'd be happy to help you with getting a spare card for your daughter. Can you please provide me with her name and the last four digits of her social security number so I can assist you with the process?
GEN | [top_up_by_card_charge] | Orig: What do I need to know about topping up? -> Aug: What are the requirements for charging my card for a top-up?
VAL | [transfer_into_account] | YES | Text: I'd like to move some funds into my account. Can I initiate a transfer to increase my balance?
VAL | [supported_cards_and_currencies] | YES | Text: We accept a wide range of cards, including Visa, Mastercard, American Express, Discover, and Diners Club, as well as various digital wallets and cryptocurrencies like Bitcoin, Ethereum, and Litecoin.
VAL | [cash_withdrawal_not_recognised] | NO | Text: We've noticed an unexpected discrepancy in your account balance.
VAL | [activate_my_card] | NO | Text: How do I turn on my new credit card?
VAL | [cash_withdrawal_not_recognised] | YES | Text: Unauthorised cash withdrawal was made without my knowledge or approval.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a direct debit payment that we're unable to recognize.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a deposit using a cheque or cash, but my account balance hasn't been updated yet.
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can you assist me in topping up my account using cash or cheque?
VAL | [card_arrival] | NO | Text: What's taking so long? When can I expect my new card to arrive?
VAL | [card_arrival] | YES | Text: Has my new card been dispatched to me?
VAL | [exchange_via_app] | NO | Text: Can I use this app to exchange currencies, including USD and GBP?
VAL | [topping_up_by_card] | YES | Text: How can I use my credit card to add funds to my account?
VAL | [supported_cards_and_currencies] | YES | Text: You can add funds to your account using your American Express card, which is one of the supported cards and currencies we accept.
VAL | [topping_up_by_card] | YES | Text: Adding funds using a credit card
VAL | [request_refund] | NO | Text: I recently purchased an item and would like to initiate a refund, could you please let me know if the item has been dispatched yet?
VAL | [transfer_fee_charged] | NO | Text: I've been a loyal customer for the past few months, using my account to manage international transactions for my new property. I've noticed a sudden increase in fees, which seems unfair considering my consistent usage. Shouldn't I be entitled to a discount or some sort of reward for my loyalty?
VAL | [card_arrival] | YES | Text: Can I check the status of my card delivery?
VAL | [get_disposable_virtual_card] | YES | Text: Can you guide me on the proper usage of the disposable virtual card?
VAL | [declined_card_payment] | YES | Text: Your card payment was declined, which prevented you from making a purchase at the store.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm being told I withdrew cash from an ATM, but I'm certain I didn't.
VAL | [failed_transfer] | NO | Text: I'm having trouble with this transfer. Can you explain how it's supposed to work?
VAL | [topping_up_by_card] | NO | Text: I would like to make a card-based deposit.
VAL | [card_payment_fee_charged] | YES | Text: I'd like to be notified when an extra fee is applied to my payment. I recently checked the app and noticed an additional charge related to one of my transactions. I was not informed about this fee beforehand.
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I make a top-up using cash or cheque instead of digital payment?
VAL | [country_support] | YES | Text: I recently relocated to the United States and would like to apply for a credit card. Can you guide me through the process?
VAL | [card_arrival] | YES | Text: I'm expecting my credit card to arrive, but I haven't received it yet. Can you please let me know its status?
VAL | [activate_my_card] | YES | Text: What steps can I take to activate my card?
VAL | [top_up_by_cash_or_cheque] | NO | Text: how can i make a cash deposit or cheque payment to top up my account?
VAL | [exchange_via_app] | YES | Text: Can you guide me on how to exchange currency from AUD to GBP using the app?
VAL | [topping_up_by_card] | YES | Text: I'm having an issue with my card payment not reflecting in my account, despite topping up my balance an hour ago.
VAL | [pending_top_up] | YES | Text: Why hasn't my top-up been processed? I've attempted to add funds to my account, but the transaction appears to be pending.
VAL | [transfer_timing] | YES | Text: What is the typical transfer processing time for international transactions from Europe?
VAL | [apple_pay_or_google_pay] | YES | Text: Can I use my Apple Pay or Google Pay to fill my gas tank?
VAL | [visa_or_mastercard] | NO | Text: We accept both Visa and Mastercard.
VAL | [apple_pay_or_google_pay] | NO | Text: I'm having trouble adding funds using Google Pay, can you help me troubleshoot the issue?
VAL | [country_support] | YES | Text: What steps can a US citizen take to obtain a new credit card?
VAL | [transfer_fee_charged] | YES | Text: A charge was unexpectedly added to a transfer that shouldn't have had one.
VAL | [topping_up_by_card] | YES | Text: Why is my card-based top-up not reflecting in my account balance?
VAL | [getting_spare_card] | YES | Text: I'd be happy to help you with getting a spare card for your daughter. Can you please provide me with her name and the last four digits of her social security number so I can assist you with the process?
VAL | [top_up_by_card_charge] | NO | Text: What are the requirements for charging my card for a top-up?
