GEN | [terminate_account] | Orig: do i have to talk to someone to close an account or can i in the app -> Aug: To terminate an account, can I do it through the app or do I need to speak with a representative?
GEN | [cash_withdrawal_not_recognised] | Orig: i didnt put that money in my account -> Aug: i didn't make that deposit
GEN | [unable_to_verify_identity] | Orig: Hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour.  If this verification has in fact, failed, double-check to make sure that your images are clear.  Also make sure that your document photos have no blur or glare. They need to be readable.  You must also be 18 years of age or older and be a resident of Switzerland or the European Economic Area to open an account. -> Aug: We're experiencing a delay in processing your verification request. Please ensure that your uploaded images are clear and readable, with no blur or glare. Additionally, verify that you meet the eligibility criteria: you must be 18 years of age or older and a resident of Switzerland or the European Economic Area to open an account. We'll notify you as soon as the verification process is complete.
GEN | [cash_withdrawal_not_recognised] | Orig: I see cash in my app but I did not get it. -> Aug: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
GEN | [lost_or_stolen_card] | Orig: Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered. -> Aug: My card was stolen while I was on vacation in Spain and I need it blocked and a replacement issued as soon as possible.
GEN | [getting_virtual_card] | Orig: I need to make a purchase online, where is my virtual card? -> Aug: I'm trying to make an online purchase, can you help me locate my virtual card?
GEN | [top_up_by_card_charge] | Orig: Are there any charges for topping up a US-issued card? -> Aug: Is there a fee associated with recharging a US-issued card using a card charge?
GEN | [card_payment_not_recognised] | Orig: I do not recognise the card payment. -> Aug: We are unable to verify the card payment.
GEN | [pin_blocked] | Orig: I must have entered my PIN wrong. -> Aug: I may have incorrectly entered my PIN.
GEN | [cash_withdrawal_charge] | Orig: How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month. -> Aug: Can you tell me about the cash withdrawal charge? I'm trying to understand when I'll be charged a fee for taking out cash from my account.
GEN | [atm_support] | Orig: Can I get money out of any machine? -> Aug: Can I withdraw cash from any ATM machine?
GEN | [verify_source_of_funds] | Orig: What kind of security protects my money? -> Aug: We'd like to verify the source of funds for your account to ensure the security of your transactions.
GEN | [visa_or_mastercard] | Orig: Why did I get a different card then requested? -> Aug: Why was I issued a Visa or Mastercard instead of the one I specifically requested?
GEN | [card_payment_not_recognised] | Orig: There are charges on my card from the past few day I am pretty sure I didnt make, can you please freeze it for me? How do I get my money returned since it wasnt me? -> Aug: I've noticed some transactions on my card from the recent past that I'm certain I didn't authorize. Can you please put a hold on the charges? How do I get my funds back since I didn't make these purchases?
GEN | [cash_withdrawal_charge] | Orig: Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now? -> Aug: We do charge a fee for cash withdrawals, and the amount varies depending on the type of account and the location of the ATM. Can you please check your account details or visit our website for more information on the current cash withdrawal charge?
GEN | [cash_withdrawal_charge] | Orig: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? -> Aug: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a cash withdrawal at a location other than Nandos in Leeds. Can you help me understand what this charge is for and if it's legitimate?
GEN | [pending_top_up] | Orig: new customer and filling gas for the first time today, not working, -> Aug: New customer attempting to top up their account for the first time today, but the transaction is not processing.
GEN | [direct_debit_payment_not_recognised] | Orig: I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced. -> Aug: I'm reviewing my account activity and noticed an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge.
GEN | [age_limit] | Orig: My daughter needs an acount. -> Aug: My child requires an account.
GEN | [card_acceptance] | Orig: Can I use my card while on vacation overseas? -> Aug: Can I make purchases with my card while traveling abroad?
GEN | [get_physical_card] | Orig: I don't have a PIN at this point. -> Aug: I'd like to obtain a physical card.
GEN | [top_up_by_card_charge] | Orig: Will you charge me for topping up with a European card? -> Aug: Will I be charged a fee for recharging my account using a European-issued card?
GEN | [country_support] | Orig: Can I use my card in Austria? -> Aug: Can I use my card in Austria, or is there a specific country where I can use it?
GEN | [card_about_to_expire] | Orig: Where can I have a new bank card sent to China? -> Aug: As my bank card is about to expire, can I request a replacement card to be sent to China?
GEN | [wrong_amount_of_cash_received] | Orig: ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now! -> Aug: The ATM malfunctioned and dispensed an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds. I'm currently at the machine and would appreciate immediate assistance.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. -> Aug: I'm trying to withdraw some cash while abroad, but I'm concerned that the exchange rate might be incorrect, which would result in an unexpected amount of my home currency. Can you help me with this issue?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [cancel_transfer] | Orig: I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account? -> Aug: I mistakenly initiated a transfer from an incorrect account, which was intended for a significant rent payment. The account I used won't have sufficient funds to cover the amount, and it's crucial that the payment is reversed and processed from the correct account.
GEN | [why_verify_identity] | Orig: I don't understand why you want so much of my personal info. -> Aug: I'm curious, what's the purpose of requiring me to provide so much personal information?
GEN | [declined_cash_withdrawal] | Orig: How do I get money from an ATM using my card? I can't seem to get it to work? I used the pin I had, but maybe it's wrong? What do I need to do to fix this? -> Aug: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your transaction was declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting your bank's customer service to report the issue and get assistance with resolving it.
GEN | [card_payment_not_recognised] | Orig: I didn't make a payment at this business. -> Aug: We couldn't verify a payment from your card at this merchant.
GEN | [card_payment_not_recognised] | Orig: This card payment isn't is recognition. -> Aug: This card payment is not recognized.
GEN | [cash_withdrawal_not_recognised] | Orig: Some cash shows up on my app. -> Aug: There's an unexpected cash withdrawal showing up on my account.
GEN | [pin_blocked] | Orig: How do I unblock my card? -> Aug: Why is my card blocked and how can I unblock it?
GEN | [direct_debit_payment_not_recognised] | Orig: If I found an error in my account for a transaction I didn't make, how long to I have to dispute it? -> Aug: We've received a notification that a direct debit payment was made from your account, but we couldn't verify the transaction. Can you please clarify the payment details so we can assist you further?
GEN | [top_up_by_card_charge] | Orig: Are there still fees for european top-ups? -> Aug: Are there any charges for topping up my card with euros?
GEN | [terminate_account] | Orig: Can you please disable my current account. -> Aug: Can you assist me in closing my account?
GEN | [card_arrival] | Orig: I don't have my card after 1 week. What are my next steps? -> Aug: I haven't received my card yet, and it's been a week. What should I do next?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are you going to charge me to collect the money? -> Aug: Will I be charged a fee for bank transfer top-up?
VAL | [terminate_account] | YES | Text: To terminate an account, can I do it through the app or do I need to speak with a representative?
VAL | [cash_withdrawal_not_recognised] | NO | Text: i didn't make that deposit
VAL | [unable_to_verify_identity] | NO | Text: We're experiencing a delay in processing your verification request. Please ensure that your uploaded images are clear and readable, with no blur or glare. Additionally, verify that you meet the eligibility criteria: you must be 18 years of age or older and a resident of Switzerland or the European Economic Area to open an account. We'll notify you as soon as the verification process is complete.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
VAL | [lost_or_stolen_card] | YES | Text: My card was stolen while I was on vacation in Spain and I need it blocked and a replacement issued as soon as possible.
VAL | [getting_virtual_card] | YES | Text: I'm trying to make an online purchase, can you help me locate my virtual card?
VAL | [top_up_by_card_charge] | YES | Text: Is there a fee associated with recharging a US-issued card using a card charge?
VAL | [card_payment_not_recognised] | YES | Text: We are unable to verify the card payment.
VAL | [pin_blocked] | YES | Text: I may have incorrectly entered my PIN.
VAL | [cash_withdrawal_charge] | YES | Text: Can you tell me about the cash withdrawal charge? I'm trying to understand when I'll be charged a fee for taking out cash from my account.
VAL | [atm_support] | YES | Text: Can I withdraw cash from any ATM machine?
VAL | [verify_source_of_funds] | NO | Text: We'd like to verify the source of funds for your account to ensure the security of your transactions.
VAL | [visa_or_mastercard] | NO | Text: Why was I issued a Visa or Mastercard instead of the one I specifically requested?
VAL | [card_payment_not_recognised] | YES | Text: I've noticed some transactions on my card from the recent past that I'm certain I didn't authorize. Can you please put a hold on the charges? How do I get my funds back since I didn't make these purchases?
VAL | [cash_withdrawal_charge] | NO | Text: We do charge a fee for cash withdrawals, and the amount varies depending on the type of account and the location of the ATM. Can you please check your account details or visit our website for more information on the current cash withdrawal charge?
VAL | [cash_withdrawal_charge] | YES | Text: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a cash withdrawal at a location other than Nandos in Leeds. Can you help me understand what this charge is for and if it's legitimate?
VAL | [pending_top_up] | YES | Text: New customer attempting to top up their account for the first time today, but the transaction is not processing.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm reviewing my account activity and noticed an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge.
VAL | [age_limit] | YES | Text: My child requires an account.
VAL | [card_acceptance] | YES | Text: Can I make purchases with my card while traveling abroad?
VAL | [get_physical_card] | NO | Text: I'd like to obtain a physical card.
VAL | [top_up_by_card_charge] | YES | Text: Will I be charged a fee for recharging my account using a European-issued card?
VAL | [country_support] | NO | Text: Can I use my card in Austria, or is there a specific country where I can use it?
VAL | [card_about_to_expire] | NO | Text: As my bank card is about to expire, can I request a replacement card to be sent to China?
VAL | [wrong_amount_of_cash_received] | YES | Text: The ATM malfunctioned and dispensed an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds. I'm currently at the machine and would appreciate immediate assistance.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to withdraw some cash while abroad, but I'm concerned that the exchange rate might be incorrect, which would result in an unexpected amount of my home currency. Can you help me with this issue?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [cancel_transfer] | YES | Text: I mistakenly initiated a transfer from an incorrect account, which was intended for a significant rent payment. The account I used won't have sufficient funds to cover the amount, and it's crucial that the payment is reversed and processed from the correct account.
VAL | [why_verify_identity] | NO | Text: I'm curious, what's the purpose of requiring me to provide so much personal information?
VAL | [declined_cash_withdrawal] | NO | Text: I'm sorry to hear that you're having trouble withdrawing cash from an ATM using your card. It's possible that your transaction was declined due to insufficient funds or a technical issue. Can you please check your account balance and ensure that you have sufficient funds available for the withdrawal? If the issue persists, you may want to try contacting your bank's customer service to report the issue and get assistance with resolving it.
VAL | [card_payment_not_recognised] | NO | Text: We couldn't verify a payment from your card at this merchant.
VAL | [card_payment_not_recognised] | YES | Text: This card payment is not recognized.
VAL | [cash_withdrawal_not_recognised] | NO | Text: There's an unexpected cash withdrawal showing up on my account.
VAL | [pin_blocked] | NO | Text: Why is my card blocked and how can I unblock it?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment was made from your account, but we couldn't verify the transaction. Can you please clarify the payment details so we can assist you further?
VAL | [top_up_by_card_charge] | NO | Text: Are there any charges for topping up my card with euros?
VAL | [terminate_account] | YES | Text: Can you assist me in closing my account?
VAL | [card_arrival] | YES | Text: I haven't received my card yet, and it's been a week. What should I do next?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Will I be charged a fee for bank transfer top-up?
