GEN | [lost_or_stolen_card] | Orig: Can you provide information for freezing my card immediately? -> Aug: Can you assist me in putting a hold on my card right away?
GEN | [passcode_forgotten] | Orig: I can't find my code -> Aug: I've misplaced my passcode
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this? -> Aug: Can I withdraw cash from my home country using one of your machines while I'm on holiday? I'm worried about not having any local currency with me and would like to know if I'll be charged a fee for this service.
GEN | [beneficiary_not_allowed] | Orig: Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying. -> Aug: Hello, I'm having some trouble with the app. I'm trying to exchange cryptocurrency, but it's not working as expected. I'm eager to make a purchase.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you see my new balance yet? -> Aug: Have you checked my account balance recently?
GEN | [visa_or_mastercard] | Orig: I'm happy with Mastercard and want to stick with just that credit card. -> Aug: I'm content with Mastercard and would prefer to continue using only that Visa or Mastercard.
GEN | [virtual_card_not_working] | Orig: Can I use my virtual card to complete transactions for memberships? -> Aug: Can I make payments for membership fees using my virtual card?
GEN | [getting_virtual_card] | Orig: I would love one of the virtual cards! -> Aug: I'd like to obtain a virtual card, please.
GEN | [edit_personal_details] | Orig: should i contact customer support if i can't edit details -> Aug: can i reach out to customer support if i'm having trouble updating my personal information?
GEN | [visa_or_mastercard] | Orig: This transaction needs both a Visa and a Mastercard. -> Aug: This transaction requires both a Visa and a Mastercard.
GEN | [lost_or_stolen_card] | Orig: Has there been any activity on my card today? -> Aug: Has there been any recent use or transactions on my card?
GEN | [visa_or_mastercard] | Orig: I want a Mastercard, instead. -> Aug: I'd prefer a Visa, if possible.
GEN | [card_not_working] | Orig: WHAT IS THE MAIN REASON OF THIS PROBLEM -> Aug: WHY IS MY CARD NOT FUNCTIONING PROPERLY?
GEN | [getting_spare_card] | Orig: What is the procedure for me to get more cards on my account? -> Aug: How do I obtain additional cards for my account?
GEN | [cash_withdrawal_charge] | Orig: How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month. -> Aug: What's the maximum amount I can withdraw without incurring a fee, and how do I know if I've reached that limit?
GEN | [terminate_account] | Orig: if im not using my account should i close it or just let it sit -> Aug: If I'm not actively using my account, should I cancel it or simply leave it inactive?
GEN | [card_payment_not_recognised] | Orig: I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? -> Aug: I'm having trouble identifying some charges on my account that I don't recall making. The transaction descriptions seem unfamiliar, and I'm unsure if the merchant names are just different or if there's something more going on. Should I have my card temporarily suspended while you investigate this issue to ensure my account's security, or is it safe to leave it active?
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Can you explain why my top-up request is still pending?
GEN | [passcode_forgotten] | Orig: I don't know the code for the app. -> Aug: I've forgotten the passcode for the mobile banking app.
GEN | [receiving_money] | Orig: Is it possible for a friend to personally send me a payment? -> Aug: Can a friend make a personal payment on my behalf?
GEN | [lost_or_stolen_phone] | Orig: I don't have my cell phone with me so I cannot access the system to complete the transaction. -> Aug: I'm currently without my mobile device, which is preventing me from accessing the system to finalize the transaction.
GEN | [top_up_limits] | Orig: What is the daily limit on my card? -> Aug: What is the daily spending limit on my credit card?
GEN | [lost_or_stolen_card] | Orig: Could you please freeze my card immediately? -> Aug: Can you put a hold on my card right away?
GEN | [direct_debit_payment_not_recognised] | Orig: hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent. -> Aug: I'm concerned that someone has compromised my card information, as I've noticed an unauthorized transaction on my app from a location that's not near my usual shopping spots. I'm counting on getting that refund to cover my rent payment.
GEN | [virtual_card_not_working] | Orig: My throwaway virtual card won't work -> Aug: My temporary virtual card is not functioning properly.
GEN | [visa_or_mastercard] | Orig: Can I get a Visa from you? -> Aug: Can I obtain a Mastercard from you instead?
GEN | [wrong_amount_of_cash_received] | Orig: When I went to $100, all the machine would give me was $20. -> Aug: When I went to withdraw $100, the machine only dispensed $20.
GEN | [terminate_account] | Orig: Your company is lame. Shut down all my account services right now. -> Aug: Close my account immediately, as I'm extremely dissatisfied with your company's services.
GEN | [card_not_working] | Orig: I wasn't able to use my card today when I went out for lunch. Wondering why that is? -> Aug: I tried to make a purchase using my card, but it didn't work when I went to a restaurant for lunch. Can you help me figure out what's going on?
GEN | [country_support] | Orig: Can I get support? -> Aug: Do you need assistance?
GEN | [wrong_amount_of_cash_received] | Orig: I was only given $20 when I tried to get $100 -> Aug: I was shortchanged $80 when I attempted to collect $100.
GEN | [card_not_working] | Orig: WHAT IS THE REASON FOR THAT -> Aug: WHY IS MY CARD NOT FUNCTIONING?
GEN | [visa_or_mastercard] | Orig: I won't be pleased unless I get a Mastercard. -> Aug: I'm not satisfied unless I receive a Visa or Mastercard.
GEN | [fiat_currency_support] | Orig: Do you have a problem with EUR exchanges? -> Aug: Are you experiencing an issue with converting or exchanging euros?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of the Notting Hill ATM earlier, but wasn't able to. Is my card working okay? It's the first time I tried using it. -> Aug: I attempted to withdraw cash from the Notting Hill ATM, but the transaction was unsuccessful. Is my card functioning properly, as this is my first attempt to use it.
GEN | [wrong_amount_of_cash_received] | Orig: The machine only paid me a hundred when I wanted 20 -> Aug: The machine gave me a hundred dollars, but I was expecting twenty.
GEN | [country_support] | Orig: i live in portugal. do you operate here? -> Aug: I am a resident of Portugal. Do you have a presence in this country?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Can you provide information for freezing my card immediately? | Augmented: Can you assist me in putting a hold on my card right away?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't find my code | Augmented: I've misplaced my passcode
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this? | Augmented: Can I withdraw cash from my home country using one of your machines while I'm on holiday? I'm worried about not having any local currency with me and would like to know if I'll be charged a fee for this service.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying. | Augmented: Hello, I'm having some trouble with the app. I'm trying to exchange cryptocurrency, but it's not working as expected. I'm eager to make a purchase.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Can you see my new balance yet? | Augmented: Have you checked my account balance recently?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: I'm happy with Mastercard and want to stick with just that credit card. | Augmented: I'm content with Mastercard and would prefer to continue using only that Visa or Mastercard.
VAL | [virtual_card_not_working] | ACCEPT | Reason: N/A | Original: Can I use my virtual card to complete transactions for memberships? | Augmented: Can I make payments for membership fees using my virtual card?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I would love one of the virtual cards! | Augmented: I'd like to obtain a virtual card, please.
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: should i contact customer support if i can't edit details | Augmented: can i reach out to customer support if i'm having trouble updating my personal information?
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: This transaction needs both a Visa and a Mastercard. | Augmented: This transaction requires both a Visa and a Mastercard.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Has there been any activity on my card today? | Augmented: Has there been any recent use or transactions on my card?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: I want a Mastercard, instead. | Augmented: I'd prefer a Visa, if possible.
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: WHAT IS THE MAIN REASON OF THIS PROBLEM | Augmented: WHY IS MY CARD NOT FUNCTIONING PROPERLY?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: What is the procedure for me to get more cards on my account? | Augmented: How do I obtain additional cards for my account?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month. | Augmented: What's the maximum amount I can withdraw without incurring a fee, and how do I know if I've reached that limit?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: if im not using my account should i close it or just let it sit | Augmented: If I'm not actively using my account, should I cancel it or simply leave it inactive?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: The augmented text preserves the core issue of unrecognized transactions and the need for assistance, which aligns with the original intent. It does not introduce any contradictory information or unrelated details. | Original: I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? | Augmented: I'm having trouble identifying some charges on my account that I don't recall making. The transaction descriptions seem unfamiliar, and I'm unsure if the merchant names are just different or if there's something more going on. Should I have my card temporarily suspended while you investigate this issue to ensure my account's security, or is it safe to leave it active?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Can you tell me why my pop-up is still pending? | Augmented: Can you explain why my top-up request is still pending?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I don't know the code for the app. | Augmented: I've forgotten the passcode for the mobile banking app.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Is it possible for a friend to personally send me a payment? | Augmented: Can a friend make a personal payment on my behalf?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I don't have my cell phone with me so I cannot access the system to complete the transaction. | Augmented: I'm currently without my mobile device, which is preventing me from accessing the system to finalize the transaction.
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: What is the daily limit on my card? | Augmented: What is the daily spending limit on my credit card?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Could you please freeze my card immediately? | Augmented: Can you put a hold on my card right away?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent. | Augmented: I'm concerned that someone has compromised my card information, as I've noticed an unauthorized transaction on my app from a location that's not near my usual shopping spots. I'm counting on getting that refund to cover my rent payment.
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: My throwaway virtual card won't work | Augmented: My temporary virtual card is not functioning properly.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Can I get a Visa from you? | Augmented: Can I obtain a Mastercard from you instead?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: When I went to $100, all the machine would give me was $20. | Augmented: When I went to withdraw $100, the machine only dispensed $20.
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: Your company is lame. Shut down all my account services right now. | Augmented: Close my account immediately, as I'm extremely dissatisfied with your company's services.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I wasn't able to use my card today when I went out for lunch. Wondering why that is? | Augmented: I tried to make a purchase using my card, but it didn't work when I went to a restaurant for lunch. Can you help me figure out what's going on?
VAL | [country_support] | UNKNOWN | Reason: N/A | Original: Can I get support? | Augmented: Do you need assistance?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I was only given $20 when I tried to get $100 | Augmented: I was shortchanged $80 when I attempted to collect $100.
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: WHAT IS THE REASON FOR THAT | Augmented: WHY IS MY CARD NOT FUNCTIONING?
