GEN | [terminate_account] | Orig: I need to close my account as soon as possible. -> Aug: I would like to cancel my account immediately.
GEN | [beneficiary_not_allowed] | Orig: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? -> Aug: I'm having trouble finalizing a transaction. I'm attempting to buy some cryptocurrency, but the app is preventing me from doing so. Can you help me understand what's blocking this process?
GEN | [card_delivery_estimate] | Orig: I need my card right away. -> Aug: I require my card as soon as possible.
GEN | [cancel_transfer] | Orig: I used the wrong account number! -> Aug: I mistakenly entered an incorrect account number.
GEN | [beneficiary_not_allowed] | Orig: Why wasn't my payment to beneficiary X approved? -> Aug: Why was my payment to the designated beneficiary rejected?
GEN | [failed_transfer] | Orig: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. -> Aug: I've attempted to initiate a transfer to my friend's account, but it's been declined. Could you help me figure out what's going on?
GEN | [beneficiary_not_allowed] | Orig: I got a message that I cannot name X as a beneficiary. -> Aug: You're unable to designate X as a beneficiary.
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [declined_transfer] | Orig: How can I find a way to transfer money without it being rejected? -> Aug: I'm trying to make a transfer, but it keeps getting declined. Can you help me figure out why it's not going through?
GEN | [cancel_transfer] | Orig: I have arranged a transfer, but no longer need to send it. How do I stop the transfer? -> Aug: I've initiated a transfer, but I've changed my mind and would like to cancel it. Can you help me stop the transfer from going through?
GEN | [top_up_failed] | Orig: I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any. -> Aug: I'm experiencing an issue with topping up my card, as the transaction is being declined. Could you assist me in resolving this or suggest alternative solutions if available?
GEN | [order_physical_card] | Orig: Show me where to order my card. -> Aug: Where can I place an order for a physical card?
GEN | [compromised_card] | Orig: How can I tell if someone else is using my card? -> Aug: How can I determine if my card has been compromised and is being used by someone else?
GEN | [apple_pay_or_google_pay] | Orig: Can I use my Apple Watch to pay for gas? -> Aug: Can I use my smartwatch to make a payment for fuel?
GEN | [declined_card_payment] | Orig: My card was not accepted in a shop -> Aug: The payment made with my card was declined at a retail store.
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
GEN | [country_support] | Orig: Can I get a card that works in other countries like Africa and Indonesia? -> Aug: Can I obtain a card that is widely accepted in various countries, including those in Africa and Indonesia?
GEN | [topping_up_by_card] | Orig: Can somebody else top up my account? -> Aug: Can someone else add funds to my account using my card?
GEN | [compromised_card] | Orig: Questionable transactions on my account. -> Aug: Suspicious activity detected on my account.
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone but how do I use my card information? -> Aug: I recently got a new phone, but how do I access my card details?
GEN | [supported_cards_and_currencies] | Orig: Can you accept my other card from the U.S.?  It is the only other one I have. -> Aug: Can you accept my other credit card issued in the United States? It's the only other one I possess.
GEN | [transfer_timing] | Orig: When will the money reach my  account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [topping_up_by_card] | Orig: I don't see me 'top up' in my wallet -> Aug: I'm unable to locate my card top-up transaction in my digital wallet.
GEN | [wrong_amount_of_cash_received] | Orig: my atm transaction was wrong -> Aug: the amount I received from my ATM transaction was incorrect
GEN | [cancel_transfer] | Orig: I submitted a transaction but it was for the incorrect account. -> Aug: I mistakenly initiated a transfer to the wrong account.
GEN | [lost_or_stolen_phone] | Orig: I misplaced my phone so I can't use the app! Does this mean I can't use my card? -> Aug: I accidentally left my phone behind, and now I'm unable to access the app. Does this mean I'm unable to use my card?
GEN | [declined_card_payment] | Orig: why couldn't I use my card at a store? -> Aug: Why was my card payment declined at the store?
GEN | [topping_up_by_card] | Orig: I don't see my top up in my wallet. -> Aug: I'm unable to locate the recent card top-up in my digital wallet.
GEN | [topping_up_by_card] | Orig: my top up isnt there yet where do i find it -> Aug: my card top-up is still pending, where can I locate it?
GEN | [pending_top_up] | Orig: How long after a failed topup will funds refurn to account -> Aug: When will the funds be returned to my account after a failed top-up attempt?
GEN | [get_physical_card] | Orig: I'm looking in the App and can't find my PIN, where should I look? -> Aug: I'm having trouble locating my physical card details, could you guide me on where to find them?
GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
GEN | [country_support] | Orig: Can I use this all over the world? -> Aug: Can I access this service globally or internationally?
GEN | [contactless_not_working] | Orig: The contactless payments are not working. -> Aug: The contactless payment method is currently unavailable.
GEN | [country_support] | Orig: I just moved to the US how do I get a card? -> Aug: I've recently relocated to the United States and would like to obtain a new card.
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top up my account, but the funds are still pending, can you tell me what's going on?
GEN | [lost_or_stolen_phone] | Orig: What do I do if I cannot access the app? -> Aug: I'm having trouble accessing the app and need help recovering my phone.
GEN | [cancel_transfer] | Orig: How do i cancel a charge? -> Aug: How can I stop a pending transfer?
GEN | [declined_card_payment] | Orig: May monthly payment to Apple has been declined but I don't know why, they are going to re-try the payment and it must go through, can you tell me what is going on please? -> Aug: My recurring payment to Apple has been declined, and I'm not sure why. They're going to retry the payment, but I need to know what's causing the issue. Can you help me understand what's happening?
VAL | [terminate_account] | ACCEPT | Reason: Both texts express the intent to terminate an account with urgency, maintaining the same banking intent. | Original: I need to close my account as soon as possible. | Augmented: I would like to cancel my account immediately.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? | Augmented: I'm having trouble finalizing a transaction. I'm attempting to buy some cryptocurrency, but the app is preventing me from doing so. Can you help me understand what's blocking this process?
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: I need my card right away. | Augmented: I require my card as soon as possible.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I used the wrong account number! | Augmented: I mistakenly entered an incorrect account number.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why wasn't my payment to beneficiary X approved? | Augmented: Why was my payment to the designated beneficiary rejected?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I've tried to send money to my friends and I keep getting rejected. Can you please tell me why, I don't understand. | Augmented: I've attempted to initiate a transfer to my friend's account, but it's been declined. Could you help me figure out what's going on?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: ... | Original: I got a message that I cannot name X as a beneficiary. | Augmented: You're unable to designate X as a beneficiary.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? | Augmented: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: How can I find a way to transfer money without it being rejected? | Augmented: I'm trying to make a transfer, but it keeps getting declined. Can you help me figure out why it's not going through?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I have arranged a transfer, but no longer need to send it. How do I stop the transfer? | Augmented: I've initiated a transfer, but I've changed my mind and would like to cancel it. Can you help me stop the transfer from going through?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any. | Augmented: I'm experiencing an issue with topping up my card, as the transaction is being declined. Could you assist me in resolving this or suggest alternative solutions if available?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Show me where to order my card. | Augmented: Where can I place an order for a physical card?
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: How can I tell if someone else is using my card? | Augmented: How can I determine if my card has been compromised and is being used by someone else?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Can I use my Apple Watch to pay for gas? | Augmented: Can I use my smartwatch to make a payment for fuel?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: My card was not accepted in a shop | Augmented: The payment made with my card was declined at a retail store.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. | Augmented: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Can I get a card that works in other countries like Africa and Indonesia? | Augmented: Can I obtain a card that is widely accepted in various countries, including those in Africa and Indonesia?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can somebody else top up my account? | Augmented: Can someone else add funds to my account using my card?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: Questionable transactions on my account. | Augmented: Suspicious activity detected on my account.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I just replaced my phone but how do I use my card information? | Augmented: I recently got a new phone, but how do I access my card details?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Can you accept my other card from the U.S.?  It is the only other one I have. | Augmented: Can you accept my other credit card issued in the United States? It's the only other one I possess.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: When will the money reach my  account? | Augmented: When can I expect the funds to be deposited into my account?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I don't see me 'top up' in my wallet | Augmented: I'm unable to locate my card top-up transaction in my digital wallet.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: my atm transaction was wrong | Augmented: the amount I received from my ATM transaction was incorrect
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I submitted a transaction but it was for the incorrect account. | Augmented: I mistakenly initiated a transfer to the wrong account.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I misplaced my phone so I can't use the app! Does this mean I can't use my card? | Augmented: I accidentally left my phone behind, and now I'm unable to access the app. Does this mean I'm unable to use my card?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: why couldn't I use my card at a store? | Augmented: Why was my card payment declined at the store?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I don't see my top up in my wallet. | Augmented: I'm unable to locate the recent card top-up in my digital wallet.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: my top up isnt there yet where do i find it | Augmented: my card top-up is still pending, where can I locate it?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: How long after a failed topup will funds refurn to account | Augmented: When will the funds be returned to my account after a failed top-up attempt?
VAL | [get_physical_card] | REVIEW | Reason: N/A | Original: I'm looking in the App and can't find my PIN, where should I look? | Augmented: I'm having trouble locating my physical card details, could you guide me on where to find them?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Can you explain to me the way to verify my top up has gone through? | Augmented: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Can I use this all over the world? | Augmented: Can I access this service globally or internationally?
VAL | [contactless_not_working] | ACCEPT | Reason: N/A | Original: The contactless payments are not working. | Augmented: The contactless payment method is currently unavailable.
