GEN | [card_delivery_estimate] | Orig: i need to add express delivery if that's an option -> Aug: I'd like to inquire about the possibility of expedited shipping for my card delivery.
GEN | [disposable_card_limits] | Orig: On my disposable card, is there a transaction limit? -> Aug: Can I know the spending limit on my disposable card?
GEN | [top_up_reverted] | Orig: It's only been a few weeks my my top-up got cancelled -> Aug: My recent top-up reversal has just occurred, and it's only been a few weeks since it happened.
GEN | [pending_transfer] | Orig: I have a trasnger that is pending and wondered about it. -> Aug: I have a transfer that's currently pending and I'd like some information about it.
GEN | [topping_up_by_card] | Orig: What steps do I do to transfer money using my credit card? -> Aug: How can I add funds to my account using my credit card?
GEN | [pending_card_payment] | Orig: How long does it take for a new purchase to stop being considered pending? -> Aug: When will a recent purchase be marked as complete and no longer pending?
GEN | [declined_cash_withdrawal] | Orig: When I tried to access my cash, I wasn't allowed! -> Aug: Unfortunately, I was unable to withdraw cash from my account.
GEN | [transfer_fee_charged] | Orig: why was i chargged -> Aug: why was a fee charged on my transfer?
GEN | [cash_withdrawal_not_recognised] | Orig: Hi, It's urgent, please freeze my card. As someone has withdrawn money using my card in odd remote town. Since i have not done this withdrawal. Do it fast. -> Aug: Hi, I need immediate assistance. Someone has made an unauthorized cash withdrawal using my card in a distant location, and I didn't authorize it. Please, can you freeze my card as soon as possible?
GEN | [top_up_limits] | Orig: I need to add a serious amount of cash to my card, how do I do that? -> Aug: I'd like to increase the available balance on my card, could you guide me on how to do that?
GEN | [automatic_top_up] | Orig: How can I Use thereto-top option? -> Aug: How can I utilize the automatic top-up feature?
GEN | [pending_top_up] | Orig: My top is still pending. -> Aug: My top-up request is still pending.
GEN | [get_disposable_virtual_card] | Orig: What systems do you have in place for my security when using my card for everyday purchases? -> Aug: How do you ensure my security when using a disposable virtual card for daily transactions?
GEN | [topping_up_by_card] | Orig: I wasn't able to use my top up card because the money I put on there wasn't there anymore -> Aug: I'm having trouble using my card to top up because the funds I loaded onto it are no longer available.
GEN | [edit_personal_details] | Orig: I have a new email. -> Aug: I've received a new email address.
GEN | [cash_withdrawal_charge] | Orig: Is there a charge for getting cash? -> Aug: Are there any fees associated with withdrawing cash?
GEN | [cash_withdrawal_not_recognised] | Orig: Someone has a copy of my card !! I definitely still have it here but someone just made a 500£ cash withdrawal, HELP! -> Aug: I've misplaced my card, but I'm certain I still have it. However, someone has made a £500 cash withdrawal, and I urgently need assistance!
GEN | [exchange_rate] | Orig: What's the process for exchanges? -> Aug: How do I initiate an exchange?
GEN | [topping_up_by_card] | Orig: What do I need to do to transfer money with my credit card? -> Aug: How can I use my credit card to add funds to my account?
GEN | [top_up_by_cash_or_cheque] | Orig: How can I add physical money to my card? -> Aug: You can replenish your card balance by depositing cash or cheque.
GEN | [declined_card_payment] | Orig: I'm sure I have enough money so why didn't the store accept my card? -> Aug: I'm certain I have sufficient funds, yet the merchant refused to accept my payment method.
GEN | [getting_spare_card] | Orig: I need more physical cards than I have right now! -> Aug: I require additional physical debit/credit cards to have a sufficient supply.
GEN | [exchange_rate] | Orig: How do you do exchanges? -> Aug: What's the process for converting currencies?
GEN | [automatic_top_up] | Orig: How do I get refills to my card when I'm traveling? -> Aug: How can I arrange for automatic top-ups to my card while I'm abroad?
GEN | [topping_up_by_card] | Orig: Hoe do i use my credit card to transfer money? -> Aug: How can I use my credit card to make a payment or add funds to my account?
GEN | [top_up_by_card_charge] | Orig: Where can i top my card for free? -> Aug: How can I charge my card without incurring any fees?
GEN | [direct_debit_payment_not_recognised] | Orig: I didn't set up the direct debit I have -> Aug: We couldn't find a direct debit payment arrangement in your account.
GEN | [request_refund] | Orig: It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people. -> Aug: I've been waiting for an eternity for my online order to arrive, but it's nowhere to be found. I'd like to request a refund as I'm not willing to continue holding onto my payment.
GEN | [pending_card_payment] | Orig: I am waiting for a payment to be processed -> Aug: I am expecting a payment to be cleared
GEN | [top_up_reverted] | Orig: Reasons for top up cancellation. -> Aug: Reasons for reversal of top-up transaction.
GEN | [getting_spare_card] | Orig: Is a new debit card free? -> Aug: Can I get a new debit card without any additional charges?
GEN | [disposable_card_limits] | Orig: Help me create several temp cards every day. -> Aug: Can you assist me in generating multiple temporary cards daily?
GEN | [pending_cash_withdrawal] | Orig: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine refused my card. The transaction still appears as pending in my account. Could you please cancel it as I'm certain I didn't receive the funds?
GEN | [transfer_into_account] | Orig: Can I transfer money to my card via bank-transfer? -> Aug: Can I move funds to my card through a bank transfer?
GEN | [wrong_amount_of_cash_received] | Orig: Why can't I take $100 out -> Aug: I was expecting to receive a certain amount of cash, but it seems I've been given the wrong amount.
GEN | [verify_top_up] | Orig: Verifying the top-up seems like a hassle. -> Aug: Confirming the top-up process appears to be a bit of a chore.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: i need to add express delivery if that's an option | Augmented: I'd like to inquire about the possibility of expedited shipping for my card delivery.
VAL | [disposable_card_limits] | ACCEPT | Reason: ... | Original: On my disposable card, is there a transaction limit? | Augmented: Can I know the spending limit on my disposable card?
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: It's only been a few weeks my my top-up got cancelled | Augmented: My recent top-up reversal has just occurred, and it's only been a few weeks since it happened.
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: I have a trasnger that is pending and wondered about it. | Augmented: I have a transfer that's currently pending and I'd like some information about it.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: What steps do I do to transfer money using my credit card? | Augmented: How can I add funds to my account using my credit card?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: How long does it take for a new purchase to stop being considered pending? | Augmented: When will a recent purchase be marked as complete and no longer pending?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: When I tried to access my cash, I wasn't allowed! | Augmented: Unfortunately, I was unable to withdraw cash from my account.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: why was i chargged | Augmented: why was a fee charged on my transfer?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Hi, It's urgent, please freeze my card. As someone has withdrawn money using my card in odd remote town. Since i have not done this withdrawal. Do it fast. | Augmented: Hi, I need immediate assistance. Someone has made an unauthorized cash withdrawal using my card in a distant location, and I didn't authorize it. Please, can you freeze my card as soon as possible?
VAL | [top_up_limits] | ACCEPT | Reason: ... | Original: I need to add a serious amount of cash to my card, how do I do that? | Augmented: I'd like to increase the available balance on my card, could you guide me on how to do that?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: How can I Use thereto-top option? | Augmented: How can I utilize the automatic top-up feature?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: My top is still pending. | Augmented: My top-up request is still pending.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: N/A | Original: What systems do you have in place for my security when using my card for everyday purchases? | Augmented: How do you ensure my security when using a disposable virtual card for daily transactions?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I wasn't able to use my top up card because the money I put on there wasn't there anymore | Augmented: I'm having trouble using my card to top up because the funds I loaded onto it are no longer available.
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: I have a new email. | Augmented: I've received a new email address.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Is there a charge for getting cash? | Augmented: Are there any fees associated with withdrawing cash?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Someone has a copy of my card !! I definitely still have it here but someone just made a 500£ cash withdrawal, HELP! | Augmented: I've misplaced my card, but I'm certain I still have it. However, someone has made a £500 cash withdrawal, and I urgently need assistance!
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: What's the process for exchanges? | Augmented: How do I initiate an exchange?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: What do I need to do to transfer money with my credit card? | Augmented: How can I use my credit card to add funds to my account?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: How can I add physical money to my card? | Augmented: You can replenish your card balance by depositing cash or cheque.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I'm sure I have enough money so why didn't the store accept my card? | Augmented: I'm certain I have sufficient funds, yet the merchant refused to accept my payment method.
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: I need more physical cards than I have right now! | Augmented: I require additional physical debit/credit cards to have a sufficient supply.
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: How do you do exchanges? | Augmented: What's the process for converting currencies?
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: How do I get refills to my card when I'm traveling? | Augmented: How can I arrange for automatic top-ups to my card while I'm abroad?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Hoe do i use my credit card to transfer money? | Augmented: How can I use my credit card to make a payment or add funds to my account?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Where can i top my card for free? | Augmented: How can I charge my card without incurring any fees?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't set up the direct debit I have | Augmented: We couldn't find a direct debit payment arrangement in your account.
VAL | [request_refund] | ACCEPT | Reason: ... | Original: It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people. | Augmented: I've been waiting for an eternity for my online order to arrive, but it's nowhere to be found. I'd like to request a refund as I'm not willing to continue holding onto my payment.
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I am waiting for a payment to be processed | Augmented: I am expecting a payment to be cleared
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Reasons for top up cancellation. | Augmented: Reasons for reversal of top-up transaction.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: Is a new debit card free? | Augmented: Can I get a new debit card without any additional charges?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Help me create several temp cards every day. | Augmented: Can you assist me in generating multiple temporary cards daily?
