GEN | [edit_personal_details] | Orig: My address is incorrect on my file. -> Aug: My personal details, specifically my address, are inaccurate in your records.
GEN | [age_limit] | Orig: My daughter needs to open account. -> Aug: A minor is seeking to establish a new account.
GEN | [card_linking] | Orig: How can I make my card show up in the app? -> Aug: Why isn't my card visible in the app?
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone so do I have to make a new account? -> Aug: I recently got a new phone, do I need to set up a new account?
GEN | [lost_or_stolen_phone] | Orig: Can I use your services without access to the app? -> Aug: Can I still use your services if I've misplaced my phone and can't access the app?
GEN | [why_verify_identity] | Orig: Is the identity check part of bank policy? -> Aug: What's the reason behind verifying identities at our bank?
GEN | [why_verify_identity] | Orig: I still want to use my account but haven't verified is that OK? -> Aug: I'd like to continue using my account, but I haven't completed the verification process. Is that acceptable?
GEN | [cash_withdrawal_not_recognised] | Orig: i didnt put that money in my account -> Aug: i didn't deposit that amount into my account
GEN | [card_payment_wrong_exchange_rate] | Orig: Why was the exchange wrong for the item I purchased? -> Aug: The rate used for the foreign currency conversion was incorrect, resulting in an unexpected amount being charged to my card.
GEN | [balance_not_updated_after_bank_transfer] | Orig: I can still see money in my account after making a payment -> Aug: I can see the funds in my account, but the balance hasn't been updated after I made a transfer.
GEN | [card_linking] | Orig: how do I get my card to show in the app? -> Aug: why isn't my card visible in the app?
GEN | [transfer_fee_charged] | Orig: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? -> Aug: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
GEN | [top_up_by_cash_or_cheque] | Orig: Do you take checks? -> Aug: Can you accept payments by cheque or cash?
GEN | [country_support] | Orig: As far as courtries go which ones are supported? -> Aug: We're happy to provide information on the countries we support.
GEN | [card_linking] | Orig: How do I make my card show up in the app? -> Aug: Why isn't my card visible in the app?
GEN | [reverted_card_payment?] | Orig: I tried to buy something online but my funds were transferred back to my account. What is happening? -> Aug: Why did the payment I made online get reversed and credited back to my account?
GEN | [transfer_not_received_by_recipient] | Orig: wheres my money receipt -> Aug: I haven't received the transfer yet.
GEN | [card_linking] | Orig: Is there any way to see my card in the app? -> Aug: Can I access my card information within the app?
GEN | [getting_virtual_card] | Orig: I want to get my hands on one of those virtual cards! -> Aug: I'd like to obtain a virtual card.
GEN | [card_not_working] | Orig: How do I check security settings on my card? -> Aug: What steps can I take to review the security settings on my card?
GEN | [exchange_rate] | Orig: Does this app have the same exchange rate as third parties? -> Aug: Is the exchange rate offered by this app identical to those provided by other third-party services?
GEN | [pending_transfer] | Orig: I have an outgoing transfer -> Aug: I have a pending outgoing transaction
GEN | [topping_up_by_card] | Orig: How do I to up by card? -> Aug: How can I add funds to my account using my card?
GEN | [order_physical_card] | Orig: I need an actual card that I can hold in my hand, how do I do that? -> Aug: I'd like to request a physical card that I can physically possess, how can I go about ordering one?
GEN | [card_not_working] | Orig: Currently my card is broken. -> Aug: My credit card is malfunctioning.
GEN | [transfer_fee_charged] | Orig: Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made! -> Aug: I'm a student studying abroad and I'm reviewing my budget for the month, but I noticed some unexpected fees. Can you help me understand why these charges were added? I've had this account for years and haven't had any issues before, so I'm wondering if it's related to my recent international transactions or if there's an error on your end.
GEN | [country_support] | Orig: I am in the EU. Can I get one of your cards? -> Aug: I am a resident in the European Union. Can I obtain one of your credit cards?
GEN | [top_up_by_cash_or_cheque] | Orig: I need a hand here, I need to top up cash. -> Aug: I require assistance with topping up my account using cash.
GEN | [card_acceptance] | Orig: Is the card welcomed by everybody? -> Aug: Is the card accepted by all parties involved?
GEN | [card_delivery_estimate] | Orig: I need my card immediately. -> Aug: I require my card as soon as possible.
GEN | [country_support] | Orig: Will my new card work outside of the EU? -> Aug: Will my new card be functional in countries outside the European Union?
GEN | [receiving_money] | Orig: What are the steps for getting money from a friend? -> Aug: How do I receive money from a friend?
GEN | [compromised_card] | Orig: I froze my account, but how do I order a replacement card? -> Aug: I locked my account, but how do I get a new card issued?
GEN | [verify_my_identity] | Orig: How recent do my documents need to be for verification? -> Aug: What is the age requirement for the documents I need to provide for verification purposes?
GEN | [getting_virtual_card] | Orig: I want one of the virtual cards! -> Aug: I'd like to obtain a virtual card.
GEN | [top_up_by_cash_or_cheque] | Orig: Do you accept cash? -> Aug: Can you make a cash deposit or pay by cheque?
GEN | [extra_charge_on_statement] | Orig: I'm pretty frustrated about a pound charge that keeps  showing up in my account statement. It's listed in the app as "pending", it never changes, and now I'm thinking someone's hacked my account! -> Aug: I'm concerned about an unexpected charge that's been appearing on my account statement. It's marked as "pending" in the app, and it's not updating, which has me worried that someone may have unauthorized access to my account.
VAL | [edit_personal_details] | ACCEPT | Reason: The augmented text maintains the intent of correcting an error in personal details, specifically the address. | Original: My address is incorrect on my file. | Augmented: My personal details, specifically my address, are inaccurate in your records.
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: My daughter needs to open account. | Augmented: A minor is seeking to establish a new account.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: How can I make my card show up in the app? | Augmented: Why isn't my card visible in the app?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I just replaced my phone so do I have to make a new account? | Augmented: I recently got a new phone, do I need to set up a new account?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: Can I use your services without access to the app? | Augmented: Can I still use your services if I've misplaced my phone and can't access the app?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: Is the identity check part of bank policy? | Augmented: What's the reason behind verifying identities at our bank?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: I still want to use my account but haven't verified is that OK? | Augmented: I'd like to continue using my account, but I haven't completed the verification process. Is that acceptable?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: i didnt put that money in my account | Augmented: i didn't deposit that amount into my account
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: The augmented text preserves the same banking intent by focusing on the incorrect exchange rate and its effect on the card payment, which is consistent with the original text. | Original: Why was the exchange wrong for the item I purchased? | Augmented: The rate used for the foreign currency conversion was incorrect, resulting in an unexpected amount being charged to my card.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: The augmented text preserves the same banking intent by indicating that the user can see the funds but the balance is not being updated, which matches the original intent. | Original: I can still see money in my account after making a payment | Augmented: I can see the funds in my account, but the balance hasn't been updated after I made a transfer.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: how do I get my card to show in the app? | Augmented: why isn't my card visible in the app?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? | Augmented: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Do you take checks? | Augmented: Can you accept payments by cheque or cash?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: As far as courtries go which ones are supported? | Augmented: We're happy to provide information on the countries we support.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: How do I make my card show up in the app? | Augmented: Why isn't my card visible in the app?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I tried to buy something online but my funds were transferred back to my account. What is happening? | Augmented: Why did the payment I made online get reversed and credited back to my account?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: wheres my money receipt | Augmented: I haven't received the transfer yet.
VAL | [card_linking] | ACCEPT | Reason: ... | Original: Is there any way to see my card in the app? | Augmented: Can I access my card information within the app?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I want to get my hands on one of those virtual cards! | Augmented: I'd like to obtain a virtual card.
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: How do I check security settings on my card? | Augmented: What steps can I take to review the security settings on my card?
VAL | [exchange_rate] | ACCEPT | Reason: ... | Original: Does this app have the same exchange rate as third parties? | Augmented: Is the exchange rate offered by this app identical to those provided by other third-party services?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: I have an outgoing transfer | Augmented: I have a pending outgoing transaction
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: How do I to up by card? | Augmented: How can I add funds to my account using my card?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I need an actual card that I can hold in my hand, how do I do that? | Augmented: I'd like to request a physical card that I can physically possess, how can I go about ordering one?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: Currently my card is broken. | Augmented: My credit card is malfunctioning.
VAL | [transfer_fee_charged] | ACCEPT | Reason: The augmented text maintains the focus on unexpected fees and seeks an explanation, which is consistent with the original intent. | Original: Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made! | Augmented: I'm a student studying abroad and I'm reviewing my budget for the month, but I noticed some unexpected fees. Can you help me understand why these charges were added? I've had this account for years and haven't had any issues before, so I'm wondering if it's related to my recent international transactions or if there's an error on your end.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: I am in the EU. Can I get one of your cards? | Augmented: I am a resident in the European Union. Can I obtain one of your credit cards?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: I need a hand here, I need to top up cash. | Augmented: I require assistance with topping up my account using cash.
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Is the card welcomed by everybody? | Augmented: Is the card accepted by all parties involved?
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: I need my card immediately. | Augmented: I require my card as soon as possible.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Will my new card work outside of the EU? | Augmented: Will my new card be functional in countries outside the European Union?
