GEN | [pin_blocked] | Orig: I managed to drunken block my card :(( Help! -> Aug: I accidentally locked my card due to a mistake :(( Assist me!
GEN | [fiat_currency_support] | Orig: What currencies can I not hold many in, if so what are they? -> Aug: Which fiat currencies are restricted for holding a large amount, and what are the limitations?
GEN | [lost_or_stolen_card] | Orig: I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card? -> Aug: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card?
GEN | [top_up_by_card_charge] | Orig: I topped off my card is that something you will charge me for? -> Aug: I'm wondering if there's a fee associated with adding funds to my card?
GEN | [card_acceptance] | Orig: Where do I pay with my debit or credit card? -> Aug: How can I use my debit or credit card for payment?
GEN | [card_acceptance] | Orig: Is there anywhere I can't use my card? -> Aug: Are there any specific places or situations where my card won't be accepted?
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm noticing some suspicious activity on my account, showing up in the app without my permission.
GEN | [verify_source_of_funds] | Orig: how do i track the moeney -> Aug: Can you please clarify how I can confirm the origin of the funds?
GEN | [topping_up_by_card] | Orig: Why was my card charged when topping off my balance but it's not showing up in my wallet balance? -> Aug: Why did my card get debited when I used it to add funds to my account, but the updated balance isn't reflecting in my wallet?
GEN | [automatic_top_up] | Orig: Can I have money transferred into my account at different intervals along my trip? -> Aug: Can I set up recurring transfers to my account during my trip?
GEN | [cash_withdrawal_not_recognised] | Orig: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? -> Aug: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
GEN | [card_acceptance] | Orig: Are there limits as to where my card will be accepted? -> Aug: Can I use my card at any location, or are there specific places where it won't be accepted?
GEN | [atm_support] | Orig: Where can I get money from my card? -> Aug: How can I access funds from my card?
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: What should I do about my jammed ATM card?
GEN | [topping_up_by_card] | Orig: I need my card topped up, -> Aug: I'd like to add funds to my card.
GEN | [edit_personal_details] | Orig: Need to report a change of address. -> Aug: Require an update to my personal information, specifically my address.
GEN | [card_about_to_expire] | Orig: Where can I have a new bank card sent to China? -> Aug: Can I request a replacement bank card to be delivered to China?
GEN | [transfer_into_account] | Orig: My money is all gone. What ways are okay to add money to my account? -> Aug: My account is running low. Can you tell me how I can deposit funds into my account?
GEN | [top_up_failed] | Orig: My money I added isn't on my card. -> Aug: The funds I attempted to add are not showing up on my card.
GEN | [card_swallowed] | Orig: The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM? -> Aug: The ATM at Metro bank on High St. Kensington failed to dispense my card, and the bank is currently closed. How do I retrieve a card that was swallowed by an ATM machine?
GEN | [get_disposable_virtual_card] | Orig: I have heard about these disposable virtual cards but don't understand how they work. -> Aug: I'm curious about the temporary virtual cards I've heard about, but I'm not sure how they function.
GEN | [card_linking] | Orig: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. -> Aug: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
GEN | [extra_charge_on_statement] | Orig: The $1.00 has still not been reverted as indicated in the previous email. -> Aug: The amount of $1.00 remains outstanding, as previously mentioned in our previous communication.
GEN | [declined_cash_withdrawal] | Orig: I'm trying to take money from my account but its not letting me. Help! -> Aug: I'm having trouble accessing my funds and making a cash withdrawal. Can you assist me?
GEN | [top_up_failed] | Orig: I can't add any more money. -> Aug: I'm unable to make a successful top-up.
GEN | [topping_up_by_card] | Orig: My card needs to be topped up. -> Aug: My card requires a recharge.
GEN | [visa_or_mastercard] | Orig: Why did I get a different card then requested? -> Aug: Why was I issued a Visa or Mastercard that's not the one I specifically asked for?
GEN | [top_up_by_card_charge] | Orig: how much is the fee for topping by card -> Aug: what is the charge for topping up my account using my card?
GEN | [order_physical_card] | Orig: do i need to add money before i order a card -> Aug: Do I need to fund my account before placing an order for a physical card?
GEN | [card_linking] | Orig: I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat. -> Aug: I'd like to reactivate my card, as I initially thought it was misplaced, but I just found it in my coat when I woke up.
GEN | [card_swallowed] | Orig: how to get new card after atm eats it -> Aug: what to do if my card got swallowed by the ATM and I need a replacement
GEN | [cash_withdrawal_charge] | Orig: How come I got to pay to get my money from the ATM? -> Aug: Why do I have to pay a fee to withdraw cash from the ATM?
GEN | [topping_up_by_card] | Orig: can other people use the app to add money to my account -> Aug: can I allow others to use the app to deposit funds into my account using their card?
GEN | [card_acceptance] | Orig: Is there restrictions on where I can use my card? -> Aug: Are there any limitations on the locations where I can use my card?
GEN | [card_delivery_estimate] | Orig: My card is needed soon -> Aug: I require my card to be delivered shortly.
GEN | [cash_withdrawal_charge] | Orig: I just had a look at my statement. Why have I been changed for using the ATM? -> Aug: I've reviewed my statement and noticed a charge for using an ATM. Can you explain why I was charged for this transaction?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I managed to drunken block my card :(( Help! | Augmented: I accidentally locked my card due to a mistake :(( Assist me!
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: What currencies can I not hold many in, if so what are they? | Augmented: Which fiat currencies are restricted for holding a large amount, and what are the limitations?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card? | Augmented: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: I topped off my card is that something you will charge me for? | Augmented: I'm wondering if there's a fee associated with adding funds to my card?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Where do I pay with my debit or credit card? | Augmented: How can I use my debit or credit card for payment?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Is there anywhere I can't use my card? | Augmented: Are there any specific places or situations where my card won't be accepted?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I am seeing unathorized transactions in the app, on my account. | Augmented: I'm noticing some suspicious activity on my account, showing up in the app without my permission.
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: how do i track the moeney | Augmented: Can you please clarify how I can confirm the origin of the funds?
VAL | [topping_up_by_card] | UNKNOWN | Reason: N/A | Original: Why was my card charged when topping off my balance but it's not showing up in my wallet balance? | Augmented: Why did my card get debited when I used it to add funds to my account, but the updated balance isn't reflecting in my wallet?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I have money transferred into my account at different intervals along my trip? | Augmented: Can I set up recurring transfers to my account during my trip?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? | Augmented: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Are there limits as to where my card will be accepted? | Augmented: Can I use my card at any location, or are there specific places where it won't be accepted?
VAL | [atm_support] | ACCEPT | Reason: Both texts are seeking information on accessing funds from a card, which aligns with the 'atm_support' intent. | Original: Where can I get money from my card? | Augmented: How can I access funds from my card?
VAL | [card_swallowed] | ACCEPT | Reason: Both texts refer to the same issue of an ATM card being stuck in the machine, which aligns with the 'card_swallowed' intent. | Original: What should I do with my stuck ATM? | Augmented: What should I do about my jammed ATM card?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I need my card topped up, | Augmented: I'd like to add funds to my card.
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: Need to report a change of address. | Augmented: Require an update to my personal information, specifically my address.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Where can I have a new bank card sent to China? | Augmented: Can I request a replacement bank card to be delivered to China?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: My money is all gone. What ways are okay to add money to my account? | Augmented: My account is running low. Can you tell me how I can deposit funds into my account?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: My money I added isn't on my card. | Augmented: The funds I attempted to add are not showing up on my card.
VAL | [card_swallowed] | ACCEPT | Reason: The augmented text preserves the core issue of a card being swallowed by an ATM, which aligns with the original intent. It does not introduce any contradictory or unsupported information and remains specific to the banking context. | Original: The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM? | Augmented: The ATM at Metro bank on High St. Kensington failed to dispense my card, and the bank is currently closed. How do I retrieve a card that was swallowed by an ATM machine?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: I have heard about these disposable virtual cards but don't understand how they work. | Augmented: I'm curious about the temporary virtual cards I've heard about, but I'm not sure how they function.
VAL | [card_linking] | UNKNOWN | Reason: N/A | Original: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. | Augmented: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: The $1.00 has still not been reverted as indicated in the previous email. | Augmented: The amount of $1.00 remains outstanding, as previously mentioned in our previous communication.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I'm trying to take money from my account but its not letting me. Help! | Augmented: I'm having trouble accessing my funds and making a cash withdrawal. Can you assist me?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I can't add any more money. | Augmented: I'm unable to make a successful top-up.
VAL | [topping_up_by_card] | ACCEPT | Reason: ... | Original: My card needs to be topped up. | Augmented: My card requires a recharge.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: Why did I get a different card then requested? | Augmented: Why was I issued a Visa or Mastercard that's not the one I specifically asked for?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: The augmented text maintains the core question about the cost of topping up an account using a card, which is consistent with the target intent. | Original: how much is the fee for topping by card | Augmented: what is the charge for topping up my account using my card?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: do i need to add money before i order a card | Augmented: Do I need to fund my account before placing an order for a physical card?
