GEN | [transfer_fee_charged] | Orig: I used this account a lot during the last month to manage my payments for my new place abroad. Seems that suddenly fees have increased? Shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?! -> Aug: I've been actively utilizing this account to manage my international payments for my new residence. It appears that the transfer fee has unexpectedly risen. Wouldn't it be more reasonable to incentivize loyal customers like myself rather than imposing an additional charge without prior notice?
GEN | [declined_transfer] | Orig: What do I do with my "decline" message on a transfer? -> Aug: What can I do about the transfer that was declined?
GEN | [declined_transfer] | Orig: I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate. -> Aug: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
GEN | [transfer_fee_charged] | Orig: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. -> Aug: I'd like to clarify that international transactions often come with additional fees. I recently used my card to buy something from abroad and was charged for the item, plus an extra fee. I wasn't aware of this extra charge and believe I should be refunded the unnecessary fee.
GEN | [verify_top_up] | Orig: Help me verify the card used on a top-up. -> Aug: Can you assist me in confirming the card information used for a recent top-up transaction?
GEN | [transfer_fee_charged] | Orig: I bought something online and it says there was a fee to transfer money. Isn't that free? -> Aug: I made an online purchase and noticed that a transfer fee was deducted from the transaction. Shouldn't this be a free service?
GEN | [card_swallowed] | Orig: I have lost my credit card in the ATM! -> Aug: I accidentally left my credit card in the ATM machine.
GEN | [fiat_currency_support] | Orig: Is my fiat currency supported for both hold and exchange? -> Aug: Can I use my fiat currency for both holding and exchanging purposes?
GEN | [compromised_card] | Orig: Should I order a new card before I freeze my original one? -> Aug: Should I request a replacement card before securing my compromised card?
GEN | [beneficiary_not_allowed] | Orig: What are then rules on beneficiaries? -> Aug: What are the restrictions on beneficiary designations?
GEN | [transfer_into_account] | Orig: show me how to transfer to my account -> Aug: display the process for transferring funds into my account
GEN | [card_swallowed] | Orig: Who do I talk to about the ATM swallowing my card? -> Aug: Whom should I contact regarding the ATM consuming my card?
GEN | [failed_transfer] | Orig: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. -> Aug: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm in a hurry to get the funds there. I've double-checked the account details, and everything seems to be accurate.
GEN | [declined_transfer] | Orig: I'm trying to move money from my account to elsewhere, but it's giving me an error message. -> Aug: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error notification.
GEN | [receiving_money] | Orig: How do I know what my account is set to, I am paid in GBP? -> Aug: How can I confirm my account's default currency, as I receive payments in British Pounds?
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives -> Aug: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you assist me with this issue or suggest an alternative solution?
GEN | [card_arrival] | Orig: I don't have my card after 1 week. What are my next steps? -> Aug: I haven't received my card yet, and it's been a week. What should I do now?
GEN | [card_payment_fee_charged] | Orig: Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees. -> Aug: I'm trying to understand the fee policy for my account. I've noticed that I've been charged fees for certain transactions, but not for others, and I'm having trouble identifying a pattern. Can you help me understand the fee structure?
GEN | [card_arrival] | Orig: Is there a way I can check on the card on route to me? -> Aug: Can I track the status of my card as it's being delivered to me?
GEN | [card_payment_not_recognised] | Orig: I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card. -> Aug: I'm trying to understand the recent transactions on my account. There have been some unusual charges showing up. Can I get a refund for these amounts? Additionally, I'd like to temporarily suspend my card usage.
GEN | [apple_pay_or_google_pay] | Orig: Can an apple watch be used to tup-up? -> Aug: Can an Apple Watch be used to make a payment using Apple Pay or Google Pay?
GEN | [card_about_to_expire] | Orig: Are there any express fees if i want my new card faster? -> Aug: Can I expect any additional charges if I opt for expedited delivery of my new card?
GEN | [get_disposable_virtual_card] | Orig: how do the cards work? -> Aug: What's the process for obtaining a disposable virtual card?
GEN | [verify_top_up] | Orig: How do i secure a top-up card? -> Aug: How can I confirm the details of my top-up card?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I have cash deposit to my account but it is experiencing a problem -> Aug: I've made a cash deposit to my account, but my account balance hasn't been updated yet.
GEN | [order_physical_card] | Orig: What do I do to get ahold of my own card? -> Aug: How can I obtain my physical credit card?
GEN | [edit_personal_details] | Orig: how do i get into my account and edit my details -> Aug: what steps do i need to take to access my account and modify my personal information?
GEN | [why_verify_identity] | Orig: Can i make transactions before identity verification? -> Aug: Can I initiate transactions before completing the identity verification process?
GEN | [pending_top_up] | Orig: i put money on my card and i dont see it on the balance -> Aug: I added funds to my card, but the amount is still pending and hasn't been reflected in my balance.
GEN | [topping_up_by_card] | Orig: Who can have access to top up my account? -> Aug: Who is eligible to make a card-based account top-up for me?
GEN | [card_swallowed] | Orig: My card was eaten by the cash machine what do I do? -> Aug: My card seems to have been swallowed by the ATM, what should I do now?
GEN | [declined_transfer] | Orig: I'm having problems making a transfer to another account. I keep getting a declined message. I know that the information I'm putting in is accurate because I have checked it more than once. -> Aug: I'm experiencing an issue with a transfer to another account, and I keep receiving a decline notification. Despite verifying the information multiple times, I'm still getting the same error message.
GEN | [contactless_not_working] | Orig: Why wasn't my contactless accepted at the metro? -> Aug: Why did my contactless payment fail to work at the metro station?
GEN | [card_linking] | Orig: What do I do if I already had a card with you guys? -> Aug: What should I do if I already have an existing card linked with your bank?
GEN | [receiving_money] | Orig: Will my GPB update my salary -> Aug: Will my account reflect my latest paycheck?
VAL | [transfer_fee_charged] | ACCEPT | Reason: The augmented text maintains the focus on the unexpected increase in transfer fees and the customer's dissatisfaction, which is consistent with the original intent. The suggestion about rewarding frequent customers does not change the core intent but rather provides context for the customer's frustration. | Original: I used this account a lot during the last month to manage my payments for my new place abroad. Seems that suddenly fees have increased? Shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?! | Augmented: I've been actively utilizing this account to manage my international payments for my new residence. It appears that the transfer fee has unexpectedly risen. Wouldn't it be more reasonable to incentivize loyal customers like myself rather than imposing an additional charge without prior notice?
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: What do I do with my "decline" message on a transfer? | Augmented: What can I do about the transfer that was declined?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate. | Augmented: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. | Augmented: I'd like to clarify that international transactions often come with additional fees. I recently used my card to buy something from abroad and was charged for the item, plus an extra fee. I wasn't aware of this extra charge and believe I should be refunded the unnecessary fee.
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text does not change the intent; it merely uses slightly different wording to convey the same request for verification of a top-up transaction. | Original: Help me verify the card used on a top-up. | Augmented: Can you assist me in confirming the card information used for a recent top-up transaction?
VAL | [transfer_fee_charged] | REVIEW | Reason: ... | Original: I bought something online and it says there was a fee to transfer money. Isn't that free? | Augmented: I made an online purchase and noticed that a transfer fee was deducted from the transaction. Shouldn't this be a free service?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: I have lost my credit card in the ATM! | Augmented: I accidentally left my credit card in the ATM machine.
VAL | [fiat_currency_support] | ACCEPT | Reason: Both texts are asking about the support for fiat currency in terms of holding and exchanging, which aligns with the target intent of fiat_currency_support. | Original: Is my fiat currency supported for both hold and exchange? | Augmented: Can I use my fiat currency for both holding and exchanging purposes?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: Should I order a new card before I freeze my original one? | Augmented: Should I request a replacement card before securing my compromised card?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: What are then rules on beneficiaries? | Augmented: What are the restrictions on beneficiary designations?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: show me how to transfer to my account | Augmented: display the process for transferring funds into my account
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: Who do I talk to about the ATM swallowing my card? | Augmented: Whom should I contact regarding the ATM consuming my card?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. | Augmented: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm in a hurry to get the funds there. I've double-checked the account details, and everything seems to be accurate.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I'm trying to move money from my account to elsewhere, but it's giving me an error message. | Augmented: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error notification.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How do I know what my account is set to, I am paid in GBP? | Augmented: How can I confirm my account's default currency, as I receive payments in British Pounds?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives | Augmented: I'm in a bit of an emergency and I desperately need to add funds to my card, but it's not accepting the top-up. Can you assist me with this issue or suggest an alternative solution?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: I don't have my card after 1 week. What are my next steps? | Augmented: I haven't received my card yet, and it's been a week. What should I do now?
VAL | [card_payment_fee_charged] | REVIEW | Reason: The augmented text is close to the original intent but lacks the explicit mention of a fee being charged. While it discusses the fee structure and inconsistencies, it does not directly state that a fee has been charged, which is a crucial element of the target intent. | Original: Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees. | Augmented: I'm trying to understand the fee policy for my account. I've noticed that I've been charged fees for certain transactions, but not for others, and I'm having trouble identifying a pattern. Can you help me understand the fee structure?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: Is there a way I can check on the card on route to me? | Augmented: Can I track the status of my card as it's being delivered to me?
VAL | [card_payment_not_recognised] | REVIEW | Reason: N/A | Original: I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card. | Augmented: I'm trying to understand the recent transactions on my account. There have been some unusual charges showing up. Can I get a refund for these amounts? Additionally, I'd like to temporarily suspend my card usage.
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: Can an apple watch be used to tup-up? | Augmented: Can an Apple Watch be used to make a payment using Apple Pay or Google Pay?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Are there any express fees if i want my new card faster? | Augmented: Can I expect any additional charges if I opt for expedited delivery of my new card?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: N/A | Original: how do the cards work? | Augmented: What's the process for obtaining a disposable virtual card?
VAL | [verify_top_up] | REVIEW | Reason: N/A | Original: How do i secure a top-up card? | Augmented: How can I confirm the details of my top-up card?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I have cash deposit to my account but it is experiencing a problem | Augmented: I've made a cash deposit to my account, but my account balance hasn't been updated yet.
VAL | [order_physical_card] | ACCEPT | Reason: Both texts are seeking information on how to obtain a physical card, which is consistent with the target intent. | Original: What do I do to get ahold of my own card? | Augmented: How can I obtain my physical credit card?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: how do i get into my account and edit my details | Augmented: what steps do i need to take to access my account and modify my personal information?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: Can i make transactions before identity verification? | Augmented: Can I initiate transactions before completing the identity verification process?
VAL | [pending_top_up] | ACCEPT | Reason: The augmented text preserves the same banking intent by indicating that the user has made a top-up, but the transaction is pending and not yet reflected in the balance. It does not introduce any contradictions or unsupported information. | Original: i put money on my card and i dont see it on the balance | Augmented: I added funds to my card, but the amount is still pending and hasn't been reflected in my balance.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Who can have access to top up my account? | Augmented: Who is eligible to make a card-based account top-up for me?
VAL | [card_swallowed] | ACCEPT | Reason: The augmented text maintains the same intent of a card being swallowed by a machine and needing guidance on what to do next. | Original: My card was eaten by the cash machine what do I do? | Augmented: My card seems to have been swallowed by the ATM, what should I do now?
