GEN | [getting_virtual_card] | Orig: I need to order a new card, can you please direct me to the virtual cards? -> Aug: I'd like to request a new virtual card, could you guide me on how to obtain one?
GEN | [order_physical_card] | Orig: Is payment required to get a card of my own? -> Aug: Do I need to make a payment to obtain a physical card?
GEN | [card_linking] | Orig: I found my card that I thought I had lost, I need to reactive it, please help. -> Aug: I've rediscovered my card that I previously thought was missing, and I'd like to reactivate it, if you could assist me.
GEN | [transaction_charged_twice] | Orig: I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back. -> Aug: I've found that I've been charged twice for a few transactions recently. Could you please investigate and reverse the duplicate charges?
GEN | [card_about_to_expire] | Orig: Am I able to have a card sent to China? -> Aug: Can I arrange for a card to be delivered to China?
GEN | [top_up_reverted] | Orig: top up cancellation -> Aug: reversal of a top-up request
GEN | [direct_debit_payment_not_recognised] | Orig: I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money? -> Aug: I'm concerned that someone has unauthorized access to my account. I've checked my card activity and found an unexplained transaction. Can you investigate and cancel the charge, then refund the amount to my account?
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Why was my cash withdrawal declined at the ATM?
GEN | [visa_or_mastercard] | Orig: I prefer using Mastercard, can I substitute? -> Aug: I'd rather use Mastercard, is it possible to make a change?
GEN | [visa_or_mastercard] | Orig: Can I get the Mastercard? -> Aug: Can I obtain the Visa or Mastercard?
GEN | [supported_cards_and_currencies] | Orig: how can i transfer money from american express card -> Aug: What methods are available for transferring funds from my American Express card?
GEN | [apple_pay_or_google_pay] | Orig: Apple pay is not accepting my American Express card, can you assist me with this problem? -> Aug: Google Pay is not recognizing my American Express card, can you help me resolve this issue?
GEN | [visa_or_mastercard] | Orig: Please give me a Mastercard instead. -> Aug: Please provide me with a Visa or Mastercard.
GEN | [order_physical_card] | Orig: I would like to request a card. -> Aug: I'd like to place an order for a physical card.
GEN | [visa_or_mastercard] | Orig: Can I select my card scheme or do you choose it for me? -> Aug: Do you allow me to choose between Visa and Mastercard, or do you automatically select the card type for me?
GEN | [unable_to_verify_identity] | Orig: app malfunctioning, does not know its me -> Aug: We're experiencing technical difficulties, and our system is unable to recognize your identity.
GEN | [top_up_by_bank_transfer_charge] | Orig: Can third party fees affect a transfer? -> Aug: Are there any charges associated with bank transfers that I should be aware of?
GEN | [wrong_amount_of_cash_received] | Orig: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! -> Aug: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
GEN | [top_up_by_card_charge] | Orig: how should i add money to my card -> Aug: how can I charge my card to add funds?
GEN | [getting_spare_card] | Orig: Can my daughter also have a card issued in her name, but linked to my account? -> Aug: Can I request a spare card in my daughter's name, which will be linked to my account?
GEN | [verify_source_of_funds] | Orig: My funds must be verified -> Aug: We need to confirm the origin of your funds
GEN | [pending_cash_withdrawal] | Orig: There is a withdrawal waiting. -> Aug: A pending cash withdrawal is currently being processed.
GEN | [order_physical_card] | Orig: Card delivery services? Where? -> Aug: How do I get my physical card delivered?
GEN | [transfer_not_received_by_recipient] | Orig: I did a money transaction and dont have a receipt -> Aug: I made a payment and didn't receive a confirmation
GEN | [topping_up_by_card] | Orig: I can't see my top up in my wallet! -> Aug: I'm unable to locate the recent card top-up in my digital wallet.
GEN | [verify_top_up] | Orig: Where's my top up code? -> Aug: Can you please provide me with my top-up code?
GEN | [request_refund] | Orig: I want this fee reversed from my account. -> Aug: I'd like to request a reversal of this fee from my account.
GEN | [transfer_fee_charged] | Orig: There is a fee from a transfer that is not supposed to be here! -> Aug: A surprise fee has appeared on a transfer that shouldn't have had one.
GEN | [transfer_fee_charged] | Orig: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? -> Aug: A transfer I initiated was short by a certain amount, and I need to make an additional payment to complete the full transfer. What's going on?
GEN | [exchange_charge] | Orig: What is the fee for accepting money from a foreign country? -> Aug: What is the charge for exchanging currency from a foreign country?
GEN | [card_linking] | Orig: I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card. -> Aug: I had mistakenly cancelled my card after thinking it was lost, but I've since found it in my jacket and would like to reactivate the card.
GEN | [pending_cash_withdrawal] | Orig: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. -> Aug: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
GEN | [declined_cash_withdrawal] | Orig: Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM. -> Aug: I'm having trouble using my card at ATMs. I've tried to withdraw cash from two different machines, but it's been declined each time.
GEN | [direct_debit_payment_not_recognised] | Orig: I haven't used my card all day but there is a payment showing in the app. Please cancel it! -> Aug: I'm showing a payment in the app, but I haven't made any transactions today. Can you help me stop it?
GEN | [pending_transfer] | Orig: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. -> Aug: I've reviewed my account information to confirm everything is accurate, and I'm still waiting for a pending transfer to process.
GEN | [getting_spare_card] | Orig: If I need more than cards will I have to pay a fee to receive them? -> Aug: If I require additional cards, will I be charged a fee for obtaining them?
GEN | [transaction_charged_twice] | Orig: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? -> Aug: I accidentally used a duplicate credit card to make a purchase, and it was reflected on my account twice. I've since cancelled the card, but I'd like to know how to recover the extra charge.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to order a new card, can you please direct me to the virtual cards? | Augmented: I'd like to request a new virtual card, could you guide me on how to obtain one?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Is payment required to get a card of my own? | Augmented: Do I need to make a payment to obtain a physical card?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I found my card that I thought I had lost, I need to reactive it, please help. | Augmented: I've rediscovered my card that I previously thought was missing, and I'd like to reactivate it, if you could assist me.
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back. | Augmented: I've found that I've been charged twice for a few transactions recently. Could you please investigate and reverse the duplicate charges?
VAL | [card_about_to_expire] | UNKNOWN | Reason: N/A | Original: Am I able to have a card sent to China? | Augmented: Can I arrange for a card to be delivered to China?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: top up cancellation | Augmented: reversal of a top-up request
VAL | [direct_debit_payment_not_recognised] | UNKNOWN | Reason: N/A | Original: I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money? | Augmented: I'm concerned that someone has unauthorized access to my account. I've checked my card activity and found an unexplained transaction. Can you investigate and cancel the charge, then refund the amount to my account?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why did the ATM cancel my transaction | Augmented: Why was my cash withdrawal declined at the ATM?
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: I prefer using Mastercard, can I substitute? | Augmented: I'd rather use Mastercard, is it possible to make a change?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Can I get the Mastercard? | Augmented: Can I obtain the Visa or Mastercard?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: how can i transfer money from american express card | Augmented: What methods are available for transferring funds from my American Express card?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Apple pay is not accepting my American Express card, can you assist me with this problem? | Augmented: Google Pay is not recognizing my American Express card, can you help me resolve this issue?
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: Please give me a Mastercard instead. | Augmented: Please provide me with a Visa or Mastercard.
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I would like to request a card. | Augmented: I'd like to place an order for a physical card.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: Can I select my card scheme or do you choose it for me? | Augmented: Do you allow me to choose between Visa and Mastercard, or do you automatically select the card type for me?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: app malfunctioning, does not know its me | Augmented: We're experiencing technical difficulties, and our system is unable to recognize your identity.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Can third party fees affect a transfer? | Augmented: Are there any charges associated with bank transfers that I should be aware of?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! | Augmented: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: The augmented text preserves the same banking intent of adding money to a card. It does not introduce any contradictory information or unsupported details. | Original: how should i add money to my card | Augmented: how can I charge my card to add funds?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: Can my daughter also have a card issued in her name, but linked to my account? | Augmented: Can I request a spare card in my daughter's name, which will be linked to my account?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: My funds must be verified | Augmented: We need to confirm the origin of your funds
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: There is a withdrawal waiting. | Augmented: A pending cash withdrawal is currently being processed.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Card delivery services? Where? | Augmented: How do I get my physical card delivered?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I did a money transaction and dont have a receipt | Augmented: I made a payment and didn't receive a confirmation
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I can't see my top up in my wallet! | Augmented: I'm unable to locate the recent card top-up in my digital wallet.
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Where's my top up code? | Augmented: Can you please provide me with my top-up code?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I want this fee reversed from my account. | Augmented: I'd like to request a reversal of this fee from my account.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: There is a fee from a transfer that is not supposed to be here! | Augmented: A surprise fee has appeared on a transfer that shouldn't have had one.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? | Augmented: A transfer I initiated was short by a certain amount, and I need to make an additional payment to complete the full transfer. What's going on?
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: What is the fee for accepting money from a foreign country? | Augmented: What is the charge for exchanging currency from a foreign country?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card. | Augmented: I had mistakenly cancelled my card after thinking it was lost, but I've since found it in my jacket and would like to reactivate the card.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. | Augmented: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM. | Augmented: I'm having trouble using my card at ATMs. I've tried to withdraw cash from two different machines, but it's been declined each time.
