GEN | [verify_my_identity] | Orig: What type of ID do you accept? -> Aug: We accept various forms of identification. Which one would you like to provide?
GEN | [transfer_fee_charged] | Orig: I usually don't get charged for transfers, why was I this month? -> Aug: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
GEN | [pending_cash_withdrawal] | Orig: How long does it take to verify a cash withdraw? -> Aug: How long does it typically take to process a pending cash withdrawal request?
GEN | [transaction_charged_twice] | Orig: I've got a repeated tranasaction on my card. -> Aug: I've been charged twice for the same transaction on my card.
GEN | [visa_or_mastercard] | Orig: I anticipate getting a Visa card -> Aug: I'm expecting to receive a Mastercard
GEN | [disposable_card_limits] | Orig: Are there any limits if I use these virtual cards? -> Aug: What are the restrictions on disposable card usage?
GEN | [direct_debit_payment_not_recognised] | Orig: I need to cancel a transaction on my debit card. -> Aug: I'm trying to stop a direct debit payment that was made from my account.
GEN | [declined_card_payment] | Orig: My card did not go through in a shop -> Aug: My payment was declined at the store.
GEN | [request_refund] | Orig: I received the wrong color and size, can I return it? -> Aug: I'd like to exchange the item for the correct color and size, as it was not what I ordered.
GEN | [balance_not_updated_after_bank_transfer] | Orig: I did a transfer but the balance is the same. -> Aug: I made a transfer, but my account balance hasn't been updated.
GEN | [contactless_not_working] | Orig: Any charges applicable for new card? -> Aug: Are there any fees associated with a new card?
GEN | [apple_pay_or_google_pay] | Orig: Can I add funds directly from my Apple Watch? -> Aug: Can I make a payment using my Apple Watch?
GEN | [country_support] | Orig: What countries do your accounts send and receive to? -> Aug: Which countries do your accounts support international transactions to and from?
GEN | [card_acceptance] | Orig: Is my card denied anywhere? -> Aug: Is my credit card being rejected anywhere?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque. -> Aug: I'm concerned that the deposit from my recent cheque hasn't been reflected in my account balance yet, as I mailed it to you a few days ago.
GEN | [cancel_transfer] | Orig: I have a transaction and would like to know if I it's cancelable? -> Aug: I'd like to inquire about the possibility of canceling a specific transaction.
GEN | [card_payment_not_recognised] | Orig: I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back? -> Aug: I'd like to report an issue with an unauthorized payment. I've reviewed my account activity and noticed some transactions that I'm not familiar with. Can you look into this and help me recover the funds?
GEN | [country_support] | Orig: Can I use my card in Austria? -> Aug: Can I make purchases with my card in Austria?
GEN | [Refund_not_showing_up] | Orig: Are the funds I requested from a merchant a few days ago in my account? I do not see them. -> Aug: I'm still waiting to see the refund from a recent transaction with a merchant. Can you check if it's been credited to my account yet?
GEN | [compromised_card] | Orig: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. -> Aug: I'm concerned about unauthorized activity on my account. Can you suspend my card to stop any further transactions?
GEN | [atm_support] | Orig: Can I use a different bank ATM than my own? -> Aug: Can I use an ATM from a different bank than my own?
GEN | [topping_up_by_card] | Orig: Can my account be topped-up by friends of mine. -> Aug: Can I have my account replenished by my friends using their cards?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. -> Aug: I'm frustrated because I was unexpectedly charged an excessive fee for a cash withdrawal made during a bank holiday, without prior notice, which would have prevented me from making the transaction in the first place.
GEN | [visa_or_mastercard] | Orig: What type of card will I receive? -> Aug: What kind of payment card will I be issued?
GEN | [cancel_transfer] | Orig: Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app -> Aug: I urgently need assistance. I've just discovered that I mistakenly sent a payment to the incorrect account number, and there's a typo involved. Could you please cancel the transfer as soon as possible? I'm unable to do so through the app.
GEN | [disposable_card_limits] | Orig: Where can I find a list of descriptions the disposable cards have? -> Aug: What information can you provide about the disposable card limits, such as the descriptions associated with them?
GEN | [card_payment_not_recognised] | Orig: Why is there an unknown card payment? -> Aug: We're unable to identify a recognized card payment.
GEN | [card_payment_not_recognised] | Orig: I've never been to that store.  That's a fraudulent charge. -> Aug: We've never processed a payment from that merchant before. This transaction appears to be unauthorized.
GEN | [direct_debit_payment_not_recognised] | Orig: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. -> Aug: Can I review a past transaction to identify who made a withdrawal from my account? I'm concerned about an unauthorized payment that occurred a few weeks ago and would like to verify who was responsible for the transaction.
GEN | [getting_spare_card] | Orig: I want a new card -> Aug: I need a replacement card
GEN | [balance_not_updated_after_bank_transfer] | Orig: Help me find the transfer that I did. -> Aug: Can you assist me in locating the recent transfer I made?
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
GEN | [Refund_not_showing_up] | Orig: When will my returned transaction show up on my account? -> Aug: Why isn't my refund appearing in my account statement?
GEN | [reverted_card_payment?] | Orig: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. -> Aug: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
GEN | [cash_withdrawal_not_recognised] | Orig: I want my card frozen right away. Money was taken out in an odd location I have never heard of. -> Aug: I need my account secured immediately. There was an unauthorized cash withdrawal made at a location I'm not familiar with.
GEN | [direct_debit_payment_not_recognised] | Orig: This debit is not my transcation. How do I get my money out back? -> Aug: This direct debit payment is not recognized as my transaction. How can I retrieve my funds?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: What type of ID do you accept? | Augmented: We accept various forms of identification. Which one would you like to provide?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I usually don't get charged for transfers, why was I this month? | Augmented: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: How long does it take to verify a cash withdraw? | Augmented: How long does it typically take to process a pending cash withdrawal request?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I've got a repeated tranasaction on my card. | Augmented: I've been charged twice for the same transaction on my card.
VAL | [visa_or_mastercard] | REVIEW | Reason: N/A | Original: I anticipate getting a Visa card | Augmented: I'm expecting to receive a Mastercard
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Are there any limits if I use these virtual cards? | Augmented: What are the restrictions on disposable card usage?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to cancel a transaction on my debit card. | Augmented: I'm trying to stop a direct debit payment that was made from my account.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: My card did not go through in a shop | Augmented: My payment was declined at the store.
VAL | [request_refund] | UNKNOWN | Reason: N/A | Original: I received the wrong color and size, can I return it? | Augmented: I'd like to exchange the item for the correct color and size, as it was not what I ordered.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: I did a transfer but the balance is the same. | Augmented: I made a transfer, but my account balance hasn't been updated.
VAL | [contactless_not_working] | REVIEW | Reason: N/A | Original: Any charges applicable for new card? | Augmented: Are there any fees associated with a new card?
VAL | [apple_pay_or_google_pay] | REVIEW | Reason: N/A | Original: Can I add funds directly from my Apple Watch? | Augmented: Can I make a payment using my Apple Watch?
VAL | [country_support] | ACCEPT | Reason: ... | Original: What countries do your accounts send and receive to? | Augmented: Which countries do your accounts support international transactions to and from?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Is my card denied anywhere? | Augmented: Is my credit card being rejected anywhere?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque. | Augmented: I'm concerned that the deposit from my recent cheque hasn't been reflected in my account balance yet, as I mailed it to you a few days ago.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I have a transaction and would like to know if I it's cancelable? | Augmented: I'd like to inquire about the possibility of canceling a specific transaction.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back? | Augmented: I'd like to report an issue with an unauthorized payment. I've reviewed my account activity and noticed some transactions that I'm not familiar with. Can you look into this and help me recover the funds?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Can I use my card in Austria? | Augmented: Can I make purchases with my card in Austria?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: Are the funds I requested from a merchant a few days ago in my account? I do not see them. | Augmented: I'm still waiting to see the refund from a recent transaction with a merchant. Can you check if it's been credited to my account yet?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. | Augmented: I'm concerned about unauthorized activity on my account. Can you suspend my card to stop any further transactions?
VAL | [atm_support] | ACCEPT | Reason: N/A | Original: Can I use a different bank ATM than my own? | Augmented: Can I use an ATM from a different bank than my own?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can my account be topped-up by friends of mine. | Augmented: Can I have my account replenished by my friends using their cards?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. | Augmented: I'm frustrated because I was unexpectedly charged an excessive fee for a cash withdrawal made during a bank holiday, without prior notice, which would have prevented me from making the transaction in the first place.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: What type of card will I receive? | Augmented: What kind of payment card will I be issued?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app | Augmented: I urgently need assistance. I've just discovered that I mistakenly sent a payment to the incorrect account number, and there's a typo involved. Could you please cancel the transfer as soon as possible? I'm unable to do so through the app.
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Where can I find a list of descriptions the disposable cards have? | Augmented: What information can you provide about the disposable card limits, such as the descriptions associated with them?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: ... | Original: Why is there an unknown card payment? | Augmented: We're unable to identify a recognized card payment.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I've never been to that store.  That's a fraudulent charge. | Augmented: We've never processed a payment from that merchant before. This transaction appears to be unauthorized.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. | Augmented: Can I review a past transaction to identify who made a withdrawal from my account? I'm concerned about an unauthorized payment that occurred a few weeks ago and would like to verify who was responsible for the transaction.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I want a new card | Augmented: I need a replacement card
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Help me find the transfer that I did. | Augmented: Can you assist me in locating the recent transfer I made?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: i have used my card online before and wasn't charged, why am i charged now | Augmented: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
