GEN | [atm_support] | Orig: I need to withdraw money. Where can I do that? -> Aug: I'm looking to make a withdrawal. Can you tell me where I can access an ATM to do so?
GEN | [card_payment_not_recognised] | Orig: Why is this payment on my app -> Aug: We're having trouble identifying this payment on your account.
GEN | [pending_card_payment] | Orig: I made a payment that is not yet complete. -> Aug: The payment I initiated has not been fully processed.
GEN | [card_payment_fee_charged] | Orig: What can i pay with out  fees -> Aug: How can I make a payment without incurring any charges?
GEN | [getting_spare_card] | Orig: How many different cards can I have for my account? -> Aug: Can I have multiple cards linked to my account?
GEN | [card_arrival] | Orig: I want to find out what happened to my new card? -> Aug: I'm trying to figure out what's going on with my recently issued card.
GEN | [card_linking] | Orig: Can you please reactivate my card? -> Aug: May I assist you in reactivating your card?
GEN | [atm_support] | Orig: how do I know where I can get money withdrawn? -> Aug: where can I find an ATM to withdraw cash?
GEN | [get_disposable_virtual_card] | Orig: Will you tell me how I am supposed to use the disposable cards? -> Aug: Can you explain the process for utilizing the virtual disposable cards?
GEN | [top_up_by_cash_or_cheque] | Orig: I'll send a check to top up my account -> Aug: I'll dispatch a cheque to replenish my account balance
GEN | [cash_withdrawal_not_recognised] | Orig: I got a message saying I made a withdrawal from the bank machine, but I did not. -> Aug: I received a notification indicating that I withdrew cash from an ATM, but I'm certain I didn't make the transaction.
GEN | [transfer_into_account] | Orig: I have money in a foreign account that I want to send to this account. -> Aug: I'd like to transfer funds from a foreign account to this account.
GEN | [card_payment_not_recognised] | Orig: i didnt do this charge -> Aug: We didn't recognize this payment from you.
GEN | [top_up_reverted] | Orig: I put some money in my account the other day but now its gone? Why is this? -> Aug: I recently made a deposit, but it seems to have been reversed. Can you help me understand why this happened?
GEN | [atm_support] | Orig: Where should I withdraw money from? -> Aug: Where can I access cash from an ATM?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unknown charge. -> Aug: We've detected an unfamiliar payment.
GEN | [exchange_rate] | Orig: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? -> Aug: Can you tell me what data source is used to determine the exchange rate for the transfer I'm planning to make?
GEN | [pending_card_payment] | Orig: Why are the things I bought earlier today still showing as pending? -> Aug: Why are the purchases I made earlier today still pending for payment?
GEN | [card_payment_fee_charged] | Orig: I was charged and shouldn't have been charged when using my card! -> Aug: I was unexpectedly billed a fee for using my card, which I believe was an error.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Whats wrong with my currency exchange? -> Aug: The exchange rate for my cash withdrawal seems to be incorrect.
GEN | [top_up_by_card_charge] | Orig: should i add money via bank transfer instead -> Aug: can I recharge my account using a card charge instead?
GEN | [activate_my_card] | Orig: Would you be so kind as to activate my card? Thanks -> Aug: Could you please activate my card for me? I'd greatly appreciate it.
GEN | [pending_card_payment] | Orig: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. -> Aug: I attempted to process a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be finalized, as it remains pending at the moment?
GEN | [transfer_into_account] | Orig: I am out of money in my account and I was wondering if I could do a bank transfer is put more in it? -> Aug: I'm running low on funds in my account and I'd like to know if I can make a transfer to replenish it.
GEN | [direct_debit_payment_not_recognised] | Orig: I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it? -> Aug: I've reviewed my recent statements and noticed a significant payment that I'm certain I didn't make. Can I still contest it?
GEN | [transfer_not_received_by_recipient] | Orig: Why is my transaction taking so long to complete? -> Aug: Why hasn't my transfer been received by the recipient yet?
GEN | [receiving_money] | Orig: Can my friend send me money if it is not in US dollars? -> Aug: Can my friend transfer funds to me in a currency other than US dollars?
GEN | [verify_my_identity] | Orig: Can I use my social security card as a form of identity? -> Aug: May I confirm my identity using my social security card?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unauthorized charge. -> Aug: I've noticed an unexpected payment on my account.
GEN | [verify_my_identity] | Orig: Can I get information on the identity checks? -> Aug: May I request information about the verification process for your identity?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet!! -> Aug: I'm still waiting to receive my virtual card.
GEN | [reverted_card_payment?] | Orig: My card payment has not been withdrawn from my account -> Aug: Did my card payment get reversed from my account?
GEN | [card_payment_fee_charged] | Orig: Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help! -> Aug: I'm confused about why I'm being charged fees on certain transactions but not others. Can you please clarify the fee structure for my account? I've looked everywhere but can't find it.
GEN | [top_up_by_cash_or_cheque] | Orig: What physical locations can I use cash to top up? -> Aug: You can use cash to top up at any of our physical locations.
GEN | [exchange_charge] | Orig: If someone in a different country sends me money, do I have to pay a fee? -> Aug: If I receive a payment from someone in a foreign country, will I be charged a fee?
GEN | [card_payment_not_recognised] | Orig: There is a payment in the app that I did not approve -> Aug: A payment has been recorded in the app that I did not authorize.
GEN | [transfer_not_received_by_recipient] | Orig: I've been waiting since Friday, where is my money? -> Aug: I've been expecting my transfer since Friday, but it still hasn't arrived.
GEN | [fiat_currency_support] | Orig: Can I exchange my money for EUR? -> Aug: Can I convert my funds to euros?
GEN | [disposable_card_limits] | Orig: What limits are there on the virtual cards? -> Aug: What restrictions are in place for the disposable cards?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: I need to withdraw money. Where can I do that? | Augmented: I'm looking to make a withdrawal. Can you tell me where I can access an ATM to do so?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Why is this payment on my app | Augmented: We're having trouble identifying this payment on your account.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: I made a payment that is not yet complete. | Augmented: The payment I initiated has not been fully processed.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: What can i pay with out  fees | Augmented: How can I make a payment without incurring any charges?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: How many different cards can I have for my account? | Augmented: Can I have multiple cards linked to my account?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: I want to find out what happened to my new card? | Augmented: I'm trying to figure out what's going on with my recently issued card.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Can you please reactivate my card? | Augmented: May I assist you in reactivating your card?
VAL | [atm_support] | ACCEPT | Reason: Both texts are seeking information on locating an ATM for withdrawing money, which aligns with the 'atm_support' intent. | Original: how do I know where I can get money withdrawn? | Augmented: where can I find an ATM to withdraw cash?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: Will you tell me how I am supposed to use the disposable cards? | Augmented: Can you explain the process for utilizing the virtual disposable cards?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: I'll send a check to top up my account | Augmented: I'll dispatch a cheque to replenish my account balance
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: ... | Original: I got a message saying I made a withdrawal from the bank machine, but I did not. | Augmented: I received a notification indicating that I withdrew cash from an ATM, but I'm certain I didn't make the transaction.
VAL | [transfer_into_account] | ACCEPT | Reason: Both texts convey the same intent of transferring money from a foreign account to another account. | Original: I have money in a foreign account that I want to send to this account. | Augmented: I'd like to transfer funds from a foreign account to this account.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: i didnt do this charge | Augmented: We didn't recognize this payment from you.
VAL | [top_up_reverted] | ACCEPT | Reason: The augmented text preserves the same banking intent by indicating that a deposit was made and then later reversed, which is consistent with the original intent. | Original: I put some money in my account the other day but now its gone? Why is this? | Augmented: I recently made a deposit, but it seems to have been reversed. Can you help me understand why this happened?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Where should I withdraw money from? | Augmented: Where can I access cash from an ATM?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have an unknown charge. | Augmented: We've detected an unfamiliar payment.
VAL | [exchange_rate] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the question to ask about the data source used to determine the exchange rate, which is a valid and specific inquiry related to the exchange rate. | Original: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? | Augmented: Can you tell me what data source is used to determine the exchange rate for the transfer I'm planning to make?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why are the things I bought earlier today still showing as pending? | Augmented: Why are the purchases I made earlier today still pending for payment?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: I was charged and shouldn't have been charged when using my card! | Augmented: I was unexpectedly billed a fee for using my card, which I believe was an error.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Whats wrong with my currency exchange? | Augmented: The exchange rate for my cash withdrawal seems to be incorrect.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: should i add money via bank transfer instead | Augmented: can I recharge my account using a card charge instead?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: Would you be so kind as to activate my card? Thanks | Augmented: Could you please activate my card for me? I'd greatly appreciate it.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. | Augmented: I attempted to process a payment using my card, but the transaction was unsuccessful. Could you please inform me when the payment will be finalized, as it remains pending at the moment?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I am out of money in my account and I was wondering if I could do a bank transfer is put more in it? | Augmented: I'm running low on funds in my account and I'd like to know if I can make a transfer to replenish it.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it? | Augmented: I've reviewed my recent statements and noticed a significant payment that I'm certain I didn't make. Can I still contest it?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: The augmented text directly addresses the issue of a transfer not being received by the recipient, which is the same as the original intent. | Original: Why is my transaction taking so long to complete? | Augmented: Why hasn't my transfer been received by the recipient yet?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can my friend send me money if it is not in US dollars? | Augmented: Can my friend transfer funds to me in a currency other than US dollars?
VAL | [verify_my_identity] | ACCEPT | Reason: ... | Original: Can I use my social security card as a form of identity? | Augmented: May I confirm my identity using my social security card?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have an unauthorized charge. | Augmented: I've noticed an unexpected payment on my account.
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: Can I get information on the identity checks? | Augmented: May I request information about the verification process for your identity?
VAL | [getting_virtual_card] | ACCEPT | Reason: Both sentences convey the same expectation of receiving a virtual card, just expressed with slightly different wording. | Original: I haven't received my virtual card yet!! | Augmented: I'm still waiting to receive my virtual card.
VAL | [reverted_card_payment?] | REVIEW | Reason: N/A | Original: My card payment has not been withdrawn from my account | Augmented: Did my card payment get reversed from my account?
