GEN | [card_payment_wrong_exchange_rate] | Orig: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? -> Aug: I think there's an error with the exchange rate applied to my card transaction. Could you verify the current interbank exchange rate for me, please?
GEN | [getting_virtual_card] | Orig: Which part of the app do I order virtual cards from? -> Aug: Where can I find the option to request a virtual card within the app?
GEN | [activate_my_card] | Orig: I need to actuate my card. -> Aug: I'd like to activate my card.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: what are weekend rates for getting cash -> Aug: what is the exchange rate for a cash withdrawal on a weekend?
GEN | [getting_spare_card] | Orig: Can another family member hold a card for this account in addition to mine? -> Aug: Can I have a spare card issued for this account, in addition to the one I already have?
GEN | [declined_cash_withdrawal] | Orig: why would i be declined if i had money iin my account -> Aug: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account.
GEN | [failed_transfer] | Orig: Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance. -> Aug: I'm in the process of buying a property and am attempting to complete a payment, but an issue is arising, and I require help.
GEN | [top_up_by_card_charge] | Orig: I am wanting to refill my card, is there a charge? -> Aug: I'd like to add funds to my card, will there be a fee involved?
GEN | [getting_spare_card] | Orig: Is it possible to give a second card from my account to my daughter? -> Aug: Can I obtain a spare card for my daughter from my account?
GEN | [top_up_by_cash_or_cheque] | Orig: What is your check-cashing policy? -> Aug: You can top up your account by cash or cheque.
GEN | [pending_transfer] | Orig: I have an outgoing transaction -> Aug: I have a pending transfer
GEN | [activate_my_card] | Orig: You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there. -> Aug: You can complete the process quickly. Simply navigate to your account, select the "Activate" option, and follow the prompts to finish.
GEN | [card_acceptance] | Orig: Are there any limits to were my card is accepted? -> Aug: Are there any restrictions on where my card can be used?
GEN | [activate_my_card] | Orig: How can I make my card ready to use? -> Aug: What steps can I take to activate my card and start using it?
GEN | [declined_transfer] | Orig: How do I make sure my transfer isn't goin to an unsupported merchant? -> Aug: How can I guarantee that my transfer won't be declined due to an unsupported merchant?
GEN | [top_up_by_cash_or_cheque] | Orig: Can I use a check to get gas? -> Aug: Can I use a cheque to top up my account?
GEN | [failed_transfer] | Orig: I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me? -> Aug: I'm experiencing an issue with a transaction and I need assistance with completing a payment for a property purchase, as my mortgage payment is pending and I'm unable to proceed.
GEN | [terminate_account] | Orig: i'm not satisfied with the services and no longer want to be a customer -> Aug: I'm unhappy with the services and would like to discontinue my account.
GEN | [activate_my_card] | Orig: If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds. -> Aug: Once you access your account, click on the "Activate" button and follow the prompts to complete the activation process within a few seconds.
GEN | [supported_cards_and_currencies] | Orig: My card wants to be topped what do you guys support? -> Aug: What payment methods do you accept for card reloads?
GEN | [change_pin] | Orig: How can I change my Rowlock ? -> Aug: How do I modify my PIN?
GEN | [getting_spare_card] | Orig: I want to give a second card for this account to my daughter, would this be possible? -> Aug: I'd like to obtain an additional card for my daughter's use with this account, is this feasible?
GEN | [declined_transfer] | Orig: How can I check for an unsupported merchant for my transfer request? -> Aug: What steps can I take to verify if the merchant is not supported for my transfer attempt?
GEN | [order_physical_card] | Orig: Where do you export the cards to? -> Aug: How do you receive your physical credit cards?
GEN | [transfer_not_received_by_recipient] | Orig: i accidentally entered in my retailers information, what should i do next -> Aug: The transfer was mistakenly sent to the wrong recipient, what steps can I take to rectify the situation?
GEN | [order_physical_card] | Orig: Do physical cards cost money? -> Aug: Are physical cards a fee-based service?
GEN | [card_arrival] | Orig: Was there a number to track that I could get? -> Aug: Is there a tracking number I can use to monitor the status of my card arrival?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: My rate is not right when I used my card in a different country's money. -> Aug: The exchange rate was incorrect when I made a cash withdrawal using my card in a foreign country.
GEN | [getting_spare_card] | Orig: My daughter would like a card from my account?  Can I do this? -> Aug: Can I request a replacement card for my account, so my daughter can use it?
GEN | [card_payment_fee_charged] | Orig: Is there a  way to  get around fees -> Aug: Can you help me avoid the payment fee that was charged on my card?
GEN | [order_physical_card] | Orig: Can I have a tangible form of my virtual card. -> Aug: May I request a physical version of my digital card?
GEN | [top_up_failed] | Orig: It does not appear that my message went through. -> Aug: It seems that my request to top up was unsuccessful.
GEN | [declined_cash_withdrawal] | Orig: Is my card actually working? It's the first time I tried using it -> Aug: Is my card functioning properly? I'm trying to make a cash withdrawal for the first time
GEN | [pending_cash_withdrawal] | Orig: Explain pending transactions. -> Aug: Describe outstanding cash withdrawal requests.
GEN | [Refund_not_showing_up] | Orig: how does my statement get updated so i know when a refund will reflect on my balance -> Aug: How do I get notified when a refund will be reflected on my account balance, and how will it be updated on my statement?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? | Augmented: I think there's an error with the exchange rate applied to my card transaction. Could you verify the current interbank exchange rate for me, please?
VAL | [getting_virtual_card] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the question to ask about finding the option to request a virtual card within the app. | Original: Which part of the app do I order virtual cards from? | Augmented: Where can I find the option to request a virtual card within the app?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: I need to actuate my card. | Augmented: I'd like to activate my card.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: what are weekend rates for getting cash | Augmented: what is the exchange rate for a cash withdrawal on a weekend?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: Can another family member hold a card for this account in addition to mine? | Augmented: Can I have a spare card issued for this account, in addition to the one I already have?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: why would i be declined if i had money iin my account | Augmented: You're wondering why your cash withdrawal was declined despite having sufficient funds in your account.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance. | Augmented: I'm in the process of buying a property and am attempting to complete a payment, but an issue is arising, and I require help.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: I am wanting to refill my card, is there a charge? | Augmented: I'd like to add funds to my card, will there be a fee involved?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: Is it possible to give a second card from my account to my daughter? | Augmented: Can I obtain a spare card for my daughter from my account?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: What is your check-cashing policy? | Augmented: You can top up your account by cash or cheque.
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I have an outgoing transaction | Augmented: I have a pending transfer
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there. | Augmented: You can complete the process quickly. Simply navigate to your account, select the "Activate" option, and follow the prompts to finish.
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Are there any limits to were my card is accepted? | Augmented: Are there any restrictions on where my card can be used?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: How can I make my card ready to use? | Augmented: What steps can I take to activate my card and start using it?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: How do I make sure my transfer isn't goin to an unsupported merchant? | Augmented: How can I guarantee that my transfer won't be declined due to an unsupported merchant?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Can I use a check to get gas? | Augmented: Can I use a cheque to top up my account?
VAL | [failed_transfer] | ACCEPT | Reason: N/A | Original: I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me? | Augmented: I'm experiencing an issue with a transaction and I need assistance with completing a payment for a property purchase, as my mortgage payment is pending and I'm unable to proceed.
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: i'm not satisfied with the services and no longer want to be a customer | Augmented: I'm unhappy with the services and would like to discontinue my account.
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds. | Augmented: Once you access your account, click on the "Activate" button and follow the prompts to complete the activation process within a few seconds.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: My card wants to be topped what do you guys support? | Augmented: What payment methods do you accept for card reloads?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: How can I change my Rowlock ? | Augmented: How do I modify my PIN?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: I want to give a second card for this account to my daughter, would this be possible? | Augmented: I'd like to obtain an additional card for my daughter's use with this account, is this feasible?
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: How can I check for an unsupported merchant for my transfer request? | Augmented: What steps can I take to verify if the merchant is not supported for my transfer attempt?
VAL | [order_physical_card] | UNKNOWN | Reason: N/A | Original: Where do you export the cards to? | Augmented: How do you receive your physical credit cards?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: i accidentally entered in my retailers information, what should i do next | Augmented: The transfer was mistakenly sent to the wrong recipient, what steps can I take to rectify the situation?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Do physical cards cost money? | Augmented: Are physical cards a fee-based service?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Was there a number to track that I could get? | Augmented: Is there a tracking number I can use to monitor the status of my card arrival?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: My rate is not right when I used my card in a different country's money. | Augmented: The exchange rate was incorrect when I made a cash withdrawal using my card in a foreign country.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: My daughter would like a card from my account?  Can I do this? | Augmented: Can I request a replacement card for my account, so my daughter can use it?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Is there a  way to  get around fees | Augmented: Can you help me avoid the payment fee that was charged on my card?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: Can I have a tangible form of my virtual card. | Augmented: May I request a physical version of my digital card?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: It does not appear that my message went through. | Augmented: It seems that my request to top up was unsuccessful.
