GEN | [card_linking] | Orig: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. -> Aug: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
GEN | [order_physical_card] | Orig: Where do you export the cards to? -> Aug: How do I receive my physical credit card after ordering it?
GEN | [card_linking] | Orig: I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat. -> Aug: I'd like to reactivate my card, as I initially thought it was misplaced, but I found it in my coat when I woke up.
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. -> Aug: Hello, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money and would appreciate your prompt help to resolve this issue.
GEN | [passcode_forgotten] | Orig: I can't access my account. -> Aug: I've forgotten my passcode and can't access my account.
GEN | [lost_or_stolen_phone] | Orig: Can I use your services without access to the app? -> Aug: Can I still access my account without my phone, as it's been lost or stolen?
GEN | [passcode_forgotten] | Orig: Please help me.  I don't know my code to get into the app. -> Aug: I've forgotten my passcode and need assistance to regain access to the app.
GEN | [card_arrival] | Orig: I don't have my card after 1 week. What are my next steps? -> Aug: I haven't received my card yet, and it's been a week. What should I do next?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried using a check to update my balance, but it isn't work? Is something wrong? -> Aug: I made a cash deposit, but my account balance still shows the old amount. Can you please investigate?
GEN | [exchange_via_app] | Orig: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? -> Aug: I'd like to exchange my GBP for AUD, could you guide me on the process of making this conversion through your app?
GEN | [cash_withdrawal_charge] | Orig: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? -> Aug: I'm concerned that I was unexpectedly charged a cash withdrawal fee after using my card to make a purchase at a grocery store. Is this a new policy?
GEN | [exchange_via_app] | Orig: Can this convert money? -> Aug: Can I exchange funds using the app?
GEN | [topping_up_by_card] | Orig: what happened to the money after i put in the wrong info and it got declined -> Aug: what happened to the amount I tried to top up using my card, but it was declined due to incorrect information?
GEN | [cash_withdrawal_not_recognised] | Orig: Some cash shows up on my app. -> Aug: There's an unexpected cash withdrawal showing up on my account.
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives -> Aug: I'm in a bit of a rush and desperately need to top-up my card, but it's not accepting the payment. Can you assist me with this issue or suggest an alternative solution?
GEN | [verify_source_of_funds] | Orig: What kind of security protects my money? -> Aug: We'd like to verify the source of funds for your account to ensure the security of your transactions.
GEN | [declined_card_payment] | Orig: I could not use my card in a store. -> Aug: Your card payment was declined at the store.
GEN | [failed_transfer] | Orig: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. -> Aug: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm worried about the delay. I've double-checked the account details, and everything seems correct. Can you assist me in resolving this issue?
GEN | [transfer_into_account] | Orig: I need to move money from one of my other accounts to this one. -> Aug: I'd like to transfer funds from another account to this account.
GEN | [extra_charge_on_statement] | Orig: What is the dollar that I have pending on my statement there? -> Aug: Can you please explain the additional charge I see on my statement?
GEN | [card_payment_fee_charged] | Orig: Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees. -> Aug: I'm trying to understand the fee policy for my account. I've noticed that I've been charged fees for certain transactions, but not for others. Can you help me identify the fee structure and why I'm being charged fees for some transactions but not others?
GEN | [cash_withdrawal_not_recognised] | Orig: Someone stole my wallet a couple of hours ago now and they have taken money from my account. Is there any way that you can help so I won't lose any more of my money. -> Aug: I'm concerned that an unauthorized transaction has been made on my account. Someone took money from my account a few hours ago, and I'm worried that I might lose more if it's not resolved. Can you assist me in stopping any further transactions and recovering the stolen funds?
GEN | [top_up_failed] | Orig: I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly. -> Aug: I'm experiencing issues topping up my card, as the transaction keeps getting declined. It's crucial that I resolve this issue promptly.
GEN | [declined_cash_withdrawal] | Orig: I'm trying to take money from my account but its not letting me. Help! -> Aug: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me?
GEN | [compromised_card] | Orig: Should I order a new card before I freeze my original one? -> Aug: Should I request a replacement card before I put a hold on my compromised card?
GEN | [getting_spare_card] | Orig: I have left my card at my parents house. Can you send me a spare one please to use in the meantime? -> Aug: I accidentally left my card at my family's place and I was wondering if I could get a replacement card sent to me as soon as possible?
GEN | [lost_or_stolen_card] | Orig: Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered. -> Aug: My card was stolen while I was on vacation in Spain and I need it blocked and a replacement issued as soon as possible.
GEN | [declined_transfer] | Orig: What do I do with my "decline" message on a transfer? -> Aug: What can I do about the transfer that was declined?
GEN | [transfer_into_account] | Orig: show me how to transfer to my account -> Aug: display the steps to transfer funds into my account
GEN | [order_physical_card] | Orig: What do I do to get ahold of my own card? -> Aug: How can I obtain my physical credit card?
GEN | [cash_withdrawal_not_recognised] | Orig: THere is some cash that is showing up on my app. -> Aug: The cash withdrawal transaction on my account is not being recognized.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do you offer free ATM withdrawals of ones hometown currency while on holiday? -> Aug: Can I withdraw cash in my local currency without being charged an incorrect exchange rate while I'm traveling abroad?
GEN | [card_not_working] | Orig: My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined? -> Aug: I'm trying to make a purchase online, but my card is being declined, and the error message says it's due to an issue with my card information. Can you help me figure out what's going on?
GEN | [declined_transfer] | Orig: I'm trying to move money from my account to elsewhere, but it's giving me an error message. -> Aug: I'm attempting to initiate a transfer from my account to another account, but the transaction is being declined.
GEN | [receiving_money] | Orig: My friend wants to send me money, can she? -> Aug: Can my friend transfer funds to me?
GEN | [card_swallowed] | Orig: I have lost my credit card in the ATM! -> Aug: I swallowed my debit card while trying to retrieve it from the ATM!
GEN | [transfer_fee_charged] | Orig: I shouldn't be charged any fee for transferring . -> Aug: I'm surprised to see a fee applied to my transfer.
GEN | [declined_card_payment] | Orig: A shop I go to didn't let me pay. -> Aug: The payment for my recent purchase was declined at a store I visited.
GEN | [supported_cards_and_currencies] | Orig: why wont my american express work to add money -> Aug: We apologize, but American Express is not a supported card for adding funds to your account. Would you like to know our supported cards and currencies for making deposits?
VAL | [card_linking] | NO | Text: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
VAL | [order_physical_card] | NO | Text: How do I receive my physical credit card after ordering it?
VAL | [card_linking] | NO | Text: I'd like to reactivate my card, as I initially thought it was misplaced, but I found it in my coat when I woke up.
VAL | [cash_withdrawal_not_recognised] | NO | Text: Hello, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money and would appreciate your prompt help to resolve this issue.
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and can't access my account.
VAL | [lost_or_stolen_phone] | YES | Text: Can I still access my account without my phone, as it's been lost or stolen?
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and need assistance to regain access to the app.
VAL | [card_arrival] | YES | Text: I haven't received my card yet, and it's been a week. What should I do next?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit, but my account balance still shows the old amount. Can you please investigate?
VAL | [exchange_via_app] | YES | Text: I'd like to exchange my GBP for AUD, could you guide me on the process of making this conversion through your app?
VAL | [cash_withdrawal_charge] | NO | Text: I'm concerned that I was unexpectedly charged a cash withdrawal fee after using my card to make a purchase at a grocery store. Is this a new policy?
VAL | [exchange_via_app] | YES | Text: Can I exchange funds using the app?
VAL | [topping_up_by_card] | NO | Text: what happened to the amount I tried to top up using my card, but it was declined due to incorrect information?
VAL | [cash_withdrawal_not_recognised] | NO | Text: There's an unexpected cash withdrawal showing up on my account.
VAL | [top_up_failed] | YES | Text: I'm in a bit of a rush and desperately need to top-up my card, but it's not accepting the payment. Can you assist me with this issue or suggest an alternative solution?
VAL | [verify_source_of_funds] | NO | Text: We'd like to verify the source of funds for your account to ensure the security of your transactions.
VAL | [declined_card_payment] | YES | Text: Your card payment was declined at the store.
VAL | [failed_transfer] | YES | Text: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm worried about the delay. I've double-checked the account details, and everything seems correct. Can you assist me in resolving this issue?
VAL | [transfer_into_account] | YES | Text: I'd like to transfer funds from another account to this account.
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional charge I see on my statement?
VAL | [card_payment_fee_charged] | NO | Text: I'm trying to understand the fee policy for my account. I've noticed that I've been charged fees for certain transactions, but not for others. Can you help me identify the fee structure and why I'm being charged fees for some transactions but not others?
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm concerned that an unauthorized transaction has been made on my account. Someone took money from my account a few hours ago, and I'm worried that I might lose more if it's not resolved. Can you assist me in stopping any further transactions and recovering the stolen funds?
VAL | [top_up_failed] | YES | Text: I'm experiencing issues topping up my card, as the transaction keeps getting declined. It's crucial that I resolve this issue promptly.
VAL | [declined_cash_withdrawal] | YES | Text: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me?
VAL | [compromised_card] | YES | Text: Should I request a replacement card before I put a hold on my compromised card?
VAL | [getting_spare_card] | YES | Text: I accidentally left my card at my family's place and I was wondering if I could get a replacement card sent to me as soon as possible?
VAL | [lost_or_stolen_card] | YES | Text: My card was stolen while I was on vacation in Spain and I need it blocked and a replacement issued as soon as possible.
VAL | [declined_transfer] | YES | Text: What can I do about the transfer that was declined?
VAL | [transfer_into_account] | YES | Text: display the steps to transfer funds into my account
VAL | [order_physical_card] | YES | Text: How can I obtain my physical credit card?
VAL | [cash_withdrawal_not_recognised] | YES | Text: The cash withdrawal transaction on my account is not being recognized.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: Can I withdraw cash in my local currency without being charged an incorrect exchange rate while I'm traveling abroad?
VAL | [card_not_working] | YES | Text: I'm trying to make a purchase online, but my card is being declined, and the error message says it's due to an issue with my card information. Can you help me figure out what's going on?
VAL | [declined_transfer] | YES | Text: I'm attempting to initiate a transfer from my account to another account, but the transaction is being declined.
VAL | [receiving_money] | YES | Text: Can my friend transfer funds to me?
VAL | [card_swallowed] | YES | Text: I swallowed my debit card while trying to retrieve it from the ATM!
VAL | [transfer_fee_charged] | NO | Text: I'm surprised to see a fee applied to my transfer.
VAL | [declined_card_payment] | YES | Text: The payment for my recent purchase was declined at a store I visited.
VAL | [supported_cards_and_currencies] | YES | Text: We apologize, but American Express is not a supported card for adding funds to your account. Would you like to know our supported cards and currencies for making deposits?
