GEN | [lost_or_stolen_card] | Orig: I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away. -> Aug: I'd like to report my card as stolen and request it be blocked or deactivated immediately to prevent any unauthorized transactions.
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm trying to make a top-up, but I'm being asked to verify my details again, can you help me with that?
GEN | [disposable_card_limits] | Orig: Are there any places that I can't use the disposable cards at? -> Aug: Can I use the disposable cards anywhere, or are there specific locations where they are not accepted?
GEN | [card_about_to_expire] | Orig: Are new cards available from China? -> Aug: Can I request a replacement card before my current one expires?
GEN | [transfer_not_received_by_recipient] | Orig: What happens when I money transaction doesn't show up on the receiving side? -> Aug: Why hasn't the money transfer been credited to the recipient's account?
GEN | [getting_spare_card] | Orig: I lost my card and need a new one, will it cost me? -> Aug: I misplaced my card and require a replacement, what's the fee for a new one?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am still awaiting the money I put into my account this morning. -> Aug: I'm still waiting for the deposit I made this morning to reflect in my account balance.
GEN | [card_linking] | Orig: How do I link a new payment card? -> Aug: How can I connect a new payment card to my account?
GEN | [transfer_not_received_by_recipient] | Orig: I've been waiting since Friday, where is my money? -> Aug: I've been waiting for a few days, but the transfer hasn't arrived at the recipient's end.
GEN | [card_payment_not_recognised] | Orig: I think my card is being used by someone else to make purchases that I didn't authorize! I checked my account and see that there have been quite a few purchases over the last two days that I have no idea where they came from. We need to freeze my card now! And I need to find a way to get my money back. -> Aug: I'm concerned that someone else is using my card to make unauthorized transactions. I've reviewed my account activity and noticed several unexplained charges over the past two days. I'd like to report this incident and request that my card be temporarily suspended. Additionally, I'd like assistance with reversing the unauthorized transactions and recovering my lost funds.
GEN | [getting_virtual_card] | Orig: I need to order a new card, can you please direct me to the virtual cards? -> Aug: I'd like to request a new virtual card, could you guide me through the process of obtaining one?
GEN | [receiving_money] | Orig: i want to get my salary deposited as pesos? -> Aug: i would like to receive my paycheck in pesos
GEN | [card_acceptance] | Orig: Who accepts the card? -> Aug: Which merchants accept the card?
GEN | [country_support] | Orig: I just moved to the US how do I get a card? -> Aug: I recently relocated to the United States and would like to apply for a credit card. Can you guide me through the process?
GEN | [compromised_card] | Orig: My card information seems to have been stolen! I don't know where these transactions came from and I've never even been to the city where they were made. I need my card blocked ASAP so this person can't keep using my card. -> Aug: My credit card details appear to have been compromised! I'm concerned about the unauthorized transactions that have been made in a different city, and I'd like to report the issue and have my card temporarily suspended to prevent further unauthorized use.
GEN | [receiving_money] | Orig: What do I need to do to receive my payroll in the account? -> Aug: How can I get my payroll deposited into my account?
GEN | [topping_up_by_card] | Orig: I can't see my top up in my wallet! -> Aug: I'm having trouble finding my recent card top-up in my digital wallet.
GEN | [unable_to_verify_identity] | Orig: The app failed to verify me. -> Aug: We're unable to confirm your identity through our app.
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet!! -> Aug: I'm still waiting to receive my virtual card.
GEN | [card_not_working] | Orig: How do I re-order a damaged card? -> Aug: I'm having trouble using my card, can I request a replacement?
GEN | [get_disposable_virtual_card] | Orig: Please explain how I use the disposable cards? -> Aug: Please provide instructions on how to utilize the disposable virtual card.
GEN | [balance_not_updated_after_bank_transfer] | Orig: The balance has not been updated. -> Aug: The account balance has not been reflected after the recent bank transfer.
GEN | [top_up_failed] | Orig: I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly. -> Aug: I'm having trouble accessing my funds. Could it be due to a failed top-up attempt? I'm certain I entered the details correctly.
GEN | [receiving_money] | Orig: Can my friend send me money if it is not in US dollars? -> Aug: Can my friend transfer funds to me in a currency other than US dollars?
GEN | [topping_up_by_card] | Orig: My wallet is empty even though I topped it up an hour ago. -> Aug: I'm having an issue with my card payment not reflecting in my account, despite topping up my balance an hour ago.
GEN | [wrong_amount_of_cash_received] | Orig: I requested a higher amount for my cash withdrawal -> Aug: I was expecting a larger sum for my cash withdrawal
GEN | [wrong_amount_of_cash_received] | Orig: my atm transaction was wrong -> Aug: The amount I received from the ATM was incorrect
GEN | [get_disposable_virtual_card] | Orig: How do I use the disposable cards? -> Aug: What steps do I need to follow to activate and use a disposable virtual card?
GEN | [getting_spare_card] | Orig: I need a new card. -> Aug: I require a replacement card.
GEN | [disposable_card_limits] | Orig: What limits are there on the virtual cards? -> Aug: What are the spending limits for my disposable virtual cards?
GEN | [exchange_rate] | Orig: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? -> Aug: Can you please specify the source of the exchange rate used for the transfer I'm planning to make?
GEN | [exchange_rate] | Orig: What are Interbanks current exchange rates? -> Aug: What are Interbank's current exchange rates?
GEN | [wrong_amount_of_cash_received] | Orig: my cash balance less than what I thought -> Aug: I was expecting a higher balance, but it's lower than I anticipated
GEN | [disposable_card_limits] | Orig: Why can't I use a disposable card? -> Aug: What are the limits on my disposable card, and why can't I use it for certain transactions?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Where is my cash deposit in my balance? -> Aug: I made a cash deposit yesterday, but my account balance hasn't been updated yet.
GEN | [declined_card_payment] | Orig: why couldn't I use my card at a store? -> Aug: Your card payment was declined, which prevented you from making a purchase at the store.
GEN | [pending_cash_withdrawal] | Orig: I have the cash already, my account still shows up as pending.  How can my account be still pending? -> Aug: I've already deposited the cash, but my account still shows a pending withdrawal. Can you explain why it's still pending?
GEN | [getting_virtual_card] | Orig: I have lost my card, but need to place an online order! How do I get a virtual card instantly? -> Aug: I need to make an urgent online purchase, but I've misplaced my physical card. Can I obtain a virtual card immediately to complete the transaction?
GEN | [terminate_account] | Orig: I no longer want this account, what should I do? -> Aug: I would like to cancel my account and close it permanently.
GEN | [card_arrival] | Orig: I want to find out what happened to my new card? -> Aug: I'm trying to track the status of my recently issued card.
VAL | [lost_or_stolen_card] | YES | Text: I'd like to report my card as stolen and request it be blocked or deactivated immediately to prevent any unauthorized transactions.
VAL | [verify_top_up] | YES | Text: I'm trying to make a top-up, but I'm being asked to verify my details again, can you help me with that?
VAL | [disposable_card_limits] | YES | Text: Can I use the disposable cards anywhere, or are there specific locations where they are not accepted?
VAL | [card_about_to_expire] | NO | Text: Can I request a replacement card before my current one expires?
VAL | [transfer_not_received_by_recipient] | YES | Text: Why hasn't the money transfer been credited to the recipient's account?
VAL | [getting_spare_card] | YES | Text: I misplaced my card and require a replacement, what's the fee for a new one?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I'm still waiting for the deposit I made this morning to reflect in my account balance.
VAL | [card_linking] | YES | Text: How can I connect a new payment card to my account?
VAL | [transfer_not_received_by_recipient] | YES | Text: I've been waiting for a few days, but the transfer hasn't arrived at the recipient's end.
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned that someone else is using my card to make unauthorized transactions. I've reviewed my account activity and noticed several unexplained charges over the past two days. I'd like to report this incident and request that my card be temporarily suspended. Additionally, I'd like assistance with reversing the unauthorized transactions and recovering my lost funds.
VAL | [getting_virtual_card] | YES | Text: I'd like to request a new virtual card, could you guide me through the process of obtaining one?
VAL | [receiving_money] | YES | Text: i would like to receive my paycheck in pesos
VAL | [card_acceptance] | NO | Text: Which merchants accept the card?
VAL | [country_support] | YES | Text: I recently relocated to the United States and would like to apply for a credit card. Can you guide me through the process?
VAL | [compromised_card] | YES | Text: My credit card details appear to have been compromised! I'm concerned about the unauthorized transactions that have been made in a different city, and I'd like to report the issue and have my card temporarily suspended to prevent further unauthorized use.
VAL | [receiving_money] | YES | Text: How can I get my payroll deposited into my account?
VAL | [topping_up_by_card] | YES | Text: I'm having trouble finding my recent card top-up in my digital wallet.
VAL | [unable_to_verify_identity] | YES | Text: We're unable to confirm your identity through our app.
VAL | [getting_virtual_card] | NO | Text: I'm still waiting to receive my virtual card.
VAL | [card_not_working] | NO | Text: I'm having trouble using my card, can I request a replacement?
VAL | [get_disposable_virtual_card] | YES | Text: Please provide instructions on how to utilize the disposable virtual card.
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: The account balance has not been reflected after the recent bank transfer.
VAL | [top_up_failed] | NO | Text: I'm having trouble accessing my funds. Could it be due to a failed top-up attempt? I'm certain I entered the details correctly.
VAL | [receiving_money] | YES | Text: Can my friend transfer funds to me in a currency other than US dollars?
VAL | [topping_up_by_card] | YES | Text: I'm having an issue with my card payment not reflecting in my account, despite topping up my balance an hour ago.
VAL | [wrong_amount_of_cash_received] | NO | Text: I was expecting a larger sum for my cash withdrawal
VAL | [wrong_amount_of_cash_received] | NO | Text: The amount I received from the ATM was incorrect
VAL | [get_disposable_virtual_card] | NO | Text: What steps do I need to follow to activate and use a disposable virtual card?
VAL | [getting_spare_card] | YES | Text: I require a replacement card.
VAL | [disposable_card_limits] | YES | Text: What are the spending limits for my disposable virtual cards?
VAL | [exchange_rate] | YES | Text: Can you please specify the source of the exchange rate used for the transfer I'm planning to make?
VAL | [exchange_rate] | YES | Text: What are Interbank's current exchange rates?
VAL | [wrong_amount_of_cash_received] | NO | Text: I was expecting a higher balance, but it's lower than I anticipated
VAL | [disposable_card_limits] | NO | Text: What are the limits on my disposable card, and why can't I use it for certain transactions?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit yesterday, but my account balance hasn't been updated yet.
VAL | [declined_card_payment] | YES | Text: Your card payment was declined, which prevented you from making a purchase at the store.
VAL | [pending_cash_withdrawal] | YES | Text: I've already deposited the cash, but my account still shows a pending withdrawal. Can you explain why it's still pending?
VAL | [getting_virtual_card] | YES | Text: I need to make an urgent online purchase, but I've misplaced my physical card. Can I obtain a virtual card immediately to complete the transaction?
VAL | [terminate_account] | YES | Text: I would like to cancel my account and close it permanently.
VAL | [card_arrival] | YES | Text: I'm trying to track the status of my recently issued card.
