GEN | [direct_debit_payment_not_recognised] | Orig: People are using my debit card - help! -> Aug: We've received a notification that a direct debit payment has been attempted using your debit card, but it's not recognized by our system. Can you please assist us in resolving this issue?
GEN | [atm_support] | Orig: How do I know it is a Mastercard ATM? -> Aug: What are the ways to identify a Mastercard ATM?
GEN | [compromised_card] | Orig: My card must have used my card as there are some transactions that I haven't done myself.. -> Aug: I'm concerned that someone has accessed my card and made unauthorized transactions, as I didn't make those purchases myself.
GEN | [top_up_reverted] | Orig: Please explain why the funds I added were returned to my account. -> Aug: Please clarify the reason behind the reversal of the recent top-up transaction.
GEN | [activate_my_card] | Orig: I want to start using my card. -> Aug: I'd like to activate my credit/debit card.
GEN | [exchange_charge] | Orig: Do I pay extra for exchange? -> Aug: Is there an additional fee for exchanging currency?
GEN | [card_delivery_estimate] | Orig: I need my card ASAP! -> Aug: I require an expedited card delivery estimate, please.
GEN | [getting_spare_card] | Orig: Please tell me if I'm going to be charged for sending out more cards? -> Aug: Can you inform me if I'll be charged for requesting additional cards?
GEN | [supported_cards_and_currencies] | Orig: Why doesn't it work when I use American Express to try to add money to my account? -> Aug: We do not currently support American Express as a payment method for adding funds to your account. However, you can use other supported cards such as Visa, Mastercard, or Discover, or transfer funds using supported currencies like USD, EUR, or JPY.
GEN | [reverted_card_payment?] | Orig: I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly. -> Aug: I'm concerned about a payment that was previously reversed and is now showing up in my account again. Can you look into this and resolve the issue ASAP?
GEN | [card_payment_fee_charged] | Orig: Do you have charges now when you pay with a card? -> Aug: Are there any fees associated with using a credit or debit card for payment?
GEN | [card_linking] | Orig: What do I do if I already had a card with you guys? -> Aug: I already have a card with your bank, what's the next step?
GEN | [transfer_not_received_by_recipient] | Orig: i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer. -> Aug: I've been waiting for 2 days for a transfer to reach a recipient's account, will it take longer to arrive?
GEN | [cash_withdrawal_charge] | Orig: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? -> Aug: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a cash withdrawal at a location other than Nandos in Leeds. Can you help me understand what this charge is for and if it's legitimate?
GEN | [automatic_top_up] | Orig: Can I add money in intervals to my account?  I will be traveling. -> Aug: Can I set up automatic top-ups to my account, so I can receive a steady flow of funds while I'm away on my trip?
GEN | [card_payment_not_recognised] | Orig: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? -> Aug: I'm concerned about recent charges on my card that I don't recognize, and I'd like to put a hold on the card immediately. Can I still get a refund for the unauthorized transactions?
GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
GEN | [unable_to_verify_identity] | Orig: If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account. -> Aug: We're having trouble verifying your identity, and it may take up to 60 minutes to complete the process. Once we've finished, we'll be in touch. To ensure a smooth verification, please ensure your uploaded images are clear and your document photos are legible. Additionally, you must be at least 18 years old and reside within the European Economic Area or Switzerland to open an account.
GEN | [topping_up_by_card] | Orig: My top up isn't in my wallet. -> Aug: My card top-up is missing from my digital wallet.
GEN | [reverted_card_payment?] | Orig: Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me! -> Aug: Hello, I was informed by a seller that the payment didn't go through on their end. However, I'm certain it was deducted from my account, and now the funds have been reversed back to me. Can you please investigate this matter urgently?
GEN | [transfer_fee_charged] | Orig: I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee? -> Aug: I've been a loyal customer for the past few months, using my account to manage international transactions for my new property. I've noticed a sudden increase in fees, which seems unfair considering my consistent usage. Shouldn't I be entitled to a discount or some sort of reward for my loyalty?
GEN | [top_up_failed] | Orig: Can I tell if my top off didn't work?  It doesn't seem to have. -> Aug: Can I check if my top-up was unsuccessful? It appears to have failed.
GEN | [pending_cash_withdrawal] | Orig: I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received. -> Aug: I attempted to withdraw cash, but the ATM was malfunctioning. The transaction appears to be pending. Could you investigate the issue and ensure I'm not charged for the unprocessed withdrawal?
GEN | [order_physical_card] | Orig: I would like a card please. -> Aug: I would like to order a physical credit card.
GEN | [card_arrival] | Orig: Is there a way I can get my card expedited? -> Aug: Can I request express shipping for my card delivery?
GEN | [transfer_fee_charged] | Orig: Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made! -> Aug: Hi! I'm a university student studying abroad and I noticed that when I was trying to review my budget for this month that there were additional fees I wasn't expecting. Could you please explain why I was charged a transfer fee? I've had this account for years and I haven't had any issues before, it might not even be on your end since I'm still new to international travel and finance, but I wanted to double-check in case a mistake was made!
GEN | [verify_my_identity] | Orig: im worried about fraud how do you protect my account -> Aug: I'm concerned about potential fraud on my account. Can you help me verify my identity to ensure my account is secure?
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. -> Aug: I'm still waiting for my domestic transfer to be credited to the recipient's account. I verified the recipient's account details a few days ago, but the payment hasn't been processed yet.
GEN | [automatic_top_up] | Orig: Will the system automatically update once there is no more money left? -> Aug: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
GEN | [card_payment_fee_charged] | Orig: Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about. -> Aug: Can you inform me when you deduct fees for transactions? I recently checked the app and noticed a charge that I wasn't expecting.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I was overcharged at an ATM while on vacation. I needed cash so I had to use it, but your charges are outregous and I wish I would have known beforehand. -> Aug: I was surprised to find that the exchange rate for the cash withdrawal at the ATM was incorrect, resulting in an unexpected and excessive charge. I wish I had been informed of the rate beforehand, as it would have helped me plan my finances better.
GEN | [transfer_fee_charged] | Orig: I have a fee listed for a transfer. -> Aug: I'm showing a charge for the transfer transaction.
GEN | [top_up_by_card_charge] | Orig: What are the fees for using a European bank card? -> Aug: What are the charges for topping up my account using a European bank card?
GEN | [card_payment_fee_charged] | Orig: Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances. -> Aug: I'd like to clarify if there are any extra charges or fees associated with using my card for transactions. I noticed a mention of fee-free transactions in the app, but I want to confirm if there are any exceptions or limitations.
GEN | [failed_transfer] | Orig: A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong. -> Aug: I'm trying to make a mortgage payment, but I'm getting an error message. This is my first time making this payment, and I'm not sure what's going wrong.
GEN | [card_about_to_expire] | Orig: How can I get a card sent to China? -> Aug: Can I request a replacement card to be sent to China before it expires?
GEN | [pending_top_up] | Orig: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money -> Aug: Can you expedite the processing of my pending top-up? It's been pending for an hour now, and I urgently need the funds to be credited to my account ASAP.
GEN | [getting_virtual_card] | Orig: I need to make a purchase online, where is my virtual card? -> Aug: I'm trying to make an online purchase, can you help me locate my virtual card?
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a notification that a direct debit payment has been attempted using your debit card, but it's not recognized by our system. Can you please assist us in resolving this issue?
VAL | [atm_support] | NO | Text: What are the ways to identify a Mastercard ATM?
VAL | [compromised_card] | YES | Text: I'm concerned that someone has accessed my card and made unauthorized transactions, as I didn't make those purchases myself.
VAL | [top_up_reverted] | YES | Text: Please clarify the reason behind the reversal of the recent top-up transaction.
VAL | [activate_my_card] | YES | Text: I'd like to activate my credit/debit card.
VAL | [exchange_charge] | YES | Text: Is there an additional fee for exchanging currency?
VAL | [card_delivery_estimate] | YES | Text: I require an expedited card delivery estimate, please.
VAL | [getting_spare_card] | NO | Text: Can you inform me if I'll be charged for requesting additional cards?
VAL | [supported_cards_and_currencies] | NO | Text: We do not currently support American Express as a payment method for adding funds to your account. However, you can use other supported cards such as Visa, Mastercard, or Discover, or transfer funds using supported currencies like USD, EUR, or JPY.
VAL | [reverted_card_payment?] | YES | Text: I'm concerned about a payment that was previously reversed and is now showing up in my account again. Can you look into this and resolve the issue ASAP?
VAL | [card_payment_fee_charged] | YES | Text: Are there any fees associated with using a credit or debit card for payment?
VAL | [card_linking] | YES | Text: I already have a card with your bank, what's the next step?
VAL | [transfer_not_received_by_recipient] | NO | Text: I've been waiting for 2 days for a transfer to reach a recipient's account, will it take longer to arrive?
VAL | [cash_withdrawal_charge] | YES | Text: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a cash withdrawal at a location other than Nandos in Leeds. Can you help me understand what this charge is for and if it's legitimate?
VAL | [automatic_top_up] | NO | Text: Can I set up automatic top-ups to my account, so I can receive a steady flow of funds while I'm away on my trip?
VAL | [card_payment_not_recognised] | NO | Text: I'm concerned about recent charges on my card that I don't recognize, and I'd like to put a hold on the card immediately. Can I still get a refund for the unauthorized transactions?
VAL | [top_up_reverted] | NO | Text: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity, and it may take up to 60 minutes to complete the process. Once we've finished, we'll be in touch. To ensure a smooth verification, please ensure your uploaded images are clear and your document photos are legible. Additionally, you must be at least 18 years old and reside within the European Economic Area or Switzerland to open an account.
VAL | [topping_up_by_card] | YES | Text: My card top-up is missing from my digital wallet.
VAL | [reverted_card_payment?] | YES | Text: Hello, I was informed by a seller that the payment didn't go through on their end. However, I'm certain it was deducted from my account, and now the funds have been reversed back to me. Can you please investigate this matter urgently?
VAL | [transfer_fee_charged] | NO | Text: I've been a loyal customer for the past few months, using my account to manage international transactions for my new property. I've noticed a sudden increase in fees, which seems unfair considering my consistent usage. Shouldn't I be entitled to a discount or some sort of reward for my loyalty?
VAL | [top_up_failed] | YES | Text: Can I check if my top-up was unsuccessful? It appears to have failed.
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash, but the ATM was malfunctioning. The transaction appears to be pending. Could you investigate the issue and ensure I'm not charged for the unprocessed withdrawal?
VAL | [order_physical_card] | YES | Text: I would like to order a physical credit card.
VAL | [card_arrival] | YES | Text: Can I request express shipping for my card delivery?
VAL | [transfer_fee_charged] | YES | Text: Hi! I'm a university student studying abroad and I noticed that when I was trying to review my budget for this month that there were additional fees I wasn't expecting. Could you please explain why I was charged a transfer fee? I've had this account for years and I haven't had any issues before, it might not even be on your end since I'm still new to international travel and finance, but I wanted to double-check in case a mistake was made!
VAL | [verify_my_identity] | NO | Text: I'm concerned about potential fraud on my account. Can you help me verify my identity to ensure my account is secure?
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm still waiting for my domestic transfer to be credited to the recipient's account. I verified the recipient's account details a few days ago, but the payment hasn't been processed yet.
VAL | [automatic_top_up] | NO | Text: Will the automatic top-up feature trigger a refill when my account balance reaches zero?
VAL | [card_payment_fee_charged] | YES | Text: Can you inform me when you deduct fees for transactions? I recently checked the app and noticed a charge that I wasn't expecting.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was surprised to find that the exchange rate for the cash withdrawal at the ATM was incorrect, resulting in an unexpected and excessive charge. I wish I had been informed of the rate beforehand, as it would have helped me plan my finances better.
VAL | [transfer_fee_charged] | YES | Text: I'm showing a charge for the transfer transaction.
VAL | [top_up_by_card_charge] | YES | Text: What are the charges for topping up my account using a European bank card?
VAL | [card_payment_fee_charged] | NO | Text: I'd like to clarify if there are any extra charges or fees associated with using my card for transactions. I noticed a mention of fee-free transactions in the app, but I want to confirm if there are any exceptions or limitations.
VAL | [failed_transfer] | NO | Text: I'm trying to make a mortgage payment, but I'm getting an error message. This is my first time making this payment, and I'm not sure what's going wrong.
VAL | [card_about_to_expire] | NO | Text: Can I request a replacement card to be sent to China before it expires?
VAL | [pending_top_up] | YES | Text: Can you expedite the processing of my pending top-up? It's been pending for an hour now, and I urgently need the funds to be credited to my account ASAP.
VAL | [getting_virtual_card] | YES | Text: I'm trying to make an online purchase, can you help me locate my virtual card?
