GEN | [declined_transfer] | Orig: I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result! -> Aug: I'm experiencing a problem with my card, as it keeps getting declined. Despite my card being in good standing, I'm unable to complete the transaction. I've tried multiple times, but the result is always the same - declined. Can you help me figure out what's going on?
GEN | [extra_charge_on_statement] | Orig: I wanted to know about a pending dollar that is on my statement. -> Aug: I'd like to inquire about an unexpected charge that appeared on my recent statement.
GEN | [verify_source_of_funds] | Orig: where are the transfers originating -> Aug: Can you please confirm the source of the funds for the recent transactions?
GEN | [country_support] | Orig: What countries do your accounts send and receive to? -> Aug: Which countries do your accounts support international transactions to and from?
GEN | [pending_top_up] | Orig: Why is  my  top  up for  my  new account  not  instant -> Aug: Why is my pending top-up for my new account not processing immediately?
GEN | [transaction_charged_twice] | Orig: Looks like my card payment was duplicated after all. I went to pay at the store earlier, got declined once,second time it works. App still stays pending for one of the payments. Can you remove one of them as it's wrong and clearly was declined? -> Aug: It appears that I was charged twice for the same transaction. I attempted to make a payment at a store earlier, but it was declined initially. The second attempt was successful, but the app still shows one of the payments as pending. Can you please cancel the duplicate charge, as it was clearly declined and not processed successfully?
GEN | [exchange_via_app] | Orig: Is there a way to make my money usable in another country? -> Aug: Can I use your app to exchange my money for a different currency when traveling abroad?
GEN | [receiving_money] | Orig: Please show me how my friend can send me money. -> Aug: Can you guide me on how my friend can transfer funds to me?
GEN | [pin_blocked] | Orig: My card got blocked, how do I reset? -> Aug: My PIN is blocked, how do I unblock it?
GEN | [card_not_working] | Orig: What should I do if I can't use my card? -> Aug: Why is my card not functioning properly?
GEN | [pin_blocked] | Orig: How do I unblock my card? -> Aug: Why is my card blocked and how can I unblock it?
GEN | [receiving_money] | Orig: Who can send me money? -> Aug: Who can transfer funds to me?
GEN | [edit_personal_details] | Orig: My address is incorrect on my file. -> Aug: My personal details, specifically my address, are inaccurate.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I have cash deposit to my account but it is experiencing a problem -> Aug: I've made a cash deposit to my account, but my account balance hasn't been updated yet.
GEN | [verify_source_of_funds] | Orig: Who is giving me my money? -> Aug: Can you confirm the source of the funds being used for this transaction?
GEN | [age_limit] | Orig: What about my children? -> Aug: What about my minors?
GEN | [pending_transfer] | Orig: As I double checked that I have the correct account details that i submitted , they're right for sure. Transfer is still pending so far. -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending at this time.
GEN | [transfer_not_received_by_recipient] | Orig: Where is my last money transaction -> Aug: I haven't received the funds from my recent transfer.
GEN | [receiving_money] | Orig: What are the steps for getting money from a friend? -> Aug: How do I receive money from a friend?
GEN | [card_payment_not_recognised] | Orig: i disagree with a charge -> Aug: I'm disputing a transaction on my account
GEN | [card_not_working] | Orig: Why won't the machine accept my card anymore? -> Aug: Why is my card not being recognized by the payment terminal?
GEN | [exchange_rate] | Orig: Will my money be of equal value when I travel abroad? -> Aug: Will the value of my currency remain the same when I exchange it for a foreign currency?
GEN | [card_not_working] | Orig: My card stopped working. How do I check if there is a freeze on it? -> Aug: My credit card is no longer functioning. Can you help me determine if it's been frozen or restricted?
GEN | [card_not_working] | Orig: Did you deactivate my card it's not working anymore -> Aug: Is my card still active? It's not functioning properly.
GEN | [card_swallowed] | Orig: Will you please help me get my card back? -> Aug: Can you assist me in retrieving my swallowed card?
GEN | [declined_card_payment] | Orig: I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined? -> Aug: I'm frustrated because my new card was declined when I tried to use it today. Can you please help me understand why this happened and what I can do to avoid future declines?
GEN | [receiving_money] | Orig: My friend would like to send me money. What are the options available to them? -> Aug: My friend wants to transfer funds to me. What methods can they use to do so?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: An overseas cash transfer did not work correctly -> Aug: The exchange rate used for the cash withdrawal was incorrect.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. -> Aug: I'm checking on the status of your recent transfer from France. Can you please confirm the transfer details and the expected update time for your account balance?
GEN | [transfer_fee_charged] | Orig: Why was money taken for a transfer? -> Aug: What was the reason for the transfer fee deduction?
GEN | [declined_card_payment] | Orig: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. -> Aug: I'M HAVING ISSUES WITH MY CARD PAYMENT. IT KEEPS GETTING DECLINED WHEN I TRY TO USE IT. I'VE TRIED MULTIPLE TIMES, BUT IT KEEPS GETTING REJECTED. CAN YOU PLEASE HELP ME FIGURE OUT WHY THIS IS HAPPENING?
GEN | [card_not_working] | Orig: Can you help me with my card, I think it's broke. -> Aug: Can you assist me with my card, I believe it's malfunctioning.
GEN | [order_physical_card] | Orig: What do I owe for a new card? -> Aug: How much does a new physical card cost?
GEN | [pending_card_payment] | Orig: I don't know what pending transaction means. -> Aug: I'm not sure what the outstanding payment on my card is referring to.
GEN | [fiat_currency_support] | Orig: Does my account have the option to hold multiple currencies? -> Aug: Can I hold multiple fiat currencies in my account?
GEN | [supported_cards_and_currencies] | Orig: I have another card from the U.S. Will you be able to accept that one? -> Aug: We also accept various cards and currencies, including those from the United States. Will we be able to process a transaction with your U.S.-issued card?
VAL | [declined_transfer] | YES | Text: I'm experiencing a problem with my card, as it keeps getting declined. Despite my card being in good standing, I'm unable to complete the transaction. I've tried multiple times, but the result is always the same - declined. Can you help me figure out what's going on?
VAL | [extra_charge_on_statement] | YES | Text: I'd like to inquire about an unexpected charge that appeared on my recent statement.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds for the recent transactions?
VAL | [country_support] | YES | Text: Which countries do your accounts support international transactions to and from?
VAL | [pending_top_up] | YES | Text: Why is my pending top-up for my new account not processing immediately?
VAL | [transaction_charged_twice] | YES | Text: It appears that I was charged twice for the same transaction. I attempted to make a payment at a store earlier, but it was declined initially. The second attempt was successful, but the app still shows one of the payments as pending. Can you please cancel the duplicate charge, as it was clearly declined and not processed successfully?
VAL | [exchange_via_app] | YES | Text: Can I use your app to exchange my money for a different currency when traveling abroad?
VAL | [receiving_money] | YES | Text: Can you guide me on how my friend can transfer funds to me?
VAL | [pin_blocked] | YES | Text: My PIN is blocked, how do I unblock it?
VAL | [card_not_working] | YES | Text: Why is my card not functioning properly?
VAL | [pin_blocked] | NO | Text: Why is my card blocked and how can I unblock it?
VAL | [receiving_money] | YES | Text: Who can transfer funds to me?
VAL | [edit_personal_details] | YES | Text: My personal details, specifically my address, are inaccurate.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I've made a cash deposit to my account, but my account balance hasn't been updated yet.
VAL | [verify_source_of_funds] | YES | Text: Can you confirm the source of the funds being used for this transaction?
VAL | [age_limit] | YES | Text: What about my minors?
VAL | [pending_transfer] | YES | Text: I've reconfirmed my account information, and it's accurate. The transfer remains pending at this time.
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the funds from my recent transfer.
VAL | [receiving_money] | YES | Text: How do I receive money from a friend?
VAL | [card_payment_not_recognised] | NO | Text: I'm disputing a transaction on my account
VAL | [card_not_working] | YES | Text: Why is my card not being recognized by the payment terminal?
VAL | [exchange_rate] | YES | Text: Will the value of my currency remain the same when I exchange it for a foreign currency?
VAL | [card_not_working] | YES | Text: My credit card is no longer functioning. Can you help me determine if it's been frozen or restricted?
VAL | [card_not_working] | NO | Text: Is my card still active? It's not functioning properly.
VAL | [card_swallowed] | YES | Text: Can you assist me in retrieving my swallowed card?
VAL | [declined_card_payment] | YES | Text: I'm frustrated because my new card was declined when I tried to use it today. Can you please help me understand why this happened and what I can do to avoid future declines?
VAL | [receiving_money] | YES | Text: My friend wants to transfer funds to me. What methods can they use to do so?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate used for the cash withdrawal was incorrect.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm checking on the status of your recent transfer from France. Can you please confirm the transfer details and the expected update time for your account balance?
VAL | [transfer_fee_charged] | YES | Text: What was the reason for the transfer fee deduction?
VAL | [declined_card_payment] | YES | Text: I'M HAVING ISSUES WITH MY CARD PAYMENT. IT KEEPS GETTING DECLINED WHEN I TRY TO USE IT. I'VE TRIED MULTIPLE TIMES, BUT IT KEEPS GETTING REJECTED. CAN YOU PLEASE HELP ME FIGURE OUT WHY THIS IS HAPPENING?
VAL | [card_not_working] | YES | Text: Can you assist me with my card, I believe it's malfunctioning.
VAL | [order_physical_card] | YES | Text: How much does a new physical card cost?
VAL | [pending_card_payment] | NO | Text: I'm not sure what the outstanding payment on my card is referring to.
VAL | [fiat_currency_support] | YES | Text: Can I hold multiple fiat currencies in my account?
VAL | [supported_cards_and_currencies] | NO | Text: We also accept various cards and currencies, including those from the United States. Will we be able to process a transaction with your U.S.-issued card?
